"Kod TERYT";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"300504";"gm. Rakoniewice";"grodziski";"wielkopolskie";"57,02";"2,05";"72,41";"27,59";"0,00";"97,95";"26,24";"";"8,36";"16,07";"";"40,51";"";"8,83";"";""
"300505";"gm. Wielichowo";"grodziski";"wielkopolskie";"58,59";"1,86";"62,07";"37,93";"0,00";"98,14";"23,53";"";"7,69";"13,87";"";"47,12";"";"7,79";"";""
"300601";"gm. Jaraczewo";"jarociński";"wielkopolskie";"58,44";"2,00";"79,73";"20,27";"0,00";"98,00";"8,47";"";"5,47";"20,48";"";"57,30";"";"8,28";"";""
"300602";"gm. Jarocin";"jarociński";"wielkopolskie";"59,74";"1,50";"75,79";"24,21";"0,00";"98,50";"21,57";"";"5,57";"16,09";"";"43,04";"";"13,73";"";""
"300603";"gm. Kotlin";"jarociński";"wielkopolskie";"54,40";"2,12";"67,19";"32,81";"0,00";"97,88";"13,15";"";"5,58";"16,36";"";"55,32";"";"9,60";"";""
"300604";"gm. Żerków";"jarociński";"wielkopolskie";"55,52";"1,65";"81,33";"18,67";"0,00";"98,35";"12,09";"";"5,70";"16,64";"";"58,20";"";"7,38";"";""
"300701";"gm. Blizanów";"kaliski";"wielkopolskie";"56,38";"1,50";"65,67";"34,33";"0,00";"98,50";"16,11";"";"6,89";"17,20";"";"49,33";"";"10,47";"";""
"300702";"gm. Brzeziny";"kaliski";"wielkopolskie";"56,14";"1,34";"74,29";"25,71";"0,00";"98,66";"6,89";"";"5,76";"17,87";"";"55,41";"";"14,06";"";""
"300703";"gm. Ceków-Kolonia";"kaliski";"wielkopolskie";"54,63";"3,12";"86,15";"13,85";"0,00";"96,88";"21,94";"";"3,62";"22,14";"";"45,12";"";"7,18";"";""
"300704";"gm. Godziesze Wielkie";"kaliski";"wielkopolskie";"59,31";"1,43";"62,50";"37,50";"0,00";"98,57";"12,82";"";"6,17";"15,04";"";"54,15";"";"11,82";"";""
"300705";"gm. Koźminek";"kaliski";"wielkopolskie";"53,69";"1,21";"46,15";"53,85";"0,00";"98,79";"11,92";"";"6,45";"14,05";"";"58,62";"";"8,95";"";""
"300706";"gm. Lisków";"kaliski";"wielkopolskie";"52,40";"2,00";"62,22";"37,78";"0,00";"98,00";"10,09";"";"3,54";"20,08";"";"56,29";"";"10,00";"";""
"300707";"gm. Mycielin";"kaliski";"wielkopolskie";"52,46";"1,70";"48,57";"51,43";"0,00";"98,30";"9,43";"";"4,54";"17,62";"";"60,41";"";"8,00";"";""
"300708";"gm. Opatówek";"kaliski";"wielkopolskie";"61,48";"1,15";"56,67";"43,33";"0,00";"98,85";"16,37";"";"6,51";"9,71";"";"53,79";"";"13,61";"";""
"300709";"gm. Stawiszyn";"kaliski";"wielkopolskie";"56,44";"2,52";"71,60";"28,40";"0,00";"97,48";"14,09";"";"5,78";"17,12";"";"52,56";"";"10,45";"";""
"300710";"gm. Szczytniki";"kaliski";"wielkopolskie";"58,85";"1,42";"61,54";"38,46";"0,00";"98,58";"6,46";"";"3,74";"13,00";"";"68,92";"";"7,87";"";""
"300711";"gm. Żelazków";"kaliski";"wielkopolskie";"60,34";"1,47";"74,63";"25,37";"0,00";"98,53";"18,74";"";"5,91";"11,43";"";"53,98";"";"9,94";"";""
"300801";"gm. Baranów";"kępiński";"wielkopolskie";"62,43";"1,61";"71,43";"28,57";"0,00";"98,39";"30,95";"";"5,99";"11,05";"";"45,17";"";"6,82";"";""
"300802";"gm. Bralin";"kępiński";"wielkopolskie";"64,22";"2,12";"64,06";"35,94";"0,00";"97,88";"29,86";"";"5,69";"9,05";"";"45,02";"";"10,37";"";""
"300803";"gm. Kępno";"kępiński";"wielkopolskie";"61,69";"1,04";"68,03";"31,97";"0,00";"98,96";"36,71";"";"5,46";"8,75";"";"39,53";"";"9,55";"";""
"300804";"gm. Łęka Opatowska";"kępiński";"wielkopolskie";"59,97";"2,13";"64,15";"35,85";"0,00";"97,87";"29,20";"";"4,80";"12,28";"";"47,97";"";"5,75";"";""
"300805";"gm. Perzów";"kępiński";"wielkopolskie";"56,46";"1,42";"75,00";"25,00";"0,00";"98,58";"33,77";"";"5,82";"8,16";"";"43,31";"";"8,94";"";""
"300806";"gm. Rychtal";"kępiński";"wielkopolskie";"54,05";"2,24";"70,27";"29,73";"0,00";"97,76";"23,81";"";"6,76";"13,52";"";"47,99";"";"7,94";"";""
"300807";"gm. Trzcinica";"kępiński";"wielkopolskie";"60,98";"2,19";"73,08";"26,92";"0,00";"97,81";"36,22";"";"4,27";"7,76";"";"48,34";"";"3,41";"";""
"300901";"m. Koło";"kolski";"wielkopolskie";"60,01";"1,32";"57,04";"42,96";"0,00";"98,68";"24,51";"0,56";"6,55";"7,46";"";"44,72";"";"16,21";"";""
"300902";"gm. Babiak";"kolski";"wielkopolskie";"53,96";"2,14";"67,12";"32,88";"0,00";"97,86";"7,66";"0,39";"4,16";"15,38";"";"62,23";"";"10,18";"";""
"300903";"gm. Chodów";"kolski";"wielkopolskie";"50,23";"2,55";"81,82";"18,18";"0,00";"97,45";"6,66";"0,48";"5,71";"17,27";"";"63,00";"";"6,89";"";""
"300904";"gm. Dąbie";"kolski";"wielkopolskie";"55,17";"1,73";"69,39";"30,61";"0,00";"98,27";"8,57";"0,50";"4,50";"8,21";"";"70,39";"";"7,82";"";""
"300905";"gm. Grzegorzew";"kolski";"wielkopolskie";"55,51";"1,72";"65,12";"34,88";"0,00";"98,28";"12,50";"0,37";"4,99";"9,01";"";"65,14";"";"8,00";"";""
"300906";"gm. Kłodawa";"kolski";"wielkopolskie";"53,26";"1,91";"76,92";"23,08";"0,00";"98,09";"16,45";"0,34";"5,81";"7,87";"";"58,15";"";"11,38";"";""
"300907";"gm. Koło";"kolski";"wielkopolskie";"58,95";"0,94";"48,48";"51,52";"0,00";"99,06";"16,78";"0,34";"5,76";"8,06";"";"59,11";"";"9,95";"";""
"300908";"gm. Kościelec";"kolski";"wielkopolskie";"57,30";"2,06";"69,84";"30,16";"0,00";"97,94";"11,94";"0,43";"5,00";"9,70";"";"63,82";"";"9,10";"";""
"300909";"gm. Olszówka";"kolski";"wielkopolskie";"52,79";"2,50";"64,58";"35,42";"0,00";"97,50";"7,84";"0,48";"5,60";"8,96";"";"70,33";"";"6,78";"";""
"300910";"gm. Osiek Mały";"kolski";"wielkopolskie";"54,48";"1,11";"79,31";"20,69";"0,00";"98,89";"8,58";"0,12";"7,65";"11,06";"";"65,33";"";"7,26";"";""
"300911";"gm. Przedecz";"kolski";"wielkopolskie";"50,14";"2,49";"60,98";"39,02";"0,00";"97,51";"10,22";"0,37";"6,11";"11,59";"";"60,81";"";"10,90";"";""
"301001";"gm. Golina";"koniński";"wielkopolskie";"57,52";"1,23";"79,41";"20,59";"0,00";"98,77";"20,38";"0,55";"5,72";"8,85";"";"53,70";"";"10,80";"";""
"301002";"gm. Grodziec";"koniński";"wielkopolskie";"50,83";"1,63";"76,47";"23,53";"0,00";"98,37";"11,43";"0,73";"4,59";"10,16";"";"61,96";"";"11,13";"";""
"301003";"gm. Kazimierz Biskupi";"koniński";"wielkopolskie";"58,78";"1,56";"50,60";"49,40";"0,00";"98,44";"18,14";"0,52";"5,50";"10,73";"";"53,00";"";"12,12";"";""
"301004";"gm. Kleczew";"koniński";"wielkopolskie";"56,80";"2,25";"78,22";"21,78";"0,00";"97,75";"9,73";"0,50";"6,14";"12,12";"";"63,13";"";"8,38";"";""
"301005";"gm. Kramsk";"koniński";"wielkopolskie";"56,30";"1,42";"67,61";"32,39";"0,00";"98,58";"14,36";"0,71";"5,89";"8,74";"";"60,23";"";"10,07";"";""
"301006";"gm. Krzymów";"koniński";"wielkopolskie";"57,08";"1,43";"76,47";"23,53";"0,00";"98,57";"15,93";"0,43";"5,95";"6,21";"";"64,05";"";"7,43";"";""
"301007";"gm. Rychwał";"koniński";"wielkopolskie";"55,55";"1,70";"62,90";"37,10";"0,00";"98,30";"9,76";"0,70";"4,77";"9,40";"";"63,49";"";"11,88";"";""
"301008";"gm. Rzgów";"koniński";"wielkopolskie";"56,58";"1,39";"70,45";"29,55";"0,00";"98,61";"16,02";"0,61";"6,27";"8,60";"";"57,64";"";"10,87";"";""
"301009";"gm. Skulsk";"koniński";"wielkopolskie";"48,07";"2,46";"67,24";"32,76";"0,00";"97,54";"13,41";"0,52";"6,05";"11,32";"";"60,91";"";"7,79";"";""
"301010";"gm. Sompolno";"koniński";"wielkopolskie";"53,49";"2,25";"67,00";"33,00";"0,00";"97,75";"10,91";"0,37";"6,00";"8,44";"";"63,58";"";"10,70";"";""
"301011";"gm. Stare Miasto";"koniński";"wielkopolskie";"61,82";"1,62";"73,40";"26,60";"0,00";"98,38";"17,27";"0,35";"5,71";"7,60";"";"48,84";"";"20,23";"";""
"301012";"gm. Ślesin";"koniński";"wielkopolskie";"55,48";"1,86";"71,55";"28,45";"0,00";"98,14";"15,48";"0,47";"4,78";"15,15";"";"55,44";"";"8,67";"";""
"301013";"gm. Wierzbinek";"koniński";"wielkopolskie";"50,05";"1,98";"66,07";"33,93";"0,00";"98,02";"7,40";"0,40";"2,53";"9,93";"";"75,16";"";"4,58";"";""
"301014";"gm. Wilczyn";"koniński";"wielkopolskie";"52,74";"3,08";"75,64";"24,36";"0,00";"96,92";"8,81";"0,41";"4,37";"12,53";"";"66,38";"";"7,51";"";""
"301101";"m. Kościan";"kościański";"wielkopolskie";"65,35";"1,56";"58,64";"41,36";"0,00";"98,44";"36,16";"";"6,11";"11,20";"";"30,79";"";"15,74";"";""
"301102";"gm. Czempiń";"kościański";"wielkopolskie";"58,59";"2,55";"65,93";"34,07";"0,00";"97,45";"26,85";"";"7,97";"15,45";"";"36,25";"";"13,49";"";""
"301103";"gm. Kościan";"kościański";"wielkopolskie";"58,63";"2,37";"57,23";"42,77";"0,00";"97,63";"24,22";"";"6,81";"16,62";"";"40,58";"";"11,77";"";""
"301104";"gm. Krzywiń";"kościański";"wielkopolskie";"57,51";"2,63";"70,34";"29,66";"0,00";"97,37";"8,71";"";"4,54";"30,15";"";"49,91";"";"6,69";"";""
"301105";"gm. Śmigiel";"kościański";"wielkopolskie";"55,62";"2,45";"60,75";"39,25";"0,00";"97,55";"21,95";"";"6,00";"14,84";"";"44,58";"";"12,64";"";""
"301201";"m. Sulmierzyce";"krotoszyński";"wielkopolskie";"57,89";"3,18";"50,00";"50,00";"0,00";"96,82";"17,56";"";"6,73";"18,79";"";"49,14";"";"7,79";"";""
"301202";"gm. Kobylin";"krotoszyński";"wielkopolskie";"53,72";"2,67";"57,78";"42,22";"0,00";"97,33";"17,08";"";"5,45";"17,69";"";"51,19";"";"8,59";"";""
"301203";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"54,59";"2,10";"60,00";"40,00";"0,00";"97,90";"19,61";"";"6,29";"18,06";"";"46,62";"";"9,41";"";""
"301204";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"59,67";"1,26";"67,52";"32,48";"0,00";"98,74";"21,20";"";"6,43";"19,37";"";"41,17";"";"11,82";"";""
"301205";"gm. Rozdrażew";"krotoszyński";"wielkopolskie";"55,20";"1,71";"60,53";"39,47";"0,00";"98,29";"10,16";"";"6,00";"19,22";"";"59,31";"";"5,31";"";""
"301206";"gm. Zduny";"krotoszyński";"wielkopolskie";"55,38";"2,01";"53,12";"46,88";"0,00";"97,99";"18,68";"";"7,61";"13,66";"";"45,87";"";"14,17";"";""
"301301";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"55,96";"2,61";"65,62";"34,38";"0,00";"97,39";"19,40";"";"7,66";"12,01";"";"47,88";"";"13,04";"";""
"301302";"gm. Lipno";"leszczyński";"wielkopolskie";"61,94";"1,83";"63,38";"36,62";"0,00";"98,17";"25,53";"";"7,95";"11,42";"";"37,33";"";"17,77";"";""
"301303";"gm. Osieczna";"leszczyński";"wielkopolskie";"58,90";"2,26";"69,79";"30,21";"0,00";"97,74";"27,47";"";"7,18";"10,63";"";"41,13";"";"13,59";"";""
"301304";"gm. Rydzyna";"leszczyński";"wielkopolskie";"61,25";"1,70";"65,79";"34,21";"0,00";"98,30";"27,85";"";"7,63";"11,59";"";"38,09";"";"14,85";"";""
"301305";"gm. Święciechowa";"leszczyński";"wielkopolskie";"59,88";"1,56";"61,40";"38,60";"0,00";"98,44";"25,20";"";"7,47";"14,25";"";"37,29";"";"15,78";"";""
"301306";"gm. Wijewo";"leszczyński";"wielkopolskie";"58,12";"3,32";"71,93";"28,07";"0,00";"96,68";"16,14";"";"8,55";"19,10";"";"45,18";"";"11,02";"";""
"301307";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"58,95";"2,33";"62,38";"37,62";"0,00";"97,67";"22,36";"";"5,93";"15,18";"";"41,77";"";"14,75";"";""
"301401";"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";"51,32";"2,69";"64,86";"35,14";"0,00";"97,31";"29,60";"";"4,25";"9,17";"";"40,64";"";"16,33";"";""
"301402";"gm. Kwilcz";"międzychodzki";"wielkopolskie";"55,06";"2,53";"85,51";"14,49";"0,00";"97,47";"29,09";"";"4,67";"16,64";"";"37,34";"";"12,27";"";""
"301403";"gm. Międzychód";"międzychodzki";"wielkopolskie";"59,64";"1,52";"71,32";"28,68";"0,00";"98,48";"32,47";"";"7,14";"8,18";"";"29,35";"";"22,85";"";""
"301404";"gm. Sieraków";"międzychodzki";"wielkopolskie";"54,94";"2,16";"67,90";"32,10";"0,00";"97,84";"30,91";"";"4,72";"7,23";"";"33,12";"";"24,01";"";""
"301501";"gm. Kuślin";"nowotomyski";"wielkopolskie";"55,55";"2,96";"72,86";"27,14";"0,00";"97,04";"26,33";"";"6,02";"14,56";"";"44,77";"";"8,33";"";""
"301502";"gm. Lwówek";"nowotomyski";"wielkopolskie";"54,65";"1,84";"74,65";"25,35";"0,00";"98,16";"33,68";"";"5,54";"13,19";"";"40,59";"";"7,01";"";""
"301503";"gm. Miedzichowo";"nowotomyski";"wielkopolskie";"57,25";"3,42";"89,66";"10,34";"0,00";"96,58";"33,74";"";"5,87";"10,02";"";"39,79";"";"10,57";"";""
"301504";"gm. Nowy Tomyśl";"nowotomyski";"wielkopolskie";"63,99";"1,34";"69,14";"30,86";"0,00";"98,66";"43,09";"";"7,05";"8,55";"";"29,54";"";"11,77";"";""
"301505";"gm. Opalenica";"nowotomyski";"wielkopolskie";"62,32";"1,50";"72,65";"27,35";"0,00";"98,50";"34,69";"";"5,79";"16,01";"";"35,03";"";"8,48";"";""
"301506";"gm. Zbąszyń";"nowotomyski";"wielkopolskie";"63,00";"1,62";"56,48";"43,52";"0,00";"98,38";"47,99";"";"7,90";"5,89";"";"31,52";"";"6,70";"";""
"301601";"gm. Oborniki";"obornicki";"wielkopolskie";"62,76";"1,38";"74,89";"25,11";"0,00";"98,62";"28,69";"";"6,47";"22,00";"";"30,22";"";"12,62";"";""
"301602";"gm. Rogoźno";"obornicki";"wielkopolskie";"56,49";"1,68";"73,64";"26,36";"0,00";"98,32";"27,23";"";"6,62";"14,58";"";"36,30";"";"15,28";"";""
"301603";"gm. Ryczywół";"obornicki";"wielkopolskie";"54,16";"2,43";"78,08";"21,92";"0,00";"97,57";"20,27";"";"6,40";"24,15";"";"39,48";"";"9,71";"";""
"301701";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"65,39";"1,14";"65,71";"34,29";"0,00";"98,86";"39,38";"";"6,31";"8,10";"";"33,23";"";"12,99";"";""
"301702";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"57,72";"1,77";"74,19";"25,81";"0,00";"98,23";"21,42";"";"7,40";"11,33";"";"49,26";"";"10,59";"";""
"301703";"gm. Odolanów";"ostrowski";"wielkopolskie";"58,99";"2,19";"69,80";"30,20";"0,00";"97,81";"16,98";"";"7,60";"7,71";"";"56,22";"";"11,50";"";""
"301704";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"58,71";"1,66";"73,79";"26,21";"0,00";"98,34";"21,17";"";"6,56";"14,26";"";"49,49";"";"8,53";"";""
"301705";"gm. Przygodzice";"ostrowski";"wielkopolskie";"61,41";"1,90";"74,77";"25,23";"0,00";"98,10";"20,94";"";"6,32";"15,14";"";"47,86";"";"9,73";"";""
"301706";"gm. Raszków";"ostrowski";"wielkopolskie";"58,48";"1,66";"76,40";"23,60";"0,00";"98,34";"18,41";"";"6,14";"12,17";"";"55,19";"";"8,08";"";""
"301707";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"54,22";"1,76";"69,44";"30,56";"0,00";"98,24";"14,30";"";"7,52";"12,31";"";"58,91";"";"6,95";"";""
"301708";"gm. Sośnie";"ostrowski";"wielkopolskie";"52,43";"2,42";"62,12";"37,88";"0,00";"97,58";"16,90";"";"7,51";"12,50";"";"55,01";"";"8,07";"";""
"301801";"gm. Czajków";"ostrzeszowski";"wielkopolskie";"56,70";"1,13";"76,92";"23,08";"0,00";"98,87";"10,77";"";"5,87";"23,38";"";"50,79";"";"9,19";"";""
"301802";"gm. Doruchów";"ostrzeszowski";"wielkopolskie";"55,60";"1,77";"65,85";"34,15";"0,00";"98,23";"13,08";"";"5,84";"20,41";"";"54,17";"";"6,50";"";""
"301803";"gm. Grabów nad Prosną";"ostrzeszowski";"wielkopolskie";"57,79";"2,13";"72,73";"27,27";"0,00";"97,87";"11,08";"";"7,11";"25,58";"";"46,60";"";"9,63";"";""
"301804";"gm. Kobyla Góra";"ostrzeszowski";"wielkopolskie";"57,43";"1,97";"75,93";"24,07";"0,00";"98,03";"19,02";"";"8,05";"25,09";"";"39,00";"";"8,84";"";""
"301805";"gm. Kraszewice";"ostrzeszowski";"wielkopolskie";"55,42";"1,79";"64,29";"35,71";"0,00";"98,21";"12,53";"";"5,68";"27,35";"";"48,83";"";"5,61";"";""
"301806";"gm. Mikstat";"ostrzeszowski";"wielkopolskie";"55,84";"2,04";"78,18";"21,82";"0,00";"97,96";"9,59";"";"5,46";"13,46";"";"64,48";"";"7,01";"";""
"301807";"gm. Ostrzeszów";"ostrzeszowski";"wielkopolskie";"60,03";"1,29";"68,97";"31,03";"0,00";"98,71";"28,38";"";"5,78";"18,02";"";"37,07";"";"10,76";"";""
"301901";"m. Piła";"pilski";"wielkopolskie";"65,18";"0,85";"56,03";"43,97";"0,00";"99,15";"35,06";"";"6,32";"10,12";"";"30,35";"";"18,15";"";""
"301902";"gm. Białośliwie";"pilski";"wielkopolskie";"59,34";"2,14";"72,34";"27,66";"0,00";"97,86";"16,78";"";"7,16";"23,47";"";"43,73";"";"8,88";"";""
"301903";"gm. Kaczory";"pilski";"wielkopolskie";"60,38";"1,49";"69,09";"30,91";"0,00";"98,51";"22,88";"";"7,84";"15,35";"";"42,88";"";"11,06";"";""
"301904";"gm. Łobżenica";"pilski";"wielkopolskie";"52,13";"2,80";"73,83";"26,17";"0,00";"97,20";"12,90";"";"5,32";"16,58";"";"57,11";"";"8,09";"";""
"301905";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";"54,15";"1,62";"77,27";"22,73";"0,00";"98,38";"22,79";"";"8,40";"17,24";"";"38,83";"";"12,74";"";""
"301906";"gm. Szydłowo";"pilski";"wielkopolskie";"57,97";"1,76";"77,14";"22,86";"0,00";"98,24";"28,39";"";"7,99";"14,18";"";"34,49";"";"14,95";"";""
"301907";"gm. Ujście";"pilski";"wielkopolskie";"57,40";"1,96";"70,00";"30,00";"0,00";"98,04";"27,51";"";"6,91";"13,97";"";"38,11";"";"13,49";"";""
"301908";"gm. Wyrzysk";"pilski";"wielkopolskie";"53,41";"2,40";"73,19";"26,81";"0,00";"97,60";"21,44";"";"7,07";"14,28";"";"45,80";"";"11,41";"";""
"301909";"gm. Wysoka";"pilski";"wielkopolskie";"52,78";"1,69";"64,44";"35,56";"0,00";"98,31";"19,66";"";"7,10";"14,09";"";"50,17";"";"8,97";"";""
"302001";"gm. Chocz";"pleszewski";"wielkopolskie";"53,38";"1,67";"61,76";"38,24";"0,00";"98,33";"11,84";"";"6,30";"20,64";"";"50,12";"";"11,09";"";""
"302002";"gm. Czermin";"pleszewski";"wielkopolskie";"60,36";"2,14";"71,43";"28,57";"0,00";"97,86";"10,35";"";"4,69";"22,71";"";"56,89";"";"5,35";"";""
"302003";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"55,25";"3,07";"71,96";"28,04";"0,00";"96,93";"10,95";"";"4,47";"30,87";"";"46,64";"";"7,07";"";""
"302004";"gm. Gizałki";"pleszewski";"wielkopolskie";"53,82";"2,79";"66,67";"33,33";"0,00";"97,21";"10,36";"";"4,20";"15,73";"";"63,87";"";"5,84";"";""
"302005";"gm. Gołuchów";"pleszewski";"wielkopolskie";"60,25";"1,86";"72,92";"27,08";"0,00";"98,14";"17,25";"";"5,53";"18,69";"";"49,19";"";"9,34";"";""
"302006";"gm. Pleszew";"pleszewski";"wielkopolskie";"58,93";"1,44";"65,31";"34,69";"0,00";"98,56";"28,47";"";"6,09";"12,91";"";"41,14";"";"11,39";"";""
"302101";"m. Luboń";"poznański";"wielkopolskie";"73,84";"0,95";"58,08";"41,92";"0,00";"99,05";"43,91";"";"7,22";"6,29";"";"26,23";"";"16,35";"";""
"302102";"m. Puszczykowo";"poznański";"wielkopolskie";"75,29";"0,83";"54,00";"46,00";"0,00";"99,17";"51,81";"";"4,83";"5,06";"";"25,96";"";"12,34";"";""
"302103";"gm. Buk";"poznański";"wielkopolskie";"65,76";"1,62";"65,05";"34,95";"0,00";"98,38";"33,23";"";"6,64";"12,65";"";"35,98";"";"11,50";"";""
"302104";"gm. Czerwonak";"poznański";"wielkopolskie";"71,34";"0,99";"63,76";"36,24";"0,00";"99,01";"44,49";"";"5,93";"6,44";"";"28,49";"";"14,65";"";""
"302105";"gm. Dopiewo";"poznański";"wielkopolskie";"77,32";"0,92";"62,14";"37,86";"0,00";"99,08";"48,77";"";"6,37";"8,67";"";"22,68";"";"13,51";"";""
"302106";"gm. Kleszczewo";"poznański";"wielkopolskie";"74,02";"1,35";"60,32";"39,68";"0,00";"98,65";"40,07";"";"7,42";"9,31";"";"29,42";"";"13,78";"";""
"302107";"gm. Komorniki";"poznański";"wielkopolskie";"76,33";"0,87";"53,52";"46,48";"0,00";"99,13";"49,68";"";"6,88";"7,01";"";"20,86";"";"15,57";"";""
"302108";"gm. Kostrzyn";"poznański";"wielkopolskie";"61,73";"1,44";"62,70";"37,30";"0,00";"98,56";"33,24";"";"8,38";"10,31";"";"35,23";"";"12,84";"";""
"302109";"gm. Kórnik";"poznański";"wielkopolskie";"72,33";"0,99";"64,24";"35,76";"0,00";"99,01";"43,68";"";"7,59";"7,22";"";"27,38";"";"14,13";"";""
"302110";"gm. Mosina";"poznański";"wielkopolskie";"69,81";"1,21";"71,09";"28,91";"0,00";"98,79";"39,50";"";"6,71";"7,49";"";"31,65";"";"14,65";"";""
"302111";"gm. Murowana Goślina";"poznański";"wielkopolskie";"66,68";"1,23";"69,81";"30,19";"0,00";"98,77";"39,49";"";"6,98";"8,23";"";"29,47";"";"15,82";"";""
"302112";"gm. Pobiedziska";"poznański";"wielkopolskie";"66,01";"1,38";"67,39";"32,61";"0,00";"98,62";"36,56";"";"6,96";"10,52";"";"30,64";"";"15,32";"";""
"302113";"gm. Rokietnica";"poznański";"wielkopolskie";"74,87";"0,61";"50,82";"49,18";"0,00";"99,39";"49,01";"";"6,57";"6,34";"";"22,94";"";"15,13";"";""
"302114";"gm. Stęszew";"poznański";"wielkopolskie";"62,41";"1,77";"73,28";"26,72";"0,00";"98,23";"30,17";"";"6,99";"18,36";"";"32,41";"";"12,07";"";""
"302115";"gm. Suchy Las";"poznański";"wielkopolskie";"79,08";"0,67";"51,43";"48,57";"0,00";"99,33";"49,29";"";"5,87";"6,28";"";"23,11";"";"15,44";"";""
"302116";"gm. Swarzędz";"poznański";"wielkopolskie";"72,53";"0,98";"55,60";"44,40";"0,00";"99,02";"43,24";"";"6,75";"7,71";"";"26,74";"";"15,56";"";""
"302117";"gm. Tarnowo Podgórne";"poznański";"wielkopolskie";"76,93";"0,78";"55,65";"44,35";"0,00";"99,22";"54,74";"";"5,05";"5,54";"";"23,66";"";"11,01";"";""
"302201";"gm. Bojanowo";"rawicki";"wielkopolskie";"53,36";"2,69";"71,13";"28,87";"0,00";"97,31";"18,29";"";"7,87";"15,63";"";"42,00";"";"16,21";"";""
"302202";"gm. Jutrosin";"rawicki";"wielkopolskie";"51,41";"2,39";"65,67";"34,33";"0,00";"97,61";"16,46";"";"4,49";"18,28";"";"48,54";"";"12,23";"";""
"302203";"gm. Miejska Górka";"rawicki";"wielkopolskie";"53,87";"2,92";"81,74";"18,26";"0,00";"97,08";"13,78";"";"6,21";"10,74";"";"46,96";"";"22,32";"";""
"302204";"gm. Pakosław";"rawicki";"wielkopolskie";"55,40";"2,89";"66,10";"33,90";"0,00";"97,11";"14,69";"";"4,95";"19,43";"";"51,79";"";"9,14";"";""
"302205";"gm. Rawicz";"rawicki";"wielkopolskie";"57,51";"1,40";"66,49";"33,51";"0,00";"98,60";"28,81";"";"6,52";"9,79";"";"35,45";"";"19,43";"";""
"302301";"m. Słupca";"słupecki";"wielkopolskie";"62,33";"1,24";"75,90";"24,10";"0,00";"98,76";"21,28";"0,53";"5,14";"17,24";"";"39,76";"";"16,04";"";""
"302302";"gm. Lądek";"słupecki";"wielkopolskie";"54,00";"1,12";"78,57";"21,43";"0,00";"98,88";"14,00";"0,41";"5,32";"14,25";"";"55,76";"";"10,27";"";""
"302303";"gm. Orchowo";"słupecki";"wielkopolskie";"52,09";"2,29";"63,89";"36,11";"0,00";"97,71";"15,48";"0,85";"7,42";"14,38";"";"49,51";"";"12,36";"";""
"302304";"gm. Ostrowite";"słupecki";"wielkopolskie";"47,98";"2,23";"77,78";"22,22";"0,00";"97,77";"10,91";"0,41";"4,72";"11,02";"";"62,64";"";"10,30";"";""
"302305";"gm. Powidz";"słupecki";"wielkopolskie";"64,87";"2,04";"64,00";"36,00";"0,00";"97,96";"19,82";"0,83";"6,41";"8,66";"";"45,88";"";"18,40";"";""
"302306";"gm. Słupca";"słupecki";"wielkopolskie";"55,31";"2,05";"69,77";"30,23";"0,00";"97,95";"13,05";"0,58";"6,00";"12,66";"";"58,00";"";"9,70";"";""
