kadencja;posel;data.ur;wiek;klub;miejsce.ur;okreg;glosy;plec
1991;Dariusz Kołodziejczyk;1967-11-13;24;Klub Polski Program Liberalny;Częstochowa;09 Częstochowa;;M
1991;Andrzej Urbański;1954-05-18;37;Klub Polski Program Liberalny;Warszawa;01 Warszawa;;M
1991;Bronisław Komorowski;1952-06-04;39;Klub Parlamentarny Unia Demokratyczna;Oborniki Śląskie;36 Katowice;;M
1991;Ryszard Bartosz;1953-08-23;38;poseł niezrzeszony;Tyszowce;27 Zamość;;M
1991;Feliks Klimczak;1949-08-28;42;Klub Parlamentarny Porozumienie Ludowe;Sopot;16 Toruń;;M
1991;Henryk Wujec;1941-01-01;50;Klub Parlamentarny Unia Demokratyczna;Podlesie k. Biłgoraja;27 Zamość;;M
1991;Maria Dmochowska;1930-07-18;61;Klub Parlamentarny Unia Demokratyczna;Warszawa;04 Łódź;;F
1991;Bogdan Łukasiewicz;1950-01-07;41;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Łódź;04 Łódź;;M
1991;Longin Pastusiak;1935-08-22;56;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Łódź;22 Gdańsk;;M
1991;Stanisław Sobański;1951-09-20;40;Klub Parlamentarny NSZZ &quot;Głubczyn;Solidarność&quot;;19 Gorzów
1991;Janusz Piechociński;1960-03-15;31;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Studzianki Pancerne;02 Legionowo;;M
1991;Tadeusz Iwiński;1944-10-28;47;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Piastów k/Warszawy;23 Olsztyn;;M
1991;Antoni Bielewicz;1946-04-09;45;Parlamentarny Klub Porozumienia Centrum;Prokopowicze - ZSRR;02 Legionowo;;M
1991;Józef Zbigniew Woroszczak;1940-03-13;51;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Tłumacz - Stanisławów ZSRR;20 Szczecin;;M
1991;Jerzy Orłowski;1938-03-15;53;Klub Polski Program Liberalny;Łódź;05 Piotrków Trybunalski;;M
1991;Stanisław Żelichowski;1944-04-09;47;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Księżostany;24 Ostrołęka;;M
1991;Tomasz Bańkowski;1947-12-02;44;Klub Polski Program Liberalny;Łódź;37 Gliwice;;M
1991;Bronisław Geremek;1932-03-06;59;Klub Parlamentarny Unia Demokratyczna;Warszawa;01 Warszawa;;M
1991;Paweł Kowalczyk;1938-10-30;53;Klub Parlamentarny NSZZ &quot;Aleksandrynów;Solidarność&quot;;20 Szczecin
1991;Irena Nowacka;1950-09-08;41;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Turek;06 Konin;;F
1991;Witold Białobrzewski;1931-06-15;60;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Strzemieczna-Wiosny;23 Olsztyn;;M
1991;Andrzej Raj;1950-11-25;41;Klub Parlamentarny Konwencja Polska;Uniejów Kolonia;36 Katowice;;M
1991;Henryk Kroll;1949-01-20;42;Parlamentarne Koło Mniejszości Niemieckiej;Gogolin;10 Opole;;M
1991;Władysław Wrona;1940-07-09;51;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Przysietnica;30 Przemyśl;;M
1991;Stanisław Żurowski;1943-08-24;48;Klub Parlamentarny Unia Demokratyczna;Lwów - ZSRR;32 Nowy Sącz;;M
1991;Władysław Raiter;1947-04-03;44;Klub Parlamentarny Konwencja Polska;Poznań;05 Piotrków Trybunalski;;M
1991;Stanisław Wądołowski;1938-01-04;53;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Perki-Franki;20 Szczecin;;M
1991;Zbigniew Adamczyk;1951-11-22;40;Klub Parlamentarny Konfederacji Polski Niepodległej;Katowice;02 Legionowo;;M
1991;Michał Tokarzewski;1957-03-17;34;Klub Parlamentarny Konfederacji Polski Niepodległej;Chorzów;03 Płock;;M
1991;Adam Matuszczak;1941-04-19;50;Klub Parlamentarny Konwencja Polska;Rzeszów;29 Rzeszów;;M
1991;Wanda Sikora;1938-01-16;53;Klub Parlamentarny Porozumienie Ludowe;Zaburze;16 Toruń;;F
1991;Barbara Frączek;1941-12-03;50;Klub Parlamentarny NSZZ &quot;Lwów - ZSRR;Solidarność&quot;;29 Rzeszów
1991;Paweł Musioł;1944-08-10;47;poseł niezrzeszony;Rybnik;37 Gliwice;;M
1991;Tadeusz Biliński;1932-12-04;59;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Trzemeszno;14 Zielona Góra;;M
1991;Kazimierz Chełstowski;1937-03-01;54;poseł niezrzeszony;Zalesie Poczynki;23 Olsztyn;;M
1991;Jacek Maziarski;1937-01-20;54;Parlamentarny Klub Porozumienia Centrum;Świętochłowice;02 Legionowo;;M
1991;Tadeusz Gajda;1954-01-08;37;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Kuźnia;03 Płock;;M
1991;Radosław Gawlik;1957-08-23;34;Klub Parlamentarny Unia Demokratyczna;Wrocław;11 Wrocław;;M
1991;Waldemar Pelc;1956-09-07;35;Klub Polski Program Liberalny;Kraków;33 Kraków;;M
1991;Stanisław Kocjan;1942-01-02;49;poseł niezrzeszony;Baran;20 Szczecin;;M
1991;Zbigniew Frost;1956-11-03;35;Klub Parlamentarny Konfederacji Polski Niepodległej;Gdańsk;22 Gdańsk;;M
1991;Wojciech Włodarczyk;1949-07-05;42;Klub Parlamentarny &quot;Warszawa;Ruch dla Rzeczypospolitej&quot;;28 Lublin
1991;Jan Lityński;1946-01-18;45;Klub Parlamentarny Unia Demokratyczna;Warszawa;12 Wałbrzych;;M
1991;Jacek Kuroń;1934-03-03;57;Klub Parlamentarny Unia Demokratyczna;Lwów - Ukraina;01 Warszawa;;M
1991;Jerzy Szmajdziński;1952-04-09;39;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Wrocław;13 Jelenia Góra;;M
1991;Marian Kozłowski;1936-11-29;55;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Folwarki Wielkie;23 Olsztyn;;M
1991;Józef Gutowski;1942-11-30;49;Klub Parlamentarny Konwencja Polska;Wielodróż;24 Ostrołęka;;M
1991;Czesław Nowak;1938-01-11;53;Parlamentarny Klub Porozumienia Centrum;Smyków;22 Gdańsk;;M
1991;Józef Błaszczeć;1947-06-19;44;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Kobylniki;09 Częstochowa;;M
1991;Filip Kaczmarek;1966-11-22;25;Klub Polski Program Liberalny;Poznań;18 Poznań;;M
1991;Jerzy Matyjek;1926-11-14;65;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Radziejowice;16 Toruń;;M
1991;Andrzej Bajołek;1945-11-20;46;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Kraków;33 Kraków;;M
1991;Paweł Zalewski;1964-09-25;27;Klub Parlamentarny Konwencja Polska;Warszawa;26 Siedlce;;M
1991;Andrzej Andrysiak;1939-10-16;52;Parlamentarny Klub Porozumienia Centrum;Barchnowy;10 Opole;;M
1991;Czesław Śleziak;1952-06-30;39;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Laliki;36 Katowice;;M
1991;Jerzy Michalak;1948-09-17;43;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Waszkowo;27 Zamość;;M
1991;Andrzej Adamowicz;1947-09-04;44;Klub Parlamentarny Porozumienie Ludowe;Zagóry;05 Piotrków Trybunalski;;M
1991;Marek Samborski;1959-06-18;32;Klub Polski Program Liberalny;Gromadka;10 Opole;;M
1991;Kazimierz Wilk;1957-02-28;34;Klub Parlamentarny Konfederacji Polski Niepodległej;Olkusz;34 Bielsko-Biała;;M
1991;Waldemar Pawlak;1959-09-05;32;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Pacyna;03 Płock;;M
1991;Georg Brylka;1929-07-24;62;Parlamentarne Koło Mniejszości Niemieckiej;Dobrodzień;09 Częstochowa;;M
1991;Adam Sengebusch;1969-01-08;22;Klub Parlamentarny Konfederacji Polski Niepodległej;Bydgoszcz;17 Bydgoszcz;;M
1991;Waldemar Bartosz;1954-01-17;37;Klub Parlamentarny NSZZ &quot;Snochowice;Solidarność&quot;;08 Kielce
1991;Leszek Bubel;1957-01-19;34;poseł niezrzeszony;Węgrów;12 Wałbrzych;;M
1991;Zbigniew Skorecki;1954-09-15;37;Klub Parlamentarny Konfederacji Polski Niepodległej;Kraków;33 Kraków;;M
1991;Władysław Staniuk;1934-06-18;57;Koło Poselskie &quot;Kupracze - ZSRR;Chrześcijańska Demokracja&quot;;21 Koszalin
1991;Stanisław Hniedziewicz;1943-11-19;48;Klub Parlamentarny &quot;Warszawa;Ruch dla Rzeczypospolitej&quot;;03 Płock
1991;Michał Janiszewski;1954-09-26;37;Klub Parlamentarny Konfederacji Polski Niepodległej;Łochów;23 Olsztyn;;M
1991;Mariusz Wesołowski;1950-04-11;41;Klub Parlamentarny Unia Demokratyczna;Tarnów;23 Olsztyn;;M
1991;Jacek Soska;1954-09-20;37;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Siemianowice Śląskie;35 Sosnowiec;;M
1991;Zbigniew Janowski;1955-10-04;36;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Przemyśl;27 Zamość;;M
1991;Adam Lipiński;1956-09-11;35;Parlamentarny Klub Porozumienia Centrum;Głubczyce;11 Wrocław;;M
1991;Zenon Witt;1931-06-09;60;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Parkowo;19 Gorzów;;M
1991;Sławomir Rogucki;1965-07-18;26;Klub Parlamentarny NSZZ &quot;Chełm;Solidarność&quot;;27 Zamość
1991;Marek Kłoczko;1951-12-03;40;Klub Polski Program Liberalny;Augustów;14 Zielona Góra;;M
1991;Gwidon Wójcik;1962-06-01;29;Klub Parlamentarny Unia Demokratyczna;Tarnów;31 Tarnów;;M
1991;Jan Zylber;1936-04-14;55;Klub Polski Program Liberalny;Kalisz;20 Szczecin;;M
1991;Henryk Suchora;1951-02-19;40;Klub Parlamentarny Porozumienie Ludowe;Osinki;29 Rzeszów;;M
1991;Tadeusz Szymańczak;1952-04-06;39;Klub Parlamentarny Porozumienie Ludowe;Skrzelew;03 Płock;;M
1991;Irena Ewa Lipowicz;1953-06-09;38;Klub Parlamentarny Unia Demokratyczna;Gliwice;36 Katowice;;F
1991;Ryszard Bogusz;1954-12-14;37;Klub Parlamentarny Konfederacji Polski Niepodległej;Słupsk;21 Koszalin;;M
1991;Kazimierz Pękała;1941-05-25;50;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Ostrożne;24 Ostrołęka;;M
1991;Ryszard Jastrzębski;1956-06-15;35;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Nowa Ruda;12 Wałbrzych;;M
1991;Irmindo Bocheń;1948-05-19;43;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Giżycko;13 Jelenia Góra;;M
1991;Józef Pawlak;1949-06-29;42;Koło Poselskie Partii Emerytów i Rencistów &quot;Karnice;Nadzieja&quot;;13 Jelenia Góra
1991;Mirosław Drzewiecki;1956-07-08;35;Klub Polski Program Liberalny;Łódź;04 Łódź;;M
1991;Zbigniew Kośla;1947-05-24;44;Klub Polski Program Liberalny;Łęknica;08 Kielce;;M
1991;Aleksander Łuczak;1943-09-10;48;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Legionowo;24 Ostrołęka;;M
1991;Teresa Liszcz;1945-05-26;46;Parlamentarny Klub Porozumienia Centrum;Choiny;28 Lublin;;F
1991;Alojzy Pietrzyk;1951-03-31;40;Klub Parlamentarny NSZZ &quot;Wiska Wielka;Solidarność&quot;;36 Katowice
1991;Ryszard Jacek Żochowski;1941-06-19;50;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Warszawa;01 Warszawa;;M
1991;Elżbieta Seferowicz;1935-06-05;56;Klub Parlamentarny NSZZ &quot;Warszawa;Solidarność&quot;;36 Katowice
1991;Alojzy Szablewski;1925-07-04;66;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Tczew;22 Gdańsk;;M
1991;Andrzej Arendarski;1949-11-15;42;Klub Polski Program Liberalny;Warszawa;02 Legionowo;;M
1991;Jan Pamuła;1951-06-24;40;Klub Polski Program Liberalny;Bielsko-Biała;34 Bielsko-Biała;;M
1991;Jacek Turczyński;1964-11-22;27;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Leszno;14 Zielona Góra;;M
1991;Lech Mażewski;1955-02-15;36;Klub Parlamentarny Konwencja Polska;Sopot;18 Poznań;;M
1991;Tomasz Szczepuła;1956-03-23;35;Klub Parlamentarny Unia Demokratyczna;Zielona Góra;14 Zielona Góra;;M
1991;Ireneusz Sekuła;1943-01-22;48;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Sosnowiec;35 Sosnowiec;;M
1991;Kazimierz Ujazdowski;1964-07-28;27;Klub Parlamentarny Konwencja Polska;Kielce;24 Ostrołęka;;M
1991;Józef Orzeł;1946-02-26;45;Klub Polski Program Liberalny;Charków - Ukraina;19 Gorzów;;M
1991;Janusz Lewandowski;1951-06-13;40;Klub Polski Program Liberalny;Lublin;28 Lublin;;M
1991;Zbigniew Gorzelańczyk;1944-07-31;47;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Leszno;14 Zielona Góra;;M
1991;Tadeusz Bień;1944-09-02;47;poseł niezrzeszony;Sławice;22 Gdańsk;;M
1991;Piotr Wójcik;1963-06-29;28;Klub Parlamentarny &quot;Warszawa;Ruch dla Rzeczypospolitej&quot;;02 Legionowo
1991;Olga Krzyżanowska;1929-09-10;62;Klub Parlamentarny Unia Demokratyczna;Warszawa;22 Gdańsk;;F
1991;Jacek Piechota;1959-04-28;32;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Szczecin;20 Szczecin;;M
1991;Marek Mazurkiewicz;1931-06-20;60;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Wilno - Litwa;11 Wrocław;;M
1991;Marek Siwiec;1964-03-26;27;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Radom;07 Radom;;M
1991;Janusz Maćkowiak;1950-05-04;41;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Zakrzewo;14 Zielona Góra;;M
1991;Wojciech Zarzycki;1942-06-26;49;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Warszawa;06 Konin;;M
1991;Andrzej Borowski;1950-10-13;41;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Wałbrzych;10 Opole;;M
1991;Grzegorz Schreiber;1961-02-14;30;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Bydgoszcz;17 Bydgoszcz;;M
1991;Wanda Sokołowska;1940-10-23;51;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Płock;03 Płock;;F
1991;Kazimierz Barczyk;1950-01-25;41;Klub Parlamentarny &quot;Wolbrom;Ruch dla Rzeczypospolitej&quot;;33 Kraków
1991;Jadwiga Berak;1945-10-15;46;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Białystok;07 Radom;;F
1991;Leszek Moczulski;1930-06-07;61;Klub Parlamentarny Konfederacji Polski Niepodległej;Warszawa;33 Kraków;;M
1991;Zbigniew Kaniewski;1948-11-09;43;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Białogard;04 Łódź;;M
1991;Ryszard Czarnecki;1963-01-25;28;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Londyn - Wielka Brytania;11 Wrocław;;M
1991;Piotr Walerych;1958-05-22;33;Koło Poselskie Akcji Polskiej;Szczecin;18 Poznań;;M
1991;Roman Bartoszcze;1946-12-09;45;Klub Parlamentarny &quot;Jaroszewice;Ruch dla Rzeczypospolitej&quot;;14 Zielona Góra
1991;Barbara Różycka;1946-06-06;45;Klub Parlamentarny Konfederacji Polski Niepodległej;Warszawa;01 Warszawa;;F
1991;Andrzej Hardy;1942-08-10;49;Klub Polski Program Liberalny;Tarnopol - ZSRR;35 Sosnowiec;;M
1991;Edward Flak;1948-05-13;43;Parlamentarne Koło Mniejszości Niemieckiej;Sieraków Śląski;09 Częstochowa;;M
1991;Jerzy Wiatr;1931-09-17;60;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Warszawa;01 Warszawa;;M
1991;Piotr Nowina-Konopka;1949-05-27;42;Klub Parlamentarny Unia Demokratyczna;Chorzów;07 Radom;;M
1991;Edward Rzepka;1947-06-19;44;Klub Parlamentarny Konwencja Polska;Busko-Zdrój;08 Kielce;;M
1991;Zdzisław Dubiella;1938-04-27;53;Parlamentarny Klub Porozumienia Centrum;Starogard Gdański;21 Koszalin;;M
1991;Kazimierz Rostek;1945-03-16;46;Klub Parlamentarny Konwencja Polska;Pysznica;29 Rzeszów;;M
1991;Wiesław Chrzanowski;1923-12-20;68;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Warszawa;;;M
1991;Zdzisław Tuszyński;1938-08-15;53;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Poznań;18 Poznań;;M
1991;Sławomir Szatkowski;1944-08-29;47;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Konin;22 Gdańsk;;M
1991;Dariusz Sońta;1965-10-15;26;Klub Parlamentarny Konfederacji Polski Niepodległej;Radom;07 Radom;;M
1991;Andrzej Szarawarski;1948-02-25;43;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Czeladź;35 Sosnowiec;;M
1991;Zbigniew Ładosz;1939-04-14;52;Klub Parlamentarny NSZZ &quot;Wrotnów;Solidarność&quot;;06 Konin
1991;Mieczysław Gil;1944-01-09;47;Klub Parlamentarny Konwencja Polska;Gace Słupieckie;33 Kraków;;M
1991;Tadeusz s.Franciszka Kowalczyk;1933-01-05;58;Klub Parlamentarny Konwencja Polska;Bieliny;08 Kielce;;M
1991;Włodzimierz Cimoszewicz;1950-09-13;41;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Warszawa;25 Białystok;;M
1991;Krzysztof Kamiński;1957-03-17;34;Klub Parlamentarny Konfederacji Polski Niepodległej;Lublin;28 Lublin;;M
1991;Józef Cinal;1936-10-11;55;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Wieprz;34 Bielsko-Biała;;M
1991;Antoni Dzierżyński;1942-06-25;49;Koło Poselskie Unii Polityki Realnej;Nowy Sącz;13 Jelenia Góra;;M
1991;Barbara Labuda;1946-04-19;45;Klub Parlamentarny Unia Demokratyczna;Żmigród;11 Wrocław;;F
1991;Jadwiga Rudnicka;1931-08-29;60;Koło Poselskie &quot;Sokołówka - ZSRR;Chrześcijańska Demokracja&quot;;37 Gliwice
1991;Marek Muszyński;1947-01-23;44;Klub Parlamentarny NSZZ &quot;Lublin;Solidarność&quot;;11 Wrocław
1991;Bronisław Dutka;1957-08-15;34;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Pisarzowa;32 Nowy Sącz;;M
1991;Janusz Koza;1962-01-04;29;Klub Parlamentarny Konfederacji Polski Niepodległej;Kielce;08 Kielce;;M
1991;Bogumił Zych;1959-08-22;32;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Wałbrzych;12 Wałbrzych;;M
1991;Bożena Gaj;1951-12-23;40;Klub Parlamentarny Konfederacji Polski Niepodległej;Proszowice;33 Kraków;;F
1991;Krzysztof Popenda;1958-03-08;33;Klub Parlamentarny Konfederacji Polski Niepodległej;Dobrodzień;10 Opole;;M
1991;Adam Słomka;1964-11-23;27;Klub Parlamentarny Konfederacji Polski Niepodległej;Cieszyn;36 Katowice;;M
1991;Jan Kowalik;1948-02-13;43;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Wronów;27 Zamość;;M
1991;Stanisław Węgłowski;1938-12-02;53;Klub Parlamentarny &quot;Dzierżenin;Ruch dla Rzeczypospolitej&quot;;24 Ostrołęka
1991;Zygmunt Kufel;1947-02-02;44;Klub Parlamentarny Unia Demokratyczna;Lechlin;19 Gorzów;;M
1991;Wit Majewski;1943-07-21;48;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Janów;02 Legionowo;;M
1991;Michał Boni;1954-06-10;37;Klub Polski Program Liberalny;Poznań;07 Radom;;M
1991;Tadeusz Syryjczyk;1948-02-09;43;Klub Parlamentarny Unia Demokratyczna;Kraków;33 Kraków;;M
1991;Józef Kowalczyk;1948-12-04;43;Klub Parlamentarny Unia Demokratyczna;Oleszno Kieleckie;20 Szczecin;;M
1991;Krzysztof Ibisz;1965-02-25;26;Koło Poselskie Partii Emerytów i Rencistów &quot;Warszawa;Nadzieja&quot;;04 Łódź
1991;Andrzej Smirnow;1938-09-09;53;Klub Parlamentarny NSZZ &quot;Warszawa;Solidarność&quot;;01 Warszawa
1991;Dariusz Boguski;1958-05-31;33;Klub Polski Program Liberalny;Białystok;25 Białystok;;M
1991;Stefan Szańkowski;1955-08-31;36;Klub Parlamentarny Porozumienie Ludowe;Łosice;26 Siedlce;;M
1991;Stanisław Kalemba;1947-10-25;44;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Piekary;18 Poznań;;M
1991;Erhard Bastek;1943-08-29;48;Parlamentarne Koło Mniejszości Niemieckiej;Bytom;36 Katowice;;M
1991;Bartłomiej Kołodziej;1954-10-12;37;Parlamentarny Klub Porozumienia Centrum;Włocławek;16 Toruń;;M
1991;Mirosław Lewandowski;1961-10-13;30;Klub Parlamentarny Konfederacji Polski Niepodległej;Kraków;33 Kraków;;M
1991;Bogusław Choina;1950-06-20;41;Klub Polski Program Liberalny;Kraków;37 Gliwice;;M
1991;Leszek Miller;1946-07-03;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Żyrardów;04 Łódź;;M
1991;Aleksander Bentkowski;1941-02-14;50;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Stanisławów - Ukraina;29 Rzeszów;;M
1991;Zbigniew Mierzwa;1955-06-14;36;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Gać;30 Przemyśl;;M
1991;Zdzisław Domański;1943-06-06;48;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Kłodawa;06 Konin;;M
1991;Piotr Czarnecki;1956-06-06;35;Unia Pracy - Koło Parlamentarne;Kraków;33 Kraków;;M
1991;Andrzej Zakrzewski;1950-05-12;41;Klub Polski Program Liberalny;Bydgoszcz;23 Olsztyn;;M
1991;Eugeniusz Aleksandrowicz;1949-09-06;42;Klub Polski Program Liberalny;Grzegrzółki;03 Płock;;M
1991;Marian Piłka;1954-06-16;37;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Trąbki;26 Siedlce;;M
1991;Lech Pruchno-Wróblewski;1939-02-10;52;Koło Poselskie Unii Polityki Realnej;Gdynia;01 Warszawa;;M
1991;Włodzimierz Sumara;1946-05-31;45;Klub Parlamentarny Porozumienie Ludowe;Będzin;23 Olsztyn;;M
1991;Izabella Sierakowska;1946-09-22;45;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Góra Śląska;28 Lublin;;F
1991;Piotr Polmański;1954-08-18;37;Klub Parlamentarny Unia Demokratyczna;Lidzbark Welski;36 Katowice;;M
1991;Tadeusz Jędrzejczak;1955-11-04;36;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Gorzów;19 Gorzów;;M
1991;Edmund Krasowski;1955-08-30;36;Klub Parlamentarny &quot;Elbląg;Ruch dla Rzeczypospolitej&quot;;23 Olsztyn
1991;Ryszard Bugaj;1944-02-22;47;Unia Pracy - Koło Parlamentarne;Gawłów;01 Warszawa;;M
1991;Włodzimierz Wiertek;1948-10-26;43;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Topola;08 Kielce;;M
1991;Bolesław Twaróg;1948-09-13;43;Parlamentarny Klub Porozumienia Centrum;Siemianowice Śląskie;36 Katowice;;M
1991;Krzysztof Tchórzewski;1950-05-19;41;Parlamentarny Klub Porozumienia Centrum;Rzążew;26 Siedlce;;M
1991;Janusz Korwin-Mikke;1942-10-27;49;Koło Poselskie Unii Polityki Realnej;Warszawa;18 Poznań;;M
1991;Aleksander Hall;1953-05-20;38;Klub Parlamentarny Konwencja Polska;Gdańsk;22 Gdańsk;;M
1991;Wacław Niewiarowski;1942-06-28;49;Klub Parlamentarny Konwencja Polska;Stefanowo - ZSRR;19 Gorzów;;M
1991;Andrzej Chmiel;1964-01-28;27;Klub Parlamentarny Konfederacji Polski Niepodległej;Zamość;27 Zamość;;M
1991;Maria Barucka;1939-09-14;52;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Częstochowa;09 Częstochowa;;F
1991;Henryk Strzelecki;1921-02-03;70;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Wojnowice;01 Warszawa;;M
1991;Katarzyna Pietrzyk;1966-06-28;25;Klub Parlamentarny Konfederacji Polski Niepodległej;Warszawa;01 Warszawa;;F
1991;Maciej Zalewski;1956-02-26;35;Klub Polski Program Liberalny;Kutno;13 Jelenia Góra;;M
1991;Grzegorz Kazimierski;1958-03-01;33;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Mysłowice;36 Katowice;;M
1991;Zygmunt Berdychowski;1960-09-09;31;Klub Parlamentarny Konwencja Polska;Krynica;32 Nowy Sącz;;M
1991;Waldemar Jędryka;1950-02-15;41;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Słupsk;21 Koszalin;;M
1991;Zofia Kowalczyk;1945-05-06;46;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Tarczyn;36 Katowice;;F
1991;Andrzej Baraniecki;1934-06-11;57;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Kalisz;18 Poznań;;M
1991;Franciszek Stefaniuk;1944-06-04;47;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Drelów;26 Siedlce;;M
1991;Józef Kaleta;1925-02-28;66;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Krasina Wielka;11 Wrocław;;M
1991;Leszek Bugaj;1947-03-05;44;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Opole Lubelskie;08 Kielce;;M
1991;Teresa Bazała;1955-01-01;36;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;Jugów;12 Wałbrzych;;F
1991;Adam Glapiński;1950-04-09;41;Parlamentarny Klub Porozumienia Centrum;Warszawa;01 Warszawa;;M
1991;Andrzej Wojtyła;1955-05-01;36;Klub Parlamentarny Konwencja Polska;Kalisz;15 Kalisz;;M
1991;Zbigniew Siemiątkowski;1957-10-08;34;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;Ciechanów;24 Ostrołęka;;M
1991;Antoni Macierewicz;1948-08-03;43;Koło Poselskie Akcji Polskiej;Warszawa;01 Warszawa;;M
1991;Marcin Przybyłowicz;1938-11-21;53;Klub Polski Program Liberalny;Toruń;01 Warszawa;;M
1991;Janusz Maksymiuk;1947-01-19;44;Parlamentarny Klub Polskiego Stronnictwa Ludowego;Janówka;11 Wrocław;;M
1991;Andrzej Kostarczyk;1946-09-22;45;Klub Parlamentarny &quot;Myszków;Ruch dla Rzeczypospolitej&quot;;09 Częstochowa
1991;Paweł Abramski;1947-02-20;44;Klub Polski Program Liberalny;Warszawa;23 Olsztyn;;M
