team;pid;number;pos;plabel;age;height;weight;bplace;bdate;last;first;caps;isoc;ccoords
GEO;13275;SR;SR;Lock;35;195;118;Tbilisi, Georgia;1984-07-14;Gorgodze;Mamuka Sahulis Dze;71;GE;42.315407,43.356892
GEO;29819;CE;CE;Centre;34;184;99;Tbilisi, Georgia;1985-01-16;Kacharava;David;116;GE;42.315407,43.356892
GEO;65803;2;HK;Hooker;19;178;107;Kutaisi, Georgia;2000-06-25;Karkadze;Vano;3;GE;42.315407,43.356892
GEO;29298;10;FH;Fly Half;31;180;82;Tbilisi, Georgia;1988-01-20;Khmaladze;Lasha;74;GE;42.315407,43.356892
GEO;62879;CE;CE;Centre;21;185;96;Tbilisi, Georgia;1997-11-11;Kveseladze;Giorgi;18;GE;42.315407,43.356892
GEO;54763;9;SH;Scrum Half;22;175;75;Tbilisi, Georgia;1996-10-14;Lobzhanidze;Vasil;44;GE;42.315407,43.356892
GEO;46107;BR;BR;Back Row;27;195;110;Tbilisi, Georgia;1992-06-30;Lomidze;Lasha;46;GE;42.315407,43.356892
GEO;30656;10;FH;Fly Half;33;185;93;Tbilisi, Georgia;1986-06-02;Malaguradze;Lasha;92;GE;42.315407,43.356892
GEO;44012;2;HK;Hooker;28;180;100;Tbilisi, Georgia;1990-10-02;Mamukashvili;Shalva;67;GE;42.315407,43.356892
GEO;59978;15;FB;Full Back;26;185;79;Tbilisi, Georgia;1993-01-27;Matiashvili;Ioseb;18;GE;42.315407,43.356892
GEO;46491;CE;CE;Centre;26;194;115;Tbilisi, Georgia;1993-03-17;Mchedlidze;Tamaz;52;GE;42.315407,43.356892
GEO;55472;PR;PR;Prop;23;179;113;Aspindza, Georgia;1996-05-24;Melikidze;Giorgi;13;GE;42.315407,43.356892
GEO;40057;SR;SR;Lock;28;200;130;Sokhumi, Georgia;1991-07-01;Mikautadze;Konstantine;59;GE;42.315407,43.356892
GEO;57884;WI;WI;Wing;21;191;99;Kutaisi, Georgia;1997-10-27;Modebadze;Miriani;10;GE;42.315407,43.356892
GEO;45076;PR;PR;Prop;29;186;118;Kutaisi, Georgia;1990-05-25;Nariashvili;Mikheil;56;GE;42.315407,43.356892
GEO;31107;SR;SR;Lock;34;194;111;Kutaisi, Georgia;1984-09-26;Nemsadze;Giorgi;91;GE;42.315407,43.356892
GEO;65802;BR;BR;Back Row;20;192;105;Bolnisi, Georgia;1998-10-29;Saginadze;Beka;5;GE;42.315407,43.356892
GEO;45077;CE;CE;Centre;26;185;96;Moscow, Russian Federation;1993-05-17;Sharikadze;Merab;63;RU;61.52401,105.318756
GEO;31109;SR;SR;Lock;35;193;107;Tbilisi, Georgia;1984-01-24;Sutiashvili;Shalva;76;GE;42.315407,43.356892
GEO;43011;BR;BR;Back Row;28;180;104;Kobuleti, Georgia;1991-04-08;Tkhilaishvili;Giorgi;51;GE;42.315407,43.356892
GEO;29288;WI;WI;Wing;31;181;94;Tbilisi, Georgia;1987-11-02;Todua;Alexander;78;GE;42.315407,43.356892
IRE;45276;CE;CE;Centre;29;198;99;Otahuhu, New Zealand;1990-04-07;Aki;Fua Leiofi;20;NZ;-40.900557,174.885971
IRE;45848;SR;SR;Lock;27;198;112;Dublin, Ireland;1992-01-08;Beirne;Tadhg Gerard;8;IE;53.41291,-8.24389
IRE;55696;10;FH;Fly Half;23;184;87;Auckland, New Zealand;1995-11-01;Carbery;Joseph;19;NZ;-40.900557,174.885971
IRE;46410;10;FH;Fly Half;27;183;88;Galway, Ireland;1992-08-31;Carty;Jack;7;IE;53.41291,-8.24389
IRE;45851;BR;BR;Back Row;27;191;111;Dublin, Ireland;1992-07-29;Conan;Jack Edward;16;IE;53.41291,-8.24389
IRE;38840;WI;WI;Wing;28;180;91;Dublin, Ireland;1991-07-11;Conway;Andrew Joseph;15;IE;53.41291,-8.24389
IRE;30662;2;HK;Hooker;33;180;102;Limerick, Ireland;1986-05-06;Cronin;Sean Michael;70;IE;53.41291,-8.24389
IRE;28999;WI;WI;Wing;31;178;86;Limerick, Ireland;1987-10-02;Earls;Keith Gerard;78;IE;53.41291,-8.24389
IRE;45853;CE;CE;Centre;26;195;110;Fermanagh, Ireland;1993-03-16;Farrell;Christopher Robert Eric;7;IE;53.41291,-8.24389
IRE;43490;PR;PR;Prop;26;185;125;Wexford, Ireland;1992-11-14;Furlong;Tadhg Vincent;36;IE;53.41291,-8.24389
IRE;43494;SR;SR;Lock;27;199;117;Craigavon, Northern Ireland;1992-02-21;Henderson;William Iain;48;GB;55.378051,-3.435973
IRE;47646;CE;CE;Centre;26;192;99;Galway, Ireland;1993-06-12;Henshaw;Robert Anthony;38;IE;53.41291,-8.24389
IRE;29554;15;FB;Full Back;33;187;93;Dublin, Ireland;1986-03-26;Kearney;Robert;92;IE;53.41291,-8.24389
IRE;47365;PR;PR;Prop;30;181;110;Limerick, Ireland;1988-12-14;Kilcoyne;David;31;IE;53.41291,-8.24389
IRE;67415;SR;SR;Lock;26;203;121;Johannesburg, South Africa;1993-08-26;Kleyn;Jean;3;ZA;-30.559482,22.937506
IRE;59779;WI;WI;Wing;22;172;88;Dublin, Ireland;1997-06-10;Larmour;Jordan Ian;16;IE;53.41291,-8.24389
IRE;45859;9;SH;Scrum Half;26;175;82;Hamilton, Canada;1993-02-03;McGrath;Luke;14;CA;56.130366,-106.346771
IRE;36654;9;SH;Scrum Half;30;190;93;Limerick, Ireland;1989-04-20;Murray;Conor Gerard;74;IE;53.41291,-8.24389
IRE;36658;BR;BR;Back Row;29;191;105;Cork, Ireland;1989-09-17;O'Mahony;Peter James;59;IE;53.41291,-8.24389
IRE;55709;PR;PR;Prop;23;184;123;Dublin, Ireland;1996-01-16;Porter;Andrew Gerard;18;IE;53.41291,-8.24389
IRE;50499;CE;CE;Centre;24;187;95;Dublin, Ireland;1995-01-26;Ringrose;Garry;24;IE;53.41291,-8.24389
IRE;36660;BR;BR;Back Row;28;192;111;Dublin, Ireland;1990-11-13;Ruddock;Rhys James;23;IE;53.41291,-8.24389
IRE;56907;SR;SR;Lock;23;185;118;Dublin, Ireland;1996-07-24;Ryan;James John;19;IE;53.41291,-8.24389
IRE;49064;PR;PR;Prop;31;200;113;Cork, Ireland;1988-08-02;Ryan;John William;20;IE;53.41291,-8.24389
IRE;45866;2;HK;Hooker;27;186;107;Cork, Ireland;1992-04-08;Scannell;Niall;16;IE;53.41291,-8.24389
IRE;26541;10;FH;Fly Half;34;188;92;Dublin, Ireland;1985-07-11;Sexton;Jonathan Jeremiah;84;IE;53.41291,-8.24389
IRE;36637;BR;BR;Back Row;29;188;112;George, South Africa;1990-04-05;Stander;Christiaan Johan;33;ZA;-30.559482,22.937506
IRE;55712;WI;WI;Wing;23;191;103;Newtownstewart, Ireland;1996-04-03;Stockdale;Jacob Alexander;21;IE;53.41291,-8.24389
IRE;45944;BR;BR;Back Row;26;187;104;Dublin, Ireland;1993-04-25;Van Der Flier;Joshua Dirk;19;IE;53.41291,-8.24389
IRE;28238;2;HK;Hooker;37;178;106;Craigavon, Northern Ireland;1982-08-15;Best;Rory David;120;GB;55.378051,-3.435973
IRE;28983;PR;PR;Prop;31;184;113;Dublin, Ireland;1987-10-07;Healy;Cian Eoin;91;IE;53.41291,-8.24389
ITA;49561;10;FH;Fly Half;26;184;87;Vicenza, Italy;1993-04-26;Allan;Tommaso;51;IT;41.87194,12.56738
ITA;50378;WI;WI;Wing;25;188;93;Padova, Italy;1994-02-08;Bellini;Mattia;20;IT;41.87194,12.56738
ITA;36948;WI;WI;Wing;28;187;100;Vittorio Veneto, Italy;1990-12-12;Benvenuti;Tommaso;59;IT;41.87194,12.56738
ITA;56048;2;HK;Hooker;28;181;100;Reggio Emilia, Italy;1991-04-19;Bigi;Luca;21;IT;41.87194,12.56738
ITA;45570;WI;WI;Wing;27;180;83;Frascati, Italy;1992-04-04;Bisegni;Giulio;13;IT;41.87194,12.56738
ITA;48689;10;FH;Fly Half;25;178;82;Bristol, England;1994-03-20;Braley;Callum Edward;3;GB;55.378051,-3.435973
ITA;29606;SR;SR;Lock;33;196;110;Whangarei, New Zealand;1986-07-31;Budd;Dean Serge;23;NZ;-40.900557,174.885971
ITA;44009;CE;CE;Centre;26;184;91;Mirano, Italy;1993-03-13;Campagnaro;Michele;44;IT;41.87194,12.56738
ITA;50801;10;FH;Fly Half;27;191;93;Benevento, Italy;1992-08-25;Canna;Carlo;36;IT;41.87194,12.56738
ITA;51235;2;HK;Hooker;29;180;98;Roma, Italy;1990-07-13;Fabiani;Oliviero;9;IT;41.87194,12.56738
ITA;48322;PR;PR;Prop;25;185;120;Cernusco sul Naviglio, Italy;1994-03-28;Ferrari;Simone Pietro;26;IT;41.87194,12.56738
ITA;26628;2;HK;Hooker;34;184;103;Padova, Italy;1984-12-26;Ghiraldini;Leonardo;104;IT;41.87194,12.56738
ITA;45354;15;FB;Full Back;32;184;90;Hawera, New Zealand;1987-02-11;Hayward;Jayden;20;NZ;-40.900557,174.885971
ITA;36960;PR;PR;Prop;30;187;111;Piacenza, Italy;1989-07-28;Lovotti;Andrea;38;IT;41.87194,12.56738
ITA;48324;BR;BR;Back Row;26;188;101;Roma, Italy;1993-04-10;Mbandà;Mata Maxime Esuite;18;IT;41.87194,12.56738
ITA;55727;15;FB;Full Back;23;175;84;Padova, Italy;1996-06-04;Minozzi;Matteo;13;IT;41.87194,12.56738
ITA;39867;CE;CE;Centre;28;183;98;Milano, Italy;1991-02-22;Morisi;Luca Enrico Roberto;27;IT;41.87194,12.56738
ITA;56053;BR;BR;Back Row;25;195;110;Marondera, Zimbabwe;1994-06-30;Negri Da Oleggio;Sebastian Luke;20;ZW;-19.015438,29.154857
ITA;43821;15;FB;Full Back;26;189;90;Venezia, Italy;1993-05-15;Padovani;Edoardo;23;IT;41.87194,12.56738
ITA;39775;9;SH;Scrum Half;28;173;83;Gardone val Trompia, Italy;1991-04-11;Palazzani;Guglielmo;34;IT;41.87194,12.56738
ITA;11570;BR;BR;Back Row;36;196;108;La Plata, Argentina;1983-09-12;Parisse;Sergio Francesco Antonio;140;AR;-38.416097,-63.616672
ITA;48325;PR;PR;Prop;25;183;111;Roma, Italy;1994-07-14;Pasquali;Tiziano;20;IT;41.87194,12.56738
ITA;55730;BR;BR;Back Row;23;189;106;Bristol, England;1995-11-08;Polledri;Jake John Terry;10;GB;55.378051,-3.435973
ITA;43404;PR;PR;Prop;28;183;115;Rovigo, Italy;1991-03-09;Quaglio;Nicola;11;IT;41.87194,12.56738
ITA;56889;PR;PR;Prop;21;185;125;Pescara, Italy;1997-10-19;Riccioni;Marco;4;IT;41.87194,12.56738
ITA;50391;SR;SR;Lock;25;198;108;Padova, Italy;1994-08-04;Ruzza;Federico;15;IT;41.87194,12.56738
ITA;45663;SR;SR;Lock;26;193;117;Rinteln, Germany;1993-02-05;Sisi;David Alexander Sharp;7;DE;51.165691,10.451526
ITA;45548;BR;BR;Back Row;27;192;110;Cradock, South Africa;1992-05-02;Steyn;Abraham Jurgens;33;ZA;-30.559482,22.937506
ITA;29359;9;SH;Scrum Half;31;180;88;Parma, Italy;1987-09-23;Tebaldi;Tito;34;IT;41.87194,12.56738
ITA;56054;PR;PR;Prop;30;178;110;Parma, Italy;1989-04-09;Zani;Federico;11;IT;41.87194,12.56738
ITA;26645;SR;SR;Lock;35;193;111;Udine, Italy;1984-01-31;Zanni;Alessandro;115;IT;41.87194,12.56738
JPN;47921;WI;WI;Wing;27;175;83;Fukuoka, Japan;1992-09-07;Fukuoka;Kenki;34;JP;36.204824,138.252924
JPN;59129;SR;SR;Lock;29;193;115;Nuku'alofa, Tonga;1990-07-12;Helu;Uwe;14;TO;-21.178986,-175.198242
JPN;47916;BR;BR;Back Row;25;187;108;Aichi, Japan;1994-07-27;Himeno;Kazuki;12;JP;36.204824,138.252924
JPN;28439;2;HK;Hooker;33;180;104;Osaka, Japan;1986-01-21;Horie;Shota;61;JP;36.204824,138.252924
JPN;36544;PR;PR;Prop;29;183;115;Nigata, Japan;1990-06-02;Inagaki;Keita;29;JP;36.204824,138.252924
JPN;67430;2;HK;Hooker;27;180;102;Kyoto, Japan;1992-09-14;Kitade;Takuya;1;JP;36.204824,138.252924
JPN;59897;PR;PR;Prop;23;178;113;Oita, Japan;1995-12-02;Kizu;Yusuke;3;JP;36.204824,138.252924
JPN;50109;PR;PR;Prop;25;184;115;Seoul, Korea;1994-07-20;Koo;Jiwon;8;KR;35.907757,127.766922
JPN;49079;BR;BR;Back Row;30;189;107;Pretoria, South Africa;1989-01-11;Labuschagne;Pieter Hermias Cornelius;3;ZA;-30.559482,22.937506
JPN;59134;CE;CE;Centre;28;186;96;Motootua, Samoa;1991-08-19;Lafaele;Timothy;18;WS;-13.759029,-172.104629
JPN;34085;BR;BR;Back Row;30;189;99;Burwood, New Zealand;1988-10-07;Leitch;Michael Geoffrey;63;NZ;-40.900557,174.885971
JPN;51350;WI;WI;Wing;30;177;92;Auckland, New Zealand;1989-01-20;Lemeki;Lomano Lava;11;NZ;-40.900557,174.885971
JPN;36845;BR;BR;Back Row;29;189;113;Tofoa, Tonga;1990-01-11;Mafi;Amanaki Lelei;25;TO;-21.178986,-175.198242
JPN;46008;10;FH;Fly Half;25;181;92;Kyoto, Japan;1994-05-03;Matsuda;Rikiya;20;JP;36.204824,138.252924
JPN;50605;10;FH;Fly Half;26;178;87;Tokyo, Japan;1993-02-26;Matsushima;Kotaro Munyaradzi;34;JP;36.204824,138.252924
JPN;55005;WI;WI;Wing;23;185;107;Tofoa, Tonga;1996-02-06;Moeakiola;Ataata;4;TO;-21.178986,-175.198242
JPN;67431;SR;SR;Lock;26;195;110;South Brisbane, Australia;1993-06-11;Moore;James William;3;AU;-25.274398,133.775136
JPN;45998;9;SH;Scrum Half;27;166;69;Fukuoka, Japan;1992-09-04;Nagare;Yutaka;19;JP;36.204824,138.252924
JPN;64883;PR;PR;Prop;30;186;120;Vailoa, Palauli, Samoa;1989-07-09;Nakajima;Isileli Vakauta;3;WS;-13.759029,-172.104629
JPN;43047;CE;CE;Centre;28;178;84;Kagoshima, Japan;1991-06-03;Nakamura;Ryoto;19;JP;36.204824,138.252924
JPN;45987;2;HK;Hooker;26;180;100;Kyoto, Japan;1993-06-21;Sakate;Atsushi;17;JP;36.204824,138.252924
JPN;58423;9;SH;Scrum Half;28;170;75;Osaka, Japan;1990-11-21;Shigeno;Kaito;10;JP;36.204824,138.252924
JPN;45529;10;FH;Fly Half;30;181;87;Okinawa, Japan;1989-01-09;Tamura;Yu;58;JP;36.204824,138.252924
JPN;29893;9;SH;Scrum Half;34;166;75;Kyoto, Japan;1985-01-03;Tanaka;Fumiaki;70;JP;36.204824,138.252924
JPN;32857;SR;SR;Lock;38;196;110;Kaiapoi, New Zealand;1981-04-16;Thompson;Luke;67;NZ;-40.900557,174.885971
JPN;57164;BR;BR;Back Row;27;185;100;Shizuoka, Japan;1992-04-10;Tokunaga;Yoshitaka;12;JP;36.204824,138.252924
JPN;46461;BR;BR;Back Row;31;189;109;Auckland, New Zealand;1987-12-13;Tui;Hendrik;44;NZ;-40.900557,174.885971
JPN;61101;CE;CE;Centre;29;190;104;Auckland, New Zealand;1990-07-20;Tupou;William Kapineti-'O-Tonga;10;NZ;-40.900557,174.885971
JPN;61912;PR;PR;Prop;30;187;115;Tofoa, Tonga;1989-05-07;Valu;Asaeli Ai Fakahau;9;TO;-21.178986,-175.198242
JPN;34087;15;FB;Full Back;31;188;93;Osaka, Japan;1988-06-22;Yamanaka;Ryohei;13;JP;36.204824,138.252924
JPN;61911;SR;SR;Lock;30;188;106;Brits, South Africa;1989-01-06;van der Walt;Petrus Willem;12;ZA;-30.559482,22.937506
NAM;67232;BR;BR;Back Row;23;184;112;Gobabis, Namibia;1996-05-17;Booysen;Jan Adriaan;5;NA;-22.95764,18.49041
NAM;33762;PR;PR;Prop;31;186;120;Windhoek, Namibia;1988-03-14;Coetzee;Johannes Voges;21;NA;-22.95764,18.49041
NAM;48338;BR;BR;Back Row;24;185;110;Windhoek, Namibia;1994-10-14;Conradie;Wian;17;NA;-22.95764,18.49041
NAM;56042;PR;PR;Prop;27;178;128;Windhoek, Namibia;1991-12-09;De Klerk;Abel Jacobus;28;NA;-22.95764,18.49041
NAM;28492;CE;CE;Centre;32;183;97;Windhoek, Namibia;1986-10-02;De La Harpe;Darryl Pierce;48;NA;-22.95764,18.49041
NAM;49604;CE;CE;Centre;27;184;94;Windhoek, Namibia;1991-09-26;Deysel;Johan;24;NA;-22.95764,18.49041
NAM;33765;BR;BR;Back Row;30;174;86;Swakopmund, Namibia;1988-10-12;Forbes;Thomasau Roberto;17;NA;-22.95764,18.49041
NAM;61426;BR;BR;Back Row;21;186;100;Omaruru, Namibia;1998-07-07;Gaoseb;Prince Rivaldo Gino;2;NA;-22.95764,18.49041
NAM;54471;WI;WI;Wing;28;187;92;Okahandja, Namibia;1991-06-21;Greyling;Johann Corne;32;NA;-22.95764,18.49041
NAM;28498;9;SH;Scrum Half;33;177;87;Gobabis, Namibia;1986-08-10;Jantjies;Eugene Anthony;66;NA;-22.95764,18.49041
NAM;55306;BR;BR;Back Row;24;196;86;Windhoek, Namibia;1995-04-08;Katjijeko;Muharua Wilhelm;13;NA;-22.95764,18.49041
NAM;60270;10;FH;Fly Half;25;175;80;Mariental, Namibia;1994-01-13;Kisting;Helarius Axasman;8;NA;-22.95764,18.49041
NAM;42208;BR;BR;Back Row;34;182;98;Windhoek, Namibia;1985-09-13;Kitshoff;Rohan;44;NA;-22.95764,18.49041
NAM;55307;WI;WI;Wing;24;187;100;Windhoek, Namibia;1995-01-16;Klim;Lesley David;11;NA;-22.95764,18.49041
