tytul;wydawca;date;naklad
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-05-01;26580
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-05-01;9296
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-05-01;3574
Gazeta Wyborcza;Agora SA;2019-05-01;100790
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-05-01;12929
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-05-01;18897
Kurier Lubelski;Polska Press Sp. z o.o.;2019-05-01;2862
Kurier Poranny;Polska Press Sp. z o.o.;2019-05-01;3484
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-05-01;7263
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-05-01;9358
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-05-01;7632
Parkiet Gazeta Giełdy;Gremi Media SA;2019-05-01;4186
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-05-01;2424
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-05-01;21079
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-05-01;10507
Rzeczpospolita;Gremi Media SA;2019-05-01;41778
Sport;WHIZZ S.A.;2019-05-01;4573
Super Express;TIME SA;2019-05-01;115596
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-05-01;5207
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-06-01;12777
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-06-01;32848
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-06-01;12089
Dziennik Polski;Polska Press Sp. z o.o.;2019-06-01;10306
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-06-01;4018
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-06-01;18894
Echo Dnia;Polska Press Sp. z o.o.;2019-06-01;11098
Express Bydgoski;Polska Press Sp. z o.o.;2019-06-01;6281
Express Ilustrowany;Polska Press Sp. z o.o.;2019-06-01;13889
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-06-01;208968
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-06-01;10040
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-06-01;9909
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-06-01;12429
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-06-01;6922
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-06-01;22603
Gazeta Polska Codziennie;Forum SA;2019-06-01;13201
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-06-01;24998
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-06-01;8700
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-06-01;3465
Gazeta Wyborcza;Agora SA;2019-06-01;92980
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-06-01;12758
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-06-01;18237
Kurier Lubelski;Polska Press Sp. z o.o.;2019-06-01;3074
Kurier Poranny;Polska Press Sp. z o.o.;2019-06-01;3582
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-06-01;6641
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-06-01;8972
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-06-01;7322
Parkiet Gazeta Giełdy;Gremi Media SA;2019-06-01;4175
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-06-01;2350
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-06-01;20255
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-06-01;10669
Rzeczpospolita;Gremi Media SA;2019-06-01;42178
Sport;WHIZZ S.A.;2019-06-01;4040
Super Express;TIME SA;2019-06-01;111073
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-06-01;4765
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-07-01;11608
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-07-01;32049
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-07-01;10927
Dziennik Polski;Polska Press Sp. z o.o.;2019-07-01;9683
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-07-01;3533
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-07-01;17620
Echo Dnia;Polska Press Sp. z o.o.;2019-07-01;9886
Express Bydgoski;Polska Press Sp. z o.o.;2019-07-01;5949
Express Ilustrowany;Polska Press Sp. z o.o.;2019-07-01;12672
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-07-01;205623
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-07-01;8848
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-07-01;9650
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-07-01;11185
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-07-01;6535
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-07-01;21865
Gazeta Polska Codziennie;Forum SA;2019-07-01;12787
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-07-01;23911
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-07-01;8238
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-07-01;3211
Gazeta Wyborcza;Agora SA;2019-07-01;89486
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-07-01;12550
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-07-01;16921
Kurier Lubelski;Polska Press Sp. z o.o.;2019-07-01;2400
Kurier Poranny;Polska Press Sp. z o.o.;2019-07-01;3151
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-07-01;6313
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-07-01;7760
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-07-01;6984
Parkiet Gazeta Giełdy;Gremi Media SA;2019-07-01;4176
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-07-01;2244
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-07-01;22107
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-07-01;10407
Rzeczpospolita;Gremi Media SA;2019-07-01;42023
Sport;WHIZZ S.A.;2019-07-01;4266
Super Express;TIME SA;2019-07-01;107248
Super Nowości;Gravamen Media Sp. z o.o.;2019-07-01;4334
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-08-01;12798
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-08-01;32775
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-08-01;12279
Dziennik Polski;Polska Press Sp. z o.o.;2019-08-01;10388
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-08-01;4129
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-08-01;20244
Echo Dnia;Polska Press Sp. z o.o.;2019-08-01;11415
Express Bydgoski;Polska Press Sp. z o.o.;2019-08-01;6300
Express Ilustrowany;Polska Press Sp. z o.o.;2019-08-01;13967
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-08-01;214678
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-08-01;10643
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-08-01;9870
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-08-01;12065
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-08-01;7441
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-08-01;22503
Gazeta Polska Codziennie;Forum SA;2019-08-01;13335
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-08-01;24806
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-08-01;9045
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-08-01;3615
Gazeta Wyborcza;Agora SA;2019-08-01;95778
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-08-01;12733
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-08-01;18377
Kurier Lubelski;Polska Press Sp. z o.o.;2019-08-01;3034
Kurier Poranny;Polska Press Sp. z o.o.;2019-08-01;3612
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-08-01;7120
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-08-01;8045
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-08-01;7190
Parkiet Gazeta Giełdy;Gremi Media SA;2019-08-01;4035
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-08-01;2449
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-08-01;23156
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-08-01;10935
Rzeczpospolita;Gremi Media SA;2019-08-01;43168
Sport;WHIZZ S.A.;2019-08-01;4356
Super Express;TIME SA;2019-08-01;117175
Super Nowości;Gravamen Media Sp. z o.o.;2019-08-01;5005
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-09-01;12141
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-09-01;34662
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-09-01;11633
Dziennik Polski;Polska Press Sp. z o.o.;2019-09-01;10185
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-09-01;3960
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-09-01;18717
Echo Dnia;Polska Press Sp. z o.o.;2019-09-01;10639
Express Bydgoski;Polska Press Sp. z o.o.;2019-09-01;6039
Express Ilustrowany;Polska Press Sp. z o.o.;2019-09-01;13393
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-09-01;205296
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-09-01;10015
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-09-01;9754
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-09-01;11452
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-09-01;6839
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-09-01;22797
Gazeta Polska Codziennie;Forum SA;2019-09-01;12827
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-09-01;24897
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-09-01;8587
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-09-01;3552
Gazeta Wyborcza;Agora SA;2019-09-01;92582
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-09-01;12799
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-09-01;17101
Kurier Lubelski;Polska Press Sp. z o.o.;2019-09-01;2568
Kurier Poranny;Polska Press Sp. z o.o.;2019-09-01;3292
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-09-01;6480
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-09-01;8472
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-09-01;6994
Parkiet Gazeta Giełdy;Gremi Media SA;2019-09-01;4153
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-09-01;2409
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-09-01;21335
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-09-01;10798
Rzeczpospolita;Gremi Media SA;2019-09-01;42890
Sport;WHIZZ S.A.;2019-09-01;4580
Super Express;TIME SA;2019-09-01;112509
Super Nowości;Gravamen Media Sp. z o.o.;2019-09-01;4456
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-10-01;12498
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-10-01;35252
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-10-01;12116
Dziennik Polski;Polska Press Sp. z o.o.;2019-10-01;10380
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-10-01;3928
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-10-01;19548
Echo Dnia;Polska Press Sp. z o.o.;2019-10-01;11302
Express Bydgoski;Polska Press Sp. z o.o.;2019-10-01;6258
Express Ilustrowany;Polska Press Sp. z o.o.;2019-10-01;13898
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-10-01;206158
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-10-01;10041
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-10-01;9979
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-10-01;11210
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-10-01;7196
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-10-01;22733
Gazeta Polska Codziennie;Forum SA;2019-10-01;13502
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-10-01;24420
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-10-01;8572
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-10-01;3412
Gazeta Wyborcza;Agora SA;2019-10-01;95085
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-10-01;12108
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-10-01;17800
Kurier Lubelski;Polska Press Sp. z o.o.;2019-10-01;2711
Kurier Poranny;Polska Press Sp. z o.o.;2019-10-01;3381
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-10-01;6782
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-10-01;9262
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-10-01;7141
Parkiet Gazeta Giełdy;Gremi Media SA;2019-10-01;4108
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-10-01;2675
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-10-01;19396
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-10-01;10909
Rzeczpospolita;Gremi Media SA;2019-10-01;42548
Sport;WHIZZ S.A.;2019-10-01;4236
Super Express;TIME SA;2019-10-01;111315
Super Nowości;Gravamen Media Sp. z o.o.;2019-10-01;4658
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-11-01;12607
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-11-01;37746
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-11-01;12041
Dziennik Polski;Polska Press Sp. z o.o.;2019-11-01;10016
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-11-01;3920
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-11-01;19126
Echo Dnia;Polska Press Sp. z o.o.;2019-11-01;12073
Express Bydgoski;Polska Press Sp. z o.o.;2019-11-01;5949
Express Ilustrowany;Polska Press Sp. z o.o.;2019-11-01;13512
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-11-01;207230
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-11-01;10143
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-11-01;9904
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-11-01;12070
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-11-01;6671
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-11-01;23229
Gazeta Polska Codziennie;Forum SA;2019-11-01;12815
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-11-01;25252
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-11-01;8856
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-11-01;3396
Gazeta Wyborcza;Agora SA;2019-11-01;93648
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-11-01;12414
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-11-01;18251
Kurier Lubelski;Polska Press Sp. z o.o.;2019-11-01;2964
Kurier Poranny;Polska Press Sp. z o.o.;2019-11-01;3446
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-11-01;6621
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-11-01;8735
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-11-01;6908
Parkiet Gazeta Giełdy;Gremi Media SA;2019-11-01;4148
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-11-01;2583
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-11-01;19129
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-11-01;10811
Rzeczpospolita;Gremi Media SA;2019-11-01;42837
Sport;WHIZZ S.A.;2019-11-01;4181
Super Express;TIME SA;2019-11-01;114766
Super Nowości;Wydawnictwo Prasowe Super Nowości Sp. z.o.o.;2019-11-01;4680
Dziennik Bałtycki;Polska Press Sp. z o.o.;2019-12-01;12218
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2019-12-01;35484
Dziennik Łódzki;Polska Press Sp. z o.o.;2019-12-01;11397
Dziennik Polski;Polska Press Sp. z o.o.;2019-12-01;10124
Dziennik Wschodni;Corner Media Sp. z o.o.;2019-12-01;3893
Dziennik Zachodni;Polska Press Sp. z o.o.;2019-12-01;19705
Echo Dnia;Polska Press Sp. z o.o.;2019-12-01;11380
Express Bydgoski;Polska Press Sp. z o.o.;2019-12-01;5981
Express Ilustrowany;Polska Press Sp. z o.o.;2019-12-01;13553
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2019-12-01;209446
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2019-12-01;9127
Gazeta Krakowska;Polska Press Sp. z o.o.;2019-12-01;9478
Gazeta Lubuska;Polska Press Sp. z o.o.;2019-12-01;11740
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2019-12-01;6620
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2019-12-01;23533
Gazeta Polska Codziennie;Forum SA;2019-12-01;12844
Gazeta Pomorska;Polska Press Sp. z o.o.;2019-12-01;24767
Gazeta Wrocławska;Polska Press Sp. z o.o.;2019-12-01;8546
Gazeta Współczesna;Polska Press Sp. z o.o.;2019-12-01;3554
Gazeta Wyborcza;Agora SA;2019-12-01;94989
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2019-12-01;11947
Głos Wielkopolski;Polska Press Sp. z o.o.;2019-12-01;17412
Kurier Lubelski;Polska Press Sp. z o.o.;2019-12-01;2746
Kurier Poranny;Polska Press Sp. z o.o.;2019-12-01;3201
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2019-12-01;6592
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2019-12-01;8893
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2019-12-01;6955
Parkiet Gazeta Giełdy;Gremi Media SA;2019-12-01;3979
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2019-12-01;2618
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2019-12-01;18803
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2019-12-01;10817
Rzeczpospolita;Gremi Media SA;2019-12-01;42041
Sport;WHIZZ S.A.;2019-12-01;4037
Super Express;TIME SA;2019-12-01;111826
Super Nowości;Gravamen Media Sp. z o.o.;2019-12-01;4607
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-01-01;12399
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-01-01;38386
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-01-01;11407
Dziennik Polski;Polska Press Sp. z o.o.;2020-01-01;9704
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-01-01;3809
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-01-01;19639
Echo Dnia;Polska Press Sp. z o.o.;2020-01-01;10844
Express Bydgoski;Polska Press Sp. z o.o.;2020-01-01;6058
Express Ilustrowany;Polska Press Sp. z o.o.;2020-01-01;13548
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-01-01;217946
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-01-01;9545
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-01-01;9494
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-01-01;10879
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-01-01;6483
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-01-01;19478
Gazeta Polska Codziennie;Forum SA;2020-01-01;12740
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-01-01;24625
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-01-01;8647
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-01-01;3635
Gazeta Wyborcza;Agora SA;2020-01-01;89756
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-01-01;11841
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-01-01;17429
Kurier Lubelski;Polska Press Sp. z o.o.;2020-01-01;2978
Kurier Poranny;Polska Press Sp. z o.o.;2020-01-01;3019
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-01-01;6587
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-01-01;8276
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-01-01;6917
Parkiet Gazeta Giełdy;Gremi Media SA;2020-01-01;3838
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-01-01;3522
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-01-01;17476
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-01-01;10259
Rzeczpospolita;Gremi Media SA;2020-01-01;39049
Sport;WHIZZ S.A.;2020-01-01;3682
Super Express;TIME SA;2020-01-01;116306
Super Nowości;Gravamen Media Sp. z o.o.;2020-01-01;4934
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-02-01;10936
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-02-01;32844
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-02-01;10382
Dziennik Polski;Polska Press Sp. z o.o.;2020-02-01;9130
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-02-01;3563
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-02-01;17430
Echo Dnia;Polska Press Sp. z o.o.;2020-02-01;9667
Express Bydgoski;Polska Press Sp. z o.o.;2020-02-01;5652
Express Ilustrowany;Polska Press Sp. z o.o.;2020-02-01;12383
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-02-01;212425
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-02-01;8765
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-02-01;8713
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-02-01;11014
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-02-01;5936
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-02-01;22326
Gazeta Polska Codziennie;Forum SA;2020-02-01;12454
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-02-01;23533
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-02-01;7806
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-02-01;3357
Gazeta Wyborcza;Agora SA;2020-02-01;88343
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-02-01;11226
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-02-01;16439
Kurier Lubelski;Polska Press Sp. z o.o.;2020-02-01;2505
Kurier Poranny;Polska Press Sp. z o.o.;2020-02-01;2909
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-02-01;6089
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-02-01;7913
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-02-01;6569
Parkiet Gazeta Giełdy;Gremi Media SA;2020-02-01;4109
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-02-01;2937
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-02-01;19275
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-02-01;10306
Rzeczpospolita;Gremi Media SA;2020-02-01;39401
Sport;WHIZZ S.A.;2020-02-01;3873
Super Express;TIME SA;2020-02-01;112004
Super Nowości;Gravamen Media Sp. z o.o.;2020-02-01;4421
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-03-01;10284
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-03-01;33669
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-03-01;9714
Dziennik Polski;Polska Press Sp. z o.o.;2020-03-01;8305
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-03-01;3310
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-03-01;16251
Echo Dnia;Polska Press Sp. z o.o.;2020-03-01;8888
Express Bydgoski;Polska Press Sp. z o.o.;2020-03-01;5375
Express Ilustrowany;Polska Press Sp. z o.o.;2020-03-01;11460
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-03-01;190372
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-03-01;7929
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-03-01;8039
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-03-01;10226
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-03-01;5545
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-03-01;22432
Gazeta Polska Codziennie;Forum SA;2020-03-01;10994
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-03-01;23169
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-03-01;7435
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-03-01;3082
Gazeta Wyborcza;Agora SA;2020-03-01;76150
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-03-01;10894
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-03-01;15544
Kurier Lubelski;Polska Press Sp. z o.o.;2020-03-01;2292
Kurier Poranny;Polska Press Sp. z o.o.;2020-03-01;2748
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-03-01;5359
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-03-01;7936
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-03-01;6366
Parkiet Gazeta Giełdy;Gremi Media SA;2020-03-01;4104
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-03-01;2569
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-03-01;14110
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-03-01;9756
Rzeczpospolita;Gremi Media SA;2020-03-01;38445
Sport;WHIZZ S.A.;2020-03-01;3178
Super Express;TIME SA;2020-03-01;98986
Super Nowości;Gravamen Media Sp. z o.o.;2020-03-01;3996
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-04-01;10492
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-04-01;30993
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-04-01;9604
Dziennik Polski;Polska Press Sp. z o.o.;2020-04-01;7703
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-04-01;3228
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-04-01;16934
Echo Dnia;Polska Press Sp. z o.o.;2020-04-01;8730
Express Bydgoski;Polska Press Sp. z o.o.;2020-04-01;5307
Express Ilustrowany;Polska Press Sp. z o.o.;2020-04-01;11655
