teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
142909;gm. Sterdyń;Wójt Gminy Sterdyń;SIKORSKA Grażyna Agata;PiS;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;R1;3;59;wyższe rolnicze;952;47.06;-1;Druga tura;12997;130;4023;31;gw
143001;gm. Chlewiska;Wójt Gminy Chlewiska;GAŁĄZKA Robert Stanisław;Komitet wyborczy wyborców;51.148969,20.610359 51.319186,20.849618;51.2340775,20.7299885;R1;1;63;wyższe;368;11.93;-1;Nie;12398;124;6010;48;gw
143001;gm. Chlewiska;Wójt Gminy Chlewiska;KIJAK Albert Roman;PiS;51.148969,20.610359 51.319186,20.849618;51.2340775,20.7299885;R1;2;43;wyższe;918;29.76;-1;Nie;12398;124;6010;48;gw
143001;gm. Chlewiska;Wójt Gminy Chlewiska;SOWIŃSKI Waldemar Tomasz;Komitet wyborczy wyborców;51.148969,20.610359 51.319186,20.849618;51.2340775,20.7299885;R1;3;60;średnie;1799;58.31;-1;Tak;12398;124;6010;48;gw
143002;gm. Jastrząb;Wójt Gminy Jastrząb;BRACHA Andrzej;Komitet wyborczy wyborców;51.187139,20.894500 51.282755,21.023706;51.234947,20.959103;R1;1;52;wyższe;2210;77.49;-1;Tak;5453;55;5242;96;gw
143002;gm. Jastrząb;Wójt Gminy Jastrząb;SARNAT Zbigniew;PiS;51.187139,20.894500 51.282755,21.023706;51.234947,20.959103;R1;2;53;wyższe;642;22.51;-1;Nie;5453;55;5242;96;gw
143003;gm. Mirów;Wójt Gminy Mirów;GROMEK Jarosław Grzegorz;Komitet wyborczy wyborców;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R1;1;34;wyższe;246;11.74;-1;Nie;5305;53;3885;73;gw
143003;gm. Mirów;Wójt Gminy Mirów;KSIĄŻEK Bogdan Piotr;Komitet wyborczy wyborców;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R1;2;59;wyższe;309;14.75;-1;Nie;5305;53;3885;73;gw
143003;gm. Mirów;Wójt Gminy Mirów;MINDA Kamil Tomasz;PiS;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R1;3;34;średnie;591;28.21;-1;Druga tura;5305;53;3885;73;gw
143003;gm. Mirów;Wójt Gminy Mirów;SIWIOREK Artur Wawrzyniec;Komitet wyborczy wyborców;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R1;4;55;średnie;949;45.30;-1;Druga tura;5305;53;3885;73;gw
143004;gm. Orońsko;Wójt Gminy Orońsko;MATYSIAK Waldemar Józef;PiS;51.275869,20.859569 51.367549,21.039297;51.321709,20.949433;R1;1;55;wyższe;1108;40.41;-1;Nie;8195;82;5935;72;gw
143004;gm. Orońsko;Wójt Gminy Orońsko;NOSOWSKI Henryk;Komitet wyborczy wyborców;51.275869,20.859569 51.367549,21.039297;51.321709,20.949433;R1;2;64;średnie;1634;59.59;-1;Tak;8195;82;5935;72;gw
143005;gm. Szydłowiec;Burmistrz Szydłowca;KAPTURSKI Maciej Jan;Komitet wyborczy organizacji i stowarzyszeń;51.145335,20.722567 51.343245,20.938390;51.24429,20.8304785;R1;1;48;wyższe;977;11.05;-1;Nie;13830;138;18866;136;gmw
143005;gm. Szydłowiec;Burmistrz Szydłowca;LUDEW Artur;Komitet wyborczy wyborców;51.145335,20.722567 51.343245,20.938390;51.24429,20.8304785;R1;2;44;wyższe;4922;55.65;-1;Tak;13830;138;18866;136;gmw
143005;gm. Szydłowiec;Burmistrz Szydłowca;NOJEK Sławomir Adam;Komitet wyborczy wyborców;51.145335,20.722567 51.343245,20.938390;51.24429,20.8304785;R1;3;45;wyższe;1694;19.15;-1;Nie;13830;138;18866;136;gmw
143005;gm. Szydłowiec;Burmistrz Szydłowca;SKRZYNIARZ Kamil Waldemar;PiS;51.145335,20.722567 51.343245,20.938390;51.24429,20.8304785;R1;4;31;wyższe;1251;14.15;-1;Nie;13830;138;18866;136;gmw
143201;gm. Błonie;Burmistrz Błonia;RESZKA Zenon Franciszek;Komitet wyborczy wyborców;52.157304,20.474648 52.254139,20.678663;52.2057215,20.5766555;R1;1;58;wyższe;7394;76.94%;2216;Tak;8558;86;21530;252;gmw
143202;gm. Izabelin;Wójt Gminy Izabelin;KOC Krzysztof;PiS;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223;R1;1;32;Wyższe;993;18.45;-1;Nie;6501;65;10592;163;gw
143202;gm. Izabelin;Wójt Gminy Izabelin;ZIELIŃSKA Grażyna;Komitet wyborczy organizacji i stowarzyszeń;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223;R1;2;61;Wyższe;1983;36.85;-1;Druga tura;6501;65;10592;163;gw
143202;gm. Izabelin;Wójt Gminy Izabelin;ZMARZLAK Dorota;Komitet wyborczy organizacji i stowarzyszeń;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223;R1;3;44;Wyższe zawodowe;2405;44.69;-1;Druga tura;6501;65;10592;163;gw
143203;gm. Kampinos;Wójt Gminy Kampinos;CIURZYŃSKA Monika;Komitet wyborczy wyborców;52.218711,20.312348 52.331086,20.523356;52.2748985,20.417852;R1;1;41;wyższe;1375;56.08;-1;Tak;8460;85;4337;51;gw
143203;gm. Kampinos;Wójt Gminy Kampinos;GRZELAK Piotr;Komitet wyborczy organizacji i stowarzyszeń;52.218711,20.312348 52.331086,20.523356;52.2748985,20.417852;R1;2;34;wyższe;708;28.87;-1;Nie;8460;85;4337;51;gw
143203;gm. Kampinos;Wójt Gminy Kampinos;POPOWSKI Piotr;Komitet wyborczy wyborców;52.218711,20.312348 52.331086,20.523356;52.2748985,20.417852;R1;3;64;wyższe;190;7.75;-1;Nie;8460;85;4337;51;gw
143203;gm. Kampinos;Wójt Gminy Kampinos;STECKO Błażej;Komitet wyborczy wyborców;52.218711,20.312348 52.331086,20.523356;52.2748985,20.417852;R1;4;39;wyższe;179;7.30;-1;Nie;8460;85;4337;51;gw
143204;gm. Leszno;Wójt Gminy Leszno;BANASZKIEWICZ Grzegorz Aleksander;Komitet wyborczy wyborców;52.225754,20.469175 52.333720,20.732729;52.279737,20.600952;R1;1;49;Wyższe;2576;56.65;-1;Tak;12508;125;10091;81;gw
143204;gm. Leszno;Wójt Gminy Leszno;KUCZYŃSKI Lesław Ryszard;Komitet wyborczy wyborców;52.225754,20.469175 52.333720,20.732729;52.279737,20.600952;R1;2;58;Średnie zawodowe;857;18.85;-1;Nie;12508;125;10091;81;gw
143204;gm. Leszno;Wójt Gminy Leszno;ZAŁOGA Robert;Komitet wyborczy wyborców;52.225754,20.469175 52.333720,20.732729;52.279737,20.600952;R1;3;52;Wyższe;1114;24.50;-1;Nie;12508;125;10091;81;gw
143205;gm. Łomianki;Burmistrz Łomianek;DĄBROWSKI Tomasz Henryk;Komitet wyborczy wyborców;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225;R1;1;53;Wyższe;6350;49.26;-1;Druga tura;3883;39;26229;675;gmw
143205;gm. Łomianki;Burmistrz Łomianek;SALWOWSKI Adam Janusz;Komitet wyborczy wyborców;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225;R1;2;43;Wyższe;1428;11.08;-1;Nie;3883;39;26229;675;gmw
143205;gm. Łomianki;Burmistrz Łomianek;ŻEBROWSKA-PIOTRAK Małgorzata Ewa;Komitet wyborczy wyborców;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225;R1;3;44;Wyższe;5114;39.67;-1;Druga tura;3883;39;26229;675;gmw
143206;gm. Ożarów Mazowiecki;Burmistrz Ożarowa Mazowieckiego;KANCLERZ Paweł Jacek;Komitet wyborczy organizacji i stowarzyszeń;52.182183,20.661913 52.247412,20.875278;52.2147975,20.7685955;R1;1;49;Wyższe;8371;79.41;-1;Tak;7127;71;24060;338;gmw
143206;gm. Ożarów Mazowiecki;Burmistrz Ożarowa Mazowieckiego;SOWIDZKI Marcin;PiS;52.182183,20.661913 52.247412,20.875278;52.2147975,20.7685955;R1;2;40;wyższe;2171;20.59;-1;Nie;7127;71;24060;338;gmw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;PROROK Jerzy Roman;PiS;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R1;1;47;średnie;666;7.29;-1;Nie;6342;63;18627;294;gw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;SUMKA Sławomir;Komitet wyborczy wyborców;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R1;2;44;wyższe pedagogiczne;2292;25.10;-1;Druga tura;6342;63;18627;294;gw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;SZUBA Tomasz;Komitet wyborczy wyborców;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R1;3;45;wyższe;2016;22.08;-1;Nie;6342;63;18627;294;gw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;ZAJĄC Marcin Piotr;Komitet wyborczy wyborców;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R1;4;47;wyższe;4156;45.52;-1;Druga tura;6342;63;18627;294;gw
143301;m. Węgrów;Burmistrz Miasta Węgrowa;KULIK Artur;Komitet wyborczy wyborców;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R1;1;47;wyższe;202;3.47;-1;Nie;3551;36;12765;359;gm
143301;m. Węgrów;Burmistrz Miasta Węgrowa;MARCHELA Paweł Arkadiusz;Komitet wyborczy wyborców;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R1;2;45;wyższe;1741;29.91;-1;Druga tura;3551;36;12765;359;gm
143301;m. Węgrów;Burmistrz Miasta Węgrowa;PACZÓSKA Zofia Elżbieta;PiS;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R1;3;46;wyższe;1678;28.83;-1;Druga tura;3551;36;12765;359;gm
143301;m. Węgrów;Burmistrz Miasta Węgrowa;SNOPKIEWICZ Jadwiga Barbara;Komitet wyborczy wyborców;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R1;4;60;wyższe;992;17.04;-1;Nie;3551;36;12765;359;gm
143301;m. Węgrów;Burmistrz Miasta Węgrowa;WYSZOGRODZKI Krzysztof Jerzy;Komitet wyborczy wyborców;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R1;5;65;wyższe;1208;20.75;-1;Nie;3551;36;12765;359;gm
143302;gm. Grębków;Wójt Gminy Grębków;DOLIŃSKI Bogdan Jan;Komitet wyborczy wyborców;52.209517,21.833903 52.347490,22.076785;52.2785035,21.955344;R1;1;55;wyższe;1255;66.79;-1;Tak;13076;131;4471;34;gw
143302;gm. Grębków;Wójt Gminy Grębków;NYKIEL Mirosław Sławomir;PiS;52.209517,21.833903 52.347490,22.076785;52.2785035,21.955344;R1;2;33;wyższe;624;33.21;-1;Nie;13076;131;4471;34;gw
143303;gm. Korytnica;Wójt Gminy Korytnica;KOMUDZIŃSKI Stanisław;Komitet wyborczy wyborców;52.346474,21.665407 52.493365,21.950053;52.4199195,21.80773;R1;1;64;wyższe;1738;58.68;-1;Tak;18032;180;6291;35;gw
143303;gm. Korytnica;Wójt Gminy Korytnica;KOWALCZYK Adam Krzysztof;PiS;52.346474,21.665407 52.493365,21.950053;52.4199195,21.80773;R1;2;33;wyższe;1224;41.32;-1;Nie;18032;180;6291;35;gw
143304;gm. Liw;Wójt Gminy Liw;SITEK Arkadiusz;Komitet wyborczy wyborców;52.292624,21.886899 52.496526,22.142764;52.394575,22.0148315;R1;1;42;wyższe;1446;45.73;-1;Nie;16947;169;7462;44;gw
143304;gm. Liw;Wójt Gminy Liw;SZYMAŃSKI Bogusław;PiS;52.292624,21.886899 52.496526,22.142764;52.394575,22.0148315;R1;2;55;wyższe;1716;54.27;-1;Tak;16947;169;7462;44;gw
143305;gm. Łochów;Burmistrz Łochowa;GOŁASZEWSKI Robert Mirosław;PiS;52.467777,21.564581 52.643247,21.855121;52.555512,21.709851;R1;1;51;średnie;5520;68.26;-1;Tak;19622;196;17922;91;gmw
143305;gm. Łochów;Burmistrz Łochowa;LESZCZYŃSKI Wojciech Marcin;Komitet wyborczy wyborców;52.467777,21.564581 52.643247,21.855121;52.555512,21.709851;R1;2;60;Średnie;159;1.97;-1;Nie;19622;196;17922;91;gmw
143305;gm. Łochów;Burmistrz Łochowa;SUCHENEK Andrzej;Komitet wyborczy wyborców;52.467777,21.564581 52.643247,21.855121;52.555512,21.709851;R1;3;55;wyższe;2408;29.78;-1;Nie;19622;196;17922;91;gmw
143306;gm. Miedzna;Wójt Gminy Miedzna;KOPANIA Bożenna Elżbieta;Komitet wyborczy wyborców;52.434331,21.970839 52.574447,22.182227;52.504389,22.076533;R1;1;51;Wyższe;266;12.50;-1;Nie;11601;116;3889;34;gw
143306;gm. Miedzna;Wójt Gminy Miedzna;OKULUS Tadeusz Tomasz;PiS;52.434331,21.970839 52.574447,22.182227;52.504389,22.076533;R1;2;57;Średnie;1107;52.02;-1;Tak;11601;116;3889;34;gw
143306;gm. Miedzna;Wójt Gminy Miedzna;RUTKOWSKI Janusz;Komitet wyborczy wyborców;52.434331,21.970839 52.574447,22.182227;52.504389,22.076533;R1;3;64;Średnie;755;35.48;-1;Nie;11601;116;3889;34;gw
143307;gm. Sadowne;Wójt Gminy Sadowne;CYRAN Waldemar;Komitet wyborczy wyborców;52.582915,21.709690 52.702971,22.002684;52.642943,21.856187;R1;1;41;wyższe;2182;74.29;-1;Tak;14473;145;5896;41;gw
143307;gm. Sadowne;Wójt Gminy Sadowne;KASZUBA Anna;PiS;52.582915,21.709690 52.702971,22.002684;52.642943,21.856187;R1;2;34;wyższe;504;17.16;-1;Nie;14473;145;5896;41;gw
143307;gm. Sadowne;Wójt Gminy Sadowne;TRACZ Zdzisław Bronisław;Komitet wyborczy wyborców;52.582915,21.709690 52.702971,22.002684;52.642943,21.856187;R1;3;67;Wyższe;251;8.55;-1;Nie;14473;145;5896;41;gw
143308;gm. Stoczek;Wójt Gminy Stoczek;KŁOS Arkadiusz;PiS;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;R1;1;48;wyższe;620;26.09;-1;Nie;14454;145;5008;35;gw
143308;gm. Stoczek;Wójt Gminy Stoczek;KŁUSEK Zbigniew Adam;Komitet wyborczy wyborców;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;R1;2;51;średnie;826;34.76;-1;Druga tura;14454;145;5008;35;gw
143308;gm. Stoczek;Wójt Gminy Stoczek;WÓJCIK Mieczysław Stanisław;Komitet wyborczy wyborców;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;R1;3;65;wyższe;930;39.14;-1;Druga tura;14454;145;5008;35;gw
143309;gm. Wierzbno;Wójt Gminy Wierzbno;KELLEHER Hanna Bożenna;Komitet wyborczy wyborców;52.250418,21.723770 52.372894,21.974050;52.311656,21.84891;R1;1;61;wyższe;633;42.92;-1;Nie;10320;103;2804;27;gw
143309;gm. Wierzbno;Wójt Gminy Wierzbno;WĄSOWSKI Emil Maciej;PiS;52.250418,21.723770 52.372894,21.974050;52.311656,21.84891;R1;2;34;średnie;842;57.08;-1;Tak;10320;103;2804;27;gw
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;DENIS Robert Janusz;Komitet wyborczy organizacji i stowarzyszeń;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R1;1;56;Wyższe;676;6.49;-1;Nie;1964;20;23120;1177;gm
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;JAŹWIŃSKA Karina Adrianna;Komitet wyborczy wyborców;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R1;2;48;Wyższe;1416;13.59;-1;Nie;1964;20;23120;1177;gm
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;KOSTRZEWA Konrad Marcin;Komitet wyborczy wyborców;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R1;3;33;Wyższe;2788;26.76;-1;Druga tura;1964;20;23120;1177;gm
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;KOWALECZKO Kamil;PiS;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R1;4;25;Wyższe;2560;24.57;-1;Nie;1964;20;23120;1177;gm
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;ZBIEĆ Edyta;Komitet wyborczy wyborców;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R1;5;47;Wyższe;2980;28.60;-1;Druga tura;1964;20;23120;1177;gm
143402;m. Marki;Burmistrz Miasta Marki;ORYCH Jacek;Komitet wyborczy wyborców;52.303247,21.077782 52.370761,21.162152;52.337004,21.119967;R1;1;40;Wyższe;8913;70.82;-1;Tak;2615;26;32686;1250;gm
143402;m. Marki;Burmistrz Miasta Marki;PACIOREK Tomasz Sławomir;Komitet wyborczy organizacji i stowarzyszeń;52.303247,21.077782 52.370761,21.162152;52.337004,21.119967;R1;2;45;Wyższe;2063;16.39;-1;Nie;2615;26;32686;1250;gm
143402;m. Marki;Burmistrz Miasta Marki;ROSTEK Andrzej Jan;PiS;52.303247,21.077782 52.370761,21.162152;52.337004,21.119967;R1;3;48;wyższe;1610;12.79;-1;Nie;2615;26;32686;1250;gm
143403;m. Ząbki;Burmistrz Miasta Ząbki;KALATA Edyta Teresa;PO;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;R1;1;47;wyższe humanistyczne i ekonomiczne;3614;27.04;-1;Druga tura;1098;11;35770;3258;gm
143403;m. Ząbki;Burmistrz Miasta Ząbki;WAŁACHOWSKI Artur;Komitet wyborczy wyborców;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;R1;2;44;wyższe techniczne;3591;26.86;-1;Nie;1098;11;35770;3258;gm
143403;m. Ząbki;Burmistrz Miasta Ząbki;ZYŚK Małgorzata Renata;PiS;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;R1;3;53;wyższe;6162;46.10;-1;Druga tura;1098;11;35770;3258;gm
143404;m. Zielonka;Burmistrz Miasta Zielonka;BIENIAS Dorota;Komitet wyborczy wyborców;52.256176,21.122346 52.326542,21.459358;52.291359,21.290852;R1;1;48;wyższe;1749;20.40;-1;Nie;7948;79;17539;221;gm
143404;m. Zielonka;Burmistrz Miasta Zielonka;DUDZIK Grzegorz Piotr;Komitet wyborczy wyborców;52.256176,21.122346 52.326542,21.459358;52.291359,21.290852;R1;2;48;wyższe;2829;33.00;-1;Druga tura;7948;79;17539;221;gm
143404;m. Zielonka;Burmistrz Miasta Zielonka;IWANDOWSKI Kamil Michał;Komitet wyborczy wyborców;52.256176,21.122346 52.326542,21.459358;52.291359,21.290852;R1;3;30;wyższe;3996;46.61;-1;Druga tura;7948;79;17539;221;gm
143405;gm. Dąbrówka;Wójt Gminy Dąbrówka;KORZENIEWSKI Radosław;Komitet wyborczy wyborców;52.445350,21.137627 52.533667,21.404755;52.4895085,21.271191;R1;1;30;Wyższe;1440;37.68;-1;Druga tura;10922;109;8032;74;gw
143405;gm. Dąbrówka;Wójt Gminy Dąbrówka;WRÓBEL Dorota;Komitet wyborczy wyborców;52.445350,21.137627 52.533667,21.404755;52.4895085,21.271191;R1;2;44;Wyższe;823;21.53;-1;Nie;10922;109;8032;74;gw
143405;gm. Dąbrówka;Wójt Gminy Dąbrówka;ZADRÓŻNY Zenon;Komitet wyborczy wyborców;52.445350,21.137627 52.533667,21.404755;52.4895085,21.271191;R1;3;39;Wyższe;1559;40.79;-1;Druga tura;10922;109;8032;74;gw
143406;gm. Jadów;Wójt Gminy Jadów;KOKOSZKA Dariusz Stanisław;Komitet wyborczy organizacji i stowarzyszeń;52.420794,21.506771 52.556134,21.737855;52.488464,21.622313;R1;1;52;Wyższe;1872;51.97;-1;Tak;11658;116;7571;65;gw
143406;gm. Jadów;Wójt Gminy Jadów;ROZPARA Rafał;PiS;52.420794,21.506771 52.556134,21.737855;52.488464,21.622313;R1;2;36;Średnie;1730;48.03;-1;Nie;11658;116;7571;65;gw
143407;gm. Klembów;Wójt Gminy Klembów;MATHIAK Rafał Marcin;Komitet wyborczy wyborców;52.363525,21.226832 52.461080,21.430176;52.4123025,21.328504;R1;1;42;wyższe;2760;63.98;-1;Tak;8570;86;9837;115;gw
143407;gm. Klembów;Wójt Gminy Klembów;MLONEK Adrian Wojciech;PiS;52.363525,21.226832 52.461080,21.430176;52.4123025,21.328504;R1;2;29;Wyższe;1554;36.02;-1;Nie;8570;86;9837;115;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;BAJKOWSKI Andrzej;PiS;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R1;1;44;Średnie;432;13.73;-1;Nie;10395;104;6195;60;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;CYMERMAN Jan Andrzej;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R1;2;50;Wyższe;579;18.40;-1;Nie;10395;104;6195;60;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;NIŹNIK Sylwester;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R1;3;56;Średnie;1182;37.56;-1;Druga tura;10395;104;6195;60;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;ROSŁON Sławomir;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R1;4;37;Wyższe;613;19.48;-1;Druga tura;10395;104;6195;60;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;SKONIECZNY Marcin;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R1;5;41;Wyższe;341;10.84;-1;Nie;10395;104;6195;60;gw
143409;gm. Radzymin;Burmistrz  Radzymina;CHACIŃSKI Krzysztof Kamil;Komitet wyborczy wyborców;52.349165,21.064565 52.518755,21.289039;52.43396,21.176802;R1;1;32;wyższe;8270;73.69;-1;Tak;12946;130;26574;205;gmw
143409;gm. Radzymin;Burmistrz  Radzymina;SZATYBEŁKO Krzysztof;Komitet wyborczy wyborców;52.349165,21.064565 52.518755,21.289039;52.43396,21.176802;R1;2;56;wyższe;326;2.90;-1;Nie;12946;130;26574;205;gmw
143409;gm. Radzymin;Burmistrz  Radzymina;SZUPPE Wiesław Stanisław;Komitet wyborczy organizacji i stowarzyszeń;52.349165,21.064565 52.518755,21.289039;52.43396,21.176802;R1;3;59;wyższe;973;8.67;-1;Nie;12946;130;26574;205;gmw
143409;gm. Radzymin;Burmistrz  Radzymina;ŻMIJEWSKA Elżbieta Teresa;PiS;52.349165,21.064565 52.518755,21.289039;52.43396,21.176802;R1;4;55;wyższe;1654;14.74;-1;Nie;12946;130;26574;205;gmw
143410;gm. Strachówka;Wójt Gminy Strachówka;ORZECHOWSKI Piotr;Komitet wyborczy organizacji i stowarzyszeń;52.339656,21.511817 52.463658,21.720472;52.401657,21.6161445;R1;1;37;wyższe;1050;81.65%;236;Tak;10773;108;2751;26;gw
143411;gm. Tłuszcz;Burmistrz Tłuszcza;BEDNARCZYK Paweł Marcin;Komitet wyborczy organizacji i stowarzyszeń;52.346907,21.371037 52.477392,21.560690;52.4121495,21.4658635;R1;1;40;wyższe;4577;54.77;-1;Tak;10301;103;19990;194;gmw
143411;gm. Tłuszcz;Burmistrz Tłuszcza;KRUPA Grażyna Barbara;PiS;52.346907,21.371037 52.477392,21.560690;52.4121495,21.4658635;R1;2;49;wyższe;3491;41.77;-1;Nie;10301;103;19990;194;gmw
143411;gm. Tłuszcz;Burmistrz Tłuszcza;OBERMILLER-BANASZEK Dariusz Henryk;Komitet wyborczy wyborców;52.346907,21.371037 52.477392,21.560690;52.4121495,21.4658635;R1;3;50;Średnie;289;3.46;-1;Nie;10301;103;19990;194;gmw
143412;gm. Wołomin;Burmistrz Wołomina;JAGODZIŃSKI Sylwester;Komitet wyborczy wyborców;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;1;35;Wyższe;948;4.03;-1;Nie;6166;62;51825;840;gmw
143412;gm. Wołomin;Burmistrz Wołomina;KOWALCZYK Tomasz;Komitet wyborczy wyborców;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;2;46;Wyższe;1269;5.40;-1;Nie;6166;62;51825;840;gmw
143412;gm. Wołomin;Burmistrz Wołomina;KOZACZKA Dominik;Komitet wyborczy wyborców;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;3;39;Wyższe;1403;5.97;-1;Nie;6166;62;51825;840;gmw
143412;gm. Wołomin;Burmistrz Wołomina;MADZIAR Ryszard Jan;PiS;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;4;45;Wyższe;5540;23.57;-1;Nie;6166;62;51825;840;gmw
143412;gm. Wołomin;Burmistrz Wołomina;RADWAN Elżbieta Grażyna;Komitet wyborczy wyborców;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;5;55;Wyższe;12657;53.84;-1;Tak;6166;62;51825;840;gmw
143412;gm. Wołomin;Burmistrz Wołomina;WOJAKOWSKI Łukasz Ryszard;Komitet wyborczy wyborców;52.305866,21.188357 52.392929,21.347238;52.3493975,21.2677975;R1;6;49;Wyższe;1690;7.19;-1;Nie;6166;62;51825;840;gmw
143501;gm. Brańszczyk;Wójt Gminy Brańszczyk;PĘKUL Mieczysław Zygmunt;Komitet wyborczy wyborców;52.598368,21.485081 52.728902,21.773024;52.663635,21.6290525;R1;1;59;wyższe;1642;43.17;-1;Nie;16651;167;8307;50;gw
143501;gm. Brańszczyk;Wójt Gminy Brańszczyk;PRZYBYLSKI Wiesław;PiS;52.598368,21.485081 52.728902,21.773024;52.663635,21.6290525;R1;2;55;wyższe;2162;56.83;-1;Tak;16651;167;8307;50;gw
143502;gm. Długosiodło;Wójt Gminy Długosiodło;JASTRZĘBSKI Stanisław;Komitet wyborczy wyborców;52.691137,21.442502 52.839810,21.717890;52.7654735,21.580196;R1;1;59;wyższe;2153;56.96;-1;Tak;16762;167;7853;47;gw
143502;gm. Długosiodło;Wójt Gminy Długosiodło;MACHNOWSKI Marek;PiS;52.691137,21.442502 52.839810,21.717890;52.7654735,21.580196;R1;2;36;wyższe;1627;43.04;-1;Nie;16762;167;7853;47;gw
143503;gm. Rząśnik;Wójt Gminy Rząśnik;KOŁODZIEJSKI Paweł;Komitet wyborczy wyborców;52.628061,21.273183 52.790610,21.494692;52.7093355,21.3839375;R1;1;53;wyższe;2271;67.43;-1;Tak;16743;167;7003;42;gw
143503;gm. Rząśnik;Wójt Gminy Rząśnik;LESZCZYŃSKI Marek Paweł;PiS;52.628061,21.273183 52.790610,21.494692;52.7093355,21.3839375;R1;2;39;Wyższe;1097;32.57;-1;Nie;16743;167;7003;42;gw
143504;gm. Somianka;Wójt Gminy Somianka;BRYK Mariusz;PiS;52.509370,21.117752 52.638739,21.388942;52.5740545,21.253347;R1;1;37;wyższe;781;27.00;-1;Nie;11769;118;5593;48;gw
143504;gm. Somianka;Wójt Gminy Somianka;ŻOŁYŃSKI Andrzej;Komitet wyborczy wyborców;52.509370,21.117752 52.638739,21.388942;52.5740545,21.253347;R1;2;40;wyższe;2112;73.00;-1;Tak;11769;118;5593;48;gw
143505;gm. Wyszków;Burmistrz Wyszkowa;ANDRZEJEWSKI Dariusz;Komitet wyborczy wyborców;52.522546,21.327051 52.656239,21.610399;52.5893925,21.468725;R1;1;45;Wyższe;1503;8.70;-1;Nie;16518;165;39395;238;gmw
143505;gm. Wyszków;Burmistrz Wyszkowa;NOWOSIELSKI Grzegorz;Komitet wyborczy wyborców;52.522546,21.327051 52.656239,21.610399;52.5893925,21.468725;R1;2;44;wyższe;8980;51.96;-1;Tak;16518;165;39395;238;gmw
