teryt;name;center;wdistKm
241107;Pietrowice Wielkie;50.1059855,18.100759;66
241203;Jejkowice;50.10217,18.4726595;41
241104;Krzyżanowice;49.98392,18.262899;60
241201;Czerwionka-Leszczyny;50.133839,18.6523705;28
241205;Świerklany;50.028866,18.5694135;39
241102;Kornowac;50.0762905,18.325553;52
241103;Krzanowice;50.0285855,18.128853;67
240902;Koziegłowy;50.5792515,19.1854065;39
241204;Lyski;50.1148525,18.375514;47
241309;Zbrosławice;50.407792,18.713001;27
240901;Myszków;50.5646695,19.327035;42
241003;Miedźna;49.9951795,19.081649;29
241106;Nędza;50.154089,18.319855;50
240904;Poraj;50.6536325,19.234557;48
240905;Żarki;50.6367165,19.3689355;50
241305;Krupski Młyn;50.569776,18.652802;43
241301;Kalety;50.5687675,18.929731;36
240903;Niegowa;50.646325,19.515889;57
241002;Kobiór;50.07058,18.9461835;20
241004;Pawłowice;49.9467315,18.6905505;40
241503;Rydułtowy;50.0665125,18.4210495;46
241307;Świerklaniec;50.447186,18.9373715;22
241306;Ożarowice;50.475555,19.058464;25
241404;Bojszowy;50.054226,19.097933;23
241504;Wodzisław Śląski;50.002295,18.439965;49
241501;Pszów;50.045133,18.3910225;49
241505;Godów;49.937682,18.48283;51
241401;Bieruń;50.0844075,19.143645;21
241402;Imielin;50.1438815,19.199943;18
241502;Radlin;50.0411695,18.4660485;45
241507;Lubomia;50.0236835,18.300404;56
241506;Gorzyce;49.970895,18.380407;54
241302;Miasteczko Śląskie;50.494511,18.9465235;27
241304;Tarnowskie Góry;50.4655775,18.842068;26
241605;Łazy;50.422656,19.384644;33
241508;Marklowice;50.018608,18.5265915;42
241509;Mszana;49.9805445,18.5537975;44
241303;Radzionków;50.4014935,18.9007175;18
241405;Chełm Śląski;50.104798,19.1989835;21
260202;Jędrzejów;50.6415445,20.32294;34
260209;Wodzisław;50.518194,20.2205025;49
260208;Sobków;50.711775,20.4413185;23
260203;Małogoszcz;50.78713,20.2374715;29
260205;Oksa;50.7580425,20.151853;36
260204;Nagłowice;50.6541095,20.1274;43
260207;Słupia;50.589855,19.933457;58
260102;Gnojno;50.583555,20.862591;38
260206;Sędziszów;50.5572605,20.056047;54
260201;Imielno;50.5887705,20.4213695;36
260107;Tuczępy;50.5214365,21.0055045;49
260305;Skalbmierz;50.3102595,20.3889165;66
260301;Bejsce;50.230206,20.5992865;73
260105;Solec-Zdrój;50.3807975,20.8897685;59
260108;Wiślica;50.3713985,20.6836175;57
260403;Chęciny;50.778746,20.433268;17
260407;Łagów;50.770038,21.065478;34
260401;Bieliny;50.8318355,20.95359;24
260101;Busko-Zdrój;50.4655105,20.761414;48
260304;Opatowiec;50.261454,20.6842335;69
260104;Pacanów;50.3740815,21.0414145;64
260103;Nowy Korczyn;50.3319375,20.832637;63
260303;Kazimierza Wielka;50.251084,20.477699;71
260302;Czarnocin;50.333953,20.535291;61
260402;Bodzentyn;50.9527775,20.9182855;23
260404;Chmielnik;50.6118385,20.716407;31
260405;Daleszyce;50.779016,20.817605;18
260415;Pierzchnica;50.6863975,20.7845365;25
260411;Mniów;51.012457,20.462153;18
260406;Górno;50.860949,20.8038865;13
260503;Końskie;51.1702075,20.3990575;35
260502;Gowarczów;51.280102,20.451549;46
260408;Łopuszno;50.9324315,20.228519;28
260604;Opatów;50.792116,21.415077;57
260410;Miedziana Góra;50.9509925,20.5584025;9
260603;Lipnik;50.7347835,21.4852895;63
260413;Nowa Słupia;50.864038,21.0727925;32
260507;Smyków;51.0688975,20.408779;25
260506;Słupia Konecka;51.019136,20.1281385;37
260504;Radoszyce;51.063659,20.2703075;31
260416;Raków;50.6934365,21.004585;34
260418;Strawczyn;50.9424465,20.419486;15
260508;Stąporków;51.1469875,20.5848505;29
260602;Iwaniska;50.723603,21.2723005;49
260412;Morawica;50.745392,20.6122685;15
260505;Ruda Maleniecka;51.141506,20.198574;41
260501;Fałków;51.131365,20.074007;47
260409;Masłów;50.9065145,20.7181995;8
260601;Baćkowice;50.7762685,21.2475655;46
260605;Ożarów;50.8660645,21.70643;76
260414;Piekoszów;50.87404,20.4221835;14
260419;Zagnańsk;50.999742,20.6506365;13
260417;Sitkówka-Nowiny;50.820135,20.5233865;10
260905;Łoniów;50.56766,21.5197555;73
260903;Klimontów;50.651278,21.449849;64
260802;Kije;50.614857,20.5843165;30
260906;Obrazów;50.6968255,21.633839;74
260908;Wilczyce;50.751974,21.6409585;73
260804;Pińczów;50.4815505,20.542325;45
261103;Mirzec;51.143859,21.0565275;42
260607;Tarłów;51.001053,21.7081625;78
260701;Ostrowiec Świętokrzyski;50.9502505,21.4064845;56
260704;Ćmielów;50.90854,21.5338365;64
261102;Brody;51.031728,21.2421725;47
261104;Pawłów;50.957155,21.0890005;34
261105;Wąchock;51.0513565,21.003107;33
260606;Sadowie;50.8447225,21.3532725;52
261203;Oleśnica;50.4575355,21.0626275;57
261202;Łubnice;50.397545,21.168986;67
261001;Skarżysko-Kamienna;51.1229895,20.8753035;32
261003;Łączna;50.9942795,20.782632;17
261205;Połaniec;50.430499,21.285508;69
261204;Osiek;50.5156625,21.397517;69
260608;Wojciechowice;50.832691,21.586443;68
261002;Bliżyn;51.091807,20.7132415;24
261004;Skarżysko Kościelne;51.134465,20.931201;36
261101;Starachowice;51.0383275,21.071639;36
260803;Michałów;50.4811095,20.4219925;47
261005;Suchedniów;51.0419935,20.8361645;23
260703;Bodzechów;50.947209,21.393482;55
260706;Waśniów;50.8898405,21.223312;43
260904;Koprzywnica;50.5942365,21.5668495;74
261201;Bogoria;50.652303,21.2789685;53
260705;Kunów;50.97799,21.30828;50
260805;Złota;50.389297,20.5698305;55
260901;Sandomierz;50.6795795,21.7470975;83
260902;Dwikozy;50.7443025,21.775761;83
260909;Zawichost;50.8244195,21.789006;83
260702;Bałtów;51.020987,21.5689095;68
260801;Działoszyce;50.4028705,20.364661;56
260907;Samborzec;50.6493585,21.624946;76
261206;Rytwiany;50.5070055,21.240076;61
261208;Szydłów;50.6056685,20.984643;40
261302;Krasocin;50.904863,20.116856;35
266101;Kielce (a);50.85419,20.615443;3
261301;Kluczewsko;50.971529,19.9244505;50
261304;Radków;50.7072865,19.9744935;49
261303;Moskorzew;50.656039,19.930011;55
261305;Secemin;50.7763895,19.840263;56
261306;Włoszczowa;50.825772,19.933789;48
280704;Kisielice;53.596823,19.2641275;84
280606;Miłki;53.930753,21.8244885;88
280608;Ryn;53.958988,21.5748105;73
281407;Jonkowo;53.825086,20.2664665;16
281405;Gietrzwałd;53.7242745,20.2621095;17
280905;Orneta;54.1272535,20.138193;45
280904;Lubomino;54.060166,20.246175;35
281202;Biskupiec;53.4772145,19.3433595;84
281201;Nowe Miasto Lubawskie;53.425281,19.5838805;72
281406;Jeziorany;53.990277,20.7261955;27
281409;Olsztynek;53.5739185,20.358239;25
281306;Wieliczki;53.9707905,22.606734;140
281303;Kowale Oleckie;54.146754,22.3360105;127
281304;Olecko;54.0190885,22.4800115;132
281102;Janowo;53.342774,20.6728385;50
281001;Mrągowo;53.8684315,21.2988925;53
281005;Sorkwity;53.837544,21.1468865;43
281203;Grodziczno;53.384747,19.781147;65
281205;Nowe Miasto Lubawskie;53.4614665,19.5869105;70
281403;Dobre Miasto;53.9972015,20.428826;24
281104;Nidzica;53.4090145,20.49263;42
281103;Kozłowo;53.345655,20.3079075;50
281402;Biskupiec;53.8597005,20.9677405;32
281408;Kolno;53.989916,20.971941;39
281003;Mrągowo;53.879947,21.3343;56
281002;Mikołajki;53.8087805,21.574233;71
280902;Kiwity;54.111839,20.7214115;39
281004;Piecki;53.7199175,21.341753;56
281305;Świętajno;54.0226955,22.2979515;121
281401;Barczewo;53.844892,20.7121685;16
281404;Dywity;53.8756485,20.4766725;10
281101;Janowiec Kościelny;53.2814,20.5073375;56
281204;Kurzętnik;53.3964195,19.5275755;77
281705;Rozogi;53.4743295,21.343087;65
280104;Bisztynek;54.0958025,20.9457085;45
281602;Orzysz;53.8073595,21.940508;95
281503;Grunwald;53.5307445,20.131048;37
281901;Budry;54.2680125,21.8408665;103
281903;Węgorzewo;54.2052725,21.704967;92
281504;Łukta;53.8020025,20.05483;29
281507;Miłomłyn;53.7610615,19.8181155;45
281502;Dąbrówno;53.4595275,20.063019;46
281501;Ostróda;53.7027805,19.9529895;37
281704;Pasym;53.645781,20.8050015;25
281707;Świętajno;53.5893295,21.2769035;56
281706;Szczytno (a);53.547389,21.033754;44
281708;Wielbark;53.386557,20.9650725;54
281505;Małdyty;53.891467,19.716909;53
281411;Stawiguda;53.6546455,20.4336495;15
281410;Purda;53.664733,20.6741285;17
281604;Ruciane-Nida;53.645472,21.5780235;73
286101;Elbląg (b);54.1988105,19.434411;84
286201;Olsztyn;53.776555,20.4665675;2
281412;Świątki;53.9346215,20.232106;24
281601;Biała Piska;53.627063,22.105836;107
281603;Pisz;53.63459,21.713319;82
281506;Miłakowo;53.990568,20.092466;35
281802;Dubeninki;54.2995315,22.6194775;150
281801;Banie Mazurskie;54.2538555,22.049467;114
281509;Ostróda;53.638897,19.9436705;40
281702;Dźwierzuty;53.706471,21.0053615;34
281703;Jedwabno;53.517124,20.7532325;34
281701;Szczytno;53.5636365,20.997893;41
281803;Gołdap;54.2535445,22.3258695;130
281902;Pozezdrze;54.153687,21.86126;98
280205;Pieniężno;54.252748,20.1959875;56
280206;Płoskinia;54.249603,19.900556;65
280306;Rybno;53.367927,19.9491285;59
280304;Lidzbark;53.2476565,19.840099;74
280305;Płośnica;53.237144,20.0146225;69
280203;Frombork;54.3562905,19.701431;82
280102;Górowo Iławeckie;54.288508,20.488305;56
280101;Bartoszyce;54.2558085,20.810385;56
280103;Bartoszyce (c);54.2431525,20.800376;55
280106;Sępopol;54.26456,21.037881;64
280204;Lelkowo;54.3375635,20.1928505;65
280105;Górowo Iławeckie;54.2940515,20.4740495;57
280301;Działdowo;53.240164,20.1808175;64
280302;Działdowo;53.2888035,20.151917;60
280207;Wilczęta;54.176804,19.8496415;61
280202;Braniewo (c);54.3726675,19.881581;77
280201;Braniewo;54.379474,19.8205195;80
280303;Iłowo-Osada;53.1885425,20.304507;67
280601;Giżycko;54.035964,21.769379;88
280605;Kruklanki;54.091396,22.050773;107
280409;Tolkmicko;54.305899,19.450865;90
280408;Rychliki;53.9885485,19.492332;70
280403;Gronowo Elbląskie;54.0984715,19.2992535;86
280401;Elbląg;54.158831,19.41815;82
280402;Godkowo;54.0728355,19.907619;50
280405;Milejewo;54.2019495,19.553995;77
280404;Markusy;54.0482475,19.3913195;78
280406;Młynary;54.201907,19.6929065;70
280501;Ełk;53.823927,22.360008;122
280502;Ełk;53.8290935,22.33186;120
280505;Stare Juchy;53.9141465,22.1723055;111
280503;Kalinowo;53.850217,22.6349555;140
280407;Pasłęk;54.044343,19.692343;60
280705;Lubawa;53.525275,19.775952;56
280706;Susz;53.72225,19.370886;75
280707;Zalewo;53.8133725,19.619981;58
280504;Prostki;53.703308,22.400601;125
280903;Lidzbark Warmiński;54.11357,20.506902;37
280901;Lidzbark Warmiński;54.130781,20.5674325;39
280806;Srokowo;54.223534,21.4993105;82
280804;Korsze;54.1800855,21.164685;62
280610;Wydminy;53.969047,22.04161;103
280702;Lubawa;53.5005075,19.7549105;58
280802;Barciany (c);54.225168,21.305258;72
280801;Kętrzyn;54.082319,21.375072;66
280803;Kętrzyn;54.051338,21.4058525;66
280701;Iława;53.5960005,19.559474;65
280703;Iława;53.637493,19.580732;63
280805;Reszel;54.0199235,21.1908765;52
280604;Giżycko;54.0251555,21.7573855;87
301803;Grabów nad Prosną;51.486742,18.100959;131
301705;Przygodzice;51.551742,17.8286925;115
301904;Łobżenica;53.286739,17.290384;100
301708;Sośnie;51.477906,17.6564465;116
301706;Raszków;51.736476,17.7197075;93
301901;Piła;53.134976,16.7601705;81
301905;Miasteczko Krajeńskie;53.105483,17.0178605;77
301804;Kobyla Góra;51.3681855,17.8141125;132
302005;Gołuchów;51.8340545,17.934937;95
302004;Gizałki;52.0460625,17.8383465;75
301909;Wysoka;53.191459,17.0684015;87
301907;Ujście;53.0330745,16.7100275;70
302001;Chocz;51.976576,17.889098;82
302002;Czermin;51.9834655,17.781682;76
301908;Wyrzysk;53.1503665,17.2813835;85
302406;Pniewy;52.5489635,16.313523;43
302106;Kleszczewo;52.3265665,17.1453145;18
302105;Dopiewo;52.3579385,16.709612;15
302114;Stęszew;52.261427,16.67659;24
302111;Murowana Goślina;52.596774,17.0405425;22
302204;Pakosław;51.599566,17.049613;91
302104;Czerwonak;52.503064,17.042348;13
302117;Tarnowo Podgórne;52.4492485,16.6792775;16
302202;Jutrosin;51.6352535,17.169356;89
302101;Luboń;52.3367255,16.872904;9
302107;Komorniki;52.326648,16.820362;12
302110;Mosina;52.2506175,16.8758895;19
302408;Wronki;52.7169785,16.2345695;57
302404;Obrzycko;52.6944585,16.5428065;40
302402;Duszniki;52.446236,16.4491465;32
302103;Buk;52.3417815,16.541001;27
302116;Swarzędz;52.4325935,17.107391;13
302203;Miejska Górka;51.670055,16.9834395;83
302401;Obrzycko;52.7019995,16.5304605;41
302405;Ostroróg;52.630658,16.431182;41
302112;Pobiedziska;52.481544,17.256395;24
302108;Kostrzyn;52.380618,17.246403;23
302205;Rawicz;51.611239,16.888824;90
302006;Pleszew;51.8774115,17.8065875;85
302102;Puszczykowo;52.2776135,16.851793;16
302109;Kórnik;52.2470485,17.0613695;21
302113;Rokietnica;52.51712,16.7337095;17
302115;Suchy Las;52.532507,16.875287;13
302201;Bojanowo;51.693706,16.7628145;81
302403;Kaźmierz;52.499445,16.5488435;27
302308;Zagórów;52.1350705,17.899743;74
302505;Zaniemyśl;52.162799,17.185427;34
302304;Ostrowite;52.378205,18.0127885;75
302602;Dolsk;51.9879045,17.0826145;49
302604;Śrem;52.087571,17.005888;37
302708;Turek;52.00844,18.5043805;117
302407;Szamotuły;52.5926155,16.5519975;31
302503;Nowe Miasto nad Wartą;52.067558,17.3973895;51
302501;Dominowo;52.291556,17.3824275;35
302504;Środa Wielkopolska;52.240268,17.2922945;32
302502;Krzykosy;52.1321865,17.350183;43
302303;Orchowo;52.508365,18.0197775;75
302301;Słupca;52.2907775,17.8686465;66
302702;Brudzew;52.0859405,18.610058;121
302603;Książ Wielkopolski;52.0410065,17.2053265;46
302701;Turek;52.016263,18.511522;117
302706;Przykona;51.9955715,18.6418805;127
302705;Malanów;51.956177,18.3887345;113
302302;Lądek;52.213826,17.885492;70
302307;Strzałkowo;52.31757,17.791536;60
302305;Powidz;52.426512,17.9510855;70
302704;Kawęczyn;51.897629,18.5039135;123
302703;Dobra;51.887956,18.6648595;133
302601;Brodnica;52.147905,16.891891;30
302802;Damasławek;52.843983,17.4368935;59
302709;Władysławów;52.114579,18.4280225;108
302804;Mieścisko;52.7383495,17.3299685;45
302801;Wągrowiec;52.812254,17.1976135;48
302707;Tuliszków;52.0533815,18.3311995;104
302806;Wapno;52.916969,17.4669155;67
302803;Gołańcz;52.9844255,17.309596;68
302805;Skoki;52.6563585,17.1868005;32
303003;Nekla;52.344218,17.425623;35
303103;Krajenka;53.251883,16.935415;93
303106;Tarnówka;53.3259385,16.864829;101
303004;Pyzdry;52.142941,17.7384635;64
303005;Września;52.329487,17.6060925;48
303101;Złotów;53.359208,17.0451305;105
302807;Wągrowiec;52.8290695,17.192944;50
303104;Lipka;53.481031,17.2047215;120
303002;Miłosław;52.190016,17.521868;48
302902;Siedlec;52.1558435,15.9703915;71
302901;Przemęt;52.006636,16.2868345;63
302903;Wolsztyn;52.0766555,16.1244285;66
303108;Złotów;53.37441,17.065866;107
303102;Jastrowie;53.3851795,16.6644205;109
303001;Kołaczkowo;52.216922,17.6683985;56
300503;Kamieniec;52.150449,16.4930065;41
306401;Poznań (a);52.4006265,16.90154;2
301007;Rychwał;52.0655555,18.1493045;93
306201;Konin;52.2562205,18.262651;93
300304;Kiszkowo;52.589127,17.283227;31
301014;Wilczyn;52.4589945,18.171823;85
301101;Kościan;52.0834615,16.6494575;41
301008;Rzgów;52.1446455,18.0803045;85
301010;Sompolno;52.3572875,18.516545;109
301012;Ślesin;52.3646505,18.3341785;96
300601;Jaraczewo;51.947746,17.315081;59
306301;Leszno;51.8440775,16.575932;68
300602;Jarocin;51.9642095,17.509002;65
300301;Gniezno;52.524904,17.6033275;48
300307;Mieleszyn;52.673764,17.537693;51
300904;Dąbie;52.1136025,18.816097;134
300401;Borek Wielkopolski;51.9085405,17.2231085;60
300402;Gostyń;51.899589,16.966928;58
301005;Kramsk;52.2651025,18.4072225;103
301004;Kleczew;52.406345,18.135028;83
301006;Krzymów;52.1762175,18.375131;103
300701;Blizanów;51.888475,18.01417;95
300705;Koźminek;51.7921395,18.3288165;119
300703;Ceków-Kolonia;51.8651405,18.3055115;113
300702;Brzeziny;51.5903545,18.268474;130
300704;Godziesze Wielkie;51.653183,18.1655835;120
300707;Mycielin;51.960253,18.248362;104
300305;Kłecko;52.617179,17.4224165;41
301013;Wierzbinek;52.4448295,18.4994965;107
301011;Stare Miasto;52.1579565,18.2245615;94
300706;Lisków;51.8413005,18.3863865;119
300708;Opatówek;51.744814,18.2253815;117
300711;Żelazków;51.836476,18.154519;106
300709;Stawiszyn;51.927438,18.135703;99
300710;Szczytniki;51.683813,18.329217;126
300903;Chodów;52.2535055,19.0204995;144
300303;Gniezno;52.5687955,17.630148;51
300302;Czerniejewo;52.438423,17.493984;39
300801;Baranów;51.234276,17.999929;151
300802;Bralin;51.2836295,17.8934125;143
300805;Perzów;51.248171,17.803897;144
300803;Kępno;51.330655,18.0039945;142
300804;Łęka Opatowska;51.213517,18.1155055;157
300306;Łubowo;52.5026005,17.426934;36
300309;Trzemeszno;52.582312,17.8536335;66
300604;Żerków;52.064837,17.596418;61
300807;Trzcinica;51.174332,18.004718;157
300905;Grzegorzew;52.212902,18.7613165;127
300404;Pępowo;51.7603045,17.1122615;74
300403;Krobia;51.7653975,16.9837975;73
300405;Piaski;51.8704615,17.114023;62
300406;Pogorzela;51.8074865,17.249427;71
300806;Rychtal;51.167798,17.908144;155
300906;Kłodawa;52.2682565,18.8824825;135
300908;Kościelec;52.167926,18.5767345;116
300910;Osiek Mały;52.281853,18.567046;113
300911;Przedecz;52.3484395,18.9374175;137
300901;Koło;52.1983785,18.635745;119
301505;Opalenica;52.3178905,16.3941965;37
300909;Olszówka;52.183277,18.868437;135
301506;Zbąszyń;52.2687365,15.959064;67
300505;Wielichowo;52.107348,16.3649505;51
301009;Skulsk;52.4779295,18.3193845;95
303105;Okonek;53.543929,16.831836;125
300902;Babiak;52.3487685,18.711045;122
301001;Golina;52.243554,18.1059165;83
301003;Kazimierz Biskupi;52.3060605,18.1368825;84
300504;Rakoniewice;52.155587,16.2305125;55
301002;Grodziec;52.0409875,18.031621;87
303107;Zakrzewo;53.3994845,17.1612235;111
301502;Lwówek;52.446669,16.184133;50
306101;Kalisz;51.747363,18.0760685;109
300308;Niechanowo;52.4494295,17.669932;51
300310;Witkowo;52.446175,17.7963445;60
301504;Nowy Tomyśl;52.3118025,16.154488;53
300407;Poniec;51.781429,16.849564;71
300501;Granowo;52.232685,16.539191;33
300502;Grodzisk Wielkopolski;52.236058,16.3319005;45
301205;Rozdrażew;51.785477,17.5181745;81
301204;Krotoszyn;51.7152015,17.5165;88
301206;Zduny;51.6649605,17.350242;89
301201;Sulmierzyce;51.616141,17.522291;98
301103;Kościan;52.0788705,16.6939675;41
301102;Czempiń;52.1405425,16.750692;33
301105;Śmigiel;52.018087,16.5718695;50
301202;Kobylin;51.7334035,17.250226;79
301203;Koźmin Wielkopolski;51.8386025,17.42679;73
301104;Krzywiń;51.9933565,16.861421;47
300102;Budzyń;52.8864305,16.9354395;52
300104;Margonin;52.9606055,17.098259;62
300101;Chodzież;52.9949725,16.915715;64
301301;Krzemieniewo;51.8589965,16.808476;62
300103;Chodzież;52.985836,16.885537;63
300201;Czarnków;52.901212,16.551848;59
300203;Drawsko;52.800509,16.018826;74
300206;Połajewo;52.791083,16.658768;45
301303;Osieczna;51.904826,16.723485;58
301306;Wijewo;51.906067,16.194438;75
300105;Szamocin;53.042482,17.1480125;71
300202;Czarnków;52.938088,16.5544675;63
300205;Lubasz;52.8146375,16.5089375;52
300204;Krzyż Wielkopolski;52.94747,16.039251;84
300208;Wieleń;52.899422,16.2432605;70
300207;Trzcianka;53.0334205,16.48053;75
301302;Lipno;51.914801,16.5615065;61
301602;Rogoźno;52.744566,16.9898335;37
301601;Oborniki;52.647982,16.773544;27
301307;Włoszakowice;51.9243845,16.386764;66
301402;Kwilcz;52.5396535,16.106135;57
301404;Sieraków;52.668166,16.0745815;63
301703;Odolanów;51.5716975,17.6678795;107
301501;Kuślin;52.3701545,16.325843;40
301401;Chrzypsko Wielkie;52.6083615,16.2449045;50
301603;Ryczywół;52.7989755,16.8137995;43
301701;Ostrów Wielkopolski;51.6469035,17.8039815;105
301403;Międzychód;52.586518,15.90426;71
301503;Miedzichowo;52.4029315,15.9867845;63
301702;Nowe Skalmierzyce;51.718661,18.0022465;107
301304;Rydzyna;51.7776975,16.6777815;73
301305;Święciechowa;51.8374855,16.4896785;71
301805;Kraszewice;51.5013545,18.248416;137
301801;Czajków;51.480814,18.301919;141
301802;Doruchów;51.402869,18.0967325;139
301906;Szydłowo;53.2026525,16.6060905;90
301806;Mikstat;51.5293055,17.9904215;123
301807;Ostrzeszów;51.42416,17.882911;129
301707;Sieroszewice;51.6033545,18.047458;119
301903;Kaczory;53.135247,16.875608;80
301902;Białośliwie;53.1171675,17.141438;79
320101;Białogard;54.014137,15.975557;113
321705;Wałcz;53.293235,16.4643345;127
321804;Resko;53.7760165,15.429125;68
321802;Łobez;53.653472,15.646096;75
321801;Dobra;53.566865,15.269356;49
321803;Radowo Małe;53.662036,15.4197375;62
321805;Węgorzyno;53.545774,15.5412755;66
326301;Świnoujście (b);53.8502035,14.31313;49
326101;Koszalin;54.2071915,16.2167295;138
326201;Szczecin (ab);53.429696,14.6242155;4
321504;Borne Sulinowo;53.601697,16.4964305;129
321505;Grzmiąca;53.829121,16.4219425;130
321605;Sławoborze;53.8961855,15.671889;89
321601;Świdwin;53.7742885,15.7973205;90
321201;Bielice;53.2041405,14.7431185;28
321602;Brzeżno;53.6993815,15.804302;87
321205;Pyrzyce;53.148654,14.908619;39
321603;Połczyn-Zdrój;53.7728325,16.087169;107
321203;Lipiany;53.034471,14.9698885;52
321604;Rąbino;53.8543015,15.927298;101
321202;Kozielice;53.083673,14.7920245;42
321401;Stargard;53.3090345,15.011864;33
321606;Świdwin;53.765005,15.755356;87
321204;Przelewice;53.1108135,15.106051;51
321402;Chociwel;53.4780095,15.3388495;51
321701;Wałcz;53.2726985,16.449461;126
321206;Warnice;53.2263915,14.96659;35
321405;Ińsko;53.435603,15.5734205;67
321702;Człopa;53.094795,16.1674215;113
321306;Sławno;54.338905,16.70134;172
321404;Dolice;53.1853885,15.202294;50
321704;Tuczno;53.219654,16.135133;107
321302;Sławno;54.3611865,16.6622315;172
321408;Marianowo;53.3899055,15.2402565;45
321703;Mirosławiec;53.338756,16.161751;106
321301;Darłowo (b);54.4285245,16.4106325;164
321406;Kobylanka;53.367532,14.8605045;21
321304;Malechowo;54.2743705,16.561159;161
321409;Stara Dąbrowa;53.43883,15.140997;38
321303;Darłowo;54.3983985,16.400485;161
321411;Suchań;53.2832585,15.343651;54
321305;Postomino;54.491055,16.656864;180
321506;Szczecinek;53.7353905,16.696463;145
320906;Polanów;54.113108,16.6122085;154
321502;Barwice;53.74063,16.352617;123
320908;Świeszyno;54.097781,16.1994715;130
321403;Dobrzany;53.3552315,15.4633995;60
321501;Szczecinek;53.7027525,16.694615;144
321503;Biały Bór;53.875997,16.8363775;157
321002;Boleszkowice;52.698149,14.5557975;82
321001;Barlinek;52.9739835,15.175803;65
321004;Myślibórz;52.9552805,14.8711345;57
321003;Dębno;52.7619205,14.7554325;76
321005;Nowogródek Pomorski;52.904471,15.072401;68
321102;Kołbaskowo;53.3512905,14.482414;11
321101;Dobra (Szczecińska);53.493948,14.392785;13
320609;Widuchowa;53.133655,14.464006;34
321103;Nowe Warpno;53.7064785,14.39773;32
320805;Rymań;53.9534,15.5315745;86
321104;Police;53.6014555,14.4653595;20
320801;Kołobrzeg (b);54.1754755,15.599663;107
320802;Dygowo;54.1201125,15.7562955;109
320803;Gościno;54.0319315,15.6608275;98
320804;Kołobrzeg;54.129091,15.514002;99
320807;Ustronie Morskie;54.1862545,15.7415385;114
320806;Siemyśl;54.0435865,15.534776;93
320903;Bobolice;53.9825595,16.5303975;143
320901;Będzino;54.1967125,15.9643925;125
320902;Biesiekierz;54.134078,16.023496;123
320907;Sianów;54.2343005,16.376016;148
320905;Mielno;54.275519,16.048705;135
320904;Manowo;54.104344,16.340104;138
320501;Brojce;53.975546,15.3646195;80
320705;Świerzno;53.965917,14.964026;65
320503;Karnice;54.027262,15.0812975;74
320601;Banie;53.0910545,14.6363085;38
320502;Gryfice;53.9105225,15.1641795;66
320602;Cedynia;52.8894435,14.220944;65
320507;Rewal;54.0794805,15.0414405;78
320604;Gryfino;53.25187,14.572836;20
320504;Płoty;53.832796,15.2839955;65
320403;Maszewo;53.528667,15.0733875;35
320603;Chojna;52.9557615,14.418123;54
320508;Trzebiatów;54.0691895,15.2955535;85
320407;Stepnica;53.6969565,14.6080955;29
320605;Mieszkowice;52.7713515,14.4448725;74
320706;Wolin;53.883706,14.636004;50
320405;Osina;53.6209235,15.0049575;36
320606;Moryń;52.8529405,14.3981005;66
320701;Dziwnów;54.0107245,14.7772295;66
320404;Nowogard;53.6917545,15.1299245;47
320607;Stare Czarnowo;53.301796,14.7251645;18
320702;Golczewo;53.8399435,14.9332775;51
320406;Przybiernów;53.740904,14.814968;38
320608;Trzcińsko-Zdrój;52.915263,14.632749;58
320704;Międzyzdroje;53.8803045,14.498023;50
320301;Czaplinek;53.5575455,16.2549115;113
320703;Kamień Pomorski;53.948847,14.8257775;60
320302;Drawsko Pomorskie;53.529186,15.8068345;83
320303;Kalisz Pomorski;53.3200795,15.830333;85
320306;Złocieniec;53.534928,15.9910585;95
320102;Białogard;53.994459,15.9691955;111
320103;Karlino;54.049743,15.8363615;108
320104;Tychowo;53.925342,16.25781;124
320206;Recz;53.2640225,15.5748145;70
320201;Bierzwnik;53.057906,15.7018245;86
320202;Choszczno;53.1728235,15.4622085;66
320204;Krzęcin;53.0602905,15.491096;74
320203;Drawno;53.2120545,15.821845;87
320205;Pełczyce;53.038491,15.3312375;67
320402;Goleniów;53.542801,14.79419;19
020302;Głogów;51.6658165,16.129672;88
041810;Lubanie;52.7238675,18.9182825;75
040601;Grudziądz;53.4864995,18.744471;64
041807;Fabianki;52.7203855,19.0950475;86
040402;Chełmno;53.345673,18.4844165;41
041404;Jeżewo;53.5365345,18.501875;57
101609;Tomaszów Mazowiecki;51.50565,20.01074;49
101904;Zduńska Wola;51.622319,18.917771;42
101202;Dobryszyce;51.1525935,19.4151455;70
100507;Łowicz;52.1044045,19.902135;47
100105;Kluki;51.3495605,19.2397485;51
101212;Radomsko;51.0607375,19.4336315;80
100807;Pabianice;51.662309,19.321193;17
060905;Głusk;51.1714745,22.5857725;7
060705;Kraśnik;50.906995,22.2348055;43
060605;Krasnystaw;50.999969,23.160479;49
062014;Zamość;50.703423,23.207272;74
060808;Michów;51.536501,22.3368695;37
060807;Lubartów;51.450658,22.587874;24
061902;Hanna;51.7009665,23.4441345;80
061906;Włodawa;51.531376,23.520614;74
120802;Gołcza;50.3288455,19.9239645;31
120612;Słomniki;50.250102,20.086854;24
120705;Kamienica;49.588413,20.2521615;56
120102;Bochnia;49.993303,20.417113;34
121609;Tarnów;50.002445,21.021696;77
121205;Olkusz;50.2678225,19.5891615;35
