teryt;exteryt;bb;center;razem;rok
041801;1;52.516878,19.128072 52.547914,19.162058;52.532396,19.145065;2;2010
120613;2;50.217414,19.673048 50.299703,19.834351;50.2585585,19.7536995;2;2010
041410;2;53.366889,18.034084 53.470018,18.177729;53.4184535,18.1059065;2;2010
280806;2;54.121858,21.396309 54.325210,21.602312;54.223534,21.4993105;2;2010
080207;2;52.028523,14.789871 52.218880,15.059446;52.1237015,14.9246585;2;2010
041812;3;52.440701,18.726897 52.595631,18.973233;52.518166,18.850065;2;2010
281508;3;53.788400,19.769405 54.036944,20.140224;53.912672,19.9548145;2;2010
301004;3;52.339345,18.025616 52.473345,18.244440;52.406345,18.135028;1;2010
300701;2;51.775882,17.934043 52.001068,18.094297;51.888475,18.01417;1;2010
141003;2;52.090861,22.561808 52.199471,22.766604;52.145166,22.664206;1;2010
220406;2;54.132974,18.621059 54.226716,18.738820;54.179845,18.6799395;1;2010
142207;2;52.936485,20.800713 53.114601,21.038517;53.025543,20.919615;1;2010
141611;2;52.692136,22.037286 52.799791,22.227085;52.7459635,22.1321855;1;2010
181004;2;49.966814,22.122684 50.097381,22.383799;50.0320975,22.2532415;1;2010
020901;1;51.260537,15.910960 51.283891,15.960494;51.272214,15.935727;1;2010
301306;2;51.869766,16.098205 51.942368,16.290671;51.906067,16.194438;1;2010
021705;3;50.713072,17.123479 50.877023,17.354658;50.7950475,17.2390685;1;2010
022605;2;51.146495,15.740635 51.262257,15.958729;51.204376,15.849682;1;2010
022304;3;50.954185,16.682618 51.112544,16.963415;51.0333645,16.8230165;1;2010
180203;2;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254;1;2010
220503;2;54.342246,18.170689 54.443773,18.363800;54.3930095,18.2672445;1;2010
240407;2;50.662729,18.913007 50.772249,19.074171;50.717489,18.993589;1;2010
120109;2;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917;1;2010
221405;2;53.957757,18.653637 54.045602,18.872258;54.0016795,18.7629475;1;2010
302807;2;52.723630,17.002682 52.934509,17.383206;52.8290695,17.192944;1;2010
100610;3;51.617425,19.418932 51.698442,19.600143;51.6579335,19.5095375;1;2010
142612;2;51.973184,21.867838 52.093181,22.086424;52.0331825,21.977131;1;2010
142902;2;52.288217,22.076025 52.384979,22.367636;52.336598,22.2218305;1;2010
120504;2;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;1;2010
260209;2;50.447224,20.070505 50.589164,20.370500;50.518194,20.2205025;1;2010
241714;2;49.402621,19.064042 49.536721,19.261821;49.469671,19.1629315;1;2010
141915;3;52.379257,20.019758 52.516562,20.251821;52.4479095,20.1357895;1;2010
100510;2;52.091233,19.688963 52.241474,19.887900;52.1663535,19.7884315;1;2010
121505;2;49.585459,19.716058 49.725039,19.912117;49.655249,19.8140875;1;2010
220305;2;53.814262,16.977629 54.011349,17.241209;53.9128055,17.109419;1;2010
020105;2;51.258337,15.249757 51.531046,15.595944;51.3946915,15.4228505;1;2010
300902;2;52.269182,18.589913 52.428355,18.832177;52.3487685,18.711045;1;2010
080103;2;52.584398,15.157721 52.734960,15.421386;52.659679,15.2895535;1;2010
300706;2;51.791669,18.291126 51.890932,18.481647;51.8413005,18.3863865;1;2010
040604;3;53.332036,18.810292 53.430745,19.062373;53.3813905,18.9363325;1;2010
140901;2;51.179234,21.639982 51.304698,21.821718;51.241966,21.73085;1;2010
240206;2;49.744151,18.906345 49.809415,18.976639;49.776783,18.941492;1;2010
181612;2;50.024906,21.778972 50.151437,21.973520;50.0881715,21.876246;1;2010
260205;2;50.701217,20.052324 50.814868,20.251382;50.7580425,20.151853;1;2010
200107;2;53.570064,22.869788 53.856149,23.352403;53.7131065,23.1110955;1;2010
141109;2;52.924441,21.166714 53.066850,21.419745;52.9956455,21.2932295;1;2010
300807;2;51.121856,17.927652 51.226808,18.081784;51.174332,18.004718;1;2010
120904;2;49.727409,19.799206 49.811301,20.052520;49.769355,19.925863;1;2010
201307;2;52.801785,22.613497 52.945454,22.790194;52.8736195,22.7018455;1;2010
240414;2;50.724740,19.422239 50.837860,19.598296;50.7813,19.5102675;1;2010
040605;2;53.497208,18.800591 53.604683,19.061220;53.5509455,18.9309055;1;2010
200904;2;54.169867,23.108707 54.297005,23.359220;54.233436,23.2339635;1;2010
240311;3;49.840933,18.655687 49.938140,18.802748;49.8895365,18.7292175;1;2010
302704;2;51.834193,18.412967 51.961065,18.594860;51.897629,18.5039135;1;2010
121114;2;49.374405,19.920194 49.460725,20.066236;49.417565,19.993215;1;2010
140314;3;51.759534,21.764189 51.846076,21.956505;51.802805,21.860347;1;2010
302706;2;51.941157,18.542017 52.049986,18.741744;51.9955715,18.6418805;1;2010
160807;2;50.715267,18.225246 50.827812,18.442495;50.7715395,18.3338705;1;2010
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;1;2010
303002;3;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868;1;2010
060610;2;50.966773,23.214332 51.050179,23.455003;51.008476,23.3346675;1;2010
201204;2;54.172401,22.558967 54.298164,22.825901;54.2352825,22.692434;1;2010
121615;3;50.049777,20.747776 50.223210,20.965227;50.1364935,20.8565015;1;2010
300909;2;52.133103,18.787602 52.233451,18.949272;52.183277,18.868437;1;2010
022102;1;50.702649,16.291725 50.745722,16.387390;50.7241855,16.3395575;1;2010
141501;2;53.095944,21.146855 53.287339,21.382364;53.1916415,21.2646095;1;2010
200504;2;52.685078,23.325850 52.888158,23.533810;52.786618,23.42983;1;2010
161101;2;50.492529,18.075758 50.649752,18.243988;50.5711405,18.159873;1;2010
320606;3;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005;1;2010
142802;2;52.275031,20.216847 52.391198,20.423953;52.3331145,20.3204;1;2010
061905;2;51.326983,23.056401 51.467517,23.291507;51.39725,23.173954;1;2010
141308;2;53.022451,20.390508 53.144737,20.596282;53.083594,20.493395;1;2010
062015;3;50.519165,22.873240 50.669796,23.110462;50.5944805,22.991851;1;2010
303004;3;52.063050,17.643329 52.222832,17.833598;52.142941,17.7384635;1;2010
041405;2;53.441428,18.111080 53.588916,18.292136;53.515172,18.201608;1;2010
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;1;2010
280206;2;54.175787,19.747690 54.323419,20.053422;54.249603,19.900556;1;2010
100508;2;51.909455,19.831073 52.052061,20.061662;51.980758,19.9463675;1;2010
302002;2;51.921177,17.691452 52.045754,17.871912;51.9834655,17.781682;1;2010
201206;2;54.259740,22.863784 54.390989,23.063165;54.3253645,22.9634745;1;2010
221306;2;53.736897,18.239165 53.906736,18.495428;53.8218165,18.3672965;1;2010
142906;2;52.313728,22.306054 52.439475,22.564640;52.3766015,22.435347;1;2010
101509;2;51.826764,19.875823 51.893485,20.045714;51.8601245,19.9607685;1;2010
281303;2;54.078446,22.110155 54.215062,22.561866;54.146754,22.3360105;1;2010
120404;2;50.243076,20.906981 50.316039,21.029492;50.2795575,20.9682365;1;2010
020106;2;51.159265,15.622624 51.314714,15.777385;51.2369895,15.7000045;1;2010
200204;2;52.996521,23.366714 53.216316,23.918259;53.1064185,23.6424865;1;2010
060805;2;51.369904,22.356854 51.520076,22.539418;51.44499,22.448136;1;2010
121012;2;49.479857,20.680000 49.576584,20.821229;49.5282205,20.7506145;1;2010
241107;2;50.044892,18.035065 50.167079,18.166453;50.1059855,18.100759;1;2010
061507;2;51.788107,22.352517 51.890208,22.578660;51.8391575,22.4655885;1;2010
101301;1;51.731809,20.205329 51.784755,20.304748;51.758282,20.2550385;1;2010
141210;2;51.973573,21.652907 52.084046,21.887857;52.0288095,21.770382;1;2010
120510;2;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;1;2010
101603;2;51.654536,19.912923 51.728151,20.068038;51.6913435,19.9904805;1;2010
041803;2;52.396751,18.802861 52.520099,18.961070;52.458425,18.8819655;1;2010
080803;2;52.095019,15.291706 52.224295,15.582295;52.159657,15.4370005;1;2010
261002;2;51.010864,20.600919 51.172750,20.825564;51.091807,20.7132415;1;2010
280401;2;54.033764,19.246319 54.283898,19.589981;54.158831,19.41815;1;2010
061705;2;51.087450,22.899395 51.197981,23.068911;51.1427155,22.984153;1;2010
300206;2;52.725780,16.517405 52.856386,16.800131;52.791083,16.658768;1;2010
140303;2;51.910193,21.661781 51.995564,21.892902;51.9528785,21.7773415;1;2010
181605;2;49.744580,22.096157 49.890297,22.336415;49.8174385,22.216286;1;2010
182004;3;50.387786,21.612429 50.538910,21.866163;50.463348,21.739296;1;2010
041404;2;53.460609,18.381949 53.612460,18.621801;53.5365345,18.501875;1;2010
181702;2;49.561786,21.906744 49.620452,21.996073;49.591119,21.9514085;1;2010
142003;2;52.634780,20.148856 52.787663,20.395026;52.7112215,20.271941;1;2010
180905;3;50.269653,23.123984 50.410542,23.436153;50.3400975,23.2800685;1;2010
022603;2;51.036748,15.696558 51.173572,15.882484;51.10516,15.789521;1;2010
142012;2;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;1;2010
101611;2;51.656535,19.963758 51.773468,20.152717;51.7150015,20.0582375;1;2010
220110;2;54.038649,17.193138 54.177148,17.398418;54.1078985,17.295778;1;2010
020305;2;51.595778,16.167577 51.695887,16.355453;51.6458325,16.261515;1;2010
040808;2;52.680975,19.346337 52.816059,19.526144;52.748517,19.4362405;1;2010
160603;2;50.837918,17.735407 50.990018,18.011709;50.913968,17.873558;1;2010
161001;3;50.341344,17.551787 50.554603,17.813818;50.4479735,17.6828025;1;2010
180602;3;50.150983,21.682400 50.284518,21.934651;50.2177505,21.8085255;1;2010
220506;2;54.174133,17.823214 54.298232,18.155899;54.2361825,17.9895565;1;2010
180505;3;49.774413,21.409067 49.840546,21.560157;49.8074795,21.484612;1;2010
041802;2;52.438463,19.199404 52.574963,19.395674;52.506713,19.297539;1;2010
121610;3;49.810729,20.963912 49.964240,21.132858;49.8874845,21.048385;1;2010
302304;2;52.309436,17.935806 52.446974,18.089771;52.378205,18.0127885;1;2010
181703;2;49.392974,21.948896 49.545533,22.139846;49.4692535,22.044371;1;2010
300708;3;51.685374,18.127923 51.804254,18.322840;51.744814,18.2253815;1;2010
260602;2;50.683584,21.131342 50.763622,21.413259;50.723603,21.2723005;1;2010
101304;2;51.700648,20.111504 51.850915,20.349021;51.7757815,20.2302625;1;2010
302108;3;52.311748,17.117626 52.449488,17.375180;52.380618,17.246403;1;2010
300102;2;52.815955,16.770312 52.956906,17.100567;52.8864305,16.9354395;1;2010
160404;3;50.937994,17.924207 51.144738,18.189825;51.041366,18.057016;1;2010
260412;3;50.667625,20.503460 50.823159,20.721077;50.745392,20.6122685;1;2010
241601;1;50.453671,19.269918 50.524724,19.392276;50.4891975,19.331097;1;2010
160706;3;50.341808,17.049110 50.542494,17.296873;50.442151,17.1729915;1;2010
221506;2;54.409955,17.845792 54.501476,18.125864;54.4557155,17.985828;1;2010
180904;2;50.065817,23.028162 50.209447,23.357728;50.137632,23.192945;1;2010
181206;3;50.384154,22.165683 50.502340,22.317755;50.443247,22.241719;1;2010
281708;2;53.292661,20.748922 53.480453,21.181223;53.386557,20.9650725;1;2010
301704;2;51.591544,17.547668 51.796225,17.933155;51.6938845,17.7404115;1;2010
301303;3;51.841659,16.613971 51.967993,16.832999;51.904826,16.723485;1;2010
040203;2;53.162540,19.275234 53.319079,19.531491;53.2408095,19.4033625;1;2010
060301;1;51.101081,23.203562 51.137335,23.296126;51.119208,23.249844;1;2010
181201;2;50.397277,22.349563 50.591937,22.586449;50.494607,22.468006;1;2010
081101;1;51.517644,14.711243 51.576920,14.801305;51.547282,14.756274;1;2010
021406;2;51.102419,17.289101 51.317298,17.614066;51.2098585,17.4515835;1;2010
301801;2;51.419817,18.221040 51.541811,18.382798;51.480814,18.301919;1;2010
143502;2;52.691137,21.442502 52.839810,21.717890;52.7654735,21.580196;1;2010
141310;2;52.983800,20.207678 53.111554,20.413307;53.047677,20.3104925;1;2010
141609;2;52.712880,22.178736 52.803599,22.311017;52.7582395,22.2448765;1;2010
200306;2;52.588418,23.175527 52.755797,23.402482;52.6721075,23.2890045;1;2010
302001;3;51.915735,17.798231 52.037417,17.979965;51.976576,17.889098;1;2010
120508;2;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;1;2010
041506;2;53.043037,18.474929 53.156142,18.795119;53.0995895,18.635024;1;2010
181802;2;50.361518,21.851936 50.528068,22.086581;50.444793,21.9692585;1;2010
060118;2;51.697310,23.023090 51.864146,23.298247;51.780728,23.1606685;1;2010
220805;2;54.634996,17.416746 54.777265,17.788499;54.7061305,17.6026225;1;2010
081107;2;51.363405,14.784004 51.574792,15.088864;51.4690985,14.936434;1;2010
240805;2;50.081915,18.831003 50.151918,18.955852;50.1169165,18.8934275;1;2010
181309;2;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185;1;2010
020609;2;50.845130,15.439173 50.952907,15.665922;50.8990185,15.5525475;1;2010
060501;2;50.811830,22.397155 50.915657,22.547762;50.8637435,22.4724585;1;2010
241505;2;49.899495,18.418584 49.975869,18.547076;49.937682,18.48283;1;2010
021701;2;50.794308,16.901518 50.920432,17.111669;50.85737,17.0065935;1;2010
320805;2;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745;1;2010
240202;2;49.868070,19.014291 49.956434,19.113113;49.912252,19.063702;1;2010
320906;3;53.984184,16.411768 54.242032,16.812649;54.113108,16.6122085;1;2010
100506;2;52.141751,19.939216 52.268308,20.090903;52.2050295,20.0150595;1;2010
101305;2;51.685972,20.320685 51.780738,20.463395;51.733355,20.39204;1;2010
142607;2;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072;1;2010
040109;2;52.708178,18.499955 52.789571,18.748887;52.7488745,18.624421;1;2010
302806;2;52.875733,17.405390 52.958205,17.528441;52.916969,17.4669155;1;2010
280302;2;53.142005,20.017753 53.435602,20.286081;53.2888035,20.151917;1;2010
120601;2;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461;1;2010
080204;2;51.892204,15.052742 52.065363,15.293292;51.9787835,15.173017;1;2010
280904;2;53.982913,20.116641 54.137419,20.375709;54.060166,20.246175;1;2010
041603;2;53.499255,17.602173 53.658107,17.812315;53.578681,17.707244;1;2010
241603;2;50.562408,19.594577 50.694921,19.749360;50.6286645,19.6719685;1;2010
040403;2;53.193351,18.362927 53.334108,18.517497;53.2637295,18.440212;1;2010
160805;2;50.887534,18.426865 51.008829,18.629607;50.9481815,18.528236;1;2010
180304;2;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345;1;2010
041902;2;52.696247,17.678127 52.825002,17.918719;52.7606245,17.798423;1;2010
300306;2;52.440212,17.320634 52.564989,17.533234;52.5026005,17.426934;1;2010
101508;2;51.839950,20.051516 52.028193,20.294028;51.9340715,20.172772;1;2010
221501;1;54.586628,18.256743 54.655385,18.412583;54.6210065,18.334663;1;2010
141004;2;52.200100,22.673726 52.383983,22.902603;52.2920415,22.7881645;1;2010
220603;2;53.835272,17.796768 53.997914,18.030666;53.916593,17.913717;1;2010
020814;3;50.317940,16.320121 50.480534,16.540689;50.399237,16.430405;1;2010
061812;3;50.565774,23.575576 50.704265,23.774134;50.6350195,23.674855;1;2010
061907;2;51.264760,23.448732 51.430848,23.709312;51.347804,23.579022;1;2010
221505;2;54.611214,17.866961 54.797070,18.125382;54.704142,17.9961715;1;2010
301202;3;51.675088,17.127235 51.791719,17.373217;51.7334035,17.250226;1;2010
041805;2;52.441144,18.945992 52.553785,19.112086;52.4974645,19.029039;1;2010
301707;2;51.523077,17.906579 51.683632,18.188337;51.6033545,18.047458;1;2010
180108;3;49.327420,22.395062 49.670286,22.746807;49.498853,22.5709345;1;2010
100503;2;52.136455,19.835697 52.235321,19.986956;52.185888,19.9113265;1;2010
121010;2;49.679333,20.525872 49.796343,20.721242;49.737838,20.623557;1;2010
100301;2;51.475401,19.077659 51.567258,19.265952;51.5213295,19.1718055;1;2010
060912;2;50.979211,22.376021 51.140092,22.564193;51.0596515,22.470107;1;2010
241607;3;50.404521,19.593947 50.556222,19.791918;50.4803715,19.6929325;1;2010
200602;2;53.412312,22.059099 53.544540,22.279779;53.478426,22.169439;1;2010
142602;2;52.307930,22.509798 52.410534,22.740658;52.359232,22.625228;1;2010
300305;3;52.543888,17.312424 52.690470,17.532409;52.617179,17.4224165;1;2010
240804;2;50.157060,18.719901 50.207298,18.783035;50.182179,18.751468;1;2010
142105;2;52.000576,20.717768 52.128257,20.875707;52.0644165,20.7967375;1;2010
060502;2;50.713070,22.537567 50.839911,22.676479;50.7764905,22.607023;1;2010
260104;2;50.312904,20.934471 50.435259,21.148358;50.3740815,21.0414145;1;2010
040702;2;52.709265,18.355942 52.842242,18.625150;52.7757535,18.490546;1;2010
300308;2;52.386082,17.584792 52.512777,17.755072;52.4494295,17.669932;1;2010
300202;2;52.831810,16.328775 53.044366,16.780160;52.938088,16.5544675;1;2010
300307;2;52.608580,17.427686 52.738948,17.647700;52.673764,17.537693;1;2010
300203;2;52.727052,15.893221 52.873966,16.144431;52.800509,16.018826;1;2010
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;1;2010
120405;2;50.160982,20.834579 50.254648,21.001108;50.207815,20.9178435;1;2010
181608;2;50.278005,21.998632 50.370335,22.211990;50.32417,22.105311;1;2010
142305;2;51.427326,20.668638 51.552237,20.798721;51.4897815,20.7336795;1;2010
121802;2;49.912820,19.535711 50.000425,19.733062;49.9566225,19.6343865;1;2010
300501;2;52.180613,16.470175 52.284757,16.608207;52.232685,16.539191;1;2010
320304;2;53.551418,15.839522 53.692981,16.178329;53.6221995,16.0089255;1;2010
160702;2;50.515238,17.061310 50.616340,17.244591;50.565789,17.1529505;1;2010
281705;2;53.394819,21.134484 53.553840,21.551690;53.4743295,21.343087;1;2010
080601;3;52.892594,15.607236 53.123972,15.998250;53.008283,15.802743;1;2010
302307;2;52.247201,17.683431 52.387939,17.899641;52.31757,17.791536;1;2010
121309;3;49.936551,19.390022 50.040313,19.510290;49.988432,19.450156;1;2010
080502;2;52.422423,14.603923 52.575708,14.817711;52.4990655,14.710817;1;2010
021702;2;50.699562,16.857894 50.834423,17.012061;50.7669925,16.9349775;1;2010
140505;2;52.032617,20.439432 52.125823,20.583242;52.07922,20.511337;1;2010
321302;1;54.332597,16.619675 54.389776,16.704788;54.3611865,16.6622315;1;2010
061603;2;51.608715,22.023809 51.723400,22.182052;51.6660575,22.1029305;1;2010
020908;2;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;1;2010
140604;2;51.699024,20.770655 51.784128,20.945215;51.741576,20.857935;1;2010
300707;2;51.874973,18.164719 52.045533,18.332005;51.960253,18.248362;1;2010
300806;2;51.103645,17.811970 51.231951,18.004318;51.167798,17.908144;1;2010
121109;2;49.404331,19.879218 49.560140,20.229888;49.4822355,20.054553;1;2010
121110;2;49.464163,20.145313 49.573189,20.470079;49.518676,20.307696;1;2010
161103;3;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475;1;2010
021803;2;51.092712,16.674937 51.261342,16.905080;51.177027,16.7900085;1;2010
080102;2;52.617229,15.004455 52.758045,15.190974;52.687637,15.0977145;1;2010
121805;2;49.786186,19.461177 49.848640,19.594086;49.817413,19.5276315;1;2010
260401;2;50.777381,20.874789 50.886290,21.032391;50.8318355,20.95359;1;2010
300304;2;52.534354,17.150624 52.643900,17.415830;52.589127,17.283227;1;2010
060212;3;50.291158,22.606575 50.385864,22.879439;50.338511,22.743007;1;2010
200208;2;52.849896,22.707689 52.965941,22.940117;52.9079185,22.823903;1;2010
241508;2;49.998467,18.496487 50.038749,18.556696;50.018608,18.5265915;1;2010
140902;2;51.183094,21.394193 51.295246,21.691277;51.23917,21.542735;1;2010
201103;2;53.339224,23.058219 53.518806,23.203857;53.429015,23.131038;1;2010
201208;2;54.142030,22.961367 54.315950,23.159756;54.22899,23.0605615;1;2010
060202;2;50.425267,22.795780 50.509932,22.974656;50.4675995,22.885218;1;2010
