teryt;exteryt;bb;center;razem;rok
260403;3;50.706294,20.305251 50.851198,20.561285;50.778746,20.433268;2;2010
060909;2;50.932467,22.600351 51.084737,22.813395;51.008602,22.706873;2;2010
121807;2;49.792719,19.551100 49.869465,19.707210;49.831092,19.629155;2;2010
142613;2;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805;2;2010
221311;2;53.674896,18.509279 53.775404,18.734718;53.72515,18.6219985;2;2010
321604;2;53.786038,15.773729 53.922565,16.080867;53.8543015,15.927298;2;2010
142909;2;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;2;2010
101801;2;51.154531,18.162029 51.268287,18.293410;51.211409,18.2277195;2;2010
300302;3;52.379080,17.381781 52.497766,17.606187;52.438423,17.493984;2;2010
101502;2;51.738631,19.987138 51.863011,20.189206;51.800821,20.088172;2;2010
200308;2;52.749899,22.791908 52.926652,23.126295;52.8382755,22.9591015;2;2010
061302;2;51.653499,22.941905 51.761659,23.171462;51.707579,23.0566835;2;2010
280606;2;53.858777,21.664596 54.002729,21.984381;53.930753,21.8244885;2;2010
221604;2;53.881735,19.066612 54.023818,19.278108;53.9527765,19.17236;2;2010
240608;2;50.785247,18.615201 50.928977,18.787749;50.857112,18.701475;2;2010
080304;2;52.401186,15.645575 52.567918,15.898168;52.484552,15.7718715;2;2010
120801;2;50.354701,19.835869 50.457202,20.001691;50.4059515,19.91878;2;2010
240209;3;49.863216,19.073166 49.958756,19.196778;49.910986,19.134972;2;2010
140310;3;51.925635,21.444225 52.041087,21.636313;51.983361,21.540269;2;2010
121704;2;49.192617,19.758410 49.354127,19.934124;49.273372,19.846267;2;2010
180303;2;50.010867,21.144584 50.154706,21.377343;50.0827865,21.2609635;2;2010
141607;2;52.698207,21.650875 52.915778,22.085225;52.8069925,21.86805;2;2010
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623;2;2010
261301;2;50.894748,19.827670 51.048310,20.021231;50.971529,19.9244505;2;2010
140304;2;51.829041,21.413847 51.952817,21.695191;51.890929,21.554519;2;2010
121015;2;49.438635,20.571565 49.512754,20.732426;49.4756945,20.6519955;2;2010
221602;2;53.805566,19.076154 53.893284,19.332425;53.849425,19.2042895;2;2010
181409;2;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189;2;2010
182101;2;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607;2;2010
261302;2;50.819519,19.984048 50.990207,20.249664;50.904863,20.116856;2;2010
180701;2;49.577315,21.571471 49.691440,21.732806;49.6343775,21.6521385;2;2010
140503;2;52.083595,20.394518 52.203233,20.559950;52.143414,20.477234;2;2010
021603;2;51.522037,16.081805 51.634333,16.327718;51.578185,16.2047615;2;2010
120507;2;49.695073,20.999930 49.770248,21.140976;49.7326605,21.070453;2;2010
061806;3;50.459335,23.629693 50.608969,23.812546;50.534152,23.7211195;2;2010
142205;2;52.864115,20.773810 52.979321,21.017582;52.921718,20.895696;2;2010
140403;2;52.253680,19.613539 52.355666,19.805072;52.304673,19.7093055;2;2010
021805;2;50.998143,16.331656 51.117939,16.555329;51.058041,16.4434925;2;2010
181403;2;49.997856,22.341283 50.053885,22.468395;50.0258705,22.404839;2;2010
180405;2;49.963963,22.769551 50.077888,23.070949;50.0209255,22.92025;2;2010
302204;2;51.545196,16.976641 51.653936,17.122585;51.599566,17.049613;2;2010
080901;3;52.092426,15.719701 52.215122,15.883561;52.153774,15.801631;2;2010
221107;2;54.610947,18.163495 54.819483,18.475313;54.715215,18.319404;2;2010
300805;2;51.186688,17.738160 51.309654,17.869634;51.248171,17.803897;2;2010
141406;3;52.416093,20.481763 52.532533,20.676096;52.474313,20.5789295;2;2010
061903;2;51.347802,23.272086 51.498483,23.574996;51.4231425,23.423541;2;2010
260702;2;50.976662,21.450605 51.065312,21.687214;51.020987,21.5689095;2;2010
140301;1;51.868216,21.571658 51.923752,21.674733;51.895984,21.6231955;2;2010
281002;3;53.722339,21.404677 53.895222,21.743789;53.8087805,21.574233;2;2010
101004;2;51.413014,19.411758 51.543852,19.668674;51.478433,19.540216;2;2010
141305;2;52.840744,20.138198 53.013012,20.457587;52.926878,20.2978925;2;2010
040407;2;53.169775,18.267172 53.283091,18.468025;53.226433,18.3675985;2;2010
061503;2;51.591085,22.536136 51.747799,22.726629;51.669442,22.6313825;2;2010
142702;2;52.676779,19.587678 52.798872,19.828597;52.7378255,19.7081375;2;2010
201308;2;52.920510,22.602654 53.100052,22.868300;53.010281,22.735477;2;2010
120608;2;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745;2;2010
040405;2;53.216390,18.471400 53.297052,18.676094;53.256721,18.573747;2;2010
220307;2;53.673734,16.857653 53.884190,17.216715;53.778962,17.037184;2;2010
060211;2;50.343615,22.402945 50.465696,22.623200;50.4046555,22.5130725;2;2010
022305;2;50.863868,16.838846 51.057730,17.034889;50.960799,16.9368675;2;2010
261102;2;50.975160,21.101240 51.088296,21.383105;51.031728,21.2421725;2;2010
281402;3;53.751124,20.812550 53.968277,21.122931;53.8597005,20.9677405;2;2010
200507;3;52.531342,23.174813 52.659185,23.505734;52.5952635,23.3402735;2;2010
301805;2;51.455327,18.153936 51.547382,18.342896;51.5013545,18.248416;2;2010
121903;2;49.958850,20.209382 50.065132,20.387566;50.011991,20.298474;2;2010
020704;2;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973;2;2010
260305;3;50.261208,20.291963 50.359311,20.485870;50.3102595,20.3889165;2;2010
060709;2;50.942290,22.243849 51.051467,22.387446;50.9968785,22.3156475;2;2010
101011;3;51.413335,19.720724 51.578959,19.962156;51.496147,19.84144;2;2010
060102;1;52.057369,23.584172 52.096328,23.653784;52.0768485,23.618978;2;2010
220403;2;54.213326,18.388021 54.336522,18.588471;54.274924,18.488246;2;2010
220908;2;54.010079,19.085540 54.115571,19.282213;54.062825,19.1838765;2;2010
100805;2;51.652384,19.372075 51.697409,19.437921;51.6748965,19.404998;2;2010
061410;2;51.252122,22.045241 51.349376,22.190247;51.300749,22.117744;2;2010
102103;2;51.833342,19.675740 51.951981,19.873834;51.8926615,19.774787;2;2010
300403;3;51.694004,16.875746 51.836791,17.091849;51.7653975,16.9837975;2;2010
141213;2;52.002963,21.511785 52.134765,21.710649;52.068864,21.611217;2;2010
302401;1;52.693227,16.508893 52.710772,16.552028;52.7019995,16.5304605;2;2010
142604;2;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;2;2010
120505;2;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;2;2010
300702;2;51.532877,18.158334 51.647832,18.378614;51.5903545,18.268474;2;2010
240307;2;49.676425,18.632162 49.781659,18.791650;49.729042,18.711906;2;2010
041605;2;53.619678,18.025184 53.781075,18.276394;53.7003765,18.150789;2;2010
260402;3;50.873741,20.816703 51.031814,21.019868;50.9527775,20.9182855;2;2010
121502;1;49.698150,19.533586 49.766939,19.621812;49.7325445,19.577699;2;2010
200213;3;53.166588,23.081335 53.278264,23.336513;53.222426,23.208924;2;2010
100108;3;51.391640,19.056016 51.555608,19.335779;51.473624,19.1958975;2;2010
040903;3;52.541370,17.785473 52.720872,18.115099;52.631121,17.950286;2;2010
281401;3;53.750125,20.525815 53.939659,20.898522;53.844892,20.7121685;2;2010
021302;2;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;2;2010
100505;2;52.226505,19.736057 52.311263,19.965135;52.268884,19.850596;2;2010
143705;2;52.819882,19.927404 52.950065,20.147795;52.8849735,20.0375995;2;2010
180606;2;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;2;2010
120707;2;49.633838,20.292394 49.823349,20.591559;49.7285935,20.4419765;2;2010
200801;3;53.399422,22.535163 53.690077,22.919203;53.5447495,22.727183;2;2010
060107;2;52.131366,23.030030 52.287830,23.181566;52.209598,23.105798;2;2010
241503;1;50.045967,18.378820 50.087058,18.463279;50.0665125,18.4210495;2;2010
101707;2;51.054481,18.537747 51.185235,18.785540;51.119858,18.6616435;2;2010
221313;2;53.866726,18.237283 54.022753,18.440553;53.9447395,18.338918;2;2010
120503;3;49.666754,20.882442 49.747444,21.010022;49.707099,20.946232;2;2010
241307;2;50.412136,18.877315 50.482236,18.997428;50.447186,18.9373715;2;2010
301906;2;53.106173,16.390552 53.299132,16.821629;53.2026525,16.6060905;2;2010
160801;3;50.616501,18.313220 50.806552,18.581910;50.7115265,18.447565;2;2010
320407;3;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955;2;2010
060205;3;50.584804,22.643893 50.750918,22.839790;50.667861,22.7418415;2;2010
181402;2;50.207307,22.573617 50.305919,22.841302;50.256613,22.7074595;2;2010
260604;3;50.734969,21.310901 50.849263,21.519253;50.792116,21.415077;2;2010
241706;2;49.628158,19.001091 49.707118,19.159048;49.667638,19.0800695;2;2010
141209;3;52.168853,21.739466 52.292737,21.941795;52.230795,21.8406305;2;2010
200305;2;52.640842,22.664262 52.858889,23.006648;52.7498655,22.835455;2;2010
280207;2;54.102360,19.720222 54.251248,19.979061;54.176804,19.8496415;2;2010
080902;2;51.885797,15.737082 52.030859,15.933578;51.958328,15.83533;2;2010
180103;2;49.225922,22.449337 49.375985,22.750956;49.3009535,22.6001465;2;2010
141906;3;52.336971,19.662587 52.493169,19.868304;52.41507,19.7654455;2;2010
160601;2;50.978749,17.771792 51.113980,17.952639;51.0463645,17.8622155;2;2010
141103;2;52.767783,20.861727 52.899884,21.093234;52.8338335,20.9774805;2;2010
302107;2;52.275206,16.731303 52.378090,16.909421;52.326648,16.820362;2;2010
241308;2;50.463139,18.621504 50.595526,18.841235;50.5293325,18.7313695;2;2010
143406;2;52.420794,21.506771 52.556134,21.737855;52.488464,21.622313;2;2010
121001;1;49.594096,20.905474 49.635748,21.009086;49.614922,20.95728;2;2010
221005;2;54.265778,19.138226 54.366706,19.414998;54.316242,19.276612;2;2010
301014;2;52.408481,18.071544 52.509508,18.272102;52.4589945,18.171823;2;2010
120702;1;49.649483,20.027663 49.712694,20.131033;49.6810885,20.079348;2;2010
321606;2;53.670914,15.548389 53.859096,15.962323;53.765005,15.755356;2;2010
260601;2;50.726115,21.132756 50.826422,21.362375;50.7762685,21.2475655;2;2010
241712;2;49.694205,19.333310 49.775265,19.446033;49.734735,19.3896715;2;2010
061111;2;51.781664,21.844800 51.918993,22.118516;51.8503285,21.981658;2;2010
321204;2;53.028398,14.999906 53.193229,15.212196;53.1108135,15.106051;2;2010
200402;2;53.465148,22.322677 53.698960,22.738192;53.582054,22.5304345;2;2010
161102;2;50.496864,18.311834 50.639756,18.482539;50.56831,18.3971865;2;2010
022004;2;51.162788,16.937513 51.287954,17.123357;51.225371,17.030435;2;2010
120802;2;50.258933,19.825290 50.398758,20.022639;50.3288455,19.9239645;2;2010
280705;2;53.433303,19.603833 53.617247,19.948071;53.525275,19.775952;2;2010
021403;2;51.223487,17.238237 51.373284,17.446074;51.2983855,17.3421555;2;2010
280409;3;54.219555,19.253432 54.392243,19.648298;54.305899,19.450865;2;2010
081105;2;51.568816,14.911837 51.694978,15.070781;51.631897,14.991309;2;2010
240507;3;50.385070,18.379609 50.499462,18.635324;50.442266,18.5074665;2;2010
142304;2;51.481899,20.415104 51.616911,20.597000;51.549405,20.506052;2;2010
041905;2;52.601664,17.545707 52.807957,17.815452;52.7048105,17.6805795;2;2010
201207;2;54.003621,22.771259 54.184198,23.153647;54.0939095,22.962453;2;2010
220607;2;54.070573,18.090270 54.198953,18.333040;54.134763,18.211655;2;2010
041101;1;52.602528,18.513748 52.635707,18.548244;52.6191175,18.530996;2;2010
060915;2;50.838888,22.588873 50.976032,22.800751;50.90746,22.694812;2;2010
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;2;2010
100407;2;52.001435,18.828302 52.087528,19.046781;52.0444815,18.9375415;2;2010
080408;2;51.718946,15.768720 51.811913,16.008571;51.7654295,15.8886455;2;2010
321206;2;53.168015,14.861770 53.284768,15.071410;53.2263915,14.96659;2;2010
121609;2;49.929913,20.873996 50.074977,21.169396;50.002445,21.021696;2;2010
300704;2;51.586815,18.074368 51.719551,18.256799;51.653183,18.1655835;2;2010
081106;3;51.740148,14.851649 51.893732,15.106396;51.81694,14.9790225;2;2010
121104;2;49.390577,20.223497 49.496920,20.436870;49.4437485,20.3301835;2;2010
321605;2;53.821960,15.528492 53.970411,15.815286;53.8961855,15.671889;2;2010
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;2;2010
240904;2;50.602850,19.162835 50.704415,19.306279;50.6536325,19.234557;2;2010
302405;3;52.581171,16.336837 52.680145,16.525527;52.630658,16.431182;2;2010
302502;2;52.087591,17.229920 52.176782,17.470446;52.1321865,17.350183;2;2010
160303;2;50.180955,18.150277 50.328910,18.266877;50.2549325,18.208577;2;2010
321201;2;53.134762,14.668658 53.273519,14.817579;53.2041405,14.7431185;2;2010
021606;2;51.503655,15.850615 51.618406,16.019019;51.5610305,15.934817;2;2010
143407;2;52.363525,21.226832 52.461080,21.430176;52.4123025,21.328504;2;2010
181310;2;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735;2;2010
061201;2;51.043530,22.052660 51.157312,22.235632;51.100421,22.144146;2;2010
100801;1;51.730287,19.245747 51.784073,19.374621;51.75718,19.310184;2;2010
141803;2;52.022060,20.809666 52.120636,21.035504;52.071348,20.922585;2;2010
101604;2;51.579101,20.068055 51.724381,20.287645;51.651741,20.17785;2;2010
040601;2;53.362205,18.596798 53.610794,18.892144;53.4864995,18.744471;2;2010
142009;2;52.555429,20.287022 52.698784,20.523014;52.6271065,20.405018;2;2010
221406;2;54.016518,18.549930 54.154104,18.830218;54.085311,18.690074;2;2010
121602;2;49.806559,20.848335 49.883918,21.043941;49.8452385,20.946138;2;2010
281707;2;53.474424,21.110166 53.704235,21.443641;53.5893295,21.2769035;2;2010
201007;2;52.385405,22.954137 52.514479,23.313916;52.449942,23.1340265;2;2010
260415;2;50.631734,20.679290 50.741061,20.889783;50.6863975,20.7845365;2;2010
120901;3;49.821554,20.016010 49.928349,20.185277;49.8749515,20.1006435;2;2010
121606;3;49.843171,21.074412 49.947216,21.288176;49.8951935,21.181294;2;2010
220109;2;54.086230,16.916492 54.318846,17.216261;54.202538,17.0663765;2;2010
180703;3;49.507749,21.732410 49.624936,21.836258;49.5663425,21.784334;2;2010
240602;3;50.915939,18.612386 51.019793,18.790226;50.967866,18.701306;2;2010
080406;3;51.645001,15.588034 51.734667,15.819623;51.689834,15.7038285;2;2010
320102;2;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955;2;2010
201301;1;52.899845,22.479315 52.949987,22.547845;52.924916,22.51358;2;2010
181304;2;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035;2;2010
121108;2;49.337728,20.111696 49.461003,20.337468;49.3993655,20.224582;2;2010
101608;2;51.552748,20.197378 51.660047,20.424890;51.6063975,20.311134;2;2010
221106;2;54.691595,17.911574 54.834049,18.297176;54.762822,18.104375;2;2010
081104;3;51.680208,14.914465 51.846499,15.170312;51.7633535,15.0423885;2;2010
101708;2;51.114233,18.347486 51.224501,18.450462;51.169367,18.398974;2;2010
041508;2;52.858144,18.361337 53.039500,18.722577;52.948822,18.541957;2;2010
141608;2;52.855221,21.831311 52.980504,22.028794;52.9178625,21.9300525;2;2010
241610;2;50.434482,19.736468 50.559287,19.974001;50.4968845,19.8552345;2;2010
041502;2;53.120642,18.471997 53.262953,18.803537;53.1917975,18.637767;2;2010
220704;3;53.634981,19.079450 53.841541,19.322978;53.738261,19.201214;2;2010
180902;3;50.184675,23.012088 50.354320,23.299663;50.2694975,23.1558755;2;2010
140506;2;51.924567,20.595165 52.071401,20.772164;51.997984,20.6836645;2;2010
121501;1;49.619216,19.797725 49.678506,19.876323;49.648861,19.837024;2;2010
241004;2;49.878919,18.618048 50.014544,18.763053;49.9467315,18.6905505;2;2010
180803;2;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065;2;2010
220501;2;54.246709,17.969353 54.376205,18.140094;54.311457,18.0547235;2;2010
321005;2;52.830581,14.948665 52.978361,15.196137;52.904471,15.072401;2;2010
143702;2;53.036529,19.924798 53.168117,20.137931;53.102323,20.0313645;2;2010
181102;2;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772;2;2010
143506;2;52.462888,21.305862 52.541625,21.579539;52.5022565,21.4427005;2;2010
060707;2;50.797205,22.058567 50.918743,22.266320;50.857974,22.1624435;2;2010
240205;2;49.772453,18.826857 49.889932,19.014033;49.8311925,18.920445;2;2010
280706;3;53.629011,19.213310 53.815489,19.528462;53.72225,19.370886;2;2010
140904;2;51.058281,21.311086 51.187609,21.483734;51.122945,21.39741;2;2010
041903;3;52.672530,17.404394 52.862071,17.621487;52.7673005,17.5129405;2;2010
160907;3;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935;2;2010
142601;2;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;2;2010
120105;2;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745;2;2010
041705;2;53.183307,18.761592 53.348188,19.064252;53.2657475,18.912922;2;2010
220505;2;54.186879,18.103126 54.304207,18.328024;54.245543,18.215575;2;2010
180206;2;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895;2;2010
301305;2;51.765854,16.372675 51.909117,16.606682;51.8374855,16.4896785;2;2010
221104;3;54.752226,18.195013 54.835789,18.528480;54.7940075,18.3617465;2;2010
102008;3;51.835802,19.505645 51.982411,19.712965;51.9091065,19.609305;2;2010
020810;3;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;2;2010
160909;2;50.769470,17.592676 50.919002,17.882131;50.844236,17.7374035;2;2010
240609;2;50.766169,18.755271 50.904475,19.042429;50.835322,18.89885;2;2010
240105;2;50.385818,19.063780 50.504691,19.200294;50.4452545,19.132037;2;2010
142006;2;52.520091,20.495305 52.647782,20.629656;52.5839365,20.5624805;2;2010
040406;2;53.281347,18.450439 53.397862,18.728137;53.3396045,18.589288;2;2010
081006;2;51.552134,15.611901 51.672189,15.857189;51.6121615,15.734545;2;2010
160910;3;50.501672,17.748132 50.642532,17.972306;50.572102,17.860219;2;2010
181603;3;49.946992,21.746702 50.042610,21.965621;49.994801,21.8561615;2;2010
181611;3;50.169100,22.016210 50.300892,22.252256;50.234996,22.134233;2;2010
100904;3;51.051403,18.936202 51.187224,19.104733;51.1193135,19.0204675;2;2010
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;2;2010
080909;2;51.892049,15.603532 52.006930,15.795184;51.9494895,15.699358;2;2010
321411;3;53.233386,15.187631 53.333131,15.499671;53.2832585,15.343651;2;2010
141105;2;52.918410,21.287662 53.025926,21.497275;52.972168,21.3924685;2;2010
022306;2;50.915179,16.566093 51.021506,16.748311;50.9683425,16.657202;2;2010
041904;3;52.884293,17.779195 53.042988,18.015743;52.9636405,17.897469;2;2010
121702;2;49.334934,19.940984 49.399640,20.075587;49.367287,20.0082855;2;2010
121402;2;50.133888,20.474947 50.211653,20.681539;50.1727705,20.578243;2;2010
041507;2;52.893577,18.710069 53.060769,18.961008;52.977173,18.8355385;2;2010
241605;3;50.359335,19.249778 50.485977,19.519510;50.422656,19.384644;2;2010
140706;2;51.683156,21.246952 51.861673,21.446902;51.7724145,21.346927;2;2010
260203;3;50.708044,20.118916 50.866216,20.356027;50.78713,20.2374715;2;2010
060503;2;50.584489,22.407418 50.762940,22.681174;50.6737145,22.544296;2;2010
140605;3;51.819704,20.764959 51.936725,21.013349;51.8782145,20.889154;2;2010
300104;3;52.896597,16.988256 53.024614,17.208262;52.9606055,17.098259;2;2010
101607;2;51.591544,19.720808 51.710237,19.882663;51.6508905,19.8017355;2;2010
143701;3;52.901466,19.817119 53.016013,20.058401;52.9587395,19.93776;2;2010
020608;2;50.754736,15.620022 50.873247,15.797607;50.8139915,15.7088145;2;2010
181803;2;50.527912,22.044988 50.669545,22.263986;50.5987285,22.154487;2;2010
302115;2;52.465235,16.780104 52.599779,16.970470;52.532507,16.875287;2;2010
040809;2;52.687169,19.156029 52.814648,19.357529;52.7509085,19.256779;2;2010
200703;2;53.071672,21.693122 53.205396,21.925355;53.138534,21.8092385;2;2010
240802;1;50.143747,18.775673 50.248409,18.948146;50.196078,18.8619095;2;2010
140404;2;52.271726,19.745843 52.391590,19.984537;52.331658,19.86519;2;2010
180105;2;49.002387,22.473308 49.300829,22.894086;49.151608,22.683697;2;2010
102006;2;51.934543,19.172733 52.036402,19.416995;51.9854725,19.294864;2;2010
060507;2;50.662099,22.141485 50.842546,22.292051;50.7523225,22.216768;2;2010
241103;3;49.982371,18.065992 50.074800,18.191714;50.0285855,18.128853;2;2010
241106;2;50.115678,18.229917 50.192500,18.409793;50.154089,18.319855;2;2010
201104;3;53.148270,23.632330 53.329673,23.909458;53.2389715,23.770894;2;2010
260418;2;50.894345,20.315514 50.990548,20.523458;50.9424465,20.419486;2;2010
120704;2;49.737366,20.142684 49.831087,20.318367;49.7842265,20.2305255;2;2010
120614;3;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;2;2010
142608;2;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;2;2010
020605;2;50.834695,15.833763 50.950241,15.961978;50.892468,15.8978705;2;2010
022107;2;50.771375,16.067670 50.887132,16.282821;50.8292535,16.1752455;2;2010
240508;2;50.435600,18.429906 50.552713,18.665249;50.4941565,18.5475775;2;2010
181704;2;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755;2;2010
121003;2;49.694137,20.645966 49.806853,20.828395;49.750495,20.7371805;2;2010
121105;2;49.386458,19.565178 49.623699,19.779237;49.5050785,19.6722075;2;2010
040303;2;53.194369,18.046818 53.346155,18.279668;53.270262,18.163243;2;2010
240404;2;50.635152,19.074321 50.708633,19.222993;50.6718925,19.148657;2;2010
121004;2;49.522391,20.809325 49.688807,21.058469;49.605599,20.933897;2;2010
241405;2;50.075269,19.152623 50.134327,19.245344;50.104798,19.1989835;2;2010
021103;2;51.432553,16.177917 51.612394,16.482172;51.5224735,16.3300445;2;2010
301302;2;51.855718,16.467197 51.973884,16.655816;51.914801,16.5615065;2;2010
241713;2;49.625258,19.205175 49.697121,19.367902;49.6611895,19.2865385;2;2010
280407;3;53.941150,19.552067 54.147536,19.832619;54.044343,19.692343;2;2010
060405;2;50.550079,23.745166 50.719412,24.090876;50.6347455,23.918021;2;2010
121603;2;50.046544,20.939345 50.147641,21.199006;50.0970925,21.0691755;2;2010
260304;2;50.201449,20.593739 50.321459,20.774728;50.261454,20.6842335;2;2010
240505;2;50.299559,18.357780 50.446105,18.603468;50.372832,18.480624;2;2010
143604;2;51.292944,21.351596 51.371807,21.543730;51.3323755,21.447663;2;2010
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925;2;2010
240406;3;50.713209,19.587353 50.865970,19.832163;50.7895895,19.709758;2;2010
060308;2;51.083373,23.042799 51.175009,23.300913;51.129191,23.171856;2;2010
060304;2;51.072167,23.578676 51.245092,23.871385;51.1586295,23.7250305;2;2010
181301;2;49.588332,22.253640 49.772103,22.585022;49.6802175,22.419331;2;2010
120506;2;49.649255,20.990130 49.745353,21.131382;49.697304,21.060756;2;2010
181405;3;49.887895,22.303614 50.009488,22.492844;49.9486915,22.398229;2;2010
041104;2;52.573278,18.634784 52.721540,18.828557;52.647409,18.7316705;2;2010
041813;2;52.538416,18.928200 52.655926,19.426105;52.597171,19.1771525;2;2010
080403;2;51.902618,15.843435 52.039448,16.011745;51.971033,15.92759;2;2010
040206;2;53.172771,19.464255 53.285326,19.693177;53.2290485,19.578716;2;2010
080201;1;51.918394,14.704880 51.996127,14.793220;51.9572605,14.74905;2;2010
120710;2;49.544215,20.036732 49.650952,20.180022;49.5975835,20.108377;2;2010
301708;2;51.399492,17.512299 51.556320,17.800594;51.477906,17.6564465;2;2010
300401;3;51.848159,17.109431 51.968922,17.336786;51.9085405,17.2231085;2;2010
181104;2;50.365770,21.339071 50.441203,21.455699;50.4034865,21.397385;2;2010
300201;1;52.881212,16.505679 52.921212,16.598017;52.901212,16.551848;2;2010
101105;2;51.923927,18.840894 52.025305,19.151716;51.974616,18.996305;2;2010
142704;2;52.847259,19.649999 52.973846,19.885369;52.9105525,19.767684;2;2010
080503;3;52.370380,14.746988 52.529983,15.044048;52.4501815,14.895518;2;2010
302403;2;52.436508,16.445186 52.562382,16.652501;52.499445,16.5488435;2;2010
300709;3;51.868776,18.060024 51.986100,18.211382;51.927438,18.135703;2;2010
100204;3;52.187845,19.070930 52.284734,19.283038;52.2362895,19.176984;2;2010
281403;3;53.890639,20.276245 54.103764,20.581407;53.9972015,20.428826;2;2010
120108;2;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765;2;2010
181108;3;50.131294,21.142206 50.256873,21.395341;50.1940835,21.2687735;2;2010
120616;2;50.062266,19.668021 50.177446,19.867374;50.119856,19.7676975;2;2010
180710;2;49.346266,21.731596 49.489473,21.972477;49.4178695,21.8520365;2;2010
301705;2;51.479269,17.705358 51.624215,17.952027;51.551742,17.8286925;2;2010
180408;2;49.887339,22.749727 50.005875,23.153840;49.946607,22.9517835;2;2010
181002;2;50.084631,22.230992 50.152385,22.452113;50.118508,22.3415525;2;2010
080804;2;52.161022,15.605051 52.323437,15.782266;52.2422295,15.6936585;2;2010
181306;2;49.736394,22.834369 49.867464,22.987732;49.801929,22.9110505;2;2010
281903;3;54.080842,21.531085 54.329703,21.878849;54.2052725,21.704967;2;2010
142007;2;52.459031,20.188150 52.582239,20.461530;52.520635,20.32484;2;2010
181107;3;50.159351,21.355823 50.271057,21.611306;50.215204,21.4835645;2;2010
101507;2;51.834394,20.151162 51.939739,20.346008;51.8870665,20.248585;2;2010
121803;3;49.843353,19.577747 49.934304,19.773192;49.8888285,19.6754695;2;2010
101003;2;51.148304,19.520998 51.263847,19.700716;51.2060755,19.610857;2;2010
040207;3;53.318872,19.084020 53.459365,19.320011;53.3891185,19.2020155;2;2010
060601;1;50.953660,23.095310 51.030174,23.244508;50.991917,23.169909;2;2010
140703;2;51.417252,21.715616 51.536123,21.873987;51.4766875,21.7948015;2;2010
181204;2;50.330260,22.299961 50.445092,22.455703;50.387676,22.377832;2;2010
321705;2;53.126589,16.214202 53.459881,16.714467;53.293235,16.4643345;2;2010
101504;2;51.848276,20.318577 51.947933,20.518831;51.8981045,20.418704;2;2010
060505;3;50.575503,22.232796 50.747958,22.551368;50.6617305,22.392082;2;2010
200506;2;52.602313,23.414170 52.845011,23.718903;52.723662,23.5665365;2;2010
180511;2;49.642013,21.500221 49.750879,21.623288;49.696446,21.5617545;2;2010
281602;3;53.712115,21.687493 53.902604,22.193523;53.8073595,21.940508;2;2010
101303;2;51.632058,20.264582 51.764452,20.442283;51.698255,20.3534325;2;2010
181903;2;49.781093,21.840539 49.918501,22.021912;49.849797,21.9312255;2;2010
040305;2;52.940198,17.959354 53.090695,18.257487;53.0154465,18.1084205;2;2010
141705;2;51.994990,21.399886 52.123242,21.580083;52.059116,21.4899845;2;2010
281409;3;53.453730,20.111772 53.694107,20.604706;53.5739185,20.358239;2;2010
300504;3;52.057930,16.063730 52.253244,16.397295;52.155587,16.2305125;2;2010
020806;3;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;2;2010
241202;2;50.070921,18.380283 50.121768,18.464483;50.0963445,18.422383;2;2010
240704;2;50.682107,18.730807 50.797527,18.936295;50.739817,18.833551;2;2010
140401;1;52.386007,19.405440 52.462473,19.519768;52.42424,19.462604;2;2010
102005;2;51.942259,19.524070 52.036976,19.840028;51.9896175,19.682049;2;2010
101001;2;51.180163,19.892270 51.358062,20.067431;51.2691125,19.9798505;2;2010
240411;2;50.854570,19.060167 51.010850,19.301176;50.93271,19.1806715;2;2010
