Teryt;Gmina;Urząd;Nazwisko Imiona;Typ;Komitet
141907;gm. Łąck;Wójt Gminy Łąck;SOSIŃSKA Sylwia;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
281505;gm. Małdyty;Wójt Gminy Małdyty;KRAJEWSKI Marcin Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARCINA KRAJEWSKIEGO
022108;gm. Walim;Wójt Gminy Walim;SZYMAŃSKI Janusz Jakub;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW LEPSZE JUTRO W GMINIE WALIM
240607;gm. Popów;Wójt Gminy Popów;KOWALIK Jan Wacław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY POPÓW
143004;gm. Orońsko;Wójt Gminy Orońsko;MATYSIAK Waldemar Józef;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
041905;gm. Rogowo;Wójt Gminy Rogowo;KOŚMIDER Dariusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DARIUSZ KOŚMIDER LICZĄ SIĘ LUDZIE
121103;gm. Czarny Dunajec;Wójt Gminy Czarny Dunajec;GONCIARCZYK Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW INNA GMINA
101010;gm. Wola Krzysztoporska;Wójt Gminy Wola Krzysztoporska;CZARCZYŃSKA Monika Alina;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MONIKI CZARCZYŃSKIEJ
140204;gm. Gołymin-Ośrodek;Wójt Gminy Gołymin-Ośrodek;BUDEK Adam Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ADAMA PIOTRA BUDKA
246901;m. Katowice;Prezydent Miasta Katowice;SŁOMKA Adam Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KONFEDERACJA - RUCH KONTROLI WŁADZY
221312;gm. Starogard Gdański;Wójt Gminy Starogard Gdański;GŰNTHER Michał Apolinary;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
240802;m. Mikołów;Burmistrz Mikołowa;RUPIK Michał Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GÓRNOŚLĄSKICH SAMORZĄDOWCÓW LOKALNYCH
181702;gm. Besko;Wójt Gminy Besko;KIJOWSKA Zofia;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
301404;gm. Sieraków;Burmistrz Gminy Sieraków;MACIOŁEK Witold Bruno;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SPOŁECZNE
302603;gm. Książ Wielkopolski;Burmistrz Książa Wlkp.;KASPRZAK Paweł Robert;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA KASPRZAKA
241509;gm. Mszana;Wójt Gminy Mszana;KUCZERA Piotr Paweł;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
060708;gm. Urzędów;Burmistrz Urzędowa;ROLLA Andrzej Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SAMODZIELNY URZĘDÓW
280202;gm. Braniewo;Wójt Gminy Braniewo;KAZIMIERCZUK Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW EWY KAZIMIERCZUK
260604;gm. Opatów;Burmistrz Miasta i Gminy Opatów;WASILEWSKI Krystian Damian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW K. MORAWIECKI - ŚWIĘTOKRZYSKIE
020505;gm. Paszowice;Wójt Gminy Paszowice;OSZCZĘDA Sebastian Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SEBASTIANA OSZCZĘDY
261103;gm. Mirzec;Wójt Gminy Mirzec;SEWERYN Mirosław Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIESZKAŃCY GMINY MIRZEC
201008;gm. Perlejewo;Wójt Gminy Perlejewo;WIERZBICKI Jakub Krzysztof;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
061813;gm. Ulhówek;Wójt Gminy Ulhówek;KŁĘBEK Łukasz Daniel;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ŁUKASZA KŁĘBKA
121303;gm. Chełmek;Burmistrz Chełmka;KOWALCZYK Bogdan Mirosław;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
241404;gm. Bojszowy;Wójt Gminy Bojszowy;UTRATA Henryk Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINNA WSPÓLNOTA SAMORZĄDOWA
061703;gm. Piaski;Burmistrz Piask;CHOLEWA Michał Tomasz;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
260103;gm. Nowy Korczyn;Wójt Gminy Nowy Korczyn;SZCZEPANEK Zdzisław;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY TBU - TERAZ BUSKO
142611;gm. Wiśniew;Wójt Gminy Wiśniew;RYBACZEWSKA Barbara;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA - WSPÓLNYM DOBREM
240606;gm. Panki;Wójt Gminy Panki;PRASKI Bogdan;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
220604;gm. Kościerzyna;Wójt Gminy Kościerzyna;HILDEBRANDT Elżbieta Maria;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA
020607;gm. Mysłakowice;Wójt Gminy Mysłakowice;WATEHA Jerzy Witold;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA MYSŁAKOWICE
241101;m. Racibórz;Prezydent Miasta Racibórz;NOWACKA Ludmiła Elżbieta;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY ŁĄCZY NAS RACIBÓRZ
160203;gm. Głubczyce;Burmistrz Głubczyc;MRÓZ Mariusz Józef;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE NA RZECZ DZIAŁALNOŚCI LOKALNEJ RAZEM DLA GŁUBCZYC
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;ŚWIĄTEK Krzysztof Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM KG
040206;gm. Bartniczka;Wójt Gminy Bartniczka;SIENNICKI Wiesław Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA BARTNICZKA
201101;gm. Dąbrowa Białostocka;Burmistrz Dąbrowy Białostockiej;GAJLEWICZ Artur;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
121612;gm. Wietrzychowice;Wójt Gminy Wietrzychowice;BANEK Tomasz Maksymilian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PONAD PODZIAŁAMI 2018
300201;m. Czarnków;Burmistrz Miasta Czarnków;KLIMASZEWSKI Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JACEK KLIMASZEWSKI-JEDEN CZARNKÓW
260416;gm. Raków;Wójt Gminy Raków;SIWONIA Alina Barbara;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ NASZEJ GMINY
142511;gm. Wierzbica;Wójt Gminy Wierzbica;DULIAS Zdzisław Cezary;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
061504;gm. Kąkolewnica;Wójt Gminy Kąkolewnica;WOCH Marek Marian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA WOCHA
121802;gm. Brzeźnica;Wójt Gminy Brzeźnica;ŻUREK Wojciech Rafał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNY SAMORZĄD
121301;m. Oświęcim;Prezydent Miasta Oświęcim;WIŚNIOWSKA Agata Katarzyna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIASTO OŚWIĘCIM PRACA I ROZWÓJ
181703;gm. Bukowsko;Wójt Gminy Bukowsko;BAŃKOWSKI Marek Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
021101;m. Lubin;Prezydent Miasta Lubina;KUBICA-RADEK Agnieszka Bogusława;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY TAK DLA LUBINA
022106;gm. Mieroszów;Burmistrz Mieroszowa;PICHOWICZ Justyna Ewelina;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JUSTYNA PICHOWICZ LUDZIE PRACA INWESTYCJE
321408;gm. Marianowo;Wójt Gminy Marianowo;MOŻDŻEŃ Sławomir Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SŁAWOMIRA MOŻDŻENIA
180503;gm. Dębowiec;Wójt Gminy Dębowiec;STANISZEWSKI Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „PRAWORZĄDNOŚĆ”
220408;gm. Trąbki Wielkie;Wójt Gminy Trąbki Wielkie;NIEDROWSKA Karolina Anna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
260604;gm. Opatów;Burmistrz Miasta i Gminy Opatów;GDOWSKA Magdalena Judyta;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
121004;gm. Grybów;Wójt Gminy Grybów;MICHALIK Krzysztof Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY
280103;gm. Bartoszyce;Wójt Gminy Bartoszyce;HUSZCZA Robert Jan;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
142504;gm. Jastrzębia;Wójt Gminy Jastrzębia;LIPKA Wincenty Florian;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
100407;gm. Świnice Warckie;Wójt Gminy Świnice Warckie;OLCZYK Agnieszka Bogumiła;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „NASZA PRZYSZŁOŚĆ”
041606;gm. Tuchola;Burmistrz Tucholi;WOJCIECHOWSKI Ryszard Jerzy;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TUCHOLSKIE FORUM
106101;m. Łódź;Prezydent Miasta Łodzi;MAURER Zbigniew Sławomir;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW AKCJA NARODOWA
021901;m. Świdnica;Prezydent Miasta Świdnicy;DROBNY Jacek;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
141602;gm. Andrzejewo;Wójt Gminy Andrzejewo;ŻOCHOWSKI Waldemar;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ GMINNA
060309;gm. Ruda-Huta;Wójt Gminy Ruda-Huta;STĘPIEŃ Patrycja Anna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
300903;gm. Chodów;Wójt Gminy Chodów;KOWALEWSKI Marek Andrzej;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
200503;gm. Czeremcha;Wójt Gminy Czeremcha;ALEKSIEJUK Stefan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW CZEREMCHA PERŁĄ PODLASIA
046401;m. Włocławek;Prezydent Miasta Włocławek;CHMIELEWSKI Jarosław;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
302902;gm. Siedlec;Wójt Gminy Siedlec;KOLESIŃSKI Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA
220204;gm. Czersk;Burmistrz Czerska;BIESEK-TALEWSKI Przemysław Bogusław;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIA „DLA NASZEJ GMINY”
302102;m. Puszczykowo;Burmistrz Miasta Puszczykowa;WÓJCIK Agata;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW AGATY WÓJCIK DLA LUDZI DLA MIASTA
220604;gm. Kościerzyna;Wójt Gminy Kościerzyna;PIECHOWSKI Grzegorz Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY
280608;gm. Ryn;Burmistrz Miasta i Gminy Ryn;LECZYCKI Juliusz Bernard;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ,,GMINA RYN 2018
143306;gm. Miedzna;Wójt Gminy Miedzna;KOPANIA Bożenna Elżbieta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ODWAŻNI SPRAWIEDLIWI AKTYWNI
146501;Warszawa;Prezydent m.st. Warszawy;KORWIN-MIKKE Janusz Ryszard;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WOLNOŚĆ W SAMORZĄDZIE
200214;gm. Zabłudów;Burmistrz Zabłudowa;ZAWADZKA Magdalena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA GMINNA ZABŁUDÓW
261306;gm. Włoszczowa;Burmistrz Gminy Włoszczowa;DZIUBEK Grzegorz Artur;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
021904;gm. Jaworzyna Śląska;Burmistrz Jaworzyny Śląskiej;GRUCA Urszula;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW URSZULA GRUCA
142701;m. Sierpc;Burmistrz Miasta Sierpc;PERZYŃSKI Jarosław Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JAROSŁAWA PERZYŃSKIEGO „DLA PRZYSZŁOŚCI SIERPCA”
101302;gm. Biała Rawska;Burmistrz Białej Rawskiej;LESIAK Tomasz Łukasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WYSTARCZY CHCIEĆ
321506;gm. Szczecinek;Wójt Gminy Szczecinek;JASIONAS Ryszard Andrzej;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE POWIATU SZCZECINECKIEGO
120302;gm. Babice;Wójt Gminy Babice;GŁOGOWSKI Jarosław Mariusz;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
100901;gm. Działoszyn;Burmistrz Miasta i Gminy Działoszyn;DRAB Rafał Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAFAŁA DRABA
280103;gm. Bartoszyce;Wójt Gminy Bartoszyce;MILUSKI Bogusław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BOGUSŁAW MILUSKI
160910;gm. Prószków;Burmistrz Prószkowa;MALIK Róża Maria;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
100803;gm. Dłutów;Wójt Gminy Dłutów;DZIERŻAWSKI Czesław Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW OD NOWA CZESŁAW DZIERŻAWSKI
180507;gm. Nowy Żmigród;Wójt Gminy Nowy Żmigród;BARA Grzegorz Witold;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WÓJTA GRZEGORZA BARY
126101;m. Kraków;Prezydent Miasta Krakowa;BERKOWICZ Konrad Szczepan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NOWOCZESNY KRAKÓW KONRADA BERKOWICZA
241304;m. Tarnowskie Góry;Burmistrz Miasta Tarnowskie Góry;ŚNIETKA Janusz Tadeusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
020202;m. Dzierżoniów;Burmistrz Dzierżoniowa;KUCHARSKI Dariusz;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY NOWOCZESNY DZIERŻONIÓW DARIUSZA KUCHARSKIEGO
280103;gm. Bartoszyce;Wójt Gminy Bartoszyce;DYCHA Andrzej Mieczysław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ANDRZEJ DYCHA
143305;gm. Łochów;Burmistrz Łochowa;LESZCZYŃSKI Wojciech Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SAMI SWOI
142511;gm. Wierzbica;Wójt Gminy Wierzbica;MYŚLIWIEC Dariusz Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DARIUSZA MYŚLIWCA
120607;gm. Liszki;Wójt Gminy Liszki;ZIOŁO Jan Franciszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „MIESZKAŃCY SĄ NAJWAŻNIEJSI”
040904;gm. Strzelno;Burmistrz Strzelna;SZYDZIK Roman Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
280703;gm. Iława;Wójt Gminy Iława;WĘGŁOWSKA Anna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
261201;gm. Bogoria;Wójt Gminy Bogoria;ADAMCZYK Marcin;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
240203;gm. Buczkowice;Wójt Gminy Buczkowice;GÓRNA Jadwiga Barbara;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DOBROBYT
041803;gm. Boniewo;Wójt Gminy Boniewo;GAZDA Jarosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NOWA INICJATYWA DLA GMINY BONIEWO
141607;gm. Ostrów Mazowiecka;Wójt Gminy Ostrów Mazowiecka;STANIASZEK Zdzisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „NIEZALEŻNI RAZEM”
141508;gm. Myszyniec;Burmistrz Myszyńca;GLINKA Bogdan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KURPIK
143704;gm. Lutocin;Wójt Gminy Lutocin;DOBIESZ Ryszard;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
080902;gm. Bojadła;Wójt Gminy Bojadła;GOLA Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA BOJADŁA
100510;gm. Zduny;Wójt Gminy Zduny;SKOWROŃSKI Krzysztof;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
046101;m. Bydgoszcz;Prezydent Miasta Bydgoszczy;MACKIEWICZ Anna Zofia;SLD;KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM
020603;m. Piechowice;Burmistrz Miasta Piechowice;BURCHACKI Radosław Antoni;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RADOSŁAWA BURCHACKIEGO
140402;gm. Gostynin;Wójt Gminy Gostynin;MICHALSKA Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „NASZA WIEŚ”
142501;m. Pionki;Burmistrz Miasta Pionki;KOWALCZYK Robert Tomasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ROBERTA KOWALCZYKA STAWIAMY NA PIONKI
302104;gm. Czerwonak;Wójt Gminy Czerwonak;MAĆKOWIAK Przemysław;PO;KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA
121101;m. Nowy Targ;Burmistrz Miasta Nowy Targ;LISZKA Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DOBRA ZMIANA W MIEŚCIE
240501;m. Knurów;Prezydent Miasta Knurów;ŻAK Paweł;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
141911;gm. Słubice;Wójt Gminy Słubice;KRYSZTOFIAK Damian;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
260604;gm. Opatów;Burmistrz Miasta i Gminy Opatów;LIS Artur;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
261205;gm. Połaniec;Burmistrz Miasta i Gminy Połaniec;KACZMARCZYK Marcin;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
080906;gm. Sulechów;Burmistrz Sulechowa;KACZMAR Stanisław;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY PRAWORZĄDNY SULECHÓW
143402;m. Marki;Burmistrz Miasta Marki;ORYCH Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BURMISTRZA JACKA ORYCHA
301009;gm. Skulsk;Wójt Gminy Skulsk;KLONOWSKI Antoni;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW LEPSZA GMINA
021402;gm. Bierutów;Burmistrz Bierutowa;SAWICKI Piotr Marcin;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY TAK DLA ZMIAN W GMINIE BIERUTÓW
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;SOBIESKI Mirosław Grzegorz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIROSŁAWA SOBIESKIEGO
100102;gm. Bełchatów;Wójt Gminy Bełchatów;POLAK Marzena Dagmara;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARZENY POLAK
200901;m. Sejny;Burmistrz Miasta Sejny;MAŁKIŃSKI Andrzej;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
321402;gm. Chociwel;Burmistrz Gminy Chociwel;DADYŃSKA Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA CHOCIWEL
326101;m. Koszalin;Prezydent Miasta Koszalin;JAKUBOWSKI Andrzej Stanisław;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
060205;gm. Frampol;Burmistrz Frampola;PAPIERZ Antoni;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TWÓJ GŁOS - TWOJA PRZYSZŁOŚĆ
300502;gm. Grodzisk Wielkopolski;Burmistrz Grodziska Wielkopolskiego;HOJAN Piotr Bronisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GRODZISKA INICJATYWA SPOŁECZNA
080906;gm. Sulechów;Burmistrz Sulechowa;RÓŻYCKI Sebastian Tomasz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
180901;m. Lubaczów;Burmistrz Miasta Lubaczowa;DOBROWOLSKI Paweł Marek;PP;KOMITET WYBORCZY WOLNI I SOLIDARNI
142503;gm. Iłża;Burmistrz Iłży;MOSKWA Andrzej;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
021901;m. Świdnica;Prezydent Miasta Świdnicy;GARSTECKI Robert Mariusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KUKIZ'15
200901;m. Sejny;Burmistrz Miasta Sejny;BAGIŃSKA Jolanta Beata;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JOLANTY BAGIŃSKIEJ - RAZEM DLA SEJN
121806;gm. Spytkowice;Wójt Gminy Spytkowice;KRYSTIAN Mariusz Tomasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA Z SERCEM. DLA MIESZKAŃCÓW
181407;gm. Sieniawa;Burmistrz Miasta i Gminy Sieniawa;WOŚ Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ROZWÓJ ZIEMI SIENIAWSKIEJ
220603;gm. Karsin;Wójt Gminy Karsin;BRUNKE Roman;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ I PRZYSZŁOŚĆ GMINY
321206;gm. Warnice;Wójt Gminy Warnice;WERSTAK Alina Bożena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ALINY WERSTAK
026201;m. Legnica;Prezydent Miasta Legnicy;BARANOWSKI Arkadiusz Tomasz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
221313;gm. Zblewo;Wójt Gminy Zblewo;HEROLD Artur Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ARTURA HEROLD
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;BAĆKO Tomasz Marcin;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
181303;gm. Fredropol;Wójt Gminy Fredropol;ŚNIEŻEK Mariusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ŚNIEŻEK
041803;gm. Boniewo;Wójt Gminy Boniewo;KLIMKIEWICZ Marek;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
303105;gm. Okonek;Burmistrz Okonka;JASIŁEK Andrzej Kazimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE W ZŁOTOWSKIM
021602;gm. Gaworzyce;Wójt Gminy Gaworzyce;SZWAGRZYK Jacek Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA GAWORZYCE NASZYM DOMEM
141212;gm. Mrozy;Burmistrz Mrozów;RÓŻYCKI Sylwester;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
060212;gm. Tarnogród;Burmistrz Tarnogrodu;DEC Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA DECA
240708;gm. Woźniki;Burmistrz Woźnik;WOJSYK Roman Antoni;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
280601;m. Giżycko;Burmistrz Miasta Giżycka;ANDRUSZKIEWICZ Piotr Marek;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
021202;gm. Lubomierz;Burmistrz Gminy i Miasta Lubomierz;CHRABĄSZCZ Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA CHRABĄSZCZA RAZEM DLA GMINY LUBOMIERZ
101305;gm. Regnów;Wójt Gminy Regnów;SZCZEŚNIAK Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
121203;gm. Bolesław;Wójt Gminy Bolesław;DUDZIŃSKI Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA DUDZIŃSKIEGO
240902;gm. Koziegłowy;Burmistrz Gminy i Miasta Koziegłowy;ŚLĘCZKA Jacek Roman;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE DLA GMINY KOZIEGŁOWY
081007;gm. Szprotawa;Burmistrz Szprotawy;GĄSIK Mirosław;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY GMINA I POWIAT PRZYJAZNE LUDZIOM
180702;gm. Dukla;Burmistrz Dukli;DEMBICZAK Agnieszka Magdalena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA PLUS
140401;m. Gostynin;Burmistrz Miasta Gostynina;KORAJCZYK-SZYPERSKA Agnieszka;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY INICJATYWA DLA GOSTYNINA
200302;m. Brańsk;Burmistrz Miasta Brańsk;PUCHALSKI Krzysztof;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
261204;gm. Osiek;Burmistrz Miasta i Gminy Osiek;ŁYSIAK Rafał Janusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ
