Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
062005;"gm. Łabunie";zamojski;"Wójt Gminy Łabunie";Mariusz;KUKIEŁKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;38;M;062005;"gm. Łabunie";Łabunie;;
241001;"gm. Goczałkowice-Zdrój";pszczyński;"Wójt Gminy Goczałkowice-Zdrój";"Adam Maksymilian";MAĆKOWSKI;"KOMITET WYBORCZY WYBORCÓW ŁĄCZĄ NAS GOCZAŁKOWICE";DBB-6043-153/18;"Komitet wyborczy wyborców";wyższe;46;M;241001;"gm. Goczałkowice-Zdrój";Goczałkowice-Zdrój;;
060214;"gm. Turobin";biłgorajski;"Wójt Gminy Turobin";Tomasz;KULESZA;"KOMITET WYBORCZY WYBORCÓW TOMASZA KULESZY";DZM-6043-57/18;"Komitet wyborczy wyborców";"średnie zawodowe";55;M;062010;"gm. Skierbieszów";"Huszczka Duża";;
040709;"gm. Złotniki Kujawskie";inowrocławski;"Wójt Gminy Złotniki Kujawskie";"WITOLD GRZEGORZ";CYBULSKI;"KOMITET WYBORCZY WYBORCÓW WITOLDA CYBULSKIEGO „BLIŻEJ DEMOKRACJI”";DBD-6043-15/18;"Komitet wyborczy wyborców";WYŻSZE;56;M;040709;"gm. Złotniki Kujawskie";"LISEWO KOŚCIELNE";;
221508;"gm. Łęczyce";wejherowski;"Wójt Gminy Łęczyce";Piotr;WITTBRODT;"KOMITET WYBORCZY WYBORCÓW WSPÓLNY POWIAT GABRIELI LISIUS";DSŁ-6043-104/18;"Komitet wyborczy wyborców";"średnie techniczne";63;M;221508;"gm. Łęczyce";Strzebielino-Osiedle;;
300602;"gm. Jarocin";jarociński;"Burmistrz Jarocina";"Katarzyna Małgorzata";SZYMKOWIAK;"KOMITET WYBORCZY WYBORCÓW KATARZYNY SZYMKOWIAK";DKL-6043-11/18;"Komitet wyborczy wyborców";wyższe;50;K;300602;"gm. Jarocin";Wilkowyja;PSL;
300910;"gm. Osiek Mały";kolski;"Wójt Gminy Osiek Mały";Marek;GÓRCZEWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Średnie;55;M;300910;"gm. Osiek Mały";Rosocha;"Polskie Stronnictwo Ludowe";
120407;"gm. Szczucin";dąbrowski;"Burmistrz Szczucina";"Łukasz Kazimierz";OŻÓG;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;39;M;120407;"gm. Szczucin";Szczucin;"Polskie Stronnictwo Ludowe";
041811;"gm. Lubień Kujawski";włocławski;"Burmistrz Lubienia Kujawskiego";"Ireneusz Bogumił";GDAK;"KOMITET WYBORCZY WYBORCÓW - RAZEM DLA GMINY LUBIEŃ KUJAWSKI";DWŁ-6043-17/18;"Komitet wyborczy wyborców";wyższe;31;M;041811;"gm. Lubień Kujawski";"Lubień Kujawski";;
040506;"gm. Zbójno";golubsko-dobrzyński;"Wójt Gminy Zbójno";Katarzyna;KUKIELSKA;"KOMITET WYBORCZY WYBORCÓW WSPÓŁCZESNY SAMORZĄD";DTR-6043-26/18;"Komitet wyborczy wyborców";wyższe;35;K;040506;"gm. Zbójno";Działyń;"Prawo i Sprawiedliwość";
181611;"gm. Sokołów Małopolski";rzeszowski;"Burmistrz Gminy i Miasta Sokołów Małopolski";"Andrzej Mariusz";OŻÓG;"KOMITET WYBORCZY WYBORCÓW ROZWÓJ GMINY SOKOŁÓW MŁP.";DRZ-6043-15/18;"Komitet wyborczy wyborców";wyższe;46;M;181611;"gm. Sokołów Małopolski";Nienadówka;;
041906;"gm. Żnin";żniński;"Burmistrz Żnina";Robert;LUCHOWSKI;"KOMITET WYBORCZY WYBORCÓW RAZEM - DLA GMINY ŻNIN!";DBD-6043-127/18;"Komitet wyborczy wyborców";wyższe;47;M;041906;"gm. Żnin";Żnin;;
280901;"m. Lidzbark Warmiński";lidzbarski;"Burmistrz Miasta Lidzbark Warmiński";Mirosław;LITWIN;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;58;M;280901;"m. Lidzbark Warmiński";"Lidzbark Warmiński";;
180707;"gm. Miejsce Piastowe";krośnieński;"Wójt Gminy Miejsce Piastowe";Marek;KLARA;"KOMITET WYBORCZY WYBORCÓW „WSPÓLNA GMINA 2023”";DKO-6043-45/18;"Komitet wyborczy wyborców";wyższe;39;M;180707;"gm. Miejsce Piastowe";Targowiska;;
280803;"gm. Kętrzyn";kętrzyński;"Wójt Gminy Kętrzyn";"Paweł Krzysztof";BOBROWSKI;"KOMITET WYBORCZY WYBORCÓW - AKTYWNY SAMORZĄD";DOL-6043-1/18;"Komitet wyborczy wyborców";wyższe;36;M;280803;"gm. Kętrzyn";Karolewo;;
181408;"gm. Tryńcza";przeworski;"Wójt Gminy Tryńcza";Ryszard;JĘDRUCH;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;51;M;181408;"gm. Tryńcza";Tryńcza;"Prawo i Sprawiedliwość";
321005;"gm. Nowogródek Pomorski";myśliborski;"Wójt Gminy Nowogródek Pomorski";"Tomasz Antoni";PIETRUSZKA;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA I MY";DSZ-6043-121/18;"Komitet wyborczy wyborców";wyższe;59;M;321005;"gm. Nowogródek Pomorski";Sumiak;;
106101;"m. Łódź";"m. Łódź";"Prezydent Miasta Łodzi";"Piotr Wiktor";MISZTAL;"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI-PIOTR MISZTAL";DŁD-6043-2/18;"Komitet wyborczy wyborców";zawodowe;53;M;106101;"m. Łódź";Łódź;;
020603;"m. Piechowice";jeleniogórski;"Burmistrz Miasta Piechowice";Jacek;KUBIELSKI;"KOMITET WYBORCZY WYBORCÓW JACKA KUBIELSKIEGO";DJG-6043-196/18;"Komitet wyborczy wyborców";wyższe;55;M;020603;"m. Piechowice";Piechowice;;
040504;"gm. Kowalewo Pomorskie";golubsko-dobrzyński;"Burmistrz Miasta Kowalewo Pomorskie";"Barbara Małgorzata";NIEWIDZIAŁ;"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA KOWALEWO";DTR-6043-145/18;"Komitet wyborczy wyborców";średnie;55;K;040504;"gm. Kowalewo Pomorskie";"Kowalewo Pomorskie";PSL;
200204;"gm. Gródek";białostocki;"Wójt Gminy Gródek";Wiesław;KULESZA;"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE GRÓDEK";DBŁ-6043-84/18;"Komitet wyborczy wyborców";Wyższe;55;M;200204;"gm. Gródek";Gródek;;
301011;"gm. Stare Miasto";koniński;"Wójt Gminy Stare Miasto";Agnieszka;LACHOWICZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;39;K;306201;"m. Konin";Konin;;
181203;"gm. Jeżowe";niżański;"Wójt Gminy Jeżowe";Marek;STĘPAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;54;M;181203;"gm. Jeżowe";Jeżowe;"Prawo i Sprawiedliwość";
220701;"m. Kwidzyn";kwidzyński;"Burmistrz Miasta Kwidzyna";"Sebastian Piotr";KASZTELAN;"KOMITET WYBORCZY WYBORCÓW KWIDZYNIACY";DGD-6043-109/18;"Komitet wyborczy wyborców";"wyższe prawnicze";45;M;220701;"m. Kwidzyn";Kwidzyn;;
181102;"gm. Borowa";mielecki;"Wójt Gminy Borowa";"Władysław Edward";BŁAŻEJOWSKI;"KOMITET WYBORCZY WYBORCÓW BOROWA WSPÓLNA SPRAWA";DTG-6043-33/18;"Komitet wyborczy wyborców";wyższe;60;M;181102;"gm. Borowa";Borowa;;
100203;"gm. Dąbrowice";kutnowski;"Wójt Gminy Dąbrowice";Ewa;ŚCIŚLEWSKA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;55;K;100203;"gm. Dąbrowice";Dąbrowice;"Polskie Stronnictwo Ludowe";
200506;"gm. Hajnówka";hajnowski;"Wójt Gminy Hajnówka";Lucyna;SMOKTUNOWICZ;"KOMITET WYBORCZY WYBORCÓW NASZA PRZYSZŁOŚĆ";DBŁ-6043-21/18;"Komitet wyborczy wyborców";Wyższe;49;K;200506;"gm. Hajnówka";Dubiny;;
241108;"gm. Rudnik";raciborski;"Wójt Gminy Rudnik";"Robert Paweł";FIOŁEK;"KOMITET WYBORCZY WYBORCÓW ALOJZEGO PIERUSZKI";DBB-6043-136/18;"Komitet wyborczy wyborców";wyższe;34;M;180301;"m. Dębica";Dębica;;
301301;"gm. Krzemieniewo";leszczyński;"Wójt Gminy Krzemieniewo";Radosław;SOBECKI;"KOMITET WYBORCZY WYBORCÓW RADOSŁAWA SOBECKIEGO NASZA GMINA NASZ DOM";DLS-6043-23/18;"Komitet wyborczy wyborców";wyższe;42;M;301301;"gm. Krzemieniewo";Oporówko;;
120707;"gm. Limanowa";limanowski;"Wójt Gminy Limanowa";Marian;MĄKA;"KOMITET WYBORCZY WYBORCÓW ""SAMORZĄDOWE PRZYMIERZE - RAZEM""";DNS-6043-11/18;"Komitet wyborczy wyborców";wyższe;53;M;120707;"gm. Limanowa";Mordarka;;
120706;"gm. Laskowa";limanowski;"Wójt Gminy Laskowa";Stanisława;NIEBYLSKA;"KOMITET WYBORCZY WYBORCÓW ZIEMIA LIMANOWSKA TO LUBIĘ";DNS-6043-140/18;"Komitet wyborczy wyborców";wyższe;66;K;120706;"gm. Laskowa";Laskowa;;
302703;"gm. Dobra";turecki;"Burmistrz Dobrej";"Krystyna Barbara";KUSZCZYŃSKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;54;K;302703;"gm. Dobra";Dobra;;
140706;"gm. Magnuszew";kozienicki;"Wójt Gminy Magnuszew";"Bernard Marian";WDOWIAK;"KOMITET WYBORCZY SAMORZĄDOWE STOWARZYSZENIE „NASZ REGION KOZIENICKI”";DRD-6042-6/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;56;M;140706;"gm. Magnuszew";Gruszczyn;;
281001;"m. Mrągowo";mrągowski;"Burmistrz Miasta Mrągowo";"Otolia Anna";SIEMIENIEC;"KOMITET WYBORCZY WYBORCÓW MRĄGOWSKA WSPÓLNOTA SAMORZĄDOWA";DOL-6043-5/18;"Komitet wyborczy wyborców";wyższe;74;K;281001;"m. Mrągowo";Mrągowo;;
142304;"gm. Odrzywół";przysuski;"Wójt Gminy Odrzywół";Marian;KMIECIAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;55;M;142304;"gm. Odrzywół";"Kolonia Ossa";;
141211;"gm. Mińsk Mazowiecki";miński;"Wójt Gminy Mińsk Mazowiecki";Jolanta;BĄK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;40;K;141211;"gm. Mińsk Mazowiecki";Stojadła;;
160902;"gm. Dąbrowa";opolski;"Wójt Gminy Dąbrowa";"Marek Karol";LEJA;"KOMITET WYBORCZY WYBORCÓW MARKA LEI ""TU JEST NASZ DOM""";DOP-6043-39/18;"Komitet wyborczy wyborców";Wyższe;53;M;160902;"gm. Dąbrowa";Mechnice;;
286201;"m. Olsztyn";"m. Olsztyn";"Prezydent Olsztyna";Krzysztof;KACPRZYCKI;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";wyższe;41;M;286201;"m. Olsztyn";Olsztyn;SLD;
141902;"gm. Bodzanów";płocki;"Wójt Gminy Bodzanów";Jarosław;DOROBEK;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA BODZANÓW";DPŁ-6043-7/18;"Komitet wyborczy wyborców";Wyższe;51;M;141902;"gm. Bodzanów";"Nowe Miszewo";;
160707;"gm. Paczków";nyski;"Burmistrz Gminy Paczków";"Justyna Monika";DZIASEK;"KOMITET WYBORCZY WYBORCÓW „JUSTYNY DZIASEK”";DOP-6043-45/18;"Komitet wyborczy wyborców";wyższe;41;K;160707;"gm. Paczków";Paczków;;
142102;"m. Pruszków";pruszkowski;"Prezydent Miasta Pruszków";Jan;STARZYŃSKI;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE POROZUMIENIE PRUSZKOWA";DWW-6043-215/18;"Komitet wyborczy wyborców";"wyższe prawnicze";63;M;142104;"gm. Michałowice";"Nowa Wieś";;
041105;"gm. Piotrków Kujawski";radziejowski;"Burmistrz Miasta i Gminy Piotrków Kujawski";"Mirosław Józef";SKONIECZNY;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;54;M;041105;"gm. Piotrków Kujawski";"Piotrków Kujawski";PSL;
240107;"gm. Siewierz";będziński;"Burmistrz Miasta i Gminy Siewierz";Ryszard;MACHURA;"KOMITET WYBORCZY WYBORCÓW KASZTAN";DKT-6043-55/18;"Komitet wyborczy wyborców";wyższe;69;M;240107;"gm. Siewierz";Żelisławice;;
320305;"gm. Wierzchowo";drawski;"Wójt Gminy Wierzchowo";Jan;SZEWCZYK;"KOMITET WYBORCZY WYBORCÓW LOKALNE POROZUMIENIE SAMORZĄDOWE";DKS-6043-117/18;"Komitet wyborczy wyborców";wyższe;64;M;320305;"gm. Wierzchowo";Wierzchowo;;
302703;"gm. Dobra";turecki;"Burmistrz Dobrej";Tadeusz;GEBLER;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;45;M;302703;"gm. Dobra";"Długa Wieś";PSL;
320301;"gm. Czaplinek";drawski;"Burmistrz Czaplinka";"Adam Sylwester";KOŚMIDER;"KOMITET WYBORCZY WYBORCÓW STOWARZYSZENIE PRZYJACIÓŁ CZAPLINKA";DKS-6043-38/18;"Komitet wyborczy wyborców";Wyższe;68;M;320301;"gm. Czaplinek";Czaplinek;;
286201;"m. Olsztyn";"m. Olsztyn";"Prezydent Olsztyna";Tomasz;PITURA;"KOMITET WYBORCZY WYBORCÓW ,,OLSZTYN KOCHAM""";DOL-6043-3/18;"Komitet wyborczy wyborców";wyższe;45;M;286201;"m. Olsztyn";Olsztyn;;
041405;"gm. Lniano";świecki;"Wójt Gminy Lniano";Leon;ŻERO;"KOMITET WYBORCZY WYBORCÓW SOLIDARNA GMINA";DBD-6043-182/18;"Komitet wyborczy wyborców";"Wyższe humanistyczne";71;M;041405;"gm. Lniano";Ostrowite;;
041906;"gm. Żnin";żniński;"Burmistrz Żnina";"Robert Antoni";SZAFRAŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;44;M;041906;"gm. Żnin";Żnin;"Prawo i Sprawiedliwość";
121406;"gm. Radziemice";proszowicki;"Wójt Gminy Radziemice";"Marek Marcin";SŁOWIŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;45;M;121406;"gm. Radziemice";Przemęczanki;"Polskie Stronnictwo Ludowe";
260504;"gm. Radoszyce";konecki;"Burmistrz Miasta i Gminy Radoszyce";Grzegorz;LASKOWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;58;M;260504;"gm. Radoszyce";Górniki;"Polskie Stronnictwo Ludowe";
201109;"gm. Suchowola";sokólski;"Burmistrz Suchowoli";Wiesław;BRUZGO;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Podstawowe;46;M;201109;"gm. Suchowola";Suchowola;"Prawo i Sprawiedliwość";
200602;"gm. Grabowo";kolneński;"Wójt Gminy Grabowo";Andrzej;PIĘTKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;55;M;200602;"gm. Grabowo";Grabowo;"Prawo i Sprawiedliwość";
061602;"gm. Kłoczew";rycki;"Wójt Gminy Kłoczew";"Zenon Mirosław";STEFANOWSKI;"KOMITET WYBORCZY WYBORCÓW ZENONA STEFANOWSKIEGO";DLB-6043-192/18;"Komitet wyborczy wyborców";wyższe;48;M;061602;"gm. Kłoczew";"Wola Zadybska";;
142105;"gm. Nadarzyn";pruszkowski;"Wójt Gminy Nadarzyn";"Dariusz Jarosław";ZWOLIŃSKI;"KOMITET WYBORCZY WYBORCÓW DARIUSZA ZWOLIŃSKIEGO";DWW-6043-124/18;"Komitet wyborczy wyborców";Wyższe;51;M;142105;"gm. Nadarzyn";"Wola Krakowiańska";;
302303;"gm. Orchowo";słupecki;"Wójt Gminy Orchowo";"Teodor Włodzimierz";PRYKA;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY ORCHOWO";DKN-6043-91/18;"Komitet wyborczy wyborców";Wyższe;60;M;302303;"gm. Orchowo";Bielsko;;
302804;"gm. Mieścisko";wągrowiecki;"Wójt Gminy Mieścisko";Piotr;PRZYŁUCKI;"KOMITET WYBORCZY WYBORCÓW - PIOTR PRZYŁUCKI";DPL-6043-51/18;"Komitet wyborczy wyborców";wyższe;44;M;302804;"gm. Mieścisko";Mieścisko;;
240301;"m. Cieszyn";cieszyński;"Burmistrz Miasta Cieszyna";"Krzysztof Tomasz";HEROK;"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA HEROKA - POROZUMIENIE SAMORZĄDOWE";DBB-6043-131/18;"Komitet wyborczy wyborców";wyższe;45;M;240301;"m. Cieszyn";Cieszyn;;
061701;"m. Świdnik";świdnicki;"Burmistrz Miasta Świdnik";Mariusz;WILK;"KOMITET WYBORCZY WYBORCÓW ŚWIDNIK WSPÓLNA SPRAWA";DLB-6043-1/18;"Komitet wyborczy wyborców";Wyższe;44;M;061701;"m. Świdnik";Świdnik;;
280502;"gm. Ełk";ełcki;"Wójt Gminy Ełk";Tomasz;OSEWSKI;"KOMITET WYBORCZY WYBORCÓW TOMASZA OSEWSKIEGO";DOL-6043-165/18;"Komitet wyborczy wyborców";wyższe;41;M;280501;"m. Ełk";Ełk;"Porozumienie Jarosława Gowina";
321305;"gm. Postomino";sławieński;"Wójt Gminy Postomino";Janusz;BOJKOWSKI;"KOMITET WYBORCZY WYBORCÓW JANUSZA BOJKOWSKIEGO";DKS-6043-77/18;"Komitet wyborczy wyborców";wyższe;43;M;321305;"gm. Postomino";Jezierzany;;
020802;"m. Kłodzko";kłodzki;"Burmistrz Miasta Kłodzka";"Tomasz Karol";KAROLCZAK;"KOMITET WYBORCZY WYBORCÓW TOMASZA KAROLCZAKA";DWB-6043-151/18;"Komitet wyborczy wyborców";średnie;49;M;020802;"m. Kłodzko";Kłodzko;;
020202;"m. Dzierżoniów";dzierżoniowski;"Burmistrz Dzierżoniowa";"Paweł Maciej";KOWALSKI;"KOMITET WYBORCZY OBYWATELSKI BLOK SAMORZĄDOWY";DWB-6042-1/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;46;M;020202;"m. Dzierżoniów";Dzierżoniów;;
120607;"gm. Liszki";krakowski;"Wójt Gminy Liszki";"Mariusz Arkadiusz";PILIS;"KOMITET WYBORCZY WYBORCÓW GMINA LISZKI";DKR-6043-174/18;"Komitet wyborczy wyborców";Średnie;51;M;120607;"gm. Liszki";Kaszów;;
101401;"m. Sieradz";sieradzki;"Prezydent Miasta Sieradza";Jan;PAWLACZYK;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";"średnie techniczne";63;M;101401;"m. Sieradz";Sieradz;;
220201;"m. Chojnice";chojnicki;"Burmistrz Miasta Chojnice";"Arseniusz Jerzy";FINSTER;"KOMITET WYBORCZY WYBORCÓW ARSENIUSZA FINSTERA";DSŁ-6043-134/18;"Komitet wyborczy wyborców";wyższe;54;M;220201;"m. Chojnice";Chojnice;;
022104;"gm. Czarny Bór";wałbrzyski;"Wójt Gminy Czarny Bór";Stanisław;JANOR;"KOMITET WYBORCZY WYBORCÓW ""RAZEM DLA GMINY""";DWB-6043-136/18;"Komitet wyborczy wyborców";zawodowe;59;M;022104;"gm. Czarny Bór";Borówno;PSL;
141902;"gm. Bodzanów";płocki;"Wójt Gminy Bodzanów";"Jerzy Maciej";STANISZEWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";"Wyższe techniczne";64;M;141902;"gm. Bodzanów";"Karwowo Duchowne";PSL;
261004;"gm. Skarżysko Kościelne";skarżyski;"Wójt Gminy Skarżysko Kościelne";"Stanisław Piotr";CZUBAK;"KOMITET WYBORCZY WYBORCÓW STANISŁAWA CZUBAKA - PRAWORZĄDNOŚĆ I GOSPODARNOŚĆ";DKC-6043-186/18;"Komitet wyborczy wyborców";Wyższe;57;M;261004;"gm. Skarżysko Kościelne";"Kierz Niedźwiedzi";;
041811;"gm. Lubień Kujawski";włocławski;"Burmistrz Lubienia Kujawskiego";Marek;WILIŃSKI;"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE MIASTA I GMINY LUBIEŃ KUJAWSKI";DWŁ-6043-35/18;"Komitet wyborczy wyborców";wyższe;36;M;041811;"gm. Lubień Kujawski";Błędowo;;
200506;"gm. Hajnówka";hajnowski;"Wójt Gminy Hajnówka";Wiktor;GRYGORUK;"KOMITET WYBORCZY WYBORCÓW NASZ POWIAT HAJNÓWKA";DBŁ-6043-113/18;"Komitet wyborczy wyborców";Wyższe;54;M;200506;"gm. Hajnówka";"Dubicze Osoczne";;
200804;"gm. Knyszyn";moniecki;"Burmistrz Knyszyna";"Jarosław Antoni";CHMIELEWSKI;"KOMITET WYBORCZY WYBORCÓW ROZWÓJ I UCZCIWOŚĆ";DBŁ-6043-43/18;"Komitet wyborczy wyborców";wyższe;61;M;200804;"gm. Knyszyn";Knyszyn;;
320706;"gm. Wolin";kamieński;"Burmistrz Gminy Wolin";"Marek Grzegorz";MATYS;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;57;M;320706;"gm. Wolin";Wolin;"Polskie Stronnictwo Ludowe";
062009;"gm. Sitno";zamojski;"Wójt Gminy Sitno";Tomasz;BIŁANT;"KOMITET WYBORCZY WYBORCÓW SITNO TO MY";DZM-6043-8/18;"Komitet wyborczy wyborców";Wyższe;40;M;062009;"gm. Sitno";Stabrów;;
281508;"gm. Morąg";ostródzki;"Burmistrz Morąga";Tomasz;ORŁOWSKI;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA MIESZKAŃCÓW";DEL-6043-116/18;"Komitet wyborczy wyborców";wyższe;32;M;281508;"gm. Morąg";Morąg;;
220706;"gm. Sadlinki";kwidzyński;"Wójt Gminy Sadlinki";"Sławomir Karol";ROGALA;"KOMITET WYBORCZY WYBORCÓW DZIAŁAJMY RAZEM";DGD-6043-53/18;"Komitet wyborczy wyborców";Wyższe;42;M;220706;"gm. Sadlinki";Sadlinki;;
141704;"gm. Karczew";otwocki;"Burmistrz Karczewa";"Mariusz Szymon";OKOŃSKI;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA OBYWATELSKA MIASTA I GMINY KARCZEW";DWW-6043-135/18;"Komitet wyborczy wyborców";wyższe;44;M;141704;"gm. Karczew";Karczew;;
180606;"gm. Dzikowiec";kolbuszowski;"Wójt Gminy Dzikowiec";Józef;TĘCZA;"KOMITET WYBORCZY WYBORCÓW GMINA DZIKOWIEC-WSPÓLNYM DOBREM";DTG-6043-39/18;"Komitet wyborczy wyborców";wyższe;54;M;180606;"gm. Dzikowiec";"Nowy Dzikowiec";;
100101;"m. Bełchatów";bełchatowski;"Prezydent Miasta Bełchatowa";"Patryk Piotr";MARJAN;"KOMITET WYBORCZY WYBORCÓW NOWE POKOLENIE";DPT-6043-2/18;"Komitet wyborczy wyborców";wyższe;27;M;100101;"m. Bełchatów";Bełchatów;"Partia Wolność";
080504;"gm. Rzepin";słubicki;"Burmistrz Rzepina";"Sławomir Franciszek";DUDZIS;"KOMITET WYBORCZY WYBORCÓW SŁAWOMIRA DUDZISA";DGW-6043-101/18;"Komitet wyborczy wyborców";wyższe;50;M;080504;"gm. Rzepin";Drzeńsko;"Prawo i Sprawiedliwość";
220901;"m. Malbork";malborski;"Burmistrz Miasta Malborka";"Arkadiusz Władysław";MROCZKOWSKI;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";Średnie;65;M;220901;"m. Malbork";Malbork;"Platforma Obywatelska Rzeczypospolitej Polskiej";
121614;"gm. Zakliczyn";tarnowski;"Burmistrz Miasta i Gminy Zakliczyn";"Dawid Przemysław";CHROBAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"wyższe prawnicze";37;M;121614;"gm. Zakliczyn";Roztoka;"Prawo i Sprawiedliwość";
021302;"gm. Krośnice";milicki;"Wójt Gminy Krośnice";"Mirosław Stanisław";DROBINA;"KOMITET WYBORCZY WYBORCÓW MIROSŁAWA DROBINY";DWR-6043-92/18;"Komitet wyborczy wyborców";wyższe;61;M;021302;"gm. Krośnice";Krośnice;;
321003;"gm. Dębno";myśliborski;"Burmistrz Gminy Dębno";"Andrzej Adam";WITKOWSKI;"KOMITET WYBORCZY WYBORCÓW WOLNOŚĆ I NADZIEJA OBYWATELI";DSZ-6043-123/18;"Komitet wyborczy wyborców";średnie;38;M;321003;"gm. Dębno";Dębno;;
281003;"gm. Mrągowo";mrągowski;"Wójt Gminy Mrągowo";"Jerzy Wiesław";KRASIŃSKI;"KOMITET WYBORCZY WYBORCÓW J.KRASIŃSKIEGO";DOL-6043-143/18;"Komitet wyborczy wyborców";wyższe;61;M;281003;"gm. Mrągowo";Boże;;
061703;"gm. Piaski";świdnicki;"Burmistrz Piask";Ewa;SZAŁACHWIEJ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;38;K;060601;"m. Krasnystaw";Krasnystaw;;
121809;"gm. Wadowice";wadowicki;"Burmistrz Wadowic";"Michał Janusz";SKORECKI;"KOMITET WYBORCZY WYBORCÓW „POWIAT WADOWICKI”";DKR-6043-185/18;"Komitet wyborczy wyborców";wyższe;35;M;121809;"gm. Wadowice";Wadowice;;
046401;"m. Włocławek";"m. Włocławek";"Prezydent Miasta Włocławek";Dariusz;WESOŁOWSKI;"KOMITET WYBORCZY WYBORCÓW WŁOCŁAWIANIE";DWŁ-6043-2/18;"Komitet wyborczy wyborców";wyższe;60;M;046401;"m. Włocławek";Włocławek;;
