Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
121406;"gm. Radziemice";proszowicki;"Wójt Gminy Radziemice";"Tomasz Krzysztof";WILK;"KOMITET WYBORCZY WOLNI I SOLIDARNI";ZPOW-6040-16/18;"Komitet wyborczy partii politycznej";Wyższe;47;M;121406;"gm. Radziemice";Błogocice;;
261206;"gm. Rytwiany";staszowski;"Wójt Gminy Rytwiany";Joanna;WASILCZUK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;44;K;261206;"gm. Rytwiany";Ruda;"Polskie Stronnictwo Ludowe";
201309;"gm. Szepietowo";wysokomazowiecki;"Burmistrz Szepietowa";Piotr;PAPROCKI;"KOMITET WYBORCZY WYBORCÓW ZIEMI SZEPIETOWSKIEJ";DŁM-6043-18/18;"Komitet wyborczy wyborców";wyższe;41;M;201309;"gm. Szepietowo";Szepietowo-Wawrzyńce;"Prawo i Sprawiedliwość";
120101;"m. Bochnia";bocheński;"Burmistrz Miasta Bochnia";"Artur Andrzej";GONDEK;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";średnie;25;M;120101;"m. Bochnia";Bochnia;KORWiN;
200201;"gm. Choroszcz";białostocki;"Burmistrz Choroszczy";Marek;TYWOŃCZUK;"KOMITET WYBORCZY WYBORCÓW MAREK TYWOŃCZUK CHOROSZCZ W DZIAŁANIU";DBŁ-6043-32/18;"Komitet wyborczy wyborców";wyższe;43;M;200201;"gm. Choroszcz";Choroszcz;;
121611;"gm. Wierzchosławice";tarnowski;"Wójt Gminy Wierzchosławice";Zbigniew;DRĄG;"KOMITET WYBORCZY WYBORCÓW GOSPODARNA GMINA";DTA-6043-43/18;"Komitet wyborczy wyborców";wyższe;45;M;121611;"gm. Wierzchosławice";Wierzchosławice;PiS;
100201;"m. Kutno";kutnowski;"Prezydent Miasta Kutno";Ewa;RZYMKOWSKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;30;K;100201;"m. Kutno";Kutno;PiS;
140304;"gm. Garwolin";garwoliński;"Wójt Gminy Garwolin";Marcin;KOŁODZIEJCZYK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;39;M;140304;"gm. Garwolin";"Wola Rębkowska";"Prawo i Sprawiedliwość";
060606;"gm. Kraśniczyn";krasnostawski;"Wójt Gminy Kraśniczyn";"Monika Agnieszka";GRZESIUK;"KOMITET WYBORCZY WYBORCÓW MONIKA GRZESIUK";DCH-6043-11/18;"Komitet wyborczy wyborców";wyższe;44;K;060606;"gm. Kraśniczyn";Kraśniczyn;;
301003;"gm. Kazimierz Biskupi";koniński;"Wójt Gminy Kazimierz Biskupi";Grzegorz;MACIEJEWSKI;"KOMITET WYBORCZY WYBORCÓW GRZEGORZA MACIEJEWSKIEGO";DKN-6043-93/18;"Komitet wyborczy wyborców";wyższe;47;M;301003;"gm. Kazimierz Biskupi";"Kazimierz Biskupi";;
302109;"gm. Kórnik";poznański;"Burmistrz Miasta i Gminy Kórnik";"Magdalena Anna";KOSAKOWSKA;"KOMITET WYBORCZY WYBORCÓW MAGDALENY KOSAKOWSKIEJ MY KÓRNICZANIE";DPZ-6043-71/18;"Komitet wyborczy wyborców";średnie;46;K;302109;"gm. Kórnik";Kamionki;Nowoczesna;
120301;"gm. Alwernia";chrzanowski;"Burmistrz Gminy Alwernia";"Beata Janina";NADZIEJA-SZPILA;"KOMITET WYBORCZY WYBORCÓW „NADZIEJA GMINY ALWERNIA”";DKR-6043-33/18;"Komitet wyborczy wyborców";wyższe;50;K;120301;"gm. Alwernia";Regulice;;
121505;"gm. Jordanów";suski;"Wójt Gminy Jordanów";Edward;KOWALCZE;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY JORDANÓW";DNS-6043-143/18;"Komitet wyborczy wyborców";Wyższe;54;M;121505;"gm. Jordanów";Łętownia;;
120101;"m. Bochnia";bocheński;"Burmistrz Miasta Bochnia";"Krzysztof Piotr";KOKOSZKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;49;M;120101;"m. Bochnia";Bochnia;;
066301;"m. Lublin";"m. Lublin";"Prezydent Miasta Lublin";"Magdalena Anna";DŁUGOSZ;"KOMITET WYBORCZY WYBORCÓW MIASTO DLA LUDZI-LUBELSKI RUCH MIEJSKI";DLB-6043-211/18;"Komitet wyborczy wyborców";wyższe;37;K;066301;"m. Lublin";Lublin;;
041005;"gm. Szubin";nakielski;"Burmistrz Szubina";"Wioletta Katarzyna";BORYS-STACHOWIAK;"KOMITET WYBORCZY SZUBIŃSKA INICJATYWA SAMORZĄDOWA";DBD-6042-8/18;"Komitet wyborczy organizacji i stowarzyszeń";Wyższe;45;K;041005;"gm. Szubin";"Samoklęski Duże";;
180409;"gm. Rokietnica";jarosławski;"Wójt Gminy Rokietnica";ADAM;DYL;"KOMITET WYBORCZY WYBORCÓW ROKIETNICA - WYGRAJMY RAZEM";DPR-6043-111/18;"Komitet wyborczy wyborców";WYŻSZE;60;M;180409;"gm. Rokietnica";ROKIETNICA;;
020301;"m. Głogów";głogowski;"Prezydent Miasta Głogowa";"Przemysław Maciej";BOŻEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;41;M;020303;"gm. Jerzmanowa";Jaczów;;
121006;"gm. Korzenna";nowosądecki;"Wójt Gminy Korzenna";"Wojciech Mateusz";WIDEŁ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;35;M;126201;"m. Nowy Sącz";"Nowy Sącz";"Prawo i Sprawiedliwość";
022301;"gm. Czernica";wrocławski;"Wójt Gminy Czernica";Jan;DUDA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;M;022301;"gm. Czernica";Ratowice;"Prawo i Sprawiedliwość";
021602;"gm. Gaworzyce";polkowicki;"Wójt Gminy Gaworzyce";"Paweł Łukasz";KIWACKI;"KOMITET WYBORCZY NASZA GMINA GAWORZYCE";DLG-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;38;M;021602;"gm. Gaworzyce";Gaworzyce;;
142102;"m. Pruszków";pruszkowski;"Prezydent Miasta Pruszków";"Piotr Adam";BĄK;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;38;M;142102;"m. Pruszków";Pruszków;"Platforma Obywatelska RP";
260411;"gm. Mniów";kielecki;"Wójt Gminy Mniów";"Piotr Jakub";WILCZAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"wyższe magisterskie";44;M;260411;"gm. Mniów";Mniów;"Prawo i Sprawiedliwość";
120301;"gm. Alwernia";chrzanowski;"Burmistrz Gminy Alwernia";Tomasz;SIEMEK;"KOMITET WYBORCZY WYBORCÓW TOMASZA SIEMKA GMINA RAZEM";DKR-6043-169/18;"Komitet wyborczy wyborców";średnie;39;M;120301;"gm. Alwernia";Alwernia;;
142703;"gm. Mochowo";sierpecki;"Wójt Gminy Mochowo";Zbigniew;TOMASZEWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";"wyższe techniczne";39;M;142703;"gm. Mochowo";"Bożewo Nowe";"Polskie Stronnictwo Ludowe";
086101;"m. Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Prezydent Miasta Gorzowa Wielkopolskiego";"Ryszard Jan";KNEĆ;"KOMITET WYBORCZY WYBORCÓW FANI GORZOWA";DGW-6043-118/18;"Komitet wyborczy wyborców";wyższe;56;M;086101;"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";;
321803;"gm. Radowo Małe";łobeski;"Wójt Gminy Radowo Małe";"Wiesław Czesław";LORENT;"KOMITET WYBORCZY WYBORCÓW PRZYJAŹŃ I WSPÓŁPRACA";DSZ-6043-18/18;"Komitet wyborczy wyborców";Wyźsze;53;M;321803;"gm. Radowo Małe";"Radowo Małe";;
280409;"gm. Tolkmicko";elbląski;"Burmistrz Tolkmicka";"Mariusz Adam";SZEMPLIŃSKI;"KOMITET WYBORCZY WYBORCÓW MARIUSZA SZEMPLIŃSKIEGO";DEL-6043-184/18;"Komitet wyborczy wyborców";średnie;43;M;280409;"gm. Tolkmicko";Tolkmicko;;
040303;"gm. Dobrcz";bydgoski;"Wójt Gminy Dobrcz";"Rafał Daniel";WYSOCKI;"KOMITET WYBORCZY WYBORCÓW GMINA DOBRCZ JEDNOŚCIĄ";DBD-6043-74/18;"Komitet wyborczy wyborców";Wyższe;39;M;040303;"gm. Dobrcz";Dobrcz;;
041203;"gm. Rogowo";rypiński;"Wójt Gminy Rogowo";Zbigniew;ZGÓRZYŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;46;M;041203;"gm. Rogowo";"Stary Kobrzyniec";PSL;
321803;"gm. Radowo Małe";łobeski;"Wójt Gminy Radowo Małe";Mariusz;SIRA;"KOMITET WYBORCZY WYBORCÓW DZIAŁAJMY RAZEM";DSZ-6043-115/18;"Komitet wyborczy wyborców";Wyźsze;31;M;321803;"gm. Radowo Małe";"Radowo Wielkie";;
261305;"gm. Secemin";włoszczowski;"Wójt Gminy Secemin";"Tadeusz Jan";PIEKARSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;64;M;261305;"gm. Secemin";Secemin;"Polskie Stronnictwo Ludowe";
221107;"gm. Puck";pucki;"Wójt Gminy Puck";Małgorzata;GOJKE;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"średnie ekonomiczne";33;K;221107;"gm. Puck";Sławutowo;"Prawo i Sprawiedliwość";
221306;"gm. Lubichowo";starogardzki;"Wójt Gminy Lubichowo";Zbigniew;SPRENGEL;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;63;M;221306;"gm. Lubichowo";"Osowo Leśne";"Prawo i Sprawiedliwość";
121109;"gm. Nowy Targ";nowotarski;"Wójt Gminy Nowy Targ";"Jan Piotr";SMARDUCH;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNOŚĆ WIEJSKA";DNS-6043-117/18;"Komitet wyborczy wyborców";wyższe;61;M;121109;"gm. Nowy Targ";Łopuszna;;
100702;"gm. Drzewica";opoczyński;"Burmistrz Gminy i Miasta w Drzewicy";"Ziemowit Maciej";JACIUBEK;"KOMITET WYBORCZY WYBORCÓW DRZEWICKA WSPÓLNOTA SAMORZĄDOWA";DSK-6043-84/18;"Komitet wyborczy wyborców";średnie;43;M;100702;"gm. Drzewica";Drzewica;;
120102;"gm. Bochnia";bocheński;"Wójt Gminy Bochnia";"Jacek Maciej";SALAMON;"KOMITET WYBORCZY WYBORCÓW CHCEMY DOBREGO GOSPODARZA";DTA-6043-112/18;"Komitet wyborczy wyborców";Wyższe;53;M;120102;"gm. Bochnia";Proszówki;;
143403;"m. Ząbki";wołomiński;"Burmistrz Miasta Ząbki";"Edyta Teresa";KALATA;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";"wyższe humanistyczne i ekonomiczne";47;K;143403;"m. Ząbki";Ząbki;;
320806;"gm. Siemyśl";kołobrzeski;"Wójt Gminy Siemyśl";"Jolanta Zofia";ROSZAK;"KOMITET WYBORCZY WYBORCÓW LEPSZA GMINA";DKS-6043-109/18;"Komitet wyborczy wyborców";Wyższe;56;K;320806;"gm. Siemyśl";Charzyno;;
321803;"gm. Radowo Małe";łobeski;"Wójt Gminy Radowo Małe";Edyta;PODGÓRSKA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyźsze;43;K;321803;"gm. Radowo Małe";Orle;PSL;
060605;"gm. Krasnystaw";krasnostawski;"Wójt Gminy Krasnystaw";Agnieszka;CHWASZCZ;"KOMITET WYBORCZY WYBORCÓW AGNIESZKI CHWASZCZ";DCH-6043-49/18;"Komitet wyborczy wyborców";Wyższe;44;K;060605;"gm. Krasnystaw";"Małochwiej Mały";SLD;
180307;"gm. Żyraków";dębicki;"Wójt Gminy Żyraków";"Marek Stanisław";RĄCZKA;"KOMITET WYBORCZY WYBORCÓW GMINA ŻYRAKÓW 2018";DRZ-6043-19/18;"Komitet wyborczy wyborców";wyższe;57;M;180307;"gm. Żyraków";Bobrowa;PSL;
161107;"gm. Zawadzkie";strzelecki;"Burmistrz Zawadzkiego";"Przemysław Szymon";DZIEMBALA;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";średnie;30;M;161107;"gm. Zawadzkie";Zawadzkie;;
120606;"gm. Krzeszowice";krakowski;"Burmistrz Gminy Krzeszowice";"Andrzej Jerzy";OSINIAK;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;62;M;120606;"gm. Krzeszowice";Sanka;"Platforma Obywatelska Rzeczypospolitej Polskiej";
120610;"gm. Skała";krakowski;"Burmistrz Miasta i Gminy Skała";"Krzysztof Jakub";WÓJTOWICZ;"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA WÓJTOWICZA";DKR-6043-10/18;"Komitet wyborczy wyborców";Wyższe;37;M;120610;"gm. Skała";Zamłynie;;
121508;"gm. Zawoja";suski;"Wójt Gminy Zawoja";"Michał Grzegorz";BARTYZEL;"KOMITET WYBORCZY WYBORCÓW TWOJA ZAWOJA";DNS-6043-170/18;"Komitet wyborczy wyborców";średnie;37;M;121508;"gm. Zawoja";Zawoja;;
041809;"gm. Kowal";włocławski;"Wójt Gminy Kowal";Stanisław;ADAMCZYK;"KOMITET WYBORCZY WYBORCÓW „NASZA GMINA KOWAL”";DWŁ-6043-110/18;"Komitet wyborczy wyborców";wyższe;64;M;041809;"gm. Kowal";Dziardonice;;
101804;"gm. Lututów";wieruszowski;"Wójt Gminy Lututów";"Tomasz Paweł";TERELAK;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";średnie;44;M;101804;"gm. Lututów";"Kolonia Dobrosław";;
143702;"gm. Kuczbork-Osada";żuromiński;"Wójt Gminy Kuczbork - Osada";Beata;RAŹNIAK;"KOMITET WYBORCZY WYBORCÓW GMINA WSPÓLNYM DOBREM";DCI-6043-58/18;"Komitet wyborczy wyborców";wyższe;41;K;143702;"gm. Kuczbork-Osada";Zielona;"Prawo i Sprawiedliwość";
040305;"gm. Nowa Wieś Wielka";bydgoski;"Wójt Gminy Nowa Wieś Wielka";"Waldemar Wojciech";OWCZARZAK;"KOMITET WYBORCZY WYBORCÓW „NIEZALEŻNI RADNI”";DBD-6043-64/18;"Komitet wyborczy wyborców";Wyższe;68;M;040305;"gm. Nowa Wieś Wielka";Brzoza;;
246301;"m. Chorzów";"m. Chorzów";"Prezydent Miasta Chorzów";"Jerzy Adam";BOGACKI;"KOMITET WYBORCZY WYBORCÓW JERZY BOGACKI";DKT-6043-34/18;"Komitet wyborczy wyborców";"średnie techniczne";61;M;246301;"m. Chorzów";Chorzów;"Ślonzoki Razem";
021004;"gm. Lubań";lubański;"Wójt Gminy Lubań";Aneta;USYK;"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GOSPODARNA GMINA";DJG-6043-43/18;"Komitet wyborczy wyborców";wyższe;40;K;021004;"gm. Lubań";"Radostów Dolny";;
143304;"gm. Liw";węgrowski;"Wójt Gminy Liw";Arkadiusz;SITEK;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA DROGA WWE 2018";DSD-6043-15/18;"Komitet wyborczy wyborców";wyższe;42;M;143301;"m. Węgrów";Węgrów;;
040803;"gm. Chrostkowo";lipnowski;"Wójt Gminy Chrostkowo";Mariusz;WŁODARCZYK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;38;M;040805;"gm. Kikół";Lubin;"Polskie Stronnictwo Ludowe";
140506;"gm. Żabia Wola";grodziski;"Wójt Gminy Żabia Wola";Piotr;RYBKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;37;M;140506;"gm. Żabia Wola";Żelechów;"Prawo i Sprawiedliwość";
041903;"gm. Janowiec Wielkopolski";żniński;"Burmistrz Janowca Wielkopolskiego";"Zbigniew Władysław";MAGDA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;61;M;041903;"gm. Janowiec Wielkopolski";"Sarbinowo Drugie";"Prawo i Sprawiedliwość";
142003;"gm. Baboszewo";płoński;"Wójt Gminy Baboszewo";"Wiesław Andrzej";PRZEDPEŁSKI;"KOMITET WYBORCZY WYBORCÓW WIESŁAWA PRZEDPEŁSKIEGO";DCI-6043-108/18;"Komitet wyborczy wyborców";wyższe;60;M;142003;"gm. Baboszewo";Baboszewo;;
181609;"gm. Krasne";rzeszowski;"Wójt Gminy Krasne";"Wilhelm Andrzej";WOŹNIAK;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY";DRZ-6043-5/18;"Komitet wyborczy wyborców";wyższe;57;M;181609;"gm. Krasne";Krasne;;
100102;"gm. Bełchatów";bełchatowski;"Wójt Gminy Bełchatów";"Mirosław Wojciech";TATARUDA;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA-NASZ DOM";DPT-6043-18/18;"Komitet wyborczy wyborców";wyższe;45;M;100102;"gm. Bełchatów";Mazury;;
140505;"gm. Jaktorów";grodziski;"Wójt Gminy Jaktorów";Adam;BANASZEK;"KOMITET WYBORCZY WYBORCÓW UCZCIWI I BEZPARTYJNI";DWW-6043-83/18;"Komitet wyborczy wyborców";wyższe;45;M;140505;"gm. Jaktorów";Chylice-Kolonia;;
040705;"gm. Janikowo";inowrocławski;"Burmistrz Gminy i Miasta Janikowo";"Andrzej Jan";BRZEZIŃSKI;"KOMITET WYBORCZY WYBORCÓW TWOJA RADA";DBD-6043-26/18;"Komitet wyborczy wyborców";wyższe;62;M;040705;"gm. Janikowo";Broniewice;;
200806;"gm. Mońki";moniecki;"Burmistrz Moniek";"Michał Julian";KUBAS;"KOMITET WYBORCZY WYBORCÓW MOŻNA UCZCIWIE - POROZUMIENIE SAMORZĄDOWE";DBŁ-6043-33/18;"Komitet wyborczy wyborców";wyższe;40;M;200806;"gm. Mońki";Oliszki;"Platforma Obywatelska Rzeczypospolitej Polskiej";
302402;"gm. Duszniki";szamotulski;"Wójt Gminy Duszniki";"Roman Stanisław";BOGUŚ;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA - NASZ DOM";DPZ-6043-2/18;"Komitet wyborczy wyborców";wyższe;49;M;302402;"gm. Duszniki";Duszniki;;
060908;"gm. Konopnica";lubelski;"Wójt Gminy Konopnica";"Grzegorz Marcin";WIŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;48;M;060908;"gm. Konopnica";Konopnica;;
100104;"gm. Kleszczów";bełchatowski;"Wójt Gminy Kleszczów";"Henryk Andrzej";MICHAŁEK;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA KLESZCZÓW";DPT-6043-108/18;"Komitet wyborczy wyborców";średnie;58;M;100104;"gm. Kleszczów";Wolica;;
121901;"gm. Biskupice";wielicki;"Wójt Gminy Biskupice";"Artur Piotr";CHMIELA;"KOMITET WYBORCZY WYBORCÓW PRZEWODNICZĄCEGO RADY ARTURA CHMIELI";DKR-6043-82/18;"Komitet wyborczy wyborców";wyższe;37;M;121901;"gm. Biskupice";Przebieczany;;
142805;"gm. Nowa Sucha";sochaczewski;"Wójt Gminy Nowa Sucha";"Emil Piotr";KOWALIK;"KOMITET WYBORCZY WYBORCÓW KOWALIKA EMILA";DPŁ-6043-119/18;"Komitet wyborczy wyborców";zawodowe;40;M;142805;"gm. Nowa Sucha";Orłów;;
142102;"m. Pruszków";pruszkowski;"Prezydent Miasta Pruszków";Konrad;SIPIERA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;33;M;142102;"m. Pruszków";Pruszków;"Prawo i Sprawiedliwość";
302406;"gm. Pniewy";szamotulski;"Burmistrz Gminy Pniewy";Łukasz;JANISZEWSKI;"KOMITET WYBORCZY WYBORCÓW MŁODE PNIEWY";DPZ-6043-43/18;"Komitet wyborczy wyborców";średnie;29;M;302406;"gm. Pniewy";Pniewy;;
200505;"gm. Dubicze Cerkiewne";hajnowski;"Wójt Gminy Dubicze Cerkiewne";Daniel;SKOWORODKO;"KOMITET WYBORCZY WYBORCÓW NOWE DROGI";DBŁ-6043-121/18;"Komitet wyborczy wyborców";wyższe;38;M;200505;"gm. Dubicze Cerkiewne";Grabowiec;;
020204;"m. Piława Górna";dzierżoniowski;"Burmistrz Piławy Górnej";Krzysztof;CHUDYK;"KOMITET WYBORCZY OBYWATELSKI BLOK SAMORZĄDOWY";DWB-6042-1/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;56;M;020204;"m. Piława Górna";"Piława Górna";;
060305;"gm. Dubienka";chełmski;"Wójt Gminy Dubienka";Dariusz;SUŁKOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;57;M;060305;"gm. Dubienka";Siedliszcze;;
040205;"gm. Górzno";brodnicki;"Burmistrz Miasta i Gminy Górzno";"Tomasz Izydor";KINICKI;"KOMITET WYBORCZY WYBORCÓW TOMASZA KINICKIEGO";DTR-6043-105/18;"Komitet wyborczy wyborców";wyższe;53;M;040205;"gm. Górzno";Górzno;PSL;
241603;"gm. Irządze";zawierciański;"Wójt Gminy Irządze";"Jan Piotr";MOLENDA;"KOMITET WYBORCZY WYBORCÓW NOWOCZESNA STABILIZACJA";DKT-6043-85/18;"Komitet wyborczy wyborców";wyższe;54;M;241603;"gm. Irządze";Witów;;
260409;"gm. Masłów";kielecki;"Wójt Gminy Masłów";"Marta Joanna";ŁYSAK;"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA MASŁÓW";DKC-6043-230/18;"Komitet wyborczy wyborców";Wyższe;39;K;260409;"gm. Masłów";"Mąchocice Kapitulne";;
142308;"gm. Wieniawa";przysuski;"Wójt Gminy Wieniawa";Piotr;PORCZYŃSKI;"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA GMINA WIENIAWA";DRD-6043-8/18;"Komitet wyborczy wyborców";średnie;43;M;142308;"gm. Wieniawa";Skrzynno;;
302707;"gm. Tuliszków";turecki;"Burmistrz Gminy i Miasta Tuliszków";Mirosława;PUSZCZ-MAJDA;"KOMITET WYBORCZY WYBORCÓW NOWA PERSPEKTYWA";DKN-6043-217/18;"Komitet wyborczy wyborców";wyższe;43;K;302701;"m. Turek";Turek;;
120906;"gm. Siepraw";myślenicki;"Wójt Gminy Siepraw";"Tadeusz Eugeniusz";PITALA;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNY SIEPRAW";DKR-6043-111/18;"Komitet wyborczy wyborców";Wyższe;60;M;120906;"gm. Siepraw";Siepraw;;
201105;"gm. Kuźnica";sokólski;"Wójt Gminy Kuźnica";Paweł;MIKŁASZ;"KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ GMINY";DSW-6043-25/18;"Komitet wyborczy wyborców";wyższe;55;M;201105;"gm. Kuźnica";Kuźnica;;
021202;"gm. Lubomierz";lwówecki;"Burmistrz Gminy i Miasta Lubomierz";"Sebastian Paweł";CHODOROWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;40;M;021202;"gm. Lubomierz";Popielówek;PSL;
320605;"gm. Mieszkowice";gryfiński;"Burmistrz Mieszkowic";Mirosław;MAZIAR;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE WSPÓŁPRACUJMY";DSZ-6043-33/18;"Komitet wyborczy wyborców";wyższe;40;M;320605;"gm. Mieszkowice";Plany;;
021905;"gm. Marcinowice";świdnicki;"Wójt Gminy Marcinowice";"Jerzy Stanisław";GUZIK;"KOMITET WYBORCZY WYBORCÓW JERZEGO GUZIKA";DWB-6043-37/18;"Komitet wyborczy wyborców";"zawodowe rolnicze";63;M;021905;"gm. Marcinowice";Wirki;PSL;
302402;"gm. Duszniki";szamotulski;"Wójt Gminy Duszniki";"Czesława Irena";WAWRZYNIAK;"KOMITET WYBORCZY WYBORCÓW CZESŁAWA WAWRZYNIAK";DPZ-6043-168/18;"Komitet wyborczy wyborców";wyższe;54;K;302402;"gm. Duszniki";Wierzeja;;
100203;"gm. Dąbrowice";kutnowski;"Wójt Gminy Dąbrowice";"Dorota Maria";DĄBROWSKA;"KOMITET WYBORCZY WYBORCÓW DOROTY DĄBROWSKIEJ";DŁD-6043-115/18;"Komitet wyborczy wyborców";wyższe;41;K;100203;"gm. Dąbrowice";Majdany;;
266101;"m. Kielce";"m. Kielce";"Prezydent Miasta Kielce";"Arkadiusz Cezary";JELONEK;"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY";ZPOW-6043-2/18;"Komitet wyborczy wyborców";Wyższe;54;M;266101;"m. Kielce";Kielce;;
061505;"gm. Komarówka Podlaska";radzyński;"Wójt Gminy Komarówka Podlaska";"Grzegorz Feliks";DOMAŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;47;M;061505;"gm. Komarówka Podlaska";"Przegaliny Małe";"Prawo i Sprawiedliwość";
280101;"m. Bartoszyce";bartoszycki;"Burmistrz Miasta Bartoszyce";"Katarzyna Izabela";BASAK;"KOMITET WYBORCZY WYBORCÓW KATARZYNY BASAK-NASZE MIASTO";DEL-6043-85/18;"Komitet wyborczy wyborców";wyższe;46;K;280101;"m. Bartoszyce";Bartoszyce;;
200705;"gm. Piątnica";łomżyński;"Wójt Gminy Piątnica";Jacek;BIEŃCZYK;"KOMITET WYBORCZY WYBORCÓW ""W SŁUŻBIE MIESZKAŃCOM JACKA BIEŃCZYKA""";DŁM-6043-90/18;"Komitet wyborczy wyborców";"wyższe magisterskie";63;M;200705;"gm. Piątnica";"Piątnica Poduchowna";;
