teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
321603;gm. Połczyn-Zdrój;Burmistrz Połczyna-Zdroju;WITEK Sebastian Stanisław;KWW;53.644749,15.906119 53.900916,16.268219;53.7728325,16.087169;R2;2;48;wyższe;2873;55.91;-1;Tak;34428;344;15417;45;gmw;0;D;R2;321603;NOWAK Barbara;KWW Solidna Gmina;2500;51.57;4175.10;107
321203;gm. Lipiany;Burmistrz Gminy Lipiany;KRÓLIKOWSKI Bartłomiej;KWW;52.970260,14.872638 53.098682,15.067139;53.034471,14.9698885;R1;1;32;wyższe;1888;82.27;-1;Tak;9491;95;5934;63;gmw;0;D;R2;321203;BOGUSZEWSKI Krzysztof Ireneusz;KWW Krzysztofa Boguszewskiego;1215;53.60;3478.26;52
321604;gm. Rąbino;Wójt Gminy Rąbino;KRAWIEC Aneta Elżbieta;KWW;53.786038,15.773729 53.922565,16.080867;53.8543015,15.927298;R1;1;42;Wyższe;817;57.98;-1;Tak;17968;180;3668;20;gw;0;M;R1;321604;MAJEWSKI Krzysztof Bogdan;KWW Zgoda;920;60.89;4140.45;101
321202;gm. Kozielice;Wójt Gminy Kozielice;RYBKOWSKI Piotr;KWW;53.008618,14.721430 53.158728,14.862619;53.083673,14.7920245;R1;1;56;wyższe magisterskie;791;80.14%;196;Tak;9453;95;2540;27;gw;1;D;R2;321202;RYBKOWSKI Piotr;KWW Piotra Rybkowskiego - Przyjazna Gmina;619;51.80;5027.95;42
321401;m. Stargard;PrezM Stargard;ZAJĄC Rafał Marek;KWW;53.255382,14.938993 53.362687,15.084735;53.3090345,15.011864;R1;4;43;wyższe;22483;82.38;-1;Tak;4808;48;68195;1418;gm;0;D;R2;321401;PAJOR Sławomir Leon;KWW Sławomira Pajora i Zofii Ławrynowicz;9177;56.43;4021.87;33
321606;gm. Świdwin;Wójt Gminy Świdwin;LECHOCKI Kazimierz;KWW;53.670914,15.548389 53.859096,15.962323;53.765005,15.755356;R1;1;58;Wyższe;1726;68.98;-1;Tak;24725;247;5951;24;gw;1;M;R1;321606;LECHOCKI Kazimierz;KWW Kazimierza Lechockiego;1226;51.86;4177.09;87
321204;gm. Przelewice;Wójt Gminy Przelewice;MULARCZYK Mieczysław;KWW;53.028398,14.999906 53.193229,15.212196;53.1108135,15.106051;R1;1;56;Wyższe;1250;61.85;-1;Tak;16201;162;5217;32;gw;1;D;R2;321204;MULARCZYK Mieczysław;KWW Mieczysława Mularczyka;1112;51.46;4660.25;51
321402;gm. Chociwel;Burmistrz Gminy Chociwel;SZYMCZAK Stanisław;KWW;53.407514,15.210650 53.548505,15.467049;53.4780095,15.3388495;R1;5;63;średnie;1504;53.33;-1;Tak;16082;161;5868;36;gmw;1;D;R2;321402;SZYMCZAK Stanisław;KWW Samorządowe Forum Chociwelskie;1461;52.74;4096.06;51
321701;m. Wałcz;Burmistrz Miasta Wałcz;ŻEBROWSKI Maciej Grzegorz;PO;53.238534,16.372259 53.306863,16.526663;53.2726985,16.449461;R2;2;34;Wyższe;6441;66.05;-1;Tak;3817;38;25533;669;gm;0;D;R2;321701;TOWALEWSKA Bogusława  Maria;KWW Wspólny Wałcz;4020;51.07;3661.66;126
321206;gm. Warnice;Wójt Gminy Warnice;WERSTAK Alina Bożena;KWW;53.168015,14.861770 53.284768,15.071410;53.2263915,14.96659;R2;2;49;Wyższe;821;53.00;-1;Tak;8614;86;3497;41;gw;0;M;R1;321206;HACKIEWICZ-GĘBSKA Anna Ewelina;KWW Anny Hackiewicz - Gębskiej;1164;67.83;4164.78;35
321405;gm. Ińsko;Burmistrz Ińska;LIWAK Jacek;KWW;53.364685,15.425150 53.506521,15.721691;53.435603,15.5734205;R1;1;51;Wyższe;910;61.49;-1;Tak;15101;151;3414;23;gmw;1;D;R2;321405;LIWAK Jacek;KWW Ińsko XXI;880;54.46;3988.61;67
321702;gm. Człopa;BMiG Człopa;BEKKER Jerzy Maciej;KWW;53.012206,15.962484 53.177384,16.372359;53.094795,16.1674215;R2;1;54;wyższe;1396;54.55;-1;Tak;34905;349;5009;14;gmw;0;D;R2;321702;KMIEĆ ZDZISŁAW;KWW Alternatywa;1247;50.44;4505.43;113
321306;gm. Sławno;Wójt Gminy Sławno;STACHOWIAK Ryszard;KWW;54.231190,16.537563 54.446620,16.865117;54.338905,16.70134;R1;1;47;Wyższe techniczne;2076;61.00;-1;Tak;28439;284;8920;31;gw;1;M;R1;321306;STACHOWIAK Ryszard;KWW Porozumienie Przyjaciół Gminy Sławno;1920;59.06;5071.77;172
321404;gm. Dolice;Wójt Gminy Dolice;BROCHOCKI Grzegorz Adam;KWW;53.081852,15.036773 53.288925,15.367815;53.1853885,15.202294;R1;1;52;wyższe;1462;52.97;-1;Tak;23717;237;7959;34;gw;1;D;R2;321404;BROCHOCKI GRZEGORZ ADAM;KWW Wspólna Droga;1260;62.50;3922.13;50
321704;gm. Tuczno;Burmistrz Tuczna;HARA Krzysztof Zygmunt;KWW;53.140805,15.986194 53.298503,16.284072;53.219654,16.135133;R1;1;44;wyższe;1164;56.86;-1;Tak;24950;250;5007;20;gmw;1;D;R2;321704;HARA Krzysztof Zygmunt;KWW Wspólnie dla Gminy;1211;54.55;4033.56;107
321302;m. Sławno;Burmistrz Miasta Sławno;FRANKENSTEIN Krzysztof Marek;KWW;54.332597,16.619675 54.389776,16.704788;54.3611865,16.6622315;R1;1;45;wyższe;3783;76.67;-1;Tak;1583;16;12590;795;gm;1;M;R1;321302;FRANKENSTEIN Krzysztof Marek;KWW Porozumienie dla Sławna;3115;71.18;3812.79;172
321408;gm. Marianowo;Wójt Gminy Marianowo;ANKUTOWICZ Danuta Maria;KWW;53.314994,15.126720 53.464817,15.353793;53.3899055,15.2402565;R2;1;53;wyższe;799;69.72;-1;Tak;10194;102;3172;31;gw;0;D;R2;321408;RINK Elżbieta Irena;KWW Zgodnie i odpowiedzialnie;738;54.51;4173.24;45
321703;gm. Mirosławiec;Burmistrz Mirosławca;PAWLIK Piotr;KWW;53.270057,15.973124 53.407455,16.350378;53.338756,16.161751;R1;1;43;wyższe;1490;64.81;-1;Tak;20335;203;5494;27;gmw;1;S;R1;321703;PAWLIK Piotr;KWW Piotra Pawlika;1442;100.00;4842.53;106
321301;m. Darłowo;Burmistrz Miasta Darłowo;KLIMOWICZ Arkadiusz Wojciech;KWW;54.404747,16.359092 54.452302,16.462173;54.4285245,16.4106325;R1;1;53;wyższe;4178;77.60;-1;Tak;2021;20;13924;689;gm;1;M;R1;321301;KLIMOWICZ Arkadiusz Wojciech;KWW Arkadiusza Klimowicza;3164;64.64;4739.42;164
321406;gm. Kobylanka;Wójt Gminy Kobylanka;PILECKA JULITA;KWW;53.298601,14.732052 53.436463,14.988957;53.367532,14.8605045;R2;1;53;WYŻSZE;1445;54.76;-1;Tak;12168;122;5390;44;gw;0;D;R2;321406;PRZYSIWEK Mirosław;KWW Kobylanka Dobra Jakość;1214;63.13;4757.53;21
321304;gm. Malechowo;Wójt Gminy Malechowo;NOWAKOWSKI Radosław Artur;KWW;54.188953,16.391451 54.359788,16.730867;54.2743705,16.561159;R2;2;44;Wyższe;1427;52.99;-1;Tak;22646;227;6383;28;gw;1;D;R2;321304;NOWAKOWSKI Radosław Artur;KWW Radosława Nowakowskiego;1436;52.41;5150.90;161
321409;gm. Stara Dąbrowa;Wójt Gminy Stara Dąbrowa;KALMUS-SAMSEL Sylwia Ewa;KWW;53.380669,15.012040 53.496991,15.269954;53.43883,15.140997;R2;1;38;wyższe;969;54.07;-1;Tak;11259;113;3691;33;gw;0;M;R1;321409;WŁODARCZYK Mieczysław;KWW Zielona Gmina;980;58.54;5214.78;38
321303;gm. Darłowo;Wójt Gminy Darłowo;GŁAŻEWSKI Radosław;KWW;54.282800,16.214198 54.513997,16.586772;54.3983985,16.400485;R1;1;43;wyższe;3030;90.58%;315;Tak;26945;269;7987;30;gw;1;M;R1;321303;GŁAŻEWSKI Radosław;KWW Nowa Gmina Darłowo;2693;65.94;7075.21;161
321411;gm. Suchań;Burmistrz Suchania;BODNAR Stanisława;KWW;53.233386,15.187631 53.333131,15.499671;53.2832585,15.343651;R1;1;62;wyższe rolnicze;1131;77.63;-1;Tak;13305;133;4325;33;gmw;1;M;R1;321411;BODNAR Stanisława;KWW Stanisławy Bodnar;1409;76.37;5047.89;54
321305;gm. Postomino;Wójt Gminy Postomino;BOJKOWSKI Janusz;KWW;54.412555,16.472608 54.569555,16.841120;54.491055,16.656864;R1;1;43;wyższe;2115;68.36;-1;Tak;22686;227;6960;31;gw;1;S;R1;321305;BOJKOWSKI Janusz;KWW Janusza Bojkowskiego;2288;100.00;6717.03;180
321506;gm. Szczecinek;Wójt Gminy Szczecinek;JASIONAS Ryszard Andrzej;Komitet wyborczy organizacji i stowarzyszeń;53.561510,16.500678 53.909271,16.892248;53.7353905,16.696463;R2;2;51;wyższe;2037;53.06;-1;Tak;49887;500;9308;19;gw;1;M;R1;321506;JASIONAS Ryszard Andrzej;Komitet Wyborczy Porozumienie Samorządowe Powiatu Szczecineckiego;2032;50.33;4545.26;145
320906;gm. Polanów;Burmistrz Polanowa;LIPSKI Grzegorz Paweł;KWW;53.984184,16.411768 54.242032,16.812649;54.113108,16.6122085;R1;2;58;Wyższe;2463;70.67;-1;Tak;39335;393;8818;22;gmw;1;S;R1;320906;LIPSKI Grzegorz Paweł;KWW Mieszkańcy Gminy Polanów;2605;100.00;4569.18;154
321502;gm. Barwice;Burmistrz Barwic;KIELING Mariusz Krzysztof;Komitet wyborczy organizacji i stowarzyszeń;53.630880,16.197070 53.850380,16.508164;53.74063,16.352617;R2;1;57;wyższe;1923;64.79;-1;Tak;25852;259;8613;33;gmw;0;D;R2;321502;MAKSALON ZENON;Komitet Wyborczy Porozumienie Samorządowe Powiatu Szczecineckiego;1675;50.83;4354.37;123
320908;gm. Świeszyno;Wójt Gminy Świeszyno;KORCZAK Ewa;KWW;54.015923,16.074391 54.179639,16.324552;54.097781,16.1994715;R2;1;57;wyższe;1677;50.57;-1;Tak;13256;133;7125;54;gw;1;D;R2;320908;KORCZAK Ewa;KWW Ewy Korczak;1300;50.52;4498.71;130
321403;gm. Dobrzany;Burmistrz Dobrzan;GIBAS Anna;KWW;53.288162,15.335656 53.422301,15.591143;53.3552315,15.4633995;R1;1;58;wyższe;1085;60.21;-1;Tak;13472;135;4929;37;gmw;1;D;R2;321403;GIBAS Anna;KW-PSL;1026;50.02;4088.97;60
321501;m. Szczecinek;Burmistrz Miasta Szczecinek;RAK Daniel Tomasz;PO;53.660341,16.609374 53.745164,16.779856;53.7027525,16.694615;R2;2;47;wyższe;8584;64.40;-1;Tak;4848;48;40292;831;gm;0;M;R1;321501;HARDIE-DOUGLAS Jerzy;KW-PO;7683;53.14;4110.27;144
321503;gm. Biały Bór;Burmistrz Białego Boru;MIKOŁAJEWSKI Paweł Stanisław;Komitet wyborczy organizacji i stowarzyszeń;53.747095,16.690702 54.004899,16.982053;53.875997,16.8363775;R2;2;41;wyższe;1001;56.27;-1;Tak;26993;270;5303;20;gmw;1;M;R1;321503;MIKOŁAJEWSKI Paweł Stanisław;Komitet Wyborczy Porozumienie Samorządowe Powiatu Szczecineckiego;1601;81.85;4871.39;157
321002;gm. Boleszkowice;Wójt Gminy Boleszkowice;KRZYWICKI Jan;KWW;52.624689,14.436438 52.771609,14.675157;52.698149,14.5557975;R1;2;63;ŚREDNIE;722;56.63;-1;Tak;13049;130;2891;22;gw;1;M;R1;321002;KRZYWICKI Jan;KWW Jesteśmy Razem;836;62.25;5009.50;82
321001;gm. Barlinek;Burmistrz Barlinka;ZIELIŃSKI Dariusz;KWW;52.862844,15.018971 53.085123,15.332635;52.9739835,15.175803;R2;2;52;wyższe;3551;61.31;-1;Tak;25872;259;19449;75;gmw;1;D;R2;321001;ZIELIŃSKI Dariusz;KWW Wspólnie dla Gminy Barlinek;3792;59.35;4498.45;65
321004;gm. Myślibórz;BMiG Myślibórz;SOBOLEWSKI Piotr Jerzy;KWW;52.847984,14.671664 53.062577,15.070605;52.9552805,14.8711345;R2;2;39;wyższe;4168;58.29;-1;Tak;32886;329;20096;61;gmw;1;D;R2;321004;SOBOLEWSKI Piotr Jerzy;KWW S.O.S. dla Ziemi Myśliborskiej;3726;58.53;4018.57;57
321003;gm. Dębno;Burmistrz Gminy Dębno;KULBICKI Grzegorz Stanisław;KWW;52.630960,14.593043 52.892881,14.917822;52.7619205,14.7554325;R2;2;39;Wyższe;4331;77.78;-1;Tak;31843;318;20828;65;gmw;0;D;R2;321003;DOWNAR Piotr Ryszard;KWW Wspólnie Dla Gminy;2911;50.65;4914.15;76
321005;gm. Nowogródek Pomorski;Wójt Gminy Nowogródek Pomorski;MRZYGŁÓD Krzysztof;KWW;52.830581,14.948665 52.978361,15.196137;52.904471,15.072401;R2;1;51;wyższe;764;50.16;-1;Tak;14590;146;3384;23;gw;0;D;R2;321005;PIETRUSZKA Tomasz Antoni;KWW Nasza Gmina;767;51.96;4263.90;68
321102;gm. Kołbaskowo;Wójt Gminy Kołbaskowo;SCHWARZ Małgorzata;KWW;53.274435,14.378472 53.428146,14.586356;53.3512905,14.482414;R1;1;51;wyższe;3451;68.87;-1;Tak;10546;105;12633;120;gw;1;M;R1;321102;SCHWARZ Małgorzata;KWW Klub Przyjaciół Gminy Kołbaskowo;2940;77.12;5278.70;11
321101;gm. Dobra (Szczecińska);Wójt Gminy Dobra;DERA Teresa;KWW;53.401874,14.302605 53.586022,14.482965;53.493948,14.392785;R2;1;62;Wyższe;4559;51.01;-1;Tak;11028;110;22511;204;gw;1;S;R1;321101;DERA Teresa;KWW Teresa Dera;4519;100.00;5355.33;13
320609;gm. Widuchowa;Wójt Gminy Widuchowa;KUSY-KŁOS Anna Katarzyna;KWW;53.012369,14.357842 53.254941,14.570170;53.133655,14.464006;R1;1;45;wyższe;1055;50.50;-1;Tak;20945;210;5494;26;gw;0;D;R2;320609;KUSY - KŁOS Anna Katarzyna;KWW Anny Kusy - Kłos;1134;50.51;3694.76;34
321103;gm. Nowe Warpno;Burmistrz Gminy Nowe Warpno;BURBA Jarosław;KWW;53.627736,14.266823 53.785221,14.528637;53.7064785,14.39773;R1;1;51;wyższe;550;63.95;-1;Tak;19788;198;1644;8;gmw;0;S;R1;321103;KIRAGA Władysław Piotr;KWW Razem z Kiragą;580;100.00;4303.37;32
320805;gm. Rymań;Wójt Gminy Rymań;TERLECKI Mirosław;KWW;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745;R1;1;41;Wyższe;1038;84.60%;189;Tak;14615;146;3983;27;gw;1;M;R1;320805;TERLECKI Mirosław;KWW Mirosława Terleckiego;1246;74.30;4717.56;86
321104;gm. Police;Burmistrz Polic;DIAKUN Władysław;Komitet wyborczy organizacji i stowarzyszeń;53.491148,14.294746 53.711763,14.635973;53.6014555,14.4653595;R1;1;69;średnie;8117;52.40;-1;Tak;25171;252;41545;165;gmw;1;M;R1;321104;DIAKUN Władysław;Komitet Wyborczy Wspólnota Samorządowa Gryf XXI;8999;69.54;4809.69;20
320801;m. Kołobrzeg;PrezM Kołobrzeg;MIECZKOWSKA Anna;KWW;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;R2;1;51;wyższe;8087;51.00;-1;Tak;2567;26;46568;1814;gm;0;D;R2;320801;GROMEK Janusz;KW-PO;8540;51.94;5304.02;107
320802;gm. Dygowo;Wójt Gminy Dygowo;STARCZYK Grzegorz;KWW;54.066447,15.632065 54.173778,15.880526;54.1201125,15.7562955;R1;1;37;Wyższe;1851;89.12%;226;Tak;12852;129;5647;44;gw;0;M;R1;320802;ZAWADZKI MAREK PAWEŁ;KWW Nasza Gmina-Nasz Dom;1289;52.53;5770.61;109
320803;gm. Gościno;Burmistrz  Gościna;SIERADZKI Marian Józef;KWW;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275;R1;1;60;wyższe;1308;70.51;-1;Tak;11600;116;5154;44;gmw;1;S;R1;320803;SIERADZKI Marian Józef;KWW Nasza Wspólnota;1136;100.00;6456.21;98
320804;gm. Kołobrzeg;Wójt Gminy Kołobrzeg;POPIOŁEK Włodzimierz;KWW;54.073456,15.347363 54.184726,15.680641;54.129091,15.514002;R1;1;64;wyższe;3018;69.36;-1;Tak;14403;144;10795;75;gw;1;D;R2;320804;POPIOŁEK Włodzimierz;KWW Gmina Równych Szans;1881;64.57;6047.73;99
320807;gm. Ustronie Morskie;Wójt Gminy Ustronie Morskie;BORKOWSKA Bernadeta Ewa;KWW;54.145285,15.637066 54.227224,15.846011;54.1862545,15.7415385;R1;1;60;Wyższe;1120;57.61;-1;Tak;5698;57;3658;64;gw;0;D;R2;320807;KOŁAKOWSKI Jerzy Stanisław;KWW Sami Swoi;904;54.62;9449.02;114
320806;gm. Siemyśl;Wójt Gminy Siemyśl;DOŁKOWSKI Marek;KWW;53.975968,15.433518 54.111205,15.636034;54.0435865,15.534776;R1;1;54;Średnie;756;58.06;-1;Tak;10731;107;3791;35;gw;1;M;R1;320806;DOŁKOWSKI MAREK;KW-PSL;788;56.81;4379.58;93
320903;gm. Bobolice;Burmistrz Bobolic;BRZOZA Mieczysława Sabina;KWW;53.885400,16.298453 54.079719,16.762342;53.9825595,16.5303975;R1;1;55;wyższe;2281;58.62;-1;Tak;36756;368;9124;25;gmw;1;M;R1;320903;BRZOZA Mieczysława Sabina;KWW Mieczysławy Brzozy;2262;60.37;4559.99;143
320901;gm. Będzino;Wójt Gminy Będzino;JARONIEWSKI Mariusz Stanisław;KWW;54.134741,15.791973 54.258684,16.136812;54.1967125,15.9643925;R2;2;56;wyższe;1555;50.37;-1;Tak;16619;166;8634;52;gw;0;M;R1;320901;BRODA Henryk Stanisław;KW-PSL;1717;65.24;4901.84;125
320902;gm. Biesiekierz;Wójt Gminy Biesiekierz;LEŚNIEWICZ Andrzej Leszek;PSL;54.065529,15.909535 54.202627,16.137457;54.134078,16.023496;R2;1;62;Wyższe;1429;56.28;-1;Tak;11660;117;6829;59;gw;1;M;R1;320902;LEŚNIEWICZ Andrzej Leszek;KW-PSL;1348;52.43;5111.62;123
320907;gm. Sianów;Burmistrz Gminy i Miasta Sianów;BERLICKI Maciej;KWW;54.134594,16.180695 54.334007,16.571337;54.2343005,16.376016;R1;2;46;Wyższe humanistyczne;4363;80.31;-1;Tak;22676;227;13843;61;gmw;1;M;R1;320907;BERLICKI Maciej;KWW Macieja Berlickiego;4297;73.60;4035.15;148
320905;gm. Mielno;Burmistrz Mielna;ROSZAK-PEZAŁA Olga Barbara;KWW;54.227052,15.854696 54.323986,16.242714;54.275519,16.048705;R1;3;53;Wyższe;1215;50.75;-1;Tak;6213;62;4951;80;gmw;1;D;R2;320905;ROSZAK-PEZAŁA Olga Barbara;KWW Wspólnota;1305;54.15;8952.79;135
320904;gm. Manowo;Wójt Gminy Manowo;KŁOSOWSKI Roman Bernard;Komitet wyborczy organizacji i stowarzyszeń;54.027169,16.199297 54.181519,16.480911;54.104344,16.340104;R1;1;68;Średnie;1689;58.44;-1;Tak;18831;187;6945;37;gw;1;M;R1;320904;KŁOSOWSKI Roman Bernard;KWW Manowskie Forum Samorządowe;1583;62.08;3921.15;138
320501;gm. Brojce;Wójt Gminy Brojce;ZINOWIK Michał;KWW;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195;R1;3;32;wyższe humanistyczne;971;59.72;-1;Tak;11797;118;3787;32;gw;0;D;R2;320501;GNOSOWSKI Stanisław;KW-PSL;835;54.93;4789.90;80
320705;gm. Świerzno;Wójt Gminy Świerzno;DROZDOWICZ Radosław Daniel;KWW;53.883863,14.852324 54.047971,15.075728;53.965917,14.964026;R1;2;32;wyższe;1299;67.13;-1;Tak;14013;140;4270;30;gw;0;D;R2;320705;ATRAS Krzysztof Stanisław;KWW Krzysztofa Atrasa;1020;54.49;4479.28;65
320503;gm. Karnice;Wójt Gminy Karnice;PUZDROWSKI Lech Andrzej;Komitet wyborczy organizacji i stowarzyszeń;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975;R1;2;54;wyższe;1245;60.12;-1;Tak;13312;133;4058;30;gw;1;M;R1;320503;PUZDROWSKI Lech Andrzej;Komitet Wyborczy Powiatowego Stowarzyszenia Idziemy Razem;1307;62.12;4774.02;74
320601;gm. Banie;Wójt Gminy Banie;AUGUSTYNIAK Arkadiusz;KWW;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;R2;1;48;wyższe;1232;65.50;-1;Tak;20630;206;6436;31;gw;0;M;R1;320601;SADOWSKA Teresa Halina;KWW Teresy Sadowskiej;1404;73.74;4138.80;38
320502;gm. Gryfice;Burmistrz Gryfic;SZCZYGIEŁ Andrzej Wacław;KWW;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795;R2;2;72;wyższe;5246;64.68;-1;Tak;26130;261;23905;91;gmw;1;D;R2;320502;SZCZYGIEŁ Andrzej Wacław;KWW Ziemia Gryficka;4602;57.00;4475.70;66
320602;gm. Cedynia;Burmistrz Gminy Cedynia;ZARZYCKI Adam Andrzej;KWW;52.790092,14.122930 52.988795,14.318958;52.8894435,14.220944;R1;2;63;wyższe;1099;51.64;-1;Tak;18061;181;4339;24;gmw;0;D;R2;320602;KOTOWICZ Gabriela Barbara;KWW Nasza Gmina Nasz Dom;1266;55.82;4800.94;65
320507;gm. Rewal;Wójt Gminy Rewal;OŚWIĘCIMSKI Konstanty Tomasz;KWW;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;R2;1;54;Wyższe;1044;54.77;-1;Tak;4065;41;3869;95;gw;0;D;R2;320507;SKRABURSKI Robert Marek;Komitet Wyborczy Powiatowego Stowarzyszenia Idziemy Razem;1074;58.66;27152.22;78
320604;gm. Gryfino;BMiG Gryfino;SAWARYN Mieczysław Edward;KWW;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836;R1;3;58;wyższe;6599;51.58;-1;Tak;25390;254;32116;126;gmw;1;D;R2;320604;SAWARYN Mieczysław Edward;KWW Mieczysława Sawaryna;5991;54.75;4397.22;20
320504;gm. Płoty;Burmistrz Płotów;MACKIEWICZ Radosław Wojciech;PSL;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;R2;2;63;wyższe;2147;62.87;-1;Tak;23919;239;8963;37;gmw;0;D;R2;320504;MALIŃSKI Marian Czesław;Komitet Wyborczy Powiatowego Stowarzyszenia Idziemy Razem;2009;50.07;4293.11;65
320403;gm. Maszewo;Burmistrz Gminy Maszewo;PIESIO Paweł Franciszek;KWW;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875;R2;1;46;wyższe;1583;50.08;-1;Tak;21035;210;8777;42;gmw;0;D;R2;320403;FERENSZTAJN Jadwiga Jolanta;KWW Maszewska Inicjatywa Samorządowa;1942;52.60;3943.16;35
320603;gm. Chojna;Burmistrz Gminy Chojna;RAWECKA Barbara;KWW;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123;R2;2;57;Wyższe magisterskie;3239;66.09;-1;Tak;33230;332;13846;42;gmw;0;D;R2;320603;FEDOROWICZ Adam Wojciech;KWW Wspólnota Samorządowa Forum 2014;2561;52.97;3840.80;54
320508;gm. Trzebiatów;Burmistrz Gminy Trzebiatów;DOMAŃSKI Józef;KWW;53.979241,15.136189 54.159138,15.454918;54.0691895,15.2955535;R1;2;70;średnie;4197;69.05;-1;Tak;22514;225;16303;72;gmw;0;D;R2;320508;MATUSEWICZ ZDZISŁAW;Komitet Wyborczy Stowarzyszenia Dobry Samorząd;2854;57.96;4761.44;85
320407;gm. Stepnica;BMiG Stepnica;WYGANOWSKI Andrzej;KWW;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955;R1;2;67;wyższe;1267;77.35;-1;Tak;29313;293;4911;17;gmw;1;M;R1;320407;WYGANOWSKI Andrzej;KWW Nasza Gmina Stepnica;1240;78.48;4876.53;29
320605;gm. Mieszkowice;Burmistrz Mieszkowic;SALWA Andrzej;KWW;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725;R1;3;56;średnie;1835;66.95;-1;Tak;23865;239;7218;30;gmw;1;M;R1;320605;SALWA Andrzej;KWW Razem z Wami - Dla Was;2096;74.70;4557.52;74
320706;gm. Wolin;Burmistrz Gminy Wolin;GRZYBOWSKA Ewa Małgorzata;KWW;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;R2;2;53;Wyższe;2454;54.90;-1;Tak;32746;327;12220;37;gmw;0;D;R2;320706;JASIEWICZ Eugeniusz;KW-PSL;2196;54.53;4525.26;50
320405;gm. Osina;Wójt Gminy Osina;SZWEDO Krzysztof Zbigniew;KWW;53.559898,14.902916 53.681949,15.106999;53.6209235,15.0049575;R1;1;59;wyższe;934;70.49;-1;Tak;10166;102;3014;30;gw;1;M;R1;320405;SZWEDO Krzysztof Zbigniew;KWW Przyjazna Gmina;621;52.54;3962.47;36
320606;gm. Moryń;Burmistrz Gminy Moryń;PIĄTEK Józef Ryszard;KWW;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005;R1;2;58;Wyższe;1197;67.63;-1;Tak;12457;125;4322;35;gmw;1;D;R2;320606;PIĄTEK Józef Ryszard;KWW Gminna Inicjatywa Mieszkańców;1072;74.91;3718.17;66
320701;gm. Dziwnów;Burmistrz Gminy Dziwnów;JÓŹWIAK Grzegorz Maciej;KWW;53.966830,14.650272 54.054619,14.904187;54.0107245,14.7772295;R1;1;55;wyższe;1496;85.44;-1;Tak;3762;38;4003;106;gmw;1;S;R1;320701;JÓŹWIAK Grzegorz Maciej;KWW Grzegorza Jóźwiaka;1424;100.00;10757.62;66
320404;gm. Nowogard;Burmistrz Gminy Nowogard;CZAPLA Robert Antoni;SLD;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;R2;1;43;wyższe;5550;53.03;-1;Tak;33867;339;24845;73;gmw;1;M;R1;320404;CZAPLA Robert Antoni;Koalicyjny Komitet Wyborczy SLD Lewica Razem;5019;52.34;3483.69;47
320607;gm. Stare Czarnowo;Wójt Gminy Stare Czarnowo;GRZYWIŃSKA Marzena Mariola;KWW;53.237527,14.575121 53.366065,14.875208;53.301796,14.7251645;R1;1;58;wyższe;1263;67.18;-1;Tak;15288;153;3817;25;gw;1;D;R2;320607;GRZYWIŃSKA Marzena Mariola;KWW Marzena Grzywińska;1118;56.38;4819.33;18
320702;gm. Golczewo;Burmistrz Gminy Golczewo;ZIELIŃSKI Maciej;KWW;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;R2;2;32;wyższe;1644;65.21;-1;Tak;17531;175;5906;34;gmw;0;M;R1;320702;DANIELUK Andrzej  Jan;KWW Inicjatywa Gospodarcza;1536;51.66;4271.97;51
320406;gm. Przybiernów;Wójt Gminy Przybiernów;ŁAWICKA Lilia Julia;KWW;53.664084,14.658520 53.817724,14.971416;53.740904,14.814968;R1;2;61;wyższe;1094;65.20;-1;Tak;22887;229;5044;22;gw;1;M;R1;320406;ŁAWICKA Lilia Julia;KWW Samorząd XXI;1429;80.78;4089.91;38
320608;gm. Trzcińsko-Zdrój;Burmistrz Gminy Trzcińsko-Zdrój;WRÓBEL Bartłomiej Daniel;KWW;52.823475,14.504340 53.007051,14.761158;52.915263,14.632749;R1;3;38;wyższe;1453;57.59;-1;Tak;17045;170;5363;31;gmw;0;D;R2;320608;KITLAS Zbigniew Leszek;KWW Razem Ku Lepszemu;1381;54.43;3969.63;58
