tryb;runda;teryt;kto;komitet;glosy;prc;glosyN;wynik
M;R1;141102;MIECZNIKOWSKI Adam Wiesław;Komitet Wyborczy Wyborców „Gmina Czerwonka";489;31.23;;DR
M;R1;141103;JASIŃSKI Michał Wojciech;Komitet Wyborczy Wyborców Ziemia Makowska;1489;64.29;;Tak
M;R1;141103;OCHTABIŃSKI Wiesław;Komitet Wyborczy Polskie Stronnictwo Ludowe;827;35.71;;DR
M;R1;141104;RUSZCZYŃSKI Paweł;Komitet Wyborczy Wyborców Pawła Ruszczyńskiego;1631;55.01;;Tak
M;R1;141104;GLINKA Mirosław;Komitet Wyborczy Wyborców Mirosława Glinki;1168;39.39;;DR
M;R1;141104;MIKULAK Sebastian;Komitet Wyborczy Prawo i Sprawiedliwość;166;5.60;;Nie
M;R1;141105;SUSKI Wacław;Komitet Wyborczy Wyborców Gminy Młynarze;565;58.25;;Tak
M;R1;141105;JASTRZĘBSKI Andrzej;Komitet Wyborczy Wyborców "Przyszłość Gminy";358;36.91;;DR
M;R1;141105;JANYSZKO Jarosław;Komitet Wyborczy Wyborców Nasza Wspólna Sprawa;47;4.85;;Nie
M;R1;141106;ZAŁĘSKI Włodzimierz;Komitet Wyborczy Polskie Stronnictwo Ludowe;1151;45.89;;DR
M;R1;141106;GĄSIEWSKI Wojciech;Komitet Wyborczy Wyborców Wojciech Gąsiewski;648;25.84;;DR
M;R1;141106;KUKAWKA Mariusz;Komitet Wyborczy Wyborców Ziemia Makowska;418;16.67;;Nie
M;R1;141106;WóJTOWICZ-CHODKOWSKA Maria Stanisława;Komitet Wyborczy Prawo i Sprawiedliwość;191;7.62;;Nie
M;R1;141106;GERYK Janusz;Komitet Wyborczy Wyborców Janusza Geryka;100;3.99;;Nie
M;R1;141107;CHOJNOWSKI Janusz;Komitet Wyborczy Prawo i Sprawiedliwość;1069;44.86;;DR
M;R1;141107;ŚWIDERSKI Piotr;Komitet Wyborczy Wyborców "Inicjatywa Rozwój Praca";1059;44.44;;DR
M;R1;141107;KRUSZEWSKA Jolanta;Komitet Wyborczy Wyborców Ziemia Makowska;255;10.70;;Nie
M;R1;141108;OBORSKI Wiesław;Komitet Wyborczy Wyborców Nasza Gmina Rzewnie;614;39.26;;DR
M;R1;141108;NAPIóRKOWSKI Roman;Komitet Wyborczy Wyborców „Najważniejsi są mieszkańcy gminy";401;25.64;;DR
M;R1;141108;MROCZKOWSKA Anna;Komitet Wyborczy Wyborców "Przyszłość Rzewnia";218;13.94;;Nie
M;R1;141108;NAPIóRKOWSKI Mariusz;Komitet Wyborczy Prawo i Sprawiedliwość;173;11.06;;Nie
M;R1;141108;RADZISZEWSKI Sławomir;Komitet Wyborczy Wyborców "Nowoczesna Gmina-Rzewnie";158;10.10;;Nie
M;R1;141109;NAPIóRKOWSKI Jarosław;Komitet Wyborczy Wyborców Razem Na Rzecz Rozwoju Gminy Sypniewo;1010;60.77;;Tak
M;R1;141109;OLKOWSKA Anna;Komitet Wyborczy Prawo i Sprawiedliwość;352;21.18;;DR
M;R1;141109;PIENIEK Radosław Wojciech;Komitet Wyborczy Wyborców Nasza Gmina Sypniewo;300;18.05;;Nie
M;R1;141110;GROSSMANN Arnold Maciej;Komitet Wyborczy Polskie Stronnictwo Ludowe;1279;70.58;;Tak
M;R1;141110;LEWAŚKIEWICZ Ireneusz;Komitet Wyborczy Wyborców „Nasza Radna Załęska";533;29.42;;DR
M;R1;141201;JAKUBOWSKI Marcin Tomasz;Komitet Wyborczy Platforma Obywatelska RP;7118;51.95;;Tak
M;R1;141201;CZYŻEWSKA Anna Halina;Komitet Wyborczy Prawo i Sprawiedliwość;5632;41.11;;DR
M;R1;141201;KOJRO Andrzej;Komitet Wyborczy Wyborców "Mińska Prawda";951;6.94;;Nie
M;R1;141204;UCHMAN Marcin;Komitet Wyborczy Polskie Stronnictwo Ludowe;1696;64.86;;Tak
M;R1;141204;WALAS Beata;Komitet Wyborczy Prawo i Sprawiedliwość;919;35.14;;DR
M;R1;141205;KALINOWSKI Krzysztof;Komitet Wyborczy Wyborców Kalinowski Wójtem;2648;67.16;;Tak
M;R1;141205;WODNICKA Hanna Zofia;Komitet Wyborczy Wyborców "Solidny Samorząd";493;12.50;;DR
M;R1;141205;RUCIŃSKI Tomasz;Komitet Wyborczy Wyborców Tomasza Rucińskiego;428;10.85;;Nie
M;R1;141205;KOŃCZYK Rafał Jakub;Komitet Wyborczy Wyborców Rafała Kończyka;374;9.49;;Nie
M;R1;141206;RADZIO Krzysztof;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;877;35.29;;DR
M;R1;141206;GAŁĄZKA Tadeusz;Komitet Wyborczy Wyborców "Dobre Ręce";736;29.62;;DR
M;R1;141206;CHMIELEWSKI Piotr;Komitet Wyborczy Wyborców "Dobrzanie";559;22.49;;Nie
M;R1;141206;KRASUSKI Andrzej;Komitet Wyborczy Prawo i Sprawiedliwość;313;12.60;;Nie
M;R1;141207;CISZKOWSKI Adam;Komitet Wyborczy Wyborców Adama Ciszkowskiego;4609;79.91;;Tak
M;R1;141207;ROSA Anna Małgorzata;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;1159;20.09;;DR
M;R1;141208;WOCIAL Hanna;Komitet Wyborczy Wyborców Potrafimy, Wiemy, Chcemy;1493;66.06;;Tak
M;R1;141208;WIKTOROWICZ Paweł;Komitet Wyborczy Prawo i Sprawiedliwość;561;24.82;;DR
M;R1;141208;WITOWSKI Andrzej;Komitet Wyborczy Wyborców "Rozwój, Tradycja, Rozsądek";206;9.12;;Nie
M;R1;141209;SOSZYŃSKI Marian;Komitet Wyborczy Polskie Stronnictwo Ludowe;2036;71.99;;Tak
M;R1;141209;GÓJSKI Piotr;Komitet Wyborczy Prawo i Sprawiedliwość;792;28.01;;DR
M;R1;141210;ŚWIĄTEK - GóRSKI Bogdan Jacek;Komitet Wyborczy Wyborców Samorządu Gminy Latowicz;1452;66.45;;Tak
M;R1;141210;STóŁKA Arkadiusz Ryszard;Komitet Wyborczy Wyborców Nasza Gmina Latowicz;733;33.55;;DR
M;R1;141211;PIECHOSKI Antoni Janusz;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;2466;45.49;;DR
M;R1;141211;DĄBROWSKI Sylwester Wacław;Komitet Wyborczy Wyborców Nasza Gmina Mińska;1767;32.60;;DR
M;R1;141211;KOZERA Mariusz;Komitet Wyborczy Wyborców Mińska Inicjatywa Lokalna;1188;21.91;;Nie
M;R1;141212;JASZCZUK Dariusz;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;2440;83.48;;Tak
M;R1;141212;WRÓBLEWSKI Janusz Franciszek;Komitet Wyborczy Prawo i Sprawiedliwość;483;16.52;;DR
M;R1;141213;ZIELIŃSKI Grzegorz;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;1531;57.75;;Tak
M;R1;141213;JACKOWSKI Robert;Komitet Wyborczy Wyborców "Gmina Siennica-Działanie i Rozwój";1120;42.25;;DR
M;R1;141214;WITCZAK Wojciech Zygmunt;Komitet Wyborczy Wyborców "Dla Gminy Stanisławów";931;32.06;;DR
M;R1;141214;SULEWSKI Adam;Komitet Wyborczy Wyborców Adama Sulewskiego;899;30.96;;DR
M;R1;141214;KAIM Marek Adam;Komitet Wyborczy Prawo i Sprawiedliwość;694;23.90;;Nie
M;R1;141214;SĘDZIELSKI Władysław Jan;Komitet Wyborczy Wyborców Władysława Sędzielskiego ZMIANA;380;13.09;;Nie
M;R1;141215;ŚLIWA Arkadiusz Bogdan;Komitet Wyborczy Prawo i Sprawiedliwość;5063;63.89;;Tak
M;R1;141215;KIKOLSKI Witold Stefan;Komitet Wyborczy Wyborców Wspólnota Samorządowa-Razem;2117;26.71;;DR
M;R1;141215;ZAWADZKI Witold Jerzy;Komitet Wyborczy Wyborców Sulejówek Dzielnicą Warszawy;745;9.40;;Nie
M;R1;141301;KOWALEWSKI Sławomir;Komitet Wyborczy Wyborców Sławomira Kowalewskiego;7256;65.56;;Tak
M;R1;141301;JANKOWSKI Robert Maciej;Komitet Wyborczy Prawo i Sprawiedliwość;2358;21.30;;DR
M;R1;141301;RETKOWSKA Małgorzata;Komitet Wyborczy Wyborców Moje Miasto Mława 2014;1454;13.14;;Nie
M;R1;141302;JELIŃSKI Robert;Komitet Wyborczy Wyborców Roberta Jelińskiego;834;52.89;;Tak
M;R1;141302;ZAKRZEWSKI Mariusz;Komitet Wyborczy Wyborców Młodzi dla Gminy Dzierzgowo;266;16.87;;DR
M;R1;141302;LUBOWIEDZKI Karol;Komitet Wyborczy Wyborców Karola Lubowiedzkiego;247;15.66;;Nie
M;R1;141302;SKIBA Janusz;Komitet Wyborczy Wyborców Gminy Dzierzgowo;230;14.58;;Nie
M;R1;141303;GOSCHORSKI Jarosław;Komitet Wyborczy Wyborców Jarosława Goschorskiego;947;36.72;;DR
M;R1;141303;WAŁKUSKI Jerzy;Komitet Wyborczy Wyborców Jerzego Wałkuskiego;854;33.11;;DR
M;R1;141303;KARPIŃSKI Ryszard;Komitet Wyborczy Wyborców Ryszarda Karpińskiego;667;25.86;;Nie
M;R1;141303;SOBOTKA Kazimierz;Komitet Wyborczy Polskie Stronnictwo Ludowe;111;4.30;;Nie
M;R1;141304;WÓJCIK Andrzej;Komitet Wyborczy Wyborców -Andrzej Wójcik;1067;58.69;;Tak
M;R1;141304;CHRZANOWSKI Stefan Marek;Komitet Wyborczy Wyborców Stefana Chrzanowskiego;751;41.31;;DR
M;R1;141305;ZALEWSKI Wiesław;Komitet Wyborczy Wyborców Wiesława Zalewskiego;2087;67.61;;Tak
M;R1;141305;KOWALSKI Gabriel;Komitet Wyborczy Wyborców "Dla Gminy";1000;32.39;;DR
M;R1;141306;ŚWIDERSKI Jacek;Komitet Wyborczy Wyborców Mieszkańców Gminy Stupsk;1482;57.35;;Tak
M;R1;141306;CHODZIUTKO Jan;Komitet Wyborczy Wyborców Jana Chodziutko;1102;42.65;;DR
M;R1;141307;NITCZYŃSKI Marek;Komitet Wyborczy Polskie Stronnictwo Ludowe;1298;62.16;;Tak
M;R1;141307;IWAŃSKA Janina Małgorzata;Komitet Wyborczy Wyborców "Nasza Gmina Szreńsk";483;23.13;;DR
M;R1;141307;SZTYBOR Andrzej;Komitet Wyborczy Prawo i Sprawiedliwość;307;14.70;;Nie
M;R1;141308;BOCZKOWSKI Wiesław;Komitet Wyborczy Wyborców Nasza Przyszłość;1649;69.31;;Tak
M;R1;141308;ZAMOJSKA Elżbieta Stanisława;Komitet Wyborczy Wyborców Nasza Ziemia Szydłowo;730;30.69;;DR
M;R1;141309;WARECKI Jan;Komitet Wyborczy Wyborców Jana Wareckiego;1269;61.51;;Tak
M;R1;141309;GóRALCZYK Arkadiusz;Koalicyjny Komitet Wyborczy SLD Lewica Razem;794;38.49;;DR
M;R1;141310;KLENIEWSKI Zbigniew;Komitet Wyborczy Wyborców Zbigniewa Kleniewskiego;1305;51.74;;Tak
M;R1;141310;CIESIELSKI Artur;Komitet Wyborczy Wyborców Artura Ciesielskiego;626;24.82;;DR
M;R1;141310;MARKIEWICZ Zbigniew;Komitet Wyborczy Wyborców Zbigniewa Markiewicza;591;23.43;;Nie
M;R1;141401;KOWALSKI JACEK;Komitet Wyborczy "Wiarygodność, Niezależność, Dialog";5968;59.19;;Tak
M;R1;141401;OZDARSKI MARCIN;Komitet Wyborczy Wyborców Forum;2812;27.89;;DR
M;R1;141401;GUMIŃSKI RYSZARD;Komitet Wyborczy Prawo i Sprawiedliwość;874;8.67;;Nie
M;R1;141401;GŁOWACKI WALDEMAR JERZY;Komitet Wyborczy Mazowiecka Wspólnota Samorządowa;429;4.25;;Nie
S;R1;141402;KRĘŹLEWICZ Antoni Jan;Komitet Wyborczy Wyborców Centrum Samorządowe Czosnów;3282;100.00;;Tak
M;R1;141403;KRAWCZAK Adam Mirosław;Komitet Wyborczy Wyborców Leoncin - Nasza Mała Ojczyzna;1617;65.65;;Tak
M;R1;141403;BOLSZO Bartosz Norbert;Komitet Wyborczy Mazowiecka Wspólnota Samorządowa;846;34.35;;DR
M;R1;141404;RUSZKOWSKI Bogdan;Komitet Wyborczy Wyborców Mała Ojczyzna;4537;57.95;;Tak
M;R1;141404;ARCISZEWSKI Grzegorz;Komitet Wyborczy Wyborców Forum;1919;24.51;;DR
M;R1;141404;BIERNACKA Magdalena;Komitet Wyborczy Wyborców Nowy Samorząd;932;11.90;;Nie
M;R1;141404;PACOCHA Andrzej;Komitet Wyborczy Prawo i Sprawiedliwość;441;5.63;;Nie
S;R1;141405;BIELECKI Dariusz Tomasz;Komitet Wyborczy Wyborców Dariusza Bieleckiego "Nasza Gmina- Wspólny Sukces";3615;100.00;;Tak
M;R1;141406;RUSZCZYK Henryk;Komitet Wyborczy Wyborców Henryka Ruszczyka- Bliżej Ludzi;879;27.96;;DR
M;R1;141406;CIECIERSKI Artur;Komitet Wyborczy Wyborców Artura Ciecierskiego Czas na Zmiany;604;19.21;;DR
M;R1;141406;TOMASZEWSKA Iwona;Komitet Wyborczy Wyborców- Czas na zmiany- Iwona Tomaszewska;573;18.23;;Nie
M;R1;141406;PARADZIŃSKA Bożena Wanda;Komitet Wyborczy Wyborców Forum;544;17.30;;Nie
M;R1;141406;RADZIKOWSKA Magdalena Stanisława;Komitet Wyborczy Wyborców Stawiamy na Rozwój;463;14.73;;Nie
M;R1;141406;PIETRZAK-MIERZEJEWSKA Edyta;Komitet Wyborczy Prawo i Sprawiedliwość;81;2.58;;Nie
S;R1;141501;TORYFTER Henryk;Komitet Wyborczy Polskie Stronnictwo Ludowe;1988;100.00;;Tak
M;R1;141502;PYŚK Stanisław;Komitet Wyborczy Polskie Stronnictwo Ludowe;571;55.06;;Tak
M;R1;141502;KOSSAKOWSKA Ewa Agata;Komitet Wyborczy Wyborców "Razem w przyszłość";258;24.88;;DR
M;R1;141502;GARLIŃSKI Ireneusz;Komitet Wyborczy Wyborców Gmina Czarnia - Wspólna Sprawa;208;20.06;;Nie
M;R1;141503;GOCŁOWSKI Ryszard;Komitet Wyborczy Polskie Stronnictwo Ludowe;1253;49.08;;DR
M;R1;141503;KALINOWSKA Beata;Komitet Wyborczy Prawo i Sprawiedliwość;1078;42.22;;DR
M;R1;141503;BALCERZAK Roman Henryk;Komitet Wyborczy Wyborców Balcerzak Dla Czerwina;113;4.43;;Nie
M;R1;141503;DZWONKOWSKI Sławomir Marek;Komitet Wyborczy Wyborców Nowoczesna Gmina;109;4.27;;Nie
M;R1;141504;KULESZA Małgorzata Maria;Komitet Wyborczy Wyborców Nasza Gmina To My;1089;29.49;;DR
M;R1;141504;GAJEWSKI Janusz Bogusław;Komitet Wyborczy Wyborców Janusza Gajewskiego;890;24.10;;DR
M;R1;141504;KOSIOREK Piotr Włodzimierz;Komitet Wyborczy Polskie Stronnictwo Ludowe;815;22.07;;Nie
M;R1;141504;ZIEMEK Andrzej;Komitet Wyborczy Wyborców Andrzeja Ziemek;647;17.52;;Nie
M;R1;141504;PIAŚCIŃSKI Wiesław;Komitet Wyborczy Wyborców Więcej dla ludzi;158;4.28;;Nie
M;R1;141504;DĄBROWSKI Krzysztof;Komitet Wyborczy Wyborców Krzysztofa Dąbrowskiego;94;2.55;;Nie
M;R1;141505;ŁUKASZEWSKI Dariusz;Komitet Wyborczy Wyborców Dariusza Łukaszewskiego;3362;68.63;;Tak
M;R1;141505;DUSZAK Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;1537;31.37;;DR
M;R1;141506;PRUSIK Stefan;Komitet Wyborczy Wyborców Gminy Lelis;2275;54.99;;Tak
M;R1;141506;MRóZ Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;1566;37.85;;DR
M;R1;141506;KURPIEWSKI Stanisław Tadeusz;Komitet Wyborczy Wyborców Nasz Samorząd;296;7.15;;Nie
M;R1;141507;KOWALIKOWSKI Wiesław;Komitet Wyborczy Polskie Stronnictwo Ludowe;1278;35.80;;DR
M;R1;141507;KSEPKA Jerzy;Komitet Wyborczy Wyborców Bezpartyjna Gmina;1178;33.00;;DR
M;R1;141507;WIŚNIEWSKI Robert;Komitet Wyborczy Wyborców "Twój Głos";452;12.66;;Nie
M;R1;141507;DĄBKOWSKI Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;403;11.29;;Nie
M;R1;141507;TALKOWSKI Władysław;Komitet Wyborczy Wyborców Polska Wieś;174;4.87;;Nie
M;R1;141507;KOZŁOWSKI Edward Antoni;Komitet Wyborczy Wyborców Przyjazna Nowa Gmina;85;2.38;;Nie
M;R1;141508;GLINKA Bogdan;Komitet Wyborczy Wyborców Kurpik;2518;58.97;;Tak
M;R1;141508;LIPKA Tadeusz;Komitet Wyborczy Wyborców „Kula";1260;29.51;;DR
M;R1;141508;TRZCIŃSKA Ewa Janina;Komitet Wyborczy Wyborców Nasz Samorząd;492;11.52;;Nie
S;R1;141509;SZEWCZYK Krzysztof;Komitet Wyborczy Wyborców Krzysztofa Szewczyka Przyjazna Gmina;2757;100.00;;Tak
M;R1;141510;GODZINA Stanisław;Komitet Wyborczy Wyborców „Czas" Stanisława Godziny;2538;56.94;;Tak
M;R1;141510;LIŻEWSKI Piotr;Komitet Wyborczy Wyborców "Przyjazna Gmina";1919;43.06;;DR
S;R1;141511;MIERZEJEWSKI Edwin;Komitet Wyborczy Wyborców Prawicowy Blok Samorządowy;1468;100.00;;Tak
M;R1;141601;SZYMALSKI Mieczysław;Komitet Wyborczy Wyborców Porozumienie-Razem;2582;26.90;;DR
M;R1;141601;BAUER Jerzy;Komitet Wyborczy Prawo i Sprawiedliwość;2361;24.60;;DR
M;R1;141601;KRZYŻANOWSKI Władysław;Komitet Wyborczy Wyborców Władysława Krzyżanowskiego "Ziemia Ostrowska";2329;24.26;;Nie
M;R1;141601;KAMIŃSKI Zbigniew;Komitet Wyborczy Wyborców Zbigniewa Kamińskiego;1870;19.48;;Nie
M;R1;141601;MORAWSKI Andrzej Jerzy;Komitet Wyborczy Mazowiecka Wspólnota Samorządowa;457;4.76;;Nie
M;R1;141602;RUTKOWSKI Michał;Komitet Wyborczy Wyborców Michała Rutkowskiego;1544;63.64;;Tak
M;R1;141602;CYMBALAK Antoni;Komitet Wyborczy Wyborców "Jedność";772;31.82;;DR
M;R1;141602;ŻOCHOWSKI Waldemar;Komitet Wyborczy Wyborców "Blisko Ludzi";110;4.53;;Nie
M;R1;141603;BOGUCKI Józef;Komitet Wyborczy Wyborców Józefa Boguckiego;916;73.46;;Tak
M;R1;141603;MOCZULSKI Marek;Komitet Wyborczy Mazowiecka Wspólnota Samorządowa;331;26.54;;DR
M;R1;141604;MŁYŃSKI Marek;Komitet Wyborczy Wyborców Marka Młyńskiego;1133;73.00;;Tak
M;R1;141604;SADOWSKI Andrzej;Komitet Wyborczy Wyborców Andrzeja Sadowskiego;419;27.00;;DR
M;R1;141605;KORDEK Bożena;Komitet Wyborczy Wyborców Bożeny Kordek;2418;45.92;;DR
M;R1;141605;KUBASZEWSKI Marek Bernard;Komitet Wyborczy Wyborców Marka Kubaszewskiego;2364;44.89;;DR
M;R1;141605;KOCH Marian;Komitet Wyborczy Polskie Stronnictwo Ludowe;484;9.19;;Nie
M;R1;141606;MURAWSKI Jacek Józef;Komitet Wyborczy Wyborców Ziemia Nurska;827;51.62;;Tak
M;R1;141606;GODLEWSKI Krzysztof Jan;Komitet Wyborczy Polskie Stronnictwo Ludowe;775;48.38;;DR
S;R1;141607;BRZOSTEK Waldemar;Komitet Wyborczy Wyborców "Gmina";3904;100.00;;Tak
S;R1;141608;GUMKOWSKI Ireneusz;Komitet Wyborczy Wyborców „Bądźcie z Nami";1550;100.00;;Tak
S;R1;141609;MICHALEC Krzysztof Marian;Komitet Wyborczy Wyborców Przyjazna Gmina;863;100.00;;Tak
S;R1;141610;KOWALCZYK Rafał Józef;Komitet Wyborczy Polskie Stronnictwo Ludowe;1669;100.00;;Tak
M;R1;141611;ROSTKOWSKI Józef;Komitet Wyborczy Polskie Stronnictwo Ludowe;1202;58.78;;Tak
M;R1;141611;WOŁOSIEWICZ Urszula;Komitet Wyborczy Prawo i Sprawiedliwość;843;41.22;;DR
M;R1;141701;KRUSZEWSKI Stanisław;Komitet Wyborczy Dla Miasta;3748;45.46;;DR
M;R1;141701;RUPNIEWSKI Paweł;Komitet Wyborczy Prawo i Sprawiedliwość;1847;22.40;;DR
M;R1;141701;KOŹLAK Sławomir;Komitet Wyborczy Wyborców Sławomira Koźlaka Obudźmy Józefów;1551;18.81;;Nie
M;R1;141701;WIĘCKOWSKA Bogumiła Alicja;Komitet Wyborczy Platforma Obywatelska RP;1098;13.32;;Nie
M;R1;141702;KOZŁOWSKI Bartłomiej;Komitet Wyborczy Stowarzyszenie Inicjatywa dla Miasta;5463;31.81;;DR
M;R1;141702;SZCZEPANIAK Zbigniew Janusz;Komitet Wyborczy Wyborców Otwock Tworzymy Wspólnie;5008;29.16;;DR
M;R1;141702;KUDLICKI Piotr Mateusz;Komitet Wyborczy Prawo i Sprawiedliwość;4795;27.92;;Nie
M;R1;141702;WALO Paulina;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;1147;6.68;;Nie
M;R1;141702;MUCHA Stanisław;Komitet Wyborczy Wyborców Niezależny Komitet Wyborczy - "Razem Dla Otwocka";509;2.96;;Nie
M;R1;141702;RYBAK Jerzy;Komitet Wyborczy Wyborców Jerzego Rybaka "Pomagamy - Wygrywamy";252;1.47;;Nie
M;R1;141703;KWIATKOWSKI Witold;Komitet Wyborczy Wyborców Razem Dla Gminy Celestynów;2807;47.33;;DR
M;R1;141703;TRACZYK Stefan;Komitet Wyborczy Wyborców Celestynów i Samorządność;1542;26.00;;DR
M;R1;141703;FLORIAŃCZYK Henryk;Komitet Wyborczy Wyborców RAZEM KU ODNOWIE - HENRYK FLORIAŃCZYK;703;11.85;;Nie
M;R1;141703;SZYDA Mirosław Andrzej;Komitet Wyborczy Wyborców Gmina na Plus;488;8.23;;Nie
M;R1;141703;SKRZYPIEC - NOWAK Janina Helena;Komitet Wyborczy Wyborców Celestynów Wczoraj Dziś Jutro;391;6.59;;Nie
M;R1;141704;ŁOKIETEK Władysław Dariusz;Komitet Wyborczy Wyborców Wspólnota Samorządowa Powiatu Otwockiego;4010;62.87;;Tak
M;R1;141704;PSZONKA Mirosław Antoni;Komitet Wyborczy Wyborców Wspólnota Obywatelska;2368;37.13;;DR
M;R1;141705;BUDYTA Adam Ryszard;Komitet Wyborczy Wyborców Wspólna Sprawa Gmina Kołbiel;2189;61.18;;Tak
M;R1;141705;JAWORSKI Andrzej Stanisław;Komitet Wyborczy Wyborców - Sukces Gminy;819;22.89;;DR
M;R1;141705;SOKóŁ Dariusz Mirosław;Komitet Wyborczy Prawo i Sprawiedliwość;570;15.93;;Nie
M;R1;141706;ZOWCZAK Karolina;Komitet Wyborczy Wyborców Wspólnota Samorządowa Powiatu Otwockiego;745;45.02;;DR
M;R1;141706;ZAWADA Aneta;Komitet Wyborczy Wyborców Gmina Osieck Nowa Perspektywa;307;18.55;;DR
M;R1;141706;HAUK Jacek Roman;Komitet Wyborczy Wyborców "Jedność";230;13.90;;Nie
M;R1;141706;CZARNECKA - MARKOWSKA Anna;Komitet Wyborczy Wyborców Nasz Wspólny Dom;189;11.42;;Nie
M;R1;141706;OLSZEWSKI Zbigniew Piotr;Komitet Wyborczy Wyborców Zbigniewa Olszewskiego;184;11.12;;Nie
M;R1;141707;WIRTEK Stanisław Zygmunt;Komitet Wyborczy Wyborców NASZA GMINA;1577;71.88;;Tak
M;R1;141707;KRóL Lidia;Komitet Wyborczy Wyborców Urzecze;617;28.12;;DR
M;R1;141708;BUDNY Janusz Witold;Komitet Wyborczy Wyborców Janusz Budny;1646;31.44;;DR
M;R1;141708;ZDUNIK Roman;Komitet Wyborczy Prawo i Sprawiedliwość;1441;27.52;;DR
M;R1;141708;CEGLIŃSKI Mariusz Bogdan;Komitet Wyborczy Wyborców Nowoczesna Gmina;1087;20.76;;Nie
M;R1;141708;BĘTKOWSKA Anna;Komitet Wyborczy Wyborców Anny Bętkowskiej;1062;20.28;;Nie
M;R1;141801;ZIELIŃSKI Dariusz Antoni;Komitet Wyborczy Wyborców Bezpartyjni;4040;39.69;;DR
M;R1;141801;STRZYŻEWSKI Arkadiusz;Komitet Wyborczy Wyborców Góra Kalwaria 2020;2302;22.62;;DR
M;R1;141801;DUNIN Stefan;Komitet Wyborczy Wyborców "Przyjazny Samorząd";2095;20.58;;Nie
M;R1;141801;SAMBORSKA Barbara;Komitet Wyborczy Wyborców Wspólna Przyszłość;1273;12.51;;Nie
M;R1;141801;ZARZECZNA Bożena;Komitet Wyborczy Prawo i Sprawiedliwość;343;3.37;;Nie
M;R1;141801;ZARZECZNY Piotr Aleksander;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;125;1.23;;Nie
M;R1;141802;JAŃCZUK Kazimierz;Komitet Wyborczy Wyborców Konstancin Jutra;4504;47.96;;DR
M;R1;141802;WOJDAK Jerzy Marek;Komitet Wyborczy Wyborców "Przyjazny Samorząd";2089;22.24;;DR
M;R1;141802;STOCZYŃSKI Sławomir Stanisław;Komitet Wyborczy Wyborców Wspólnota Konstancińska;1846;19.66;;Nie
M;R1;141802;KARAŚ Bogdan Wacław;Komitet Wyborczy Wyborców Klub Rozwoju;486;5.18;;Nie
M;R1;141802;KLUCZ Jerzy Krzysztof;Koalicyjny Komitet Wyborczy SLD Lewica Razem;466;4.96;;Nie
M;R1;141803;BATYCKA-WĄSIK Maria Jolanta;Komitet Wyborczy Wyborców Marii Jolanty Batyckiej - Wąsik;5788;74.75;;Tak
M;R1;141803;MIŁOW Sławomir Borys;Komitet Wyborczy Wyborców Mazowiecki Samorząd XXI w.;1955;25.25;;DR
M;R1;141804;LIS ZDZISŁAW JERZY;Komitet Wyborczy Platforma Obywatelska RP;7646;29.75;;DR
M;R1;141804;ZALEWSKI JÓZEF;Komitet Wyborczy Wyborców Józefa Zalewskiego i Centrum;5764;22.43;;DR
M;R1;141804;KANDYBA PIOTR;Komitet Wyborczy Wyborców WSPÓLNERAZEM;3662;14.25;;Nie
M;R1;141804;RUDZIŃSKA-MĘKAL BARBARA;Komitet Wyborczy Mazowiecka Wspólnota Samorządowa;3410;13.27;;Nie
M;R1;141804;OŁDAKOWSKI WOJCIECH JERZY;Komitet Wyborczy Prawo i Sprawiedliwość;3314;12.90;;Nie
M;R1;141804;SŁOWIK MARIUSZ;Komitet Wyborczy Wyborców Klub Rozwoju;1346;5.24;;Nie
M;R1;141804;DZIEKANOWSKI PAWEŁ JAN;Komitet Wyborczy Wyborców Projekt Piaseczno;556;2.16;;Nie
M;R1;141805;PUCHAŁA Sylwester Rajmund;Komitet Wyborczy Wyborców "Nasza Gmina Prażmów";2387;54.16;;Tak
M;R1;141805;PRUSZCZYK Grzegorz;Komitet Wyborczy Wyborców Razem dla Gminy;2020;45.84;;DR
M;R1;141806;GALICZ Barbara;Komitet Wyborczy Wyborców Wspólny Sukces;2843;58.65;;Tak
M;R1;141806;PŁUŻYCZKA Daniel;Komitet Wyborczy Wyborców Nowoczesna Gmina;1122;23.15;;DR
M;R1;141806;GIELECIŃSKI Marek Ireneusz;Komitet Wyborczy Wyborców "Przyjazny Samorząd";463;9.55;;Nie
M;R1;141806;BYLINIAK Paweł Ludwik;Komitet Wyborczy Wyborców WSPÓLNERAZEM;419;8.64;;Nie
M;R1;141901;ROZKOSZ Józef Jerzy;Komitet Wyborczy Wyborców Gmina Bielsk Wspólnie;2573;61.73;;Tak
M;R1;141901;ŁAWNICZAK Krzysztof Bogusław;Komitet Wyborczy Prawo i Sprawiedliwość;805;19.31;;DR
