teryt;exteryt;bb;center;===;tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
020806;3;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;===;R1;020806;3;SURMA Renata Lucyna;52;wyższe;Stary Waliszów,;4251;52.25;-1;Tak
020807;2;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;===;R1;020807;1;BOGDAŁ Marek Piotr;56;wyższe;Wilkanów,;1499;24.25;-1;Nie
020807;2;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;===;R1;020807;2;KRÓLIKOWSKI Marek Grzegorz;43;wyższe;Stary Wielisław,;864;13.98;-1;Nie
020807;2;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;===;R1;020807;3;TUR Zbigniew Józef;54;wyższe;Podzamek,;3818;61.77;-1;Tak
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;===;R1;020808;1;KACZMARCZYK Roman;53;wyższe ekonomiczne;Lądek-Zdrój,;1429;41.87;-1;Druga tura
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;===;R1;020808;2;ŁAKUCEWICZ Dorota Barbara;49;wyższe;Lądek-Zdrój,;582;17.05;-1;Nie
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;===;R1;020808;3;ŁUKASIEWICZ Zbigniew Franciszek;64;wyższe;Lądek-Zdrój,;276;8.09;-1;Nie
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;===;R1;020808;4;SZKUDLAREK Kazimierz Rafał;47;wyższe;Lądek-Zdrój,;1047;30.68;-1;Druga tura
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;===;R1;020808;5;WĘDZIŃSKI Dariusz Sebastian;46;wyższe;Stójków,;79;2.31;-1;Nie
020809;2;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;===;R1;020809;1;KLIMEK-SZYMANOWICZ Joanna Barbara;32;wyższe;Kocioł,;524;61.07;-1;Tak
020809;2;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;===;R1;020809;2;WIEJKUT Tadeusz Antoni;56;średnie;Jeleniów, PiS;166;19.35;-1;Nie
020809;2;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;===;R1;020809;3;WYPART Grzegorz Aleksander;30;wyższe;Lewin Kłodzki,;168;19.58;-1;Nie
020810;3;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;===;R1;020810;1;CZECH Łukasz;33;wyższe;Międzylesie,;727;23.05;-1;Nie
020810;3;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;===;R1;020810;2;GLIŃSKI Marek Oktawian;44;wyższe;Domaszków,;137;4.34;-1;Nie
020810;3;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;===;R1;020810;3;KORCZAK Tomasz;56;wyższe;Międzylesie,;1629;51.65;-1;Tak
020810;3;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;===;R1;020810;4;RUSINEK Krzysztof Bronisław;43;wyższe;Pisary,;661;20.96;-1;Nie
020811;2;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;===;R1;020811;1;KOŁODZIEJ Wojciech Marcin;43;Wyższe;Bożków,;1618;33.27;-1;Druga tura
020811;2;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;===;R1;020811;2;MIERZEJEWSKA Adrianna;47;Wyższe;Bożków,;2148;44.17;-1;Druga tura
020811;2;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;===;R1;020811;3;SOŁEK-MUZYKA Bożena Joanna;43;Wyższe;Jugów,;1097;22.56;-1;Nie
020812;3;50.446646,16.294716 50.579570,16.567113;50.513108,16.4309145;===;R1;020812;1;BEDNARCZYK Jan Karol;68;średnie;Radków,;2606;83.50%;515;Tak
020813;3;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;===;R1;020813;1;CHROMIEC Dariusz Janusz;50;wyższe;Stronie Śląskie,;1765;54.97;-1;Tak
020813;3;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;===;R1;020813;2;FOREMNIK Irena;50;wyższe;Kamienica,;206;6.42;-1;Nie
020813;3;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;===;R1;020813;3;GÓRNIAK Maria;66;wyższe medyczne;Stronie Śląskie,;144;4.48;-1;Nie
020813;3;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;===;R1;020813;4;WĘGRZYN Miłosz Kacper;30;wyższe;Stronie Śląskie,;1096;34.13;-1;Nie
020814;3;50.317940,16.320121 50.480534,16.540689;50.399237,16.430405;===;R1;020814;1;KRÓL Jerzy Mieczysław;55;wyższe;Szczytna,;1939;76.25%;604;Tak
020901;1;51.260537,15.910960 51.283891,15.960494;51.272214,15.935727;===;R1;020901;1;SERKIES Jan;59;wyższe;Chojnów,;3517;79.21%;923;Tak
020902;2;51.204087,15.742374 51.383626,16.073457;51.2938565,15.9079155;===;R1;020902;1;PYRZ Andrzej;42;wyższe;Krzywa,;2981;79.03%;791;Tak
020903;2;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;===;R1;020903;1;HUBACZEK Paweł Edward;39;wyższe;Warmątowice Sienkiewiczowskie,;260;17.13;-1;Nie
020903;2;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;===;R1;020903;2;JAREMA Dariusz;52;średnie;Wilczyce,;313;20.62;-1;Druga tura
020903;2;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;===;R1;020903;3;KĄDZIOŁKA Zbigniew;67;średnie;Krajów,;271;17.85;-1;Nie
020903;2;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;===;R1;020903;4;WOŹNIAK Wojciech Andrzej;45;wyższe;Dunino,;674;44.40;-1;Druga tura
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;===;R1;020904;1;KUĆKO Katarzyna;37;wyższe;Spalona,;455;13.64;-1;Nie
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;===;R1;020904;2;MAZUR Łukasz;34;wyższe techniczne;Legnica,;256;7.67;-1;Nie
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;===;R1;020904;3;MIKULICZ Maciej Krzysztof;36;wyższe ekonomiczne;Kunice,;1299;38.93;-1;Druga tura
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;===;R1;020904;4;TERSA Zdzisław Andrzej;61;wyższe;Golanka Górna,;1327;39.77;-1;Druga tura
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;1;BABUŚKA Henryk;59;średnie;Nowa Wieś Legnicka,;759;30.10;-1;Druga tura
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;2;BUCKI Antoni;68;średnie;Legnica,;45;1.78;-1;Nie
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;3;HRECZANY Waldemar Ryszard;48;wyższe;Legnickie Pole,;153;6.07;-1;Nie
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;4;JOŃCZYK Mariusz Paweł;43;wyższe;Legnickie Pole,;404;16.02;-1;Nie
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;5;PLEZIA Rafał Tadeusz;41;wyższe;Nowa Wieś Legnicka,;623;24.70;-1;Druga tura
020905;2;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;===;R1;020905;6;ROMAN-CWYNAR Katarzyna;44;wyższe;Legnickie Pole,;538;21.33;-1;Nie
020906;2;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;===;R1;020906;1;MATYSZCZAK Tadeusz Marian;60;wyższe;Siedliska,;225;7.35;-1;Nie
020906;2;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;===;R1;020906;2;SKOCZEK Sławomir;60;średnie;Goślinów,;664;21.68;-1;Nie
020906;2;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;===;R1;020906;3;STACHURA Dawid Artur;35;wyższe;Jakuszów,;2174;70.98;-1;Tak
020907;3;51.207658,16.303543 51.332436,16.472971;51.270047,16.388257;===;R1;020907;1;SIELICKA Alicja Elżbieta;58;wyższe;Rogów Legnicki,;2142;76.12%;672;Tak
020908;2;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;===;R1;020908;1;CHRUŚCIEL Robert;45;wyższe;Komorniki,;544;47.43;-1;Nie
020908;2;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;===;R1;020908;2;GREGORCZUK Paweł Czesław;34;wyższe;TYNIEC LEGNICKI,;603;52.57;-1;Tak
021001;1;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;===;R1;021001;1;CHOJNACKI Witold;51;wyższe;Lubań,;2956;35.89;-1;Nie
021001;1;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;===;R1;021001;2;SŁOWIŃSKI Arkadiusz Andrzej;49;wyższe;Lubań,;4743;57.59;-1;Tak
021001;1;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;===;R1;021001;3;WÓJCIK Henryk;68;wyższe;Lubań,;537;6.52;-1;Nie
021002;1;50.890612,15.266937 50.943292,15.379567;50.916952,15.323252;===;R1;021002;1;MARCINIAK Roland Wojciech;44;wyższe;Świeradów-Zdrój,;1217;76.25%;379;Tak
021003;3;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;===;R1;021003;1;KUSIBAB Karol;31;wyższe;Leśna,;1205;29.80;-1;Druga tura
021003;3;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;===;R1;021003;2;MARCZYŃSKI Stanisław Kazimierz;60;wyższe;Leśna,;218;5.39;-1;Nie
021003;3;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;===;R1;021003;3;PIJANOWSKA Gabriela Anna;44;wyższe;Leśna,;1033;25.54;-1;Nie
021003;3;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;===;R1;021003;4;SURMACZ Szymon Marcin;44;wyższe;Wolimierz,;1588;39.27;-1;Druga tura
021004;2;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;===;R1;021004;1;HERCUŃ Zbigniew;68;średnie;Henryków Lubański,;986;37.95;-1;Druga tura
021004;2;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;===;R1;021004;2;USYK Aneta;40;wyższe;Radostów Dolny,;933;35.91;-1;Druga tura
021004;2;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;===;R1;021004;3;ZJAWIN Zbigniew Józef;49;wyższe;Pisarzowice,;679;26.14;-1;Nie
021005;3;51.017904,15.300778 51.101213,15.417518;51.0595585,15.359148;===;R1;021005;1;LEŚKO Leszek Włodzimierz;67;wyższe;Olszyna,;1676;77.99%;473;Tak
021006;2;51.018519,15.121106 51.101860,15.265266;51.0601895,15.193186;===;R1;021006;1;HALICKI Krzysztof Adam;53;wyższe;Zgorzelec,;417;51.23;-1;Tak
021006;2;51.018519,15.121106 51.101860,15.265266;51.0601895,15.193186;===;R1;021006;2;ŚLUSARCZYK Mirosława;55;wyższe;Włosień,;397;48.77;-1;Nie
021007;2;51.080913,15.118636 51.166891,15.261077;51.123902,15.1898565;===;R1;021007;1;FURDYKOŃ Dariusz Grzegorz;41;wyższe;Pisaczów,;1546;79.20;-1;Tak
021007;2;51.080913,15.118636 51.166891,15.261077;51.123902,15.1898565;===;R1;021007;2;TRĘDEWICZ Zdzisław;54;wyższe;Lubań,;406;20.80;-1;Nie
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;1;KLINGER Arkadiusz Zygmunt;47;wyższe;Lubin,;444;1.49;-1;Nie
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;2;KUBICA-RADEK Agnieszka Bogusława;43;wyższe;Lubin,;1504;5.04;-1;Nie
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;3;KUBÓW Krzysztof Jan;34;wyższe;Lubin,;8467;28.38;-1;Nie
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;4;RACZYŃSKI Robert;56;wyższe;Lubin,;17483;58.61;-1;Tak
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;5;ZAWADZKA Edyta Maria;45;wyższe;Lubin,;935;3.13;-1;Nie
021101;1;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;===;R1;021101;6;ZIELIŃSKI Grzegorz;31;wyższe;Lubin,;997;3.34;-1;Nie
021102;2;51.270587,16.004143 51.471704,16.355179;51.3711455,16.179661;===;R1;021102;1;BIAŁKOWSKI Marcin Tadeusz;44;wyższe;Szklary Górne,;1325;18.94;-1;Nie
021102;2;51.270587,16.004143 51.471704,16.355179;51.3711455,16.179661;===;R1;021102;2;KIELAN Tadeusz Zbigniew;61;wyższe techniczne;Lubin,;4081;58.34;-1;Tak
021102;2;51.270587,16.004143 51.471704,16.355179;51.3711455,16.179661;===;R1;021102;3;ŁUKASIEWICZ Paweł Waldemar;42;wyższe;Wiercień,;1589;22.72;-1;Nie
021103;2;51.432553,16.177917 51.612394,16.482172;51.5224735,16.3300445;===;R1;021103;1;BIGUS Władysław;61;średnie techniczne;Rudna,;2634;60.47;-1;Tak
021103;2;51.432553,16.177917 51.612394,16.482172;51.5224735,16.3300445;===;R1;021103;2;LATOS Waldemar Ireneusz;61;średnie;Chobienia,;1032;23.69;-1;Nie
021103;2;51.432553,16.177917 51.612394,16.482172;51.5224735,16.3300445;===;R1;021103;3;SZKLARZ Adela Anna;60;wyższe, prawnicze;Wrocław,;690;15.84;-1;Nie
021104;3;51.293699,16.308570 51.490291,16.476860;51.391995,16.392715;===;R1;021104;1;HOLDENMAJER Andrzej;57;średnie techniczne;Ścinawa,;1187;27.57;-1;Nie
021104;3;51.293699,16.308570 51.490291,16.476860;51.391995,16.392715;===;R1;021104;2;KOSZTYŁA Krystian Stanisław;38;wyższe;Ścinawa,;3119;72.43;-1;Tak
021201;3;50.967841,15.375691 51.120657,15.504046;51.044249,15.4398685;===;R1;021201;1;LUTY Edward;58;wyższe;Gryfów Śląski,;1100;28.56;-1;Nie
021201;3;50.967841,15.375691 51.120657,15.504046;51.044249,15.4398685;===;R1;021201;2;PONIŹNIK Olgierd;64;wyższe;Gryfów Śląski,;2751;71.44;-1;Tak
021202;3;50.937634,15.444598 51.073485,15.650067;51.0055595,15.5473325;===;R1;021202;1;CHODOROWSKI Sebastian Paweł;40;wyższe;Popielówek,;412;17.71;-1;Nie
021202;3;50.937634,15.444598 51.073485,15.650067;51.0055595,15.5473325;===;R1;021202;2;CHRABĄSZCZ Marek;40;wyższe;Lubomierz,;1499;64.42;-1;Tak
021202;3;50.937634,15.444598 51.073485,15.650067;51.0055595,15.5473325;===;R1;021202;3;SUŁKOWSKI Tadeusz Zdzisław;65;średnie;Oleszna Podgórska,;416;17.88;-1;Nie
021203;3;51.044693,15.443262 51.199301,15.761442;51.121997,15.602352;===;R1;021203;1;KOBIAŁKA Dawid Zdzisław;25;wyższe;Lwówek Śląski, Prawo i Sprawiedliwość;1885;27.00;-1;Nie
021203;3;51.044693,15.443262 51.199301,15.761442;51.121997,15.602352;===;R1;021203;2;MACIEJCZYK Ireneusz Sylwester;42;wyższe;Lwówek Śląski,;2271;32.53;-1;Druga tura
021203;3;51.044693,15.443262 51.199301,15.761442;51.121997,15.602352;===;R1;021203;3;SZCZĘSNA Mariola;55;wyższe;Mojesz,;2825;40.47;-1;Druga tura
021204;3;50.831886,15.277195 51.006058,15.526394;50.918972,15.4017945;===;R1;021204;1;JASIŃSKI Andrzej;53;średnie;Mirsk,;1859;53.08;-1;Tak
021204;3;50.831886,15.277195 51.006058,15.526394;50.918972,15.4017945;===;R1;021204;2;WILK Karol;29;wyższe;Orłowice,;1643;46.92;-1;Nie
021205;3;50.949319,15.579186 51.065156,15.765490;51.0072375,15.672338;===;R1;021205;1;FLUDER Marcin Kamil;42;wyższe;Wleń,;642;35.12;-1;Nie
021205;3;50.949319,15.579186 51.065156,15.765490;51.0072375,15.672338;===;R1;021205;2;ZYCH Artur Adam;53;wyższe;Lwówek Śląski, PiS;1186;64.88;-1;Tak
021301;2;51.564865,17.208318 51.647915,17.478384;51.60639,17.343351;===;R1;021301;1;MIECZNIKOWSKI Ignacy Mieczysław;55;wyższe;Cieszków,;1266;58.48;-1;Tak
021301;2;51.564865,17.208318 51.647915,17.478384;51.60639,17.343351;===;R1;021301;2;ZAJICZEK Piotr Tomasz;57;Wyższe;Godnowa,;899;41.52;-1;Nie
021302;2;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;===;R1;021302;1;BIAŁY Andrzej;47;wyższe;Krośnice,;2139;59.57;-1;Tak
021302;2;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;===;R1;021302;2;DROBINA Mirosław Stanisław;61;wyższe;Krośnice,;1036;28.85;-1;Nie
021302;2;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;===;R1;021302;3;KĘSY Artur;48;wyższe;Dziewiętlin,;216;6.02;-1;Nie
021302;2;51.367788,17.249431 51.521478,17.545881;51.444633,17.397656;===;R1;021302;4;MORKA Stefan;67;wyższe;Krzyszków,;200;5.57;-1;Nie
021303;3;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;===;R1;021303;1;FOLMER Dorota Maria;58;wyższe;Milicz,;2504;25.29;-1;Druga tura
021303;3;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;===;R1;021303;2;LECH Piotr Józef;52;Wyższe;Kaszowo,;4047;40.87;-1;Druga tura
021303;3;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;===;R1;021303;3;NESTORUK Andrzej Michał;56;wyższe;Milicz,;1113;11.24;-1;Nie
021303;3;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;===;R1;021303;4;SIERPIŃSKI Cezary Maksymilian;73;wyższe;Milicz,;787;7.95;-1;Nie
021303;3;51.391781,16.989485 51.621610,17.572734;51.5066955,17.2811095;===;R1;021303;5;WYBIERAŁA Paweł;44;wyższe;Milicz,;1450;14.64;-1;Nie
021401;1;51.181512,17.330293 51.239506,17.441794;51.210509,17.3860435;===;R1;021401;1;BRONŚ Jan;59;Wyższe;Oleśnica,;8926;58.39;-1;Tak
021401;1;51.181512,17.330293 51.239506,17.441794;51.210509,17.3860435;===;R1;021401;2;KOŁACIŃSKI Michał Wincenty;52;wyższe;Oleśnica, Prawo i Sprawiedliwość;5301;34.67;-1;Nie
021401;1;51.181512,17.330293 51.239506,17.441794;51.210509,17.3860435;===;R1;021401;3;ROMANOWICZ Monika Jolanta;46;wyższe;Oleśnica,;1061;6.94;-1;Nie
021402;3;51.051527,17.392195 51.231561,17.611502;51.141544,17.5018485;===;R1;021402;1;KOBIAŁKA Władysław Bogusław;60;Wyższe;Bierutów,;1280;29.75;-1;Druga tura
021402;3;51.051527,17.392195 51.231561,17.611502;51.141544,17.5018485;===;R1;021402;2;SAWICKI Piotr Marcin;40;Wyższe;Bierutów,;2063;47.94;-1;Druga tura
021402;3;51.051527,17.392195 51.231561,17.611502;51.141544,17.5018485;===;R1;021402;3;WIŚNIEWSKA-KOCJAN Iwona Grażyna;44;Wyższe;Solniki Wielkie,;960;22.31;-1;Nie
021403;2;51.223487,17.238237 51.373284,17.446074;51.2983855,17.3421555;===;R1;021403;1;CIOSEK Artur Przemysław;34;wyższe;Dobroszyce,;2044;81.56%;462;Tak
021404;2;51.160815,17.588574 51.271322,17.795269;51.2160685,17.6919215;===;R1;021404;1;FRYT Robert;41;wyższe;Stradomia Wierzchnia,;1304;57.07;-1;Tak
021404;2;51.160815,17.588574 51.271322,17.795269;51.2160685,17.6919215;===;R1;021404;2;KAZIMIERCZAK Krzysztof Piotr;46;średnie;Dziadowa Kłoda,;981;42.93;-1;Nie
021405;3;51.340434,17.541994 51.423456,17.755912;51.381945,17.648953;===;R1;021405;1;GŁOWACKI Jarosław Piotr;48;wyższe ekonomiczne;Bukowina Sycowska,;1619;77.65;-1;Tak
021405;3;51.340434,17.541994 51.423456,17.755912;51.381945,17.648953;===;R1;021405;2;OSTROWSKI Robert Remigiusz;51;wyższe;Międzybórz,;466;22.35;-1;Nie
021406;2;51.102419,17.289101 51.317298,17.614066;51.2098585,17.4515835;===;R1;021406;1;KASINA Marcin Stanisław;43;wyższe;Ligota Polska,;3365;62.74;-1;Tak
021406;2;51.102419,17.289101 51.317298,17.614066;51.2098585,17.4515835;===;R1;021406;2;SYCIANKO Maciej Wiktor;41;Wyższe;Spalice,;1385;25.83;-1;Nie
021406;2;51.102419,17.289101 51.317298,17.614066;51.2098585,17.4515835;===;R1;021406;3;WZGARDA Tomasz Ireneusz;47;średnie;Ligota Polska,;613;11.43;-1;Nie
021407;3;51.239512,17.534377 51.357666,17.766485;51.298589,17.650431;===;R1;021407;1;KOCIŃSKI Wojciech Eugeniusz;49;wyższe;Syców,;1820;26.34;-1;Druga tura
021407;3;51.239512,17.534377 51.357666,17.766485;51.298589,17.650431;===;R1;021407;2;KUŹMICZ Łukasz Maciej;42;wyższe;Bielawki,;1713;24.79;-1;Nie
021407;3;51.239512,17.534377 51.357666,17.766485;51.298589,17.650431;===;R1;021407;3;MANIAK Dariusz Dominik;30;wyższe;Wielowieś,;2340;33.87;-1;Druga tura
021407;3;51.239512,17.534377 51.357666,17.766485;51.298589,17.650431;===;R1;021407;4;ROSIEK Grzegorz;41;wyższe;Ślizów,;1036;14.99;-1;Nie
021408;3;51.296061,17.342512 51.457655,17.567565;51.376858,17.4550385;===;R1;021408;1;CZULIŃSKI Paweł;27;wyższe;Chełstówek,;3313;58.87;-1;Tak
021408;3;51.296061,17.342512 51.457655,17.567565;51.376858,17.4550385;===;R1;021408;2;POTYRAŁA Zbigniew;60;wyższe;Twardogóra,;2315;41.13;-1;Nie
021501;1;50.919127,17.245969 50.995776,17.342461;50.9574515,17.294215;===;R1;021501;1;FRISCHMANN Tomasz;45;wyższe;Oława,;7713;58.19;-1;Tak
021501;1;50.919127,17.245969 50.995776,17.342461;50.9574515,17.294215;===;R1;021501;2;GAWLAS Bartosz Ryszard;28;wyższe;Oława,;511;3.86;-1;Nie
021501;1;50.919127,17.245969 50.995776,17.342461;50.9574515,17.294215;===;R1;021501;3;ŁUCZKIEWICZ Mariusz Marek;40;wyższe;Oława,;2413;18.20;-1;Nie
021501;1;50.919127,17.245969 50.995776,17.342461;50.9574515,17.294215;===;R1;021501;4;ZIÓŁKOWSKA Magdalena Lucja;38;wyższe;Oława,;2618;19.75;-1;Nie
021502;2;50.840471,17.068245 50.986807,17.232166;50.913639,17.1502055;===;R1;021502;1;GŁOGULSKI Wojciech Tomasz;45;wyższe;Radłowice,;1755;75.45;-1;Tak
021502;2;50.840471,17.068245 50.986807,17.232166;50.913639,17.1502055;===;R1;021502;2;SWADEK-SCHNEIDER Dorota;55;wyższe;Polwica,;571;24.55;-1;Nie
021503;3;50.962630,17.269838 51.103703,17.543660;51.0331665,17.406749;===;R1;021503;1;DEKRET Walentyna Krystyna;64;podstawowe;Jelcz-Laskowice, Wolni i Solidarni;273;2.68;-1;Nie
021503;3;50.962630,17.269838 51.103703,17.543660;51.0331665,17.406749;===;R1;021503;2;DUDKOWSKI Łukasz Marek;40;wyższe;Jelcz-Laskowice,;2896;28.39;-1;Druga tura
021503;3;50.962630,17.269838 51.103703,17.543660;51.0331665,17.406749;===;R1;021503;3;STAJSZCZYK Piotr Marek;52;wyższe;Miłoszyce,;2267;22.23;-1;Nie
021503;3;50.962630,17.269838 51.103703,17.543660;51.0331665,17.406749;===;R1;021503;4;SZCZĘŚNIAK Bogdan Dariusz;59;wyższe;Miłoszyce,;4763;46.70;-1;Druga tura
021504;2;50.817489,17.167614 51.030400,17.464007;50.9239445,17.3158105;===;R1;021504;1;KOWNACKI Jan Franciszek;61;średnie;Gać,;3254;50.45;-1;Tak
021504;2;50.817489,17.167614 51.030400,17.464007;50.9239445,17.3158105;===;R1;021504;2;RADO Michał Marcin;29;wyższe;Bystrzyca,;3196;49.55;-1;Nie
021601;3;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;===;R1;021601;1;BOBER Andrzej;41;średnie;Chocianów,;574;9.10;-1;Nie
021601;3;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;===;R1;021601;2;KOWALSKI Roman Zbigniew;64;średnie;Chocianowiec,;1254;19.87;-1;Nie
021601;3;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;===;R1;021601;3;KULCZYŃSKI Tomasz Ireneusz;32;wyższe;Lubin,;2822;44.72;-1;Druga tura
021601;3;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;===;R1;021601;4;PICHAŁA Anna Eugenia;35;wyższe;Parchów,;1310;20.76;-1;Druga tura
021601;3;51.326293,15.815995 51.517635,16.108570;51.421964,15.9622825;===;R1;021601;5;ZIELONY Janusz Piotr;46;wyższe;Chocianów,;350;5.55;-1;Nie
021602;2;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;===;R1;021602;1;KIWACKI Paweł Łukasz;38;wyższe;Gaworzyce,;313;16.21;-1;Nie
021602;2;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;===;R1;021602;2;SZWAGRZYK Jacek Marek;47;wyższe;Gaworzyce,;1324;68.57;-1;Tak
021602;2;51.572744,15.815812 51.673356,15.972089;51.62305,15.8939505;===;R1;021602;3;URBAN Monika Barbara;42;wyższe;Gaworzyce,;294;15.23;-1;Nie
021603;2;51.522037,16.081805 51.634333,16.327718;51.578185,16.2047615;===;R1;021603;1;JABŁOŃSKI Roman Jan;59;wyższe;Grębocice,;2089;89.20%;253;Tak
021604;3;51.433494,15.950108 51.563008,16.211822;51.498251,16.080965;===;R1;021604;1;CHACZKO Beata Anna;38;wyższe;Obora,;625;5.34;-1;Nie
021604;3;51.433494,15.950108 51.563008,16.211822;51.498251,16.080965;===;R1;021604;2;MARCINIAK Wojciech;59;wyższe;Sobin,;2187;18.67;-1;Nie
021604;3;51.433494,15.950108 51.563008,16.211822;51.498251,16.080965;===;R1;021604;3;PUŹNIECKI Łukasz Franciszek;36;wyższe;Polkowice,;4813;41.09;-1;Druga tura
021604;3;51.433494,15.950108 51.563008,16.211822;51.498251,16.080965;===;R1;021604;4;WABIK Wiesław Władysław;49;wyższe ekonomiczne;Polkowice,;4087;34.90;-1;Druga tura
021605;3;51.440545,15.702774 51.577686,15.933496;51.5091155,15.818135;===;R1;021605;1;SZCZUPAK Jerzy Sławomir;38;wyższe;Przemków,;2902;85.68%;485;Tak
021606;2;51.503655,15.850615 51.618406,16.019019;51.5610305,15.934817;===;R1;021606;1;PIWKO Paweł Adam;39;wyższe - administracja publiczna;Buczyna,;1603;79.32%;418;Tak
021701;2;50.794308,16.901518 50.920432,17.111669;50.85737,17.0065935;===;R1;021701;1;GROCHOWSKI Waldemar Ryszard;55;wyższe;Borek Strzeliński,;1280;51.12;-1;Tak
021701;2;50.794308,16.901518 50.920432,17.111669;50.85737,17.0065935;===;R1;021701;2;ZIĄBER Zdzisław Kazimierz;39;wyższe;Kojęcin,;1224;48.88;-1;Nie
