"Lp";"Data";"Gdzie";"PanstwoMiasto";"Posel";"Klub";"NrWnioski";"Ktransp";"Kdiet";"Khoteli";"Kdojazdow";"Ubezp";"WydatkFundusz";"RozniceKurs";"Zaliczki";"Klacznie";"PoCo";"Coords";"Dist";"Kmlline"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Marcin Kierwiński";"PO";"24/12";2691,34;746,61;1769,71;0;0;0;-4,32;0;5211,98;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Bartosz Kownacki";"SP";"24/12";2475,47;746,61;1769,71;0;0;0;-4,05;0;4995,84;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Łukasz Krupa";"TR";"24/12";2691,34;746,61;1769,71;0;0;0;-4,05;0;5211,71;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Konstanty Miodowicz";"PO";"24/12";2691,34;746,61;1769,71;0;0;0;-4,05;0;5211,71;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Marek Opioła";"PiS";"24/12";2865,27;564,12;1179,81;0;0;0;-4,76;0;4613,96;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Zbyszek Zaborowski";"SLD";"24/12";2691,34;746,61;1769,71;0;0;0;-4,05;0;5211,71;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
36;"11-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Jadwiga Zakrzewska";"PO";"24/12";2691,34;630,48;1179,81;0;0;0;-10,73;0;4512,36;"ZP NATO  Komisja Polityczna, Obrony i Bezpieczeństwa oraz Ekonomiczna i Bezpieczeństwa";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
37;"12-14.02.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Bożena Kamińska";"PO";"26/12";0;193,5;0;0;0;0;0;0;193,5;"Seminarium dotyczące roli Sojuszu Północnoatlantyckiego w zapewnieniu bezpieczeństwa globalnego";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
38;"20-22.02.2012";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Marek Opioła";"PiS";"32/12";0;0;0;0;0;0;-37,58;0;37,58;"OBN  Inauguracyjne posiedzenie Międzyparlamentarnego Strategicznego Dialogu na Rzecz Bezpieczeństwa w Cyberprzestrzeni";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Małgorzata Gosiewska";"PiS";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Artur Górski";"PiS";"33/12";0;0;0;0;0;0;-14,91;0;14,91;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Mirosław Koźlakiewicz";"PO";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Adam Kwiatkowski";"PiS";"33/12";0;0;0;0;0;0;-14,91;0;14,91;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Adam Lipiński";"PiS";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Elżbieta Radziszewska";"PO";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Ryszard Terlecki";"PiS";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Bogusław Wontor";"SLD";"33/12";0;0;0;0;0;0;-22,64;0;22,64;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Tadeusz Woźniak";"SP";"33/12";0;0;0;0;0;0;-9,45;0;9,45;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
39;"21-22.02.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Wojciech Ziemniak";"PO";"33/12";0;0;0;0;0;0;-29,51;0;29,51;"LPG Spotkanie ze Związkiem Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Jerzy Borkowski";"TR";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Marek Gos";"PSL";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Ewa Kopacz";"PO";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Jarosław Rusiecki";"PiS";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Monika Wielichowska";"PO";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Marzena Dorota Wróbel";"SP";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
40;"22-23.02.2012";"CZECHY Praga";"CZECHY, Praga";"Zbyszek Zaborowski";"SLD";"34/12";0;81,13;0;0;0;0;0;0;81,13;"Oficjalna wizyta Marszałka Sejmu";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Barbara Bartuś";"PiS";"29/12";2940,14;632,92;2131,87;0;0;0;0;0;5704,93;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Beata Bublewicz";"PO";"29/12";2874,87;632,92;1463,55;0;0;0;0;0;4971,34;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Andrzej Dera";"SP";"29/12";2874,87;632,92;2131,87;0;0;0;0;0;5639,66;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Mariusz Grad";"PO";"29/12";2874,87;632,92;1463,55;0;0;0;0;0;4971,34;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Andrzej Jaworski";"PiS";"29/12";2874,87;632,92;1463,55;0;0;0;0;0;4971,34;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Joanna Kluzik-Rostkowska";"PO";"29/12";2874,87;394,18;1065,94;0;0;0;0;0;4334,99;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Wojciech Penkalski";"TR";"29/12";2874,87;632,92;2131,87;0;0;0;0;0;5639,66;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Grzegorz Schreiber";"PiS";"29/12";2874,87;632,92;1463,55;0;0;0;0;0;4971,34;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
41;"22-24.02.2012";"AUSTRIA Wiedeń";"AUSTRIA, Wiedeń";"Henryk Smolarz";"PSL";"29/12";2874,87;632,92;2131,87;0;0;0;0;0;5639,66;"ZP OBWE  Sesja zimowa";"48.2081743 16.3738189 0";555.9;"<LineString><coordinates>16.3738189,48.2081743 21.028075,52.225208</coordinates></LineString>"
42;"24-25.02.2012";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Joanna Fabisiak";"PO";"35/12";2773,47;331,67;538,02;0;0;0;-3,04;0;3646,2;"LPG Konferencja 'Sytuacja dzieci i młodzieży w Wielkiej Brytanii po 2004 roku'";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
43;"26.02.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Anna Fotyga";"PiS";"40/12";251,34;152,41;0;0;0;0;0;0;403,75;"Na zaproszenie Związku Polaków w Niemczech 'Rodło' Oddział Regionalny Berlin-Brandenburg";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
44;"28-29.02.2012";"UKRAINA: Bołszowce";"UKRAINA, Bołszowce";"Piotr Pyzik";"PiS";"43/12";0;130,96;0;0;0;0;0;0;130,96;"VI międzynarodowa konferencja 'UKRAINA: tyglem narodów, religii i kultur'";"48.922633 24.711117 0";449.9;"<LineString><coordinates>24.711117,48.922633 21.028075,52.225208</coordinates></LineString>"
45;"29.02- 5.03.2012";"ROSJA: Pietropawłowsk Kamczacki";"ROSJA, Pietropawłowsk Kamczacki";"Tadeusz Iwiński";"SLD";"38/12";12923,28;1254,15;3006,77;0;0;0;-0,96;0;17185,16;"ZPRE  Obserwacja wyborów prezydenckich";"53.016667 158.65 0";7667.7;"<LineString><coordinates>158.65,53.016667 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Jan Bury";"PSL";"45/12";1102,98;1208,56;0;0;0;0;0;0;2311,54;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Maciej Mroczek";"TR";"45/12";1102,98;1208,56;0;0;0;0;0;0;2311,54;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Cezary Olejniczak";"SLD";"45/12";1102,98;1208,56;608;0;0;0;0;0;2919,54;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Małgorzata Sekuła- Szmajdzińska";"SLD";"45/12";1090,35;1208,56;608;0;0;0;0;0;2906,91;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Bożena Sławiak";"PO";"45/12";1095,79;1208,56;608;0;0;0;0;0;2912,35;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Bożena Szydłowska";"PO";"45/12";1095,79;1208,56;0;0;0;0;0;0;2304,35;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Tadeusz Tomaszewski";"SLD";"45/12";1090,35;1208,56;608;0;0;0;0;0;2906,91;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
46;"2-6.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Bogusław Wontor";"SLD";"45/12";1102,98;1208,56;0;0;0;0;0;0;2311,54;"Polsko-Francuskie Seminarium Kosmiczne";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
47;"2-6.03.2012";"BOŚNIA I HERCEGOWINA Sarajewo";"BOŚNIA I HERCEGOWINA, Sarajewo";"Jan Dziedziczak";"PiS";"54/12";0;721,74;0;0;0;0;0;0;721,74;"Wizyta studyjna 'Bośnia i Hercegowina w dwadzieścia lat po ogłoszeniu niepodległości. Sytuacja państwa i doświadczenia społeczności międzynarodowej'";"43.8562586 18.4130763 0";950.6;"<LineString><coordinates>18.4130763,43.8562586 21.028075,52.225208</coordinates></LineString>"
48;"4-6.03.2012";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Arkady Fiedler";"PO";"44/12";2765,1;565,67;1390,96;0;0;0;0;0;4721,73;"LPG Spotkania w Ambasadzie RP w Londynie oraz w Stowarzyszeniu Techników Polskich w Wielkiej Brytanii";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
48;"4-6.03.2012";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Wojciech Ziemniak";"PO";"44/12";2765,1;565,67;1390,96;0;0;0;0;0;4721,73;"LPG Spotkania w Ambasadzie RP w Londynie oraz w Stowarzyszeniu Techników Polskich w Wielkiej Brytanii";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
49;"4-7.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Jan Kaźmierczak";"PO";"39/12";3060;988,14;1505,74;0;0;0;0;0;5553,88;"ZPRE  Komisja ds. Kultury, Nauki, Edukacji i Mediów";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
49;"4-7.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Jagna Marczułajtis-Walczak";"PO";"39/12";2360,13;1097,93;1490,43;0;0;0;-0,35;0;4948,84;"ZPRE  Komisja ds. Kultury, Nauki, Edukacji i Mediów";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
50;"6-8.03.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Andrzej Bętkowski";"PiS";"36/12";327,16;671,71;1320,91;0;0;0;-1,19;0;2320,97;"KFS  Targi turystyczne ITB";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
50;"6-8.03.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Andrzej Buła";"PO";"36/12";0;671,71;1320,91;0;0;0;-1,19;0;1993,81;"KFS  Targi turystyczne ITB";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
50;"6-8.03.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Jacek Falfus";"PiS";"36/12";327,16;671,71;1304,29;0;0;0;-1,31;0;2304,47;"KFS  Targi turystyczne ITB";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
50;"6-8.03.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Artur Górczyński";"TR";"36/12";327,16;671,71;1320,91;0;0;0;-1,19;0;2320,97;"KFS  Targi turystyczne ITB";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
51;"8.03.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Alicja Olechowska";"PO";"47/12";2819,42;228,64;0;0;0;0;0;0;3048,06;"SUE Międzyparlamentarne spotkanie Komisji do Spraw Kobiet i Równości Płci";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
52;"8-9.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Andrzej Halicki";"PO";"46/12";2378,07;656,43;495,05;0;0;0;-0,09;0;3529,64;"ZPRE  Posiedzenie Prezydium, Komisja Stała";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
53;"11-12.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Robert Biedroń";"TR";"42/12";3098,47;392,53;500,33;0;0;0;-0,11;0;3991,44;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
53;"11-12.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Adam Rogacki";"PiS";"42/12";2590;392,54;505,46;0;0;0;0;0;3488;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
54;"11-12.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Adam Hofman";"PiS";"50/12";2590;392,53;126,36;0;0;0;-9,55;0;3118,44;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
54;"11-12.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Mariusz Antoni Kamiński";"PiS";"50/12";2590;392,53;505,47;0;0;0;0;0;3488;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
55;"11-12.03.2012";"DANIA: Kopenhaga";"DANIA, Kopenhaga";"Grzegorz Schetyna";"PO";"51/12";3001,97;174,25;494,27;0;0;0;0;0;3670,49;"SZA Konferencja Przewodniczących Komisji Spraw Zagranicznych Parlamentów UE, PE i państw kandydujących (COFACC)";"55.6760968 12.5683371 0";672.9;"<LineString><coordinates>12.5683371,55.6760968 21.028075,52.225208</coordinates></LineString>"
55;"11-12.03.2012";"DANIA: Kopenhaga";"DANIA, Kopenhaga";"Andrzej Halicki";"PO";"51/12";2880,81;285,12;494,27;0;0;0;0;0;3660,2;"SZA Konferencja Przewodniczących Komisji Spraw Zagranicznych Parlamentów UE, PE i państw kandydujących (COFACC)";"55.6760968 12.5683371 0";672.9;"<LineString><coordinates>12.5683371,55.6760968 21.028075,52.225208</coordinates></LineString>"
56;"11-13.03.2012";"NIEMCY: Kilonia";"NIEMCY, Kilonia";"Arkadiusz Litwiński";"PO";"49/12";908,68;190,56;821,17;0;0;0;0;0;1920,41;"KPMB  X Forum Parlamentów Południowego Bałtyku";"54.3232927 10.1227652 0";760.9;"<LineString><coordinates>10.1227652,54.3232927 21.028075,52.225208</coordinates></LineString>"
57;"13-14.03.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Tadeusz Iwiński";"SLD";"52/12";2240,45;435,02;492,11;0;0;0;-0,07;0;3167,65;"ZPRE  Komisja Monitoringowa";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
58;"13-15.03.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Jan Dziedziczak";"PiS";"53/12";2907,47;283,27;899,81;0;0;0;-17,55;0;4108,1;"ZP NATO Podkomisja ds. współpracy partnerskiej NATO oraz Międzyparlamentarna Rada UKRAINA: - NATO";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
58;"13-15.03.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Anna Fotyga";"PiS";"53/12";2695,04;467,62;1715,5;0;0;0;-9,77;0;4887,93;"ZP NATO Podkomisja ds. współpracy partnerskiej NATO oraz Międzyparlamentarna Rada UKRAINA: - NATO";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
58;"13-15.03.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Paweł Arndt";"PO";"53/12";2695,04;456,66;1712,78;0;0;0;-9,05;0;4873,53;"ZP NATO Podkomisja ds. współpracy partnerskiej NATO oraz Międzyparlamentarna Rada UKRAINA: - NATO";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
59;"18-22.03.2012";"KATAR Doha";"KATAR, Doha";"Paweł Arndt";"PO";"56/12";4598,76;637,35;3371,87;0;0;0;-17,52;0;8625,5;"ZP NATO Podkomisja ds. współpracy partnerskiej NATO w ramach ZP NATO";"25.286667 51.533333 0";3940.0;"<LineString><coordinates>51.533333,25.286667 21.028075,52.225208</coordinates></LineString>"
59;"18-22.03.2012";"KATAR Doha";"KATAR, Doha";"Stefan Niesiołowski";"PO";"56/12";4598,76;637,35;3371,87;0;0;0;-19,84;0;8627,82;"ZP NATO Podkomisja ds. współpracy partnerskiej NATO w ramach ZP NATO";"25.286667 51.533333 0";3940.0;"<LineString><coordinates>51.533333,25.286667 21.028075,52.225208</coordinates></LineString>"
60;"19-20.03.2012";"DANIA: Kopenhaga";"DANIA, Kopenhaga";"Beata Szydło";"PiS";"55/12";3136,08;287,77;498,87;0;0;0;0;0;3922,72;"FPB  Spotkanie Przewodniczących Komisji Finansów i Spraw Podatkowych państw członkowskich UE";"55.6760968 12.5683371 0";672.9;"<LineString><coordinates>12.5683371,55.6760968 21.028075,52.225208</coordinates></LineString>"
