nrk;teryt;nro;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw;lwug15;lkw15;lkwzu15;lgnw15;lgw15;freq15;pgnw15;dup.addr
15575;90617;126101;468;KRAKOWSKIE CENTRUM REHABILITACJI I ORTOPEDII 30-224 Kraków al. Modrzewiowa 22;79;45;45;3;42;56.96;6.67;89;45;45;3;42;50.56;6.67;DOM POMOCY SPOŁECZNEJ|Kraków|ul. Kluzeka 6 |31-222 
15582;90624;126101;475;ZAKŁAD OPIEKUŃCZO-LECZNICZY W KRAKOWIE 30-663 Kraków ul. Wielicka 267;434;73;73;6;67;16.82;8.22;80;32;32;4;28;40;12.5;DOM POMOCY SPOŁECZNEJ|Kraków|Praska 25 |30-328 
15587;90629;126101;480;SZPITAL SPECJALISTYCZNY IM. L. RYDYGIERA W KRAKOWIE SP. Z O.O 31-827 Kraków OSIEDLE ZŁOTEJ JESIENI 1;368;87;87;9;78;23.64;10.34;67;49;49;4;45;73.13;8.16;UZDROWISKO KRAKÓW SWOSZOWICE SP. Z O.O.|KRAKÓW|KĄPIELOWA 70 |30-698 
15592;90634;126101;485;CENTRUM MEDYCZNE „UJASTEK” SP. Z O.O 31-752 Kraków UJASTEK 3;113;22;22;2;20;19.47;9.09;143;30;30;4;26;20.98;13.33;DOM POMOCY SPOŁECZNEJ, UL. ŁANOWA 39, 43|KRAKÓW|ŁANOWA 39 |30-725 
15736;74120;140105;3;Publiczna Szkoła Podstawowa w Dobieszynie 26-804 Kolonia Sielce 46;950;115;115;8;107;12.11;6.96;931;348;348;22;326;37.38;6.32;Publiczna Szkoła Podstawowa w Dobieszynie|Kolonia Sielce| 46 |26-804 Stromiec
15738;74122;140105;5;Urząd Gminy w Stromcu 26-804 Stromiec ul.Piaski 4;942;102;102;8;94;10.83;7.84;935;350;350;28;322;37.43;8;Urząd Gminy w Stromcu|Stromiec|ul.Piaski 4 |26-804 Stromiec
15764;90648;140201;22;Specjalistyczny Szpital Wojewódzki 06-400 Ciechanów ul. Powstańców Wielkopolskich 2;256;28;28;4;24;10.94;14.29;248;51;51;5;46;20.56;9.8;Specjalistyczny Szpital Wojewódzki|Ciechanów|ul. Powstańców Wielkopolskich 2 |06-400 Ciechanów
15782;74164;140206;2;Urząd Gminy w Ojrzeniu 06-456 Ojrzeń ul. Ciechanowska 27;711;62;62;4;58;8.72;6.45;704;232;232;15;217;32.95;6.47;Urząd Gminy w Ojrzeniu|Ojrzeń|ul. Ciechanowska 27 |06-456 Ojrzeń
15844;90652;140305;8;Budynek Ośrodka w Wólce Ostrożeńskiej 08-404 Wólka Ostrożeńska 15a;60;18;18;2;16;30;11.11;63;23;23;2;21;36.51;8.7;Budynek Ośrodka w Wólce Ostrożeńskiej|Wólka Ostrożeńska| 15a |08-404 Górzno
15848;74227;140306;4;Dom Kultury w Starym Helenowie 08-450 Stary Helenów 30;579;65;65;5;60;11.23;7.69;583;222;222;16;206;38.08;7.21;Dom Kultury w Starym Helenowie|Stary Helenów| 30 |08-450 Łaskarzew
15853;74232;140307;4;Publiczna Szkoła Podstawowa w Antoniówce Świerżowskiej 08-480 Antoniówka Świerżowska 24a;396;71;71;6;65;17.93;8.45;398;162;162;14;148;40.7;8.64;Publiczna Szkoła Podstawowa w Antoniówce Świerżowskiej|Antoniówka Świerżowska| 24a |08-480 Maciejowice
15857;74236;140307;8;Publiczna Szkoła Podstawowa w Oronnem 08-480 Oronne 8;375;61;61;4;57;16.27;6.56;359;163;163;10;153;45.4;6.13;Publiczna Szkoła Podstawowa w Oronnem|Oronne| 8 |08-480 Maciejowice
15917;90655;140401;16;Wojewódzki Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej im. prof. Eugeniusza Wilczkowskiego 09-500 Gostynin ul. Zalesie 1;294;34;34;6;28;11.56;17.65;47;26;26;2;24;55.32;7.69;Regionalny Ośrodek Psychiatrii Sądowej|Gostynin|Zalesie 1A |09-500 Gostynin
15925;74301;140402;8;Zespół Szkoły Podstawowej i Gimnazjum w Solcu 09-500 Solec 6;563;109;109;9;100;19.36;8.26;557;287;287;18;269;51.53;6.27;Zespół Szkoły Podstawowej i Gimnazjum w Solcu|Solec| 6 |09-500 Gostynin
15929;90656;140402;12;Szpital ARION Med sp. z o.o. Zespół Opieki Zdrowotnej z siedzibą w Gorzewie 09-500 Gorzewo ul. Kruk 5;100;16;16;3;13;16;18.75;104;48;48;5;43;46.15;10.42;Szpital ARION Med sp. z o.o. Zespół Opieki Zdrowotnej|Gorzewo|Kruk 5 |09-500 Gostynin
15931;74306;140403;2;Zespół Szkół Ogólnokształących w Pacynie 09-541 Pacyna Kopycińskiego 5;911;122;122;8;114;13.39;6.56;895;361;361;24;337;40.34;6.65;Zespół Szkół Ogólnokształących w Pacynie,|Pacyna|ul.Kopycińskiego 5 |09-541 Pacyna
16049;74415;140606;4;Ochotnicza Straż Pożarna w Boglewicach 05-604 Boglewice 46;822;149;149;16;133;18.13;10.74;820;327;327;20;307;39.88;6.12;Ochotnicza Straż Pożarna w Boglewicach|Boglewice| 46 |05-604 Jasieniec
16203;74564;140902;1;Remiza Strażacka w Antoniowie 27-310 Antoniów 36;357;49;49;5;44;13.73;10.2;354;140;140;15;125;39.55;10.71;Remiza Strażacka w Antoniowie|Antoniów| 36 |27-310 Ciepielów
16225;74585;140904;4;Niepubliczna Szkoła Podstawowa w Pasztowej Woli 27-353 Pasztowa Wola-Kolonia 27;497;66;66;9;57;13.28;13.64;469;173;173;11;162;36.89;6.36;Budynek byłej Niepublicznej Szkoły Podstawowej w Pasztowej Woli|Pasztowa Wola-Kolonia| 27 |27-353 Rzeczniów
16236;74596;140906;4;Zespół Szkół Samorządowych w Pawłowicach 27-320 Pawłowice 88;666;99;99;9;90;14.86;9.09;643;256;256;18;238;39.81;7.03;Zespół Szkół Samorządowych w Pawłowicach|Pawłowice| 88 |27-320 Solec nad Wisłą
16304;74661;141106;7;Świetlica wiejska 06-211 Kobylinek;312;58;58;6;52;18.59;10.34;314;135;135;10;125;42.99;7.41;Świetlica wiejska w Kobylinku|Kobylinek| |06-211 Płoniawy-Bramura
16317;74674;141110;1;Gminne Centrum Kultury, Czytelnictwa i Sportu 06-220 Stary Szelków 35A;1057;212;212;17;195;20.06;8.02;1046;468;468;29;439;44.74;6.2;Gminne Centrum Kultury, Czytelnictwa i Sportu w Starym Szelkowie|Stary Szelków| 35A |06-220 Stary Szelków
16399;74754;141212;1;Niepubliczna Szkoła Podstawowa w Lipinach 05-317 Lipiny 71;521;73;73;5;68;14.01;6.85;521;179;179;11;168;34.36;6.15;Niepubliczna Szkoła Podstawowa w Lipinach|Lipiny| 71 |05-317 Jeruzal
16463;74816;141304;4;Szkoła Podstawowa we Wróblewie 06-540 Wróblewo 27;662;62;62;5;57;9.37;8.06;653;258;258;25;233;39.51;9.69;Szkoła Podstawowa we Wróblewie|Wróblewo| 27 |06-540 Radzanów
16471;74824;141306;2;Budynek Gminy 06-560 Konopki ul. Kredytowa 4;1502;227;227;19;208;15.11;8.37;1481;649;649;47;602;43.82;7.24;Budynek Gminy|Konopki|ul. Kredytowa 4 |06-560 Konopki
16479;74831;141308;3;Szkoła Podstawowa w Dębsku 06-516 Dębsk 104;859;105;105;10;95;12.22;9.52;862;365;365;22;343;42.34;6.03;Szkoła Podstawowa w Dębsku|Dębsk| 104 |06-516 Szydłowo
16500;90680;141401;13;Szpital Powiatowy w Nowym Dworze Mazowieckim ( Nowodworskie Centrum Medyczne) 05-100 Nowy Dwór Mazowiecki ul. Miodowa 2;36;14;14;3;11;38.89;21.43;56;17;17;2;15;30.36;11.76;Szpital Powiatowy w Nowym Dworze Mazowieckim (Nowodworskie Centrum Medyczne)|Nowy Dwór Mazowiecki|Miodowa 2 |05-100 Nowy Dwór Mazowiecki
16548;74898;141502;3;Szkoła Podstawowa 07-431 Długie 13;226;56;56;5;51;24.78;8.93;221;92;92;7;85;41.63;7.61;Szkoła Podstawowa w Długiem|Długie| 13 |07-431 Czarnia
16578;74928;141505;14;Szkoła Podstawowa 07-420 Jazgarka 54;587;62;62;10;52;10.56;16.13;575;184;184;18;166;32;9.78;Szkoła Podstawowa w Jazgarce|Jazgarka| 54 |07-420 Kadzidło
16589;74939;141507;2;Szkoła Podstawowa 07-438 Warmiak 16;415;45;45;7;38;10.84;15.56;412;146;146;9;137;35.44;6.16;Szkoła Podstawowa w Warmiaku|Warmiak| 16 |07-438 Zalas
16614;74964;141509;5;Szkoła Podstawowa w Grabówku 07-416 Grabówek 20;416;40;40;3;37;9.62;7.5;403;110;110;7;103;27.3;6.36;Szkoła Podstawowa w Grabówku|Grabówek| 20 |07-416 Olszewo-Borki
16899;75234;141901;5;Zespół Szkół Nr 3 09-230 Zagroba 40;852;116;116;9;107;13.62;7.76;824;330;330;20;310;40.05;6.06;Zespół Szkół Nr 3|Zagroba| 40 |09-230 Bielsk
16916;75249;141903;6;Szkoła Podstawowa w Siecieniu 09-411 Siecień 84;617;96;96;10;86;15.56;10.42;621;242;242;16;226;38.97;6.61;Szkoła Podstawowa w Siecieniu|Siecień| 84 |09-411 Biała k. Płocka
16939;75272;141906;8;Dom Ludowy 09-530 Topólno 49;402;53;53;5;48;13.18;9.43;394;146;146;12;134;37.06;8.22;Dom Ludowy|Topólno| 49 |09-530 Gąbin
16954;75286;141909;1;Szkoła Podstawowa 09-505 Nowy Duninów ul. Gostynińska 1;897;152;152;10;142;16.95;6.58;899;419;419;29;390;46.61;6.92;Szkoła Podstawowa|Nowy Duninów|ul. Gostynińska 1 |09-505 Nowy Duninów
16965;75297;141911;1;Szkoła Podstawowa w Świniarach 09-533 Wiączemin Polski 4;518;73;73;6;67;14.09;8.22;511;191;191;15;176;37.38;7.85;Szkoła Podstawowa w Świniarach|Wiączemin Polski| 4 |09-533 Słubice
16968;75300;141911;4;Remiza OSP w Łaziskach 09-533 Bończa 28;441;87;87;8;79;19.73;9.2;447;177;177;14;163;39.6;7.91;Remiza OSP w Łaziskach|Bończa| 28 |09-533 Słubice
16970;75302;141911;6;Szkoła Podstawowa w Słubicach 09-533 Słubice Płocka 28;736;139;139;13;126;18.89;9.35;721;347;347;30;317;48.13;8.65;Szkoła Podstawowa w Słubicach|Słubice|ul. Płocka 28 |09-533 Słubice
16974;75306;141912;4;Świetlica Wiejska w Mirosławiu 09-472 Mirosław 23;371;58;58;8;50;15.63;13.79;368;147;147;9;138;39.95;6.12;Świetlica Wiejska w Mirosławiu|Mirosław| 23 |09-472 Słupno
16992;75323;141914;5;Szkoła Podstawowa 09-440 Smardzewo 4;360;60;60;5;55;16.67;8.33;362;160;160;15;145;44.2;9.38;Szkoła Podstawowa,Smardzewo 4|Smardzewo| 4 |09-440 Staroźreby
16996;75327;141914;9;Świetlica Wiejska 09-440 Nowa Wieś 7B;419;91;91;10;81;21.72;10.99;417;162;162;13;149;38.85;8.02;Świetlica Wiejska,Nowa Wieś 7B|Nowa Wieś| 7B |09-440 Staroźreby
17036;75363;142004;4;Szkoła Podstawowa w Chociszewie 09-150 Chociszewo 47;1267;86;86;7;79;6.79;8.14;1293;375;375;28;347;29;7.47;Szkoła Podstawowa w Chociszewie|Chociszewo| 47 |09-150 Czerwińsk nad Wisłą
17050;75376;142008;1;Szkoła Podstawowa w Gościminie Wielkim 09-120 Gościmin Wielki 47;763;99;99;10;89;12.98;10.1;766;289;289;20;269;37.73;6.92;Szkoła Podstawowa w Gościminie Wielkim|Gościmin Wielki| 47 |09-120 Nowe Miasto
17061;75387;142009;8;Świetlica w Szerominku 09-100 Szerominek ul. Płońska 53;1011;129;129;11;118;12.76;8.53;511;196;196;13;183;38.36;6.63;Świetlica w Szerominku|Szerominek|ul. Płońska 53 |09-100 Płońsk
17062;75388;142010;1;Zespół Szkół w Starym Gralewie 09-166 Stare Gralewo 13;1849;230;230;16;214;12.44;6.96;1820;639;639;44;595;35.11;6.89;Zespół Szkół w Starym Gralewie|Stare Gralewo| 13 |09-166 Gralewo
17067;90708;142010;6;Poradnia Rodzinna „Zdrowie” z siedzibą w Płońsku, Zakład Opiekuńczo-Leczniczy Kraszewo-Czubaki 09-140 Kraszewo-Czubaki Kraszewo-Czubaki 23a;250;35;35;5;30;14;14.29;350;83;83;8;75;23.71;9.64;Centrum Medyczne Grupa Zdrowie Kraszewo-Czubaki 23a|Kraszewo-Czubaki| 23a |09-140 Raciąż
17114;90710;142102;28;Szpital Kolejowy im. dr med. Włodzimierza Roeflera 05-800 Pruszków, Żbików Warsztatowa 1;197;39;39;4;35;19.8;10.26;636;118;118;10;108;18.55;8.47;Obwód odrębny Mazowieckie Specjalistyczne Centrum Zdrowia im. prof. dr Jana Mazurkiewicza ul. Partyzantów 2/4|Pruszków Tworki|Partyzantów 2/4 |05-800 Pruszków
17174;90713;142201;14;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej 06-300 Przasnysz ul. Sadowa 9;188;17;17;4;13;9.04;23.53;195;66;66;4;62;33.85;6.06;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej|Przasnysz|ul. Sadowa 9 |06-300 Przasnysz
17178;75496;142202;3;Świetlica Wiejska 06-330 Nowa Wieś 14;494;62;62;6;56;12.55;9.68;482;150;150;13;137;31.12;8.67;Świetlica Wiejska w Nowej Wsi|Nowa Wieś| 14 |06-330 Chorzele
17180;75498;142202;5;Zespół Szkół 06-330 Krzynowłoga Wielka 18;488;65;65;4;61;13.32;6.15;486;172;172;12;160;35.39;6.98;Zespół Szkół w Krzynowłodze Wielkiej|Krzynowłoga Wielka| 18 |06-330 Chorzele
17202;75520;142204;10;Remiza Strażacka 06-323 Budy Rządowe 29;161;45;45;3;42;27.95;6.67;164;72;72;6;66;43.9;8.33;Remiza Strażacka w Budach Rządowych|Budy Rządowe| 29 |06-323 Jednorożec
17204;75522;142205;2;Szkoła Podstawowa 06-408 Milewo-Szwejki 19;550;48;48;4;44;8.73;8.33;541;172;172;16;156;31.79;9.3;Szkoła Podstawowa w Milewie-Szwejkach|Milewo-Szwejki| 19 |06-408 Krasne
17223;75541;142301;2;Przedszkole Samorządowe Ninków 26-422 Ninków 23;483;59;59;11;48;12.22;18.64;469;153;153;10;143;32.62;6.54;Przedszkole Samorządowe Ninków|Ninków| 23 |26-422 Borkowice
17246;75564;142306;4;Szkoła Podstawowa w Ruskim Brodzie 26-400 Ruski Bród ul. Główna 51;401;43;43;5;38;10.72;11.63;395;141;141;10;131;35.7;7.09;Budynek byłej Szkoły Podstawowej w Ruskim Brodzie|Ruski Bród|ul. Główna 51 |26-400 Przysucha
17258;75576;142308;4;Świetlica wiejska w Koryciskach 26-432 Koryciska 38;404;60;60;5;55;14.85;8.33;398;148;148;14;134;37.19;9.46;Świetlica wiejska w Koryciskach|Koryciska| 38 |26-432 Wieniawa
17264;90716;142401;6;Zakład Opiekuńczo-Leczniczy 06-120 Tąsewy 8;75;28;28;4;24;37.33;14.29;77;25;25;5;20;32.47;20;Zakład Opiekuńczo-Leczniczy|Tąsewy| 8 |06-120 Winnica
17267;75583;142402;3;Szkoła Filialna w Gródku Rządowym 07-215 Gródek Rządowy 34;566;120;120;10;110;21.2;8.33;575;307;307;19;288;53.39;6.19;Szkoła Filialna w Gródku Rządowym|Gródek Rządowy| 34 |07-215 Obryte
17269;75585;142402;5;Szkoła Filialna im. Janusza Korczaka w Zambskach Kościelnych 07-215 Zambski Kościelne 33;453;84;84;7;77;18.54;8.33;456;263;263;24;239;57.68;9.13;Szkoła Filialna im. Janusza Korczaka w Zambskach Kościelnych|Zambski Kościelne| 33 |07-215 Obryte
17271;75587;142402;7;Gminny Dom Kultury we wsi Sadykierz 07-215 Sadykierz 54;284;58;58;4;54;20.42;6.9;284;138;138;9;129;48.59;6.52;Gminny Dom Kultury we wsi Sadykierz|Sadykierz| 54 |07-215 Obryte
17309;75624;142407;1;Zespół Placówek Oświatowych 07-217 Zatory ul. Jana Pawła II 69;785;179;179;11;168;22.8;6.15;810;403;403;27;376;49.75;6.7;Zespół Placówek Oświatowych|Zatory|ul. Jana Pawła II 69 |07-217 Zatory
17310;75625;142407;2;Zespół Placówek Oświatowych 07-217 Zatory ul. Jana Pawła II 69;684;128;128;10;118;18.71;7.81;713;337;337;24;313;47.27;7.12;Zespół Placówek Oświatowych|Zatory|ul. Jana Pawła II 69 |07-217 Zatory
17352;90718;142503;17;SP ZZOZ Szpital w Iłży 27 - 100 Iłża dr Anki 4;123;12;12;1;11;9.76;8.33;79;21;21;3;18;26.58;14.29;SP ZZOZ SZPITAL W IŁŻY|IŁŻA|dr ANKI 4 |27-100 IŁŻA
17366;75680;142505;7;Zespół Szkół Publicznych 26-660 Wierzchowiny 30;739;93;93;6;87;12.58;6.45;739;273;273;20;253;36.94;7.33;Zespół Szkół Publicznych w Wierzchowinach|Wierzchowiny| 30 |26-660 Jedlińsk
17391;90719;142508;9;Oddział Zewnętrzny w Pionach Zakładu Karnego w Żytkowicach 26-930 Żytkowice bz.;131;70;70;13;57;53.44;18.57;132;80;80;8;72;60.61;10;Oddział Zewnętrzny w Pionkach Zakładu Karnego w Żytkowicach|Pionki| |26-670 
17409;75722;142511;4;Publiczna Szkoła Podstawowa w Łączanach 26-680 Łączany 41A;855;118;118;10;108;13.8;8.47;846;313;313;20;293;37;6.39;Publiczna Szkoła Podstawowa w Łączanach|Łączany| 41A |26-680 Wierzbica
17514;75826;142702;1;Szkoła Podstawowa 09-213 Ostrowy 2;483;80;80;7;73;16.56;8.75;572;226;226;18;208;39.51;7.96;Szkoła Podstawowa|Ostrowy| 2 |09-213 Gozdowo
17520;75832;142703;1;Szkoła Podstawowa im. Adama Mickiewicza w Bożewie 09-215 Bożewo Nowe 15;701;134;134;9;125;19.12;6.72;721;349;349;28;321;48.4;8.02;Szkoła Podstawowa im. Adama Mickiewicza w Bożewie|Bożewo Nowe| 15 |09-215 Bożewo
17522;75834;142703;3;Szkoła Podstawowa im. Jana Pawła II w Mochowie 09-214 Mochowo-Parcele 31;816;154;154;17;137;18.87;11.04;825;423;423;28;395;51.27;6.62;Szkoła Podstawowa im. Jana Pawła II w Mochowie|Mochowo-Parcele| 31 |09-214 Mochowo
17534;75846;142705;4;Gimnazjum 09-200 Susk 35;624;64;64;4;60;10.26;6.25;629;234;234;18;216;37.2;7.69;Gimnazjum|Susk| 35 |09-200 Sierpc
17546;75857;142707;4;Szkoła Podstawowa 09-226 Osiek 5;716;128;128;10;118;17.88;7.81;725;323;323;29;294;44.55;8.98;Szkoła Podstawowa|Osiek| 5 |09-226 Zawidz Kościelny
17570;90723;142801;23;Pawilon Psychiatryczny Szpitala Powiatowego 96-500 Sochaczew ul. Batalionów Chłopskich 3/7;17;13;13;3;10;76.47;23.08;62;28;28;3;25;45.16;10.71;Pawilon Psychiatryczny Szpitala Powiatowego|Sochaczew|Batalionów Chłopskich 3/7A |96-500 Sochaczew
17597;75904;142807;1;Gimnazjum 96-500 Wymysłów 17;442;120;120;8;112;27.15;6.67;447;245;245;15;230;54.81;6.12;Gimnazjum|Wymysłów| 17 |96-500 Sochaczew
17608;75915;142808;4;Szkoła Podstawowa 96-516 Budki Piaseckie 17;830;104;104;7;97;12.53;6.73;853;316;316;26;290;37.05;8.23;Szkoła Podstawowa|Budki Piaseckie| 17 |96-516 Szymanów
17630;75936;142904;2;Niepubliczna Szkoła Podstawowa w Czekanowie 08-304 Czekanów 20;503;71;71;6;65;14.12;8.45;484;228;228;16;212;47.11;7.02;Niepubliczna Szkoła Podstawowa w Czekanowie|Czekanów| 20 |08-304 Jabłonna Lacka
17663;75968;143001;1;Publiczna Szkoła Podstawowa w Chlewiskach 26-510 Chlewiska ul. Szklona 6;1395;227;227;15;212;16.27;6.61;1419;566;566;39;527;39.89;6.89;Publiczna Szkoła Podstawowa w Chlewiskach|Chlewiska|ul. Szklona 6 |26-510 Chlewiska
17665;75970;143001;3;Świetlica Wiejska w Stefankowie 26-510 Stefanków 24;688;82;82;8;74;11.92;9.76;677;261;261;16;245;38.55;6.13;Świetlica Wiejska w Stefankowie|Stefanków| 24B |26-510 Chlewiska
17667;75972;143001;5;Świetlica Wiejska w Pawłowie 26-510 Pawłów 232;668;80;80;6;74;11.98;7.5;663;268;268;18;250;40.42;6.72;Świetlica Wiejska w Pawłowie|Pawłów| 232 |26-510 Chlewiska
17668;75973;143001;6;Publiczna Szkoła Podstawowa w Budkach 26-500 Budki II 1;544;65;65;4;61;11.95;6.15;548;190;190;13;177;34.67;6.84;Publiczna Szkoła Podstawowa w Budkach|Budki II| 1 |26-500 Szydłowiec
17673;75978;143003;1;Urząd Gminy Mirów 26-503 Mirów Stary 27;1237;185;185;12;173;14.96;6.49;1240;539;539;42;497;43.47;7.79;Urząd Gminy Mirów|Mirów Stary| 27 |26-503 Mirów Stary
17674;75979;143003;2;Publiczna Szkoła Podstawowa w Zbijowie Małym 26-503 Zbijów Mały 1;566;121;121;10;111;21.38;8.26;572;291;291;19;272;50.87;6.53;Zespół Szkolno-Przedszkolny w Zbijowie Małym Nr 1|Zbijów Mały| 1 |26-503 Mirów Stary
17917;90817;146514;1139;Zakład Opiekuńczo-Leczniczy 04-837 Wawer Olchy 8;38;14;14;2;12;36.84;14.29;59;30;30;3;27;50.85;10;Zakład Opiekuńczo-Leczniczy|Warszawa|Olchy 8 |04-837 Warszawa
18332;91013;160202;10;Regionalny Ośrodek Psychiatrii Sądowej 48-140 Branice ul. Szpitalna 19;52;26;26;5;21;50;19.23;356;101;101;8;93;28.37;7.92;Samodzielny Wojewódzki Szpital w Branicach|Branice|ul. Szpitalna 18 |48-140 Branice
18334;91015;160202;12;Samodzielny Wojewódzki Szpital w Branicach 48-140 Branice ul. Szpitalna 18;202;58;58;9;49;28.71;15.52;38;17;17;2;15;44.74;11.76;Regionalny Ośrodek Psychiatrii Sądowej|Branice|ul. Szpitalna 19 |48-140 Branice
18358;91019;160203;24;Świetlica Zakładu Karnego 48-100 Głubczyce ul. Kochanowskiego 3;238;68;68;9;59;28.57;13.24;259;122;122;8;114;47.1;6.56;Świetlica Zakładu Karnego|Głubczyce|ul. Kochanowskiego 3 |48-100 Głubczyce
18406;77653;160302;3;Świetlica wiejska 47-244 Lubieszów ul. Bierawska 37;441;69;69;5;64;15.65;7.25;438;158;158;14;144;36.07;8.86;Świetlica wiejska|Lubieszów|ul. Bierawska 37 |47-244 Dziergowice
18408;77655;160302;5;Dwujęzyczna Szkoła Podstawowa 47-244 Solarnia ul. Raciborska 42;419;63;63;4;59;15.04;6.35;415;133;133;10;123;32.05;7.52;Dwujęzyczna Szkoła Podstawowa|Solarnia|ul. Raciborska 42 |47-244 Dziergowice
18418;77665;160304;4;Zespół Szkolno-Przedszkolny 47-280 Jakubowice 2c;1168;92;92;6;86;7.88;6.52;1135;314;314;30;284;27.67;9.55;Zespół Szkolno-Przedszkolny|Jakubowice| 2c |47-280 Pawłowiczki
18420;77667;160304;6;Publiczna Szkoła Podstawowa 47-270 Naczęsławice ul. Główna 19;755;69;69;5;64;9.14;7.25;755;227;227;15;212;30.07;6.61;Publiczna Szkoła Podstawowa|Naczęsławice|ul. Główna 19 |47-270 Pawłowiczki
18421;77668;160305;1;Urząd Gminy 47-260 Polska Cerekiew ul. Raciborska 4;1082;184;184;13;171;17.01;7.07;1075;554;554;60;494;51.53;10.83;Urząd Gminy|Polska Cerekiew|ul. Raciborska 4 |47-260 Polska Cerekiew
18423;77670;160305;3;Caritas 47-260 Zakrzów ul. Chopina 54;816;93;93;9;84;11.4;9.68;796;368;368;34;334;46.23;9.24;Caritas|Zakrzów|ul. Chopina 54 |47-260 Polska Cerekiew
18425;77672;160305;5;Szkoła Podstawowa 47-260 Wronin ul. Kościelna 1;505;50;50;5;45;9.9;10;495;211;211;21;190;42.63;9.95;Szkoła Podstawowa|Wronin|ul. Kościelna 1 |47-260 Polska Cerekiew
18438;77685;160401;7;Publiczna Szkoła Podstawowa 46-220 Kostów 10;721;123;123;11;112;17.06;8.94;717;274;274;17;257;38.21;6.2;Publiczna Szkoła Podstawowa|Kostów| 10 |46-220 Byczyna
18490;77734;160404;12;Świetlica Wiejska 46-250 Wierzchy 76;650;48;48;4;44;7.38;8.33;640;145;145;9;136;22.66;6.21;Świetlica Wiejska|Wierzchy| 76 |46-250 Wołczyn
18497;77741;160501;4;Przedszkole 47-316 Górażdże ul. Dworcowa 3;717;100;100;7;93;13.95;7;698;239;239;17;222;34.24;7.11;Przedszkole|Górażdże|ul. Dworcowa 3 |47-316 Górażdże
18501;77745;160501;8;DSS Święta Barbara 47-325 Kamionek ul. Polna 24;550;78;78;14;64;14.18;17.95;567;173;173;14;159;30.51;8.09;DSS Święta Barbara|Kamionek|ul. Polna 24 |47-325 Gogolin
18505;77749;160501;12;Centrum Aktywacji Wiejskiej 47-316 Chorula ul. Opolska 66;490;46;46;3;43;9.39;6.52;484;147;147;14;133;30.37;9.52;Centrum Aktywacji Wiejskiej|Chorula|ul. Opolska 66 |47-316 Górażdże
18527;77771;160502;22;Świetlica OSP 47-300 Ściborowice ul. Szkolna 27;314;20;20;2;18;6.37;10;318;60;60;4;56;18.87;6.67;Świetlica OSP|Ściborowice|ul. Szkolna 3 |47-300 Krapkowice
18543;77786;160505;3;Publiczne Gimnazjum 47-330 Zdzieszowice ul. Nowa 3;1930;234;234;17;217;12.12;7.26;1869;644;644;39;605;34.46;6.06;Publiczne Gimnazjum|Zdzieszowice|ul. Nowa 3 |47-330 Zdzieszowice
18548;77791;160505;8;Publiczna Szkoła Podstawowa 47-330 Rozwadza ul. Szkolna 5;805;71;71;10;61;8.82;14.08;791;274;274;18;256;34.64;6.57;Remiza Ochotniczej Straży Pożarnej|Rozwadza|ul. Szkolna 36 |47-330 Zdzieszowice
18552;77795;160601;2;Świetlica Parafialna we Włochach 46-146 Włochy 62;321;108;108;10;98;33.64;9.26;312;148;148;9;139;47.44;6.08;Świetlica Parafialna we Włochach|Włochy| 62 |46-146 Domaszowice
18554;77797;160601;4;Szkoła Podstawowa w Polkowskiem 46-146 Polkowskie 52;417;68;68;10;58;16.31;14.71;410;190;190;19;171;46.34;10;Szkoła Podstawowa w Polkowskiem|Polkowskie| 52 |46-146 Domaszowice
18590;77830;160603;5;Środowiskowy Hufiec Pracy 46-034 Dąbrówka Dolna ul. Szkolna 5;585;72;72;5;67;12.31;6.94;568;148;148;9;139;26.06;6.08;Świetlica Wiejska|Domaradzka Kuźnia|Opolska 12 |46-034 Pokój
18600;77840;160605;2;Kaplica 46-113 Lubska 25a;432;52;52;4;48;12.04;7.69;430;139;139;10;129;32.33;7.19;Kaplica|Lubska| 25a |46-113 Wilków
18630;91032;160701;25;Szpital Nr 2 Samodzielny Publiczny Zakład Opieki Zdrowotnej 48-340 Głuchołazy ul. Lompy 2;183;32;32;4;28;17.49;12.5;125;70;70;5;65;56;7.14;Szpital Nr 2 Samodzielny Publiczny Zakład Opieki Zdrowotnej|Głuchołazy|ul. Lompy 2 |48-340 Głuchołazy
18646;77882;160703;8;Wiejski Dom Kultury 48-325 Ścinawa Nyska ul. Nyska 21;1139;93;93;7;86;8.17;7.53;1138;312;312;20;292;27.42;6.41;Wiejski Dom Kultury|Ścinawa Nyska|ul. Nyska 21 |48-325 Korfantów
18656;77890;160704;7;Publiczna Szkoła Podstawowa w Lasocicach 48-315 Lasocice 82;652;80;80;6;74;12.27;7.5;650;235;235;16;219;36.15;6.81;Publiczna Szkoła Podstawowa w Lasocicach|Lasocice| 82 |48-315 Jasienica Dolna
18678;77912;160705;21;Zespół Szkolno-Przedszkolny 48-303 Koperniki 16a;787;121;121;8;113;15.37;6.61;791;302;302;21;281;38.18;6.95;Zespół Szkolno-Przedszkolny, Koperniki|Koperniki| 16a |48-303 Nysa
