okreg;nrlisty;komitet;numer;kto;glosy;procent;NX
12;1;PiS;11;Jolanta Maria MAJKA;706;0.26;NX
12;1;PiS;12;Mariusz Tomasz KRYSTIAN;1199;0.44;NX
12;1;PiS;13;Stanisława Maria ŁAGOSZ-MIROCHA;188;0.07;NX
12;1;PiS;14;Tomasz Piotr SPANNBAUER;1496;0.55;NX
12;1;PiS;15;Anna Emilia RAPACZ;1578;0.58;NX
12;1;PiS;16;Filip Roman KACZYŃSKI;2390;0.88;NX
12;2;PO;1;Marek Jan SOWA;20867;7.68;PX
12;2;PO;2;Dorota NIEDZIELA;7967;2.93;PX
12;2;PO;3;Robert Tomasz MACIASZEK;7393;2.72;NX
12;2;PO;4;Joanna Grażyna BOBOWSKA;4403;1.62;NX
12;2;PO;5;Maciej Józef KOŹBIAŁ;3727;1.37;NX
12;2;PO;6;Stanisław LICHOSYT;1988;0.73;NX
12;2;PO;7;Bartłomiej Łukasz GĘBALA;1379;0.51;NX
12;2;PO;8;Piotr Paweł SZEWCZYK;1153;0.42;NX
12;2;PO;9;Urszula Maria KALEMBA;763;0.28;NX
12;2;PO;10;Wojciech Marek KAJDAS;920;0.34;NX
12;2;PO;11;Sylwia Urszula ŻAK;929;0.34;NX
12;2;PO;12;Hanna Łucja PADLIKOWSKA-LEŚNIAK;260;0.10;NX
12;2;PO;13;Zofia Anna JOŃCZYK;805;0.30;NX
12;2;PO;14;Magdalena Maria SOKOŁOWSKA-GAWROŃSKA;263;0.10;NX
12;2;PO;15;Lucyna PRZYSTAŁ;377;0.14;NX
12;2;PO;16;Tomasz ŻAK;2260;0.83;NX
12;3;RAZEM;1;Monika Anna SZYMAŃSKA;4952;1.82;NX
12;3;RAZEM;2;Michał Grzegorz KOWALÓWKA;836;0.31;NX
12;3;RAZEM;3;Alicja Joanna BERYT;452;0.17;NX
12;3;RAZEM;4;Piotr Tytus ACHINGER;730;0.27;NX
12;3;RAZEM;5;Katarzyna Ewa DERDA;448;0.16;NX
12;3;RAZEM;6;Szymon Aleksander CZYŻYK;366;0.13;NX
12;3;RAZEM;7;Halina Maria BURZAWA;212;0.08;NX
12;3;RAZEM;8;Andrzej Witold GUGAŁO;175;0.06;NX
12;3;RAZEM;9;Katarzyna Ewa KUBAT;347;0.13;NX
12;3;RAZEM;10;Jakub Henryk HAŁUN;322;0.12;NX
12;4;KORWiN;1;Emil Piotr KRAWCZYK;6503;2.39;NX
12;4;KORWiN;2;Michał Daniel ŚLUSARCZYK;1244;0.46;NX
12;4;KORWiN;3;Bartłomiej Grzegorz WYPARTOWICZ;664;0.24;NX
12;4;KORWiN;4;Mateusz Franciszek MYDLARZ;450;0.17;NX
12;4;KORWiN;5;Katarzyna Anna SKWARCZYŃSKA;514;0.19;NX
12;4;KORWiN;6;Anna Zofia MANDZIEJ;206;0.08;NX
12;4;KORWiN;7;Tomasz Zdzisław BABECKI;272;0.10;NX
12;4;KORWiN;8;Piotr Andrzej SZUSTER;424;0.16;NX
12;4;KORWiN;9;Adam Aleksander CZACHUR;202;0.07;NX
12;4;KORWiN;10;Wojciech Piotr KRAWIEC;304;0.11;NX
12;4;KORWiN;11;Katarzyna ZASŁONA;238;0.09;NX
12;4;KORWiN;12;Justyna Marzena MIROCHA;194;0.07;NX
12;4;KORWiN;13;Melania Teresa KOWAL;190;0.07;NX
12;4;KORWiN;14;Szymon Piotr TROJAK;214;0.08;NX
12;4;KORWiN;15;Agata Ewa MOTYSIA;130;0.05;NX
12;4;KORWiN;16;Tomasz Józef MYDLARZ;340;0.13;NX
12;5;PSL;1;Józef KAŁA;2397;0.88;NX
12;5;PSL;2;Ryszard CZAICKI;1569;0.58;NX
12;5;PSL;3;Józef BUDKA;728;0.27;NX
12;5;PSL;4;Bożena Halina JOPEK;491;0.18;NX
12;5;PSL;5;Józef DUDZIK;508;0.19;NX
12;5;PSL;6;Leszek ŁYSOŃ;478;0.18;NX
12;5;PSL;7;Elżbieta Teresa SZCZYGIEŁ;237;0.09;NX
12;5;PSL;8;Edyta Katarzyna KLIMOWSKA-BOBULA;290;0.11;NX
12;5;PSL;9;Ewa Maria HYJEK;160;0.06;NX
12;5;PSL;10;Jarosław Anatol OKOCZUK;255;0.09;NX
12;5;PSL;11;Tomasz Marek JAKUBOWSKI;181;0.07;NX
12;5;PSL;12;Stanisława WARTA;159;0.06;NX
12;5;PSL;13;Małgorzata Maria MATUSIAK;169;0.06;NX
12;5;PSL;14;Daniel Janusz JAROSZ;100;0.04;NX
12;5;PSL;15;Beata Barbara WIŚNIEWSKA;189;0.07;NX
12;5;PSL;16;Stefan Marian SAWICKI;315;0.12;NX
12;6;ZLEW;1;Zdzisława Alicja PIĄTKOWSKA;4310;1.59;NX
12;6;ZLEW;2;Stanisław RYDZOŃ;4756;1.75;NX
12;6;ZLEW;3;Halina TALAGA;1164;0.43;NX
12;6;ZLEW;4;Maciej BIELAT;472;0.17;NX
12;6;ZLEW;5;Wit Mateusz SARLEJ;625;0.23;NX
12;6;ZLEW;6;Janusz Jarosław WRZEŚNIEWSKI;202;0.07;NX
12;6;ZLEW;7;Edyta Kazimiera LUKS;244;0.09;NX
12;6;ZLEW;8;Marek Piotr NAZAROWSKI;183;0.07;NX
12;6;ZLEW;9;Szymon Przemysław DRAB;152;0.06;NX
12;6;ZLEW;10;Paweł REJDYCH;572;0.21;NX
12;6;ZLEW;11;Alicja ZIOBRO;244;0.09;NX
12;6;ZLEW;12;Marta Beata SCĄBER;291;0.11;NX
12;6;ZLEW;13;Mirosław Zenon SYGNAT;240;0.09;NX
12;6;ZLEW;14;Franciszka Julia MATUSZEWSKA;281;0.10;NX
12;6;ZLEW;15;Roman Stanisław BARTYZEL;231;0.09;NX
12;6;ZLEW;16;Barbara Maria ŁAKOMY;506;0.19;NX
12;7;KUKIZ;1;Józef BRYNKUS;8615;3.17;PX
12;7;KUKIZ;2;Radosław Paweł SZOT;3474;1.28;NX
12;7;KUKIZ;3;Grzegorz Roman ZAWADZKI;1308;0.48;NX
12;7;KUKIZ;4;Agnieszka LECIEJEWSKA;1523;0.56;NX
12;7;KUKIZ;5;Kamil Mateusz KASPRZAK;1109;0.41;NX
12;7;KUKIZ;6;Dariusz Antoni KOŁODZIEJCZYK;986;0.36;NX
12;7;KUKIZ;7;Rafał Adrian CHORĄŻY;1316;0.48;NX
12;7;KUKIZ;8;Daniel Józef KIERPIEC;554;0.20;NX
12;7;KUKIZ;9;Kinga Katarzyna MACIEJOWSKA;1284;0.47;NX
12;7;KUKIZ;10;Ada Dorota KARCZ-ZIELIŃSKA;863;0.32;NX
12;7;KUKIZ;11;Andżelika Sylwia MAJCHERCZYK;513;0.19;NX
12;7;KUKIZ;12;Mariola Beata MITKA;578;0.21;NX
12;7;KUKIZ;13;Monika Katarzyna BALIŚ;611;0.22;NX
12;7;KUKIZ;14;Krzysztof Adam ZGRZYWA;817;0.30;NX
12;8;PETRU;1;Anna Maria MIKLASZEWSKA;6375;2.35;NX
12;8;PETRU;2;Tomasz Andrzej TOMASZEWSKI;2355;0.87;NX
12;8;PETRU;3;Paweł Michał JANAS;1269;0.47;NX
12;8;PETRU;4;Michał CHOWANIEC;1038;0.38;NX
12;8;PETRU;5;Radosław Bartosz AMBROŻY;867;0.32;NX
12;8;PETRU;6;Grażyna MOSTOWIK;484;0.18;NX
12;8;PETRU;7;Leon Piotr JAMROŻEK;262;0.10;NX
12;8;PETRU;8;Julia Karina SZCZERBOWSKA;756;0.28;NX
12;8;PETRU;9;Mariusz STOKŁOSA;364;0.13;NX
12;8;PETRU;10;Kinga Agnieszka SKOWROŃSKA;376;0.14;NX
12;8;PETRU;11;Zofia Stanisława CORA;205;0.08;NX
12;8;PETRU;12;Janusz KOŁODZIEJCZYK;320;0.12;NX
12;8;PETRU;13;Michał Łukasz KARCZMITOWICZ;148;0.05;NX
12;8;PETRU;14;Edyta Małgorzata DASZKIEWICZ;231;0.09;NX
12;8;PETRU;15;Wojciech Jan KAMUSIŃSKI;681;0.25;NX
13;1;PiS;1;Małgorzata Ewa WASSERMANN;81379;14.99;PX
13;1;PiS;2;Andrzej Mieczysław ADAMCZYK;18514;3.41;PX
13;1;PiS;3;Ryszard Iwon TERLECKI;7913;1.46;PX
13;1;PiS;4;Barbara Ewa BUBULA;9813;1.81;PX
13;1;PiS;5;Jacek Piotr OSUCH;10219;1.88;PX
13;1;PiS;6;Piotr Krzysztof ĆWIK;6365;1.17;NX
13;1;PiS;7;Ryszard KAPUŚCIŃSKI;1913;0.35;NX
13;1;PiS;8;Lesław Czesław BLACHA;2840;0.52;NX
13;1;PiS;9;Elżbieta DUDA;6555;1.21;PX
13;1;PiS;10;Barbara Ewa NOWAK;1396;0.26;NX
13;1;PiS;11;Krzysztof Stanisław DUREK;503;0.09;NX
13;1;PiS;12;Magdalena Katarzyna NAWARA;1697;0.31;NX
13;1;PiS;13;Piotr Karol SERAFIN;3045;0.56;NX
13;1;PiS;14;Szymon Karol HUPTYŚ;588;0.11;NX
13;1;PiS;15;Stanisław RUMIAN;1949;0.36;NX
13;1;PiS;16;Mirosław Szczepan BORUTA;1192;0.22;NX
13;1;PiS;17;Iwona Maria KORNAŚ-PIERZAK;497;0.09;NX
13;1;PiS;18;Włodzimierz TOCHOWICZ;851;0.16;NX
13;1;PiS;19;Krystyna GAMRAT;924;0.17;NX
13;1;PiS;20;Mirosław Jan GILARSKI;1350;0.25;NX
13;1;PiS;21;Romana Lucyna MAZIEJ-NIEWCZAS;646;0.12;NX
13;1;PiS;22;Zbigniew Stanisław GRZYB;1115;0.21;NX
13;1;PiS;23;Anna Maria MIŁOWSKA;705;0.13;NX
13;1;PiS;24;Maciej Robert MIEZIAN;707;0.13;NX
13;1;PiS;25;Monika BĘTKOWSKA;782;0.14;NX
13;1;PiS;26;Paulina Teresa KOŚCIÓŁEK;830;0.15;NX
13;1;PiS;27;Dariusz Robert GORGOŃ;1780;0.33;NX
13;1;PiS;28;Jarosław Adam GOWIN;43539;8.02;PX
13;2;PO;1;Rafał Kazimierz TRZASKOWSKI;47080;8.67;PX
13;2;PO;2;Ireneusz Jacek RAŚ;24543;4.52;PX
13;2;PO;3;Grzegorz Cezary LIPIEC;4460;0.82;NX
13;2;PO;4;Lidia Stanisława GĄDEK;9082;1.67;PX
13;2;PO;5;Jagna Kinga MARCZUŁAJTIS-WALCZAK;6899;1.27;NX
13;2;PO;6;Bogusław Andrzej SONIK;11715;2.16;PX
13;2;PO;7;Janusz Marian SEPIOŁ;2963;0.55;NX
13;2;PO;8;Paweł Marcin PIASNY;1908;0.35;NX
13;2;PO;9;Jacek Jan KRUPA;2473;0.46;NX
13;2;PO;10;Marta Elżbieta PATENA;4103;0.76;NX
13;2;PO;11;Tomasz Mariusz URYNOWICZ;639;0.12;NX
13;2;PO;12;Barbara Maria ADAMSKA;774;0.14;NX
13;2;PO;13;Teresa Barbara STARMACH;1058;0.19;NX
13;2;PO;14;Maciej ŻMUDA;557;0.10;NX
13;2;PO;15;Katarzyna Maria PABIAN;1639;0.30;NX
13;2;PO;16;Jerzy Adam WOŹNIAKIEWICZ;409;0.08;NX
13;2;PO;17;Szczęsny Maciej FILIPIAK;1153;0.21;NX
13;2;PO;18;Joanna Agnieszka MARCELA;348;0.06;NX
13;2;PO;19;Magdalena Maria BASSARA;335;0.06;NX
13;2;PO;20;Wojciech BOSAK;540;0.10;NX
13;2;PO;21;Katarzyna Anna BIELAŃSKA;730;0.13;NX
13;2;PO;22;Marek Andrzej HAREŃCZYK;224;0.04;NX
13;2;PO;23;Edyta Liliana NOWAK;538;0.10;NX
13;2;PO;24;Bogdan Michał DĄSAL;387;0.07;NX
13;2;PO;25;Dominika Teresa KOTALA;261;0.05;NX
13;2;PO;26;Piotr Marian OPALSKI;203;0.04;NX
13;2;PO;27;Janusz Izydor KOŁACZ;252;0.05;NX
13;2;PO;28;Józef LASSOTA;8285;1.53;PX
13;3;RAZEM;1;Jakub Andrzej BARAN;8771;1.62;NX
13;3;RAZEM;2;Weronika Juta ŚMIGIELSKA;3688;0.68;NX
13;3;RAZEM;3;Joanna Małgorzata GRZYMAŁA-MOSZCZYŃSKA;1463;0.27;NX
13;3;RAZEM;4;Robert Roman SZOKALSKI;527;0.10;NX
13;3;RAZEM;5;Justyna Anna DRATH;1175;0.22;NX
13;3;RAZEM;6;Szczepan Dominik GARSTKA;450;0.08;NX
13;3;RAZEM;7;Barbara Zofia GROBLER;456;0.08;NX
13;3;RAZEM;8;Michał Jerzy KIEŁBIŃSKI;276;0.05;NX
13;3;RAZEM;9;Elżbieta Wiesława KUNACHOWICZ;245;0.05;NX
13;3;RAZEM;10;Kamil MACZUGA;543;0.10;NX
13;3;RAZEM;11;Katarzyna Maria JANOTA;355;0.07;NX
13;3;RAZEM;12;Andrzej Marek DZIARMAGOWSKI;308;0.06;NX
13;3;RAZEM;13;Hanna Mira ZALEWSKA;386;0.07;NX
13;3;RAZEM;14;Paweł Prokop SWOBODA;386;0.07;NX
13;3;RAZEM;15;Barbara Ewa BIELAWSKA;589;0.11;NX
13;3;RAZEM;16;Bartosz Karol WÓJCIK;321;0.06;NX
13;3;RAZEM;17;Natalia Joanna LEGOŃ;378;0.07;NX
13;3;RAZEM;18;Wojciech Marian KAZBERUK;736;0.14;NX
13;4;KORWiN;1;Konrad Szczepan BERKOWICZ;22145;4.08;NX
13;4;KORWiN;2;Patryk Zbigniew WĄCŁAWSKI;1158;0.21;NX
13;4;KORWiN;3;Radosław Maria CZOSNOWSKI;849;0.16;NX
13;4;KORWiN;4;Kamil Dawid KUPIEC;1701;0.31;NX
13;4;KORWiN;5;Grzegorz KRÓL;1553;0.29;NX
13;4;KORWiN;6;Agnieszka SIEDLIŃSKA;666;0.12;NX
13;4;KORWiN;7;Mikołaj Alfred JANUS;386;0.07;NX
13;4;KORWiN;8;Monika Magdalena KICIŃSKA;312;0.06;NX
13;4;KORWiN;9;Marta Teresa GIERAT-RUSINEK;227;0.04;NX
13;4;KORWiN;10;Norbert Paweł MAREK;415;0.08;NX
13;4;KORWiN;11;Marta Renata PAJĄK;335;0.06;NX
13;4;KORWiN;12;Konrad Mariusz PRZEBINDOWSKI;206;0.04;NX
13;4;KORWiN;13;Piotr Marcin WIECZOREK;321;0.06;NX
13;4;KORWiN;14;Sylwia SYNOWSKA;300;0.06;NX
13;4;KORWiN;15;Grzegorz Miłosz PĘDZIWIATR;1197;0.22;NX
13;4;KORWiN;16;Mariola Sylwia CHYMUK-GRAMATOWSKA;53;0.01;NX
13;4;KORWiN;17;Aldona Barbara POWAGA;105;0.02;NX
13;4;KORWiN;18;Mateusz MIEJSKI;158;0.03;NX
13;4;KORWiN;19;Jakub Jan ADAMCZYK;314;0.06;NX
13;4;KORWiN;20;Dawid Maciej FIGIEL;215;0.04;NX
13;4;KORWiN;21;Dawid Robert TOMASZEWSKI;205;0.04;NX
13;4;KORWiN;22;Piotr Jerzy ROSA;247;0.05;NX
13;4;KORWiN;23;Sylwia STUDNIARZ;161;0.03;NX
13;4;KORWiN;24;Ilona Małgorzata MOTYSIA;111;0.02;NX
13;4;KORWiN;25;Monika Kinga BANDURA;189;0.03;NX
13;4;KORWiN;26;Justyna Teresa ŚLUSARCZYK;190;0.04;NX
13;4;KORWiN;27;Andrzej Marek HAJDO;203;0.04;NX
13;4;KORWiN;28;Kamil Konrad BANASIK;524;0.10;NX
13;5;PSL;1;Wojciech KOZAK;3502;0.65;NX
13;5;PSL;2;Małgorzata Maria MARCIŃSKA;622;0.11;NX
13;5;PSL;3;Dariusz Janusz NOWAK;2222;0.41;NX
13;5;PSL;4;Adam Stanisław DOMAGAŁA;1001;0.18;NX
13;5;PSL;5;Urszula STOCHEL;382;0.07;NX
13;5;PSL;6;Halina Ewa KURTYKA;535;0.10;NX
13;5;PSL;7;Jan ŁAKSA;385;0.07;NX
13;5;PSL;8;Marzena Iwona PASZKOT;89;0.02;NX
13;5;PSL;9;Marian Stanisław GAMRAT;631;0.12;NX
13;5;PSL;10;Marek PIEKARA;779;0.14;NX
13;5;PSL;11;Wiesław Stanisław MUSIAŁ;168;0.03;NX
13;5;PSL;12;Tadeusz DURŁAK;364;0.07;NX
13;5;PSL;13;Józef Marek RYSAK;201;0.04;NX
13;5;PSL;14;Justyna BIAŁAŚ;204;0.04;NX
13;5;PSL;15;Małgorzata Elżbieta MARDYŁA;289;0.05;NX
13;5;PSL;16;Krzysztof GRZESIK;88;0.02;NX
13;5;PSL;17;Barbara CZECH;185;0.03;NX
13;5;PSL;18;Elżbieta Helena WĘGRZYNOWSKA;82;0.02;NX
13;5;PSL;19;Jerzy Włodzimierz WNĘK;324;0.06;NX
13;5;PSL;20;Grzegorz TOMSIA;391;0.07;NX
13;5;PSL;21;Marek Edward SZYMAŃSKI;325;0.06;NX
13;5;PSL;22;Arkadiusz Kazimierz ZYCH;233;0.04;NX
13;5;PSL;23;Krzysztof Janusz MALIK;424;0.08;NX
13;5;PSL;24;Barbara Elżbieta KAWA;163;0.03;NX
13;5;PSL;25;Wiesława ZBOROCH;74;0.01;NX
13;5;PSL;26;Czesław DOŁĘGA;82;0.02;NX
13;5;PSL;27;Jolanta Czesława ZAJĄCZKOWSKA;104;0.02;NX
13;5;PSL;28;Wojciech Robert SZCZEPANIK;795;0.15;NX
13;6;ZLEW;1;Kazimiera SZCZUKA;22060;4.06;NX
13;6;ZLEW;2;Ryszard Kazimierz ŚMIAŁEK;2521;0.46;NX
13;6;ZLEW;3;Marcel Ireneusz KWAŚNIAK;481;0.09;NX
13;6;ZLEW;4;Jerzy Franciszek PROKOP;457;0.08;NX
13;6;ZLEW;5;Małgorzata Antonina WĘGRZYN;2557;0.47;NX
13;6;ZLEW;6;Agata Beata MAJDA;510;0.09;NX
13;6;ZLEW;7;Ada Julianna SMĘTEK;205;0.04;NX
13;6;ZLEW;8;Marian Bronisław JANKOWSKI;155;0.03;NX
13;6;ZLEW;9;Jerzy Władysław JASKIERNIA;1466;0.27;NX
13;6;ZLEW;10;Ryszard Jan CIACH;183;0.03;NX
13;6;ZLEW;12;Paulina Olga BACZYŃSKA;289;0.05;NX
13;6;ZLEW;13;Mariola Grażyna WESOŁOWSKA;496;0.09;NX
13;6;ZLEW;14;Paweł Piotr BERNARD;109;0.02;NX
13;6;ZLEW;15;Magdalena Bronisława KUBAŃSKA;315;0.06;NX
13;6;ZLEW;16;Anna Maria FUDALIK;104;0.02;NX
13;6;ZLEW;17;Andrzej Józef GRODECKI;120;0.02;NX
13;6;ZLEW;18;Jerzy Stanisław WOJTANOWICZ;177;0.03;NX
13;6;ZLEW;19;Joanna Maria TALAR;155;0.03;NX
13;6;ZLEW;20;Jerzy GARGA;66;0.01;NX
13;6;ZLEW;21;Maria Bożena MADEJSKA;486;0.09;NX
13;6;ZLEW;22;Jakub Krzysztof MACIEJEWSKI;119;0.02;NX
13;6;ZLEW;23;Jerzy Paweł OSTROWSKI;152;0.03;NX
13;6;ZLEW;24;Zbigniew Janusz KARENDAŁ;53;0.01;NX
13;6;ZLEW;25;Agnieszka Anna ROGÓŻ;219;0.04;NX
13;6;ZLEW;26;Małgorzata Janina POCZTOWSKA;81;0.01;NX
13;6;ZLEW;27;Robert Roman ZIMNIAK;982;0.18;NX
13;7;KUKIZ;1;Agnieszka ŚCIGAJ;17630;3.25;PX
13;7;KUKIZ;2;Krzysztof Jan ZAJĄC;3975;0.73;NX
13;7;KUKIZ;3;Izabela Teresa LEWANDOWSKA-MALEC;2263;0.42;NX
13;7;KUKIZ;4;Kamila KĘPIŃSKA;2092;0.39;NX
13;7;KUKIZ;5;Michał Paweł BRONIEWICZ;1077;0.20;NX
13;7;KUKIZ;6;Adam Zygmunt KASPRZYKOWSKI;872;0.16;NX
13;7;KUKIZ;7;Ewa Elżbieta LISOWSKA-KANIA;1062;0.20;NX
13;7;KUKIZ;8;Ewelina Bogusława SZTAB;436;0.08;NX
13;7;KUKIZ;9;Lucyna Ewelina KINECKA;471;0.09;NX
13;7;KUKIZ;10;Paweł Mariusz DZIURA;1381;0.25;NX
13;7;KUKIZ;11;Paweł Sebastian MŁYNAREK;416;0.08;NX
13;7;KUKIZ;12;Joanna Maria BOCHENEK;1075;0.20;NX
13;7;KUKIZ;13;Paweł Piotr KOPKO;669;0.12;NX
13;7;KUKIZ;14;Wojciech Aleksander OSŁOŃSKI;245;0.05;NX
13;7;KUKIZ;15;Piotr Janusz KUBICZEK;468;0.09;NX
13;7;KUKIZ;16;Piotr Dariusz PACEWICZ;217;0.04;NX
13;7;KUKIZ;17;Zbigniew Krzysztof KREMPICKI;196;0.04;NX
13;7;KUKIZ;18;Dariusz Grzegorz NOWAK;1048;0.19;NX
13;7;KUKIZ;19;Stanisław Paweł MOLIK;741;0.14;NX
13;7;KUKIZ;20;Aneta Agnieszka SZENDERA;865;0.16;NX
13;7;KUKIZ;21;Radosław MAZUREK;2180;0.40;NX
13;8;PETRU;1;Jerzy Witold MEYSZTOWICZ;26164;4.82;PX
13;8;PETRU;2;Anna Katarzyna ASEŃKO;6313;1.16;NX
13;8;PETRU;3;Tomasz Dominik BRZOSTOWSKI;4831;0.89;NX
13;8;PETRU;4;Patrycja Maria KRAWCZYK;2096;0.39;NX
13;8;PETRU;5;Krzysztof KWARCIAK;795;0.15;NX
13;8;PETRU;6;Bożena Karmena BORYCZKO;927;0.17;NX
13;8;PETRU;7;Grzegorz Janusz MOCNY;1774;0.33;NX
13;8;PETRU;8;Sylwia Kinga SALWIŃSKA;941;0.17;NX
13;8;PETRU;9;Jerzy Tomasz WÓJCIK;548;0.10;NX
13;8;PETRU;10;Artur Ziemowit BUSZEK;685;0.13;NX
13;8;PETRU;11;Ida Bronisława CEDRYCH;269;0.05;NX
13;8;PETRU;12;Waldemar Tadeusz ANTOSIEWICZ;366;0.07;NX
13;8;PETRU;13;Karolina BOGACZ;792;0.15;NX
13;8;PETRU;14;Andrzej Jan SWOLKIEŃ;358;0.07;NX
13;8;PETRU;15;Małgorzata LATAWIEC;490;0.09;NX
13;8;PETRU;16;Miłosz Janusz JAKUBOWSKI;421;0.08;NX
13;8;PETRU;17;Jerzy Jan KULIKOWSKI;302;0.06;NX
13;8;PETRU;18;Justyna Anna OLEJNIK;568;0.10;NX
13;8;PETRU;19;Ewelina Teresa WĘGRZYN;414;0.08;NX
13;8;PETRU;20;Łukasz ZARODKIEWICZ;410;0.08;NX
13;8;PETRU;21;Dominika Katarzyna KOTARBA;1088;0.20;NX
13;8;PETRU;22;Wojciech Michał WOJTANOWICZ;368;0.07;NX
13;8;PETRU;23;Maciej Michał OLSZAŃSKI;568;0.10;NX
13;8;PETRU;24;Dorota Elżbieta CHRABOTA;1334;0.25;NX
13;14;BRAUN;1;Ryszard Henryk KOZŁOWSKI;566;0.10;NX
13;14;BRAUN;2;Barbara ŁOPACIŃSKA;61;0.01;NX
13;14;BRAUN;3;Stanisław PAPIEŻ;237;0.04;NX
13;14;BRAUN;4;Grzegorz PIOTEREK;25;0.00;NX
13;14;BRAUN;5;Wiesław Maciej PENC;16;0.00;NX
13;14;BRAUN;6;Teresa Jadwiga GARLAND;31;0.01;NX
13;14;BRAUN;7;Izabela Anna BOGACZ-ROSTWOROWSKA;42;0.01;NX
13;14;BRAUN;8;Fabian Grzegorz SAROTA;37;0.01;NX
13;14;BRAUN;9;Fryderyk Janusz KALINOWSKI;23;0.00;NX
13;14;BRAUN;10;Krzysztof Jan BUBNICKI;10;0.00;NX
13;14;BRAUN;11;Piotr Jan ADAMSKI;39;0.01;NX
13;14;BRAUN;12;Maria Felicja HEMPEL-DYBLIK;12;0.00;NX
13;14;BRAUN;13;Piotr Maria HESZEN;12;0.00;NX
13;14;BRAUN;14;Agnieszka Magdalena HESZEN;7;0.00;NX
13;14;BRAUN;15;Maria GURGUL;26;0.00;NX
13;14;BRAUN;16;Marek ŻELAZNY;47;0.01;NX
13;14;BRAUN;17;Joanna Anna WĄSOWICZ;18;0.00;NX
13;14;BRAUN;18;Szymon Antoni SZCZUREK;13;0.00;NX
13;14;BRAUN;19;Marcin CHOJNACKI;12;0.00;NX
13;14;BRAUN;20;Karolina GÓRKA;41;0.01;NX
13;14;BRAUN;21;Lucyna Maria MARCINKOWSKA;41;0.01;NX
13;14;BRAUN;22;Sławomir Gabriel MARCZEWSKI;56;0.01;NX
13;15;KNP;1;Lech Karol WALICKI;331;0.06;NX
13;15;KNP;2;Norbert Jerzy CZARNEK;130;0.02;NX
13;15;KNP;3;Halina Irena ŻÓŁTEK;58;0.01;NX
13;15;KNP;4;Konrad Adam MLECZKO;68;0.01;NX
13;15;KNP;5;Maciej Zbigniew SIERANT;28;0.01;NX
13;15;KNP;6;Stanisława Agata SUDER;48;0.01;NX
13;15;KNP;7;Wojciech Jan PASTERNAK;39;0.01;NX
13;15;KNP;8;Agnieszka Dorota KRZCIUK;26;0.00;NX
13;15;KNP;9;Szymon Józef RUSEK;15;0.00;NX
13;15;KNP;10;Marcelina Magdalena CHERJAN;14;0.00;NX
13;15;KNP;11;Tomasz Andrzej KRZCIUK;42;0.01;NX
13;15;KNP;12;Marta Urszula MICHAŁOWSKA;19;0.00;NX
13;15;KNP;13;Joanna JUTKIEWICZ;10;0.00;NX
13;15;KNP;14;Piotr Franciszek GANKIEWICZ;9;0.00;NX
13;15;KNP;15;Andrzej Paweł MILA;21;0.00;NX
13;15;KNP;16;Marek Marcin FRANCZYK;10;0.00;NX
13;15;KNP;17;Grzegorz Rafał GĘBKA;5;0.00;NX
13;15;KNP;18;Stanisław Michał ŻMIGRODZKI;22;0.00;NX
13;15;KNP;19;Janusz SZYMUSIAK;4;0.00;NX
13;15;KNP;20;Monika Elżbieta BORKOWSKA;32;0.01;NX
13;15;KNP;21;Kamil Roman OGRODNIK;21;0.00;NX
13;15;KNP;22;Sylwia BACA;23;0.00;NX
13;15;KNP;23;Andrzej Mariusz GREGORCZYK;18;0.00;NX
13;15;KNP;24;Sylwia Kamila GRUBA;24;0.00;NX
13;15;KNP;25;Jakub Krzysztof NOWAK;35;0.01;NX
13;15;KNP;26;Leszek RUDNIK;19;0.00;NX
13;15;KNP;27;Paulina Agnieszka BOŻEK;36;0.01;NX
13;15;KNP;28;Jarosław Kazimierz SZATAN;137;0.03;NX
14;1;PiS;1;Piotr Aleksander NAIMSKI;20408;6.57;PX
14;1;PiS;2;Józef Krzysztof LEŚNIAK;16167;5.21;PX
14;1;PiS;3;Anna PALUCH;15049;4.85;PX
14;1;PiS;4;Wiesław Stanisław JANCZYK;16349;5.27;PX
14;1;PiS;5;Barbara Halina BARTUŚ;20725;6.68;PX
14;1;PiS;6;Jan PICZURA;7085;2.28;NX
14;1;PiS;7;Arkadiusz MULARCZYK;36903;11.89;PX
14;1;PiS;8;Edward SIARKA;13953;4.49;PX
14;1;PiS;9;Marta MORDARSKA;5590;1.80;NX
14;1;PiS;10;Jan Wiesław DUDA;9110;2.93;PX
14;1;PiS;11;Julian STOPKA;3149;1.01;NX
14;1;PiS;12;Ewa FILIPIAK;4449;1.43;NX
14;1;PiS;13;Marian Józef RYBA;1276;0.41;NX
14;1;PiS;14;Tadeusz Kajetan GRABOWSKI;1070;0.34;NX
14;1;PiS;15;Teresa JANCZURA;744;0.24;NX
14;1;PiS;16;Wojciech Andrzej CIEŚLAK;1465;0.47;NX
14;1;PiS;17;Paweł ŚLIWA;6397;2.06;NX
14;1;PiS;18;Grażyna Katarzyna TYLKA;2283;0.74;NX
14;1;PiS;19;Karolina Elżbieta GANCARCZYK;905;0.29;NX
14;1;PiS;20;Małgorzata Agnieszka BELSKA;4933;1.59;NX
14;2;PO;1;Andrzej Stanisław CZERWIŃSKI;17487;5.63;PX
14;2;PO;2;Andrzej Józef GUT-MOSTOWY;10120;3.26;NX
