nrk;pgnw;freq;lgw;lgnw;pPiS;pPO
106261;3.66;58.75;605;23;35.04;17.19
106262;2.15;50.54;409;9;41.08;13.20
106263;2.56;49.71;419;11;55.61;6.92
106264;2.43;46.73;321;8;47.04;13.08
106265;3.32;41.90;320;11;40.00;18.12
106266;1.99;49.33;394;8;58.38;7.36
106267;3.04;50.83;446;14;67.71;3.59
106268;3.39;47.12;427;15;62.76;3.98
106269;4.06;47.80;543;23;52.12;9.58
106270;4.69;43.16;427;21;56.67;9.84
106271;4.62;48.00;413;20;44.07;10.65
106272;2.19;48.54;358;8;47.77;10.61
106273;2.69;48.24;253;7;36.76;13.04
106274;2.63;48.34;482;13;56.64;8.51
106275;4.22;36.89;159;7;51.57;15.72
106276;4.65;89.58;41;2;87.80;2.44
106277;4.03;42.78;500;21;58.40;9.80
106278;5.09;38.46;261;14;55.56;7.66
106279;6.08;46.59;340;22;55.88;6.76
106280;2.75;48.75;531;15;44.63;12.24
106281;14.81;49.09;23;4;21.74;39.13
106282;0.00;49.30;35;0;2.86;8.57
106283;2.82;34.72;138;4;50.00;7.97
106284;2.80;39.07;139;4;36.69;9.35
106285;1.88;30.13;157;3;42.04;4.46
106286;2.50;47.62;312;8;58.97;6.41
106287;6.36;42.75;265;18;38.87;10.94
106288;4.17;41.14;138;6;44.93;11.59
106289;1.18;49.27;167;2;45.51;17.37
106290;12.94;32.32;74;11;32.43;9.46
106291;7.79;47.17;284;24;47.89;10.56
106292;4.23;37.63;204;9;56.37;8.33
106293;5.80;54.68;325;20;38.15;17.54
106294;2.82;61.78;344;10;38.08;25.00
106295;3.66;56.49;474;18;38.61;22.57
106296;1.24;53.19;478;6;35.36;20.92
106297;3.78;52.55;535;21;39.07;23.36
106298;3.49;50.70;387;14;41.60;13.44
106299;4.69;47.21;427;21;54.33;13.82
106300;2.69;51.05;759;21;46.64;12.91
106301;3.35;54.86;895;31;43.46;8.27
106302;4.58;50.04;562;27;38.97;3.56
106303;5.07;49.72;337;18;63.80;6.23
106304;4.09;53.36;586;25;59.22;7.00
106305;1.77;50.95;555;10;48.83;7.21
106306;5.83;50.71;404;25;36.14;9.90
106307;2.60;54.67;262;7;43.13;21.37
106308;2.11;62.12;883;19;32.16;31.26
106309;2.11;57.34;417;9;35.49;29.50
106310;1.73;59.48;968;17;46.90;15.81
106311;2.92;54.66;831;25;51.87;18.89
106312;2.21;53.78;619;14;45.88;17.77
106313;4.09;44.44;211;9;60.66;21.80
106314;2.46;50.62;357;9;49.02;15.41
106315;3.53;53.57;355;13;53.52;21.69
106316;2.52;52.71;541;14;45.66;17.01
106317;4.44;45.64;215;10;48.84;23.72
106318;4.17;36.96;482;21;64.94;8.71
106319;4.87;40.23;703;36;56.61;11.81
106320;9.27;35.99;225;23;74.67;5.33
106321;3.65;45.38;502;19;49.00;9.56
106322;6.70;37.38;181;13;51.38;13.26
106323;5.98;37.78;330;21;60.91;8.79
106324;6.25;40.47;225;15;60.00;6.67
106325;5.00;34.73;228;12;51.75;12.72
106326;3.18;51.06;700;23;36.71;25.14
106327;2.43;51.46;722;18;34.90;21.05
106328;1.90;45.89;515;10;40.00;26.41
106329;2.12;54.47;507;11;46.55;20.51
106330;0.69;54.99;865;6;39.42;24.51
106331;2.33;49.57;672;16;41.22;19.94
106332;2.08;51.22;660;14;39.70;21.52
106333;4.25;52.15;743;33;37.28;23.15
106334;2.46;52.26;913;23;41.62;20.59
106335;2.44;48.40;681;17;40.68;17.18
106336;1.59;59.51;807;13;36.31;22.68
106337;2.34;57.45;625;15;44.48;22.08
106338;4.24;39.17;452;20;63.72;11.28
106339;2.77;42.59;701;20;48.64;16.55
106340;5.16;36.31;478;26;48.74;19.87
106341;4.89;42.91;584;30;51.88;11.13
106342;3.04;42.03;606;19;51.49;13.20
106343;3.94;48.62;878;36;59.68;7.74
106344;2.69;44.76;578;16;41.00;19.90
106345;4.16;45.87;761;33;60.45;9.86
106346;1.73;56.08;340;6;55.59;11.47
106347;4.83;49.17;197;10;57.87;14.72
106348;20.00;55.05;48;12;50.00;22.92
106349;8.22;25.26;67;6;49.25;17.91
106350;4.11;41.33;606;26;59.41;10.56
106351;2.92;40.57;466;14;51.50;9.23
106352;3.47;43.96;390;14;56.15;8.72
106353;5.22;45.73;381;21;53.81;5.25
106354;1.60;40.09;185;3;52.97;3.24
106355;9.00;40.89;192;19;69.27;4.17
106356;3.52;45.71;411;15;63.99;4.14
106357;4.74;45.38;201;10;65.67;2.49
106358;11.59;28.05;122;16;60.66;13.93
106359;3.12;55.01;186;6;43.01;15.05
106360;4.66;50.46;471;23;37.79;16.14
106361;4.76;42.68;100;5;40.00;12.00
106362;3.79;51.30;457;18;57.11;3.94
106363;7.14;51.85;117;9;42.74;10.26
106364;2.35;38.90;332;8;56.63;11.45
106365;7.69;45.25;132;11;49.24;6.82
106366;2.64;51.20;332;9;59.34;8.43
106367;7.96;43.79;185;16;60.54;4.32
106368;0.52;45.39;191;1;58.64;14.66
106369;4.35;38.98;22;1;36.36;4.55
106370;2.60;43.83;225;6;50.22;5.33
106371;3.64;42.75;318;12;55.35;7.23
106372;4.42;46.41;216;10;57.87;8.80
106373;3.78;44.21;356;14;57.30;8.99
106374;4.59;46.67;187;9;72.19;10.16
106375;3.81;37.19;303;12;43.89;17.82
106376;5.06;37.50;319;17;37.93;20.38
106377;1.08;45.67;548;6;38.69;22.63
106378;3.21;45.00;483;16;42.86;16.77
106379;2.99;41.18;324;10;45.99;15.12
106380;5.63;38.72;285;17;44.91;22.46
106381;5.12;36.71;371;20;44.47;17.52
106382;4.19;36.38;389;17;38.30;20.82
106383;1.80;41.32;381;7;38.06;19.16
106384;1.83;46.71;376;7;70.21;8.24
106385;4.64;41.77;329;16;61.40;10.33
106386;5.10;38.21;186;10;47.85;15.05
106387;3.29;42.41;235;8;41.70;17.02
106388;4.00;38.52;240;10;54.17;11.25
106389;4.11;37.18;210;9;49.05;10.48
106390;4.63;40.39;391;19;42.20;18.67
106391;6.01;30.75;313;20;50.16;17.57
106392;2.85;46.16;852;25;53.29;7.75
106393;5.37;47.10;423;24;60.52;8.98
106394;5.56;33.48;221;13;54.75;9.95
106395;4.98;39.61;210;11;59.05;8.10
106396;3.96;49.37;1090;45;48.35;11.19
106397;5.66;37.03;350;21;53.14;7.43
106398;6.63;36.27;169;12;53.85;11.24
106399;1.39;38.37;213;3;67.61;7.51
106400;4.13;39.93;209;9;48.33;8.61
106401;3.56;36.09;244;9;51.23;9.84
106402;2.08;36.90;611;13;44.03;6.71
106403;5.31;36.89;606;34;57.59;10.89
106404;3.23;33.56;240;8;42.50;11.67
106405;5.19;32.77;128;7;50.00;14.06
106406;2.87;53.86;678;20;40.41;12.24
106407;3.97;47.95;605;25;36.36;15.70
106408;2.64;51.47;664;18;42.02;14.76
106409;5.46;55.55;814;47;42.51;12.65
106410;7.36;39.66;277;22;42.24;9.03
106411;2.49;41.77;235;6;29.36;5.11
106412;5.50;49.32;309;18;35.92;13.92
106413;4.72;54.08;303;15;35.97;7.59
106414;7.88;55.00;304;26;45.39;8.88
106415;4.31;42.50;466;21;40.34;8.15
106416;33.64;84.25;71;36;5.63;2.82
106417;7.41;39.71;25;2;56.00;0.00
106418;4.46;46.36;578;27;36.68;17.99
106419;3.94;49.08;561;23;22.99;21.39
106420;3.01;42.96;547;17;27.97;19.01
106421;4.24;50.54;271;12;31.73;4.80
106422;6.72;49.38;222;16;30.18;9.01
106423;7.76;39.67;404;34;33.17;11.88
106424;8.77;36.71;208;20;39.90;12.98
106425;3.14;43.15;247;8;32.79;7.29
106426;4.86;39.03;176;9;33.52;5.68
106427;5.86;39.75;241;15;35.68;10.37
106428;6.94;38.16;228;17;18.42;14.04
106429;16.22;92.50;31;6;25.81;0.00
106430;21.05;65.52;15;4;26.67;13.33
106431;4.16;42.74;392;17;35.20;7.91
106432;4.49;45.73;404;19;34.90;15.84
106433;1.61;38.85;305;5;38.36;7.87
106434;3.59;49.86;349;13;56.45;2.58
106435;4.56;44.53;544;26;43.01;10.85
106436;4.41;35.52;217;10;43.32;8.76
106437;3.49;38.00;304;11;33.88;4.61
106438;3.96;37.69;97;4;42.27;8.25
106439;4.05;40.31;355;15;43.38;4.79
106440;8.71;37.08;241;23;45.23;12.45
106441;6.15;44.06;397;26;22.42;6.80
106442;5.46;45.00;485;28;32.16;8.45
106443;5.36;52.61;353;20;35.41;3.68
106444;6.12;43.44;261;17;31.03;7.66
106445;3.18;44.78;640;21;33.12;24.22
106446;3.87;48.28;621;25;37.84;20.45
106447;3.07;41.68;694;22;40.06;17.29
106448;2.95;36.33;593;18;33.73;20.91
106449;3.67;44.99;709;27;31.59;31.03
106450;3.09;40.92;439;14;29.61;28.25
106451;3.50;35.58;551;20;36.30;25.77
106452;2.55;38.29;534;14;37.27;22.10
106453;2.10;47.95;607;13;30.81;23.23
106454;2.05;41.83;622;13;34.57;24.92
106455;3.04;45.27;1020;32;29.51;30.69
106456;2.72;43.15;714;20;31.65;24.79
106457;2.71;45.23;645;18;31.63;29.30
106458;2.65;47.34;917;25;33.48;28.03
106459;3.05;45.53;954;30;33.75;24.32
106460;3.58;43.21;917;34;36.97;22.90
106461;1.94;45.99;1011;20;38.87;22.06
106462;3.19;46.18;638;21;36.99;21.32
106463;1.79;41.59;605;11;33.22;23.47
106464;2.06;44.32;665;14;37.89;19.10
106465;3.73;42.39;542;21;32.66;21.40
106466;2.00;44.34;1029;21;35.57;22.93
106467;2.28;46.42;558;13;37.63;21.33
106468;2.67;46.41;547;15;35.83;22.30
106469;4.83;45.30;532;27;34.40;25.00
106470;3.40;44.98;511;18;33.66;21.33
106471;2.29;46.21;554;13;34.66;27.26
106472;2.41;49.79;568;14;37.50;24.47
106473;1.09;56.55;1182;13;33.84;24.87
106474;1.02;48.35;971;10;35.74;24.72
106475;1.70;48.78;926;16;35.75;23.00
106476;1.78;53.75;830;15;34.70;25.42
106477;2.95;41.78;922;28;36.77;20.39
106478;2.10;42.18;605;13;35.87;19.34
106479;4.22;43.19;772;34;38.34;22.15
106480;5.56;52.63;85;5;77.65;9.41
106481;26.32;37.25;28;10;53.57;14.29
106482;4.41;23.21;65;3;41.54;21.54
106483;4.85;47.99;510;26;29.41;14.31
106484;11.26;35.05;205;26;28.29;13.66
106485;12.85;42.04;251;37;36.25;10.76
106486;5.82;35.13;178;11;47.75;7.30
106487;0.00;41.76;38;0;57.89;0.00
106488;2.16;40.67;544;12;27.94;20.59
106489;3.04;46.21;319;10;26.96;20.69
106490;2.84;37.58;479;14;41.13;13.57
106491;2.10;50.96;931;20;38.56;18.15
106492;5.81;40.84;405;25;32.10;15.31
106493;4.79;40.65;298;15;37.25;20.47
106494;2.60;39.36;337;9;46.88;18.69
106495;5.07;32.46;281;15;35.23;13.88
106496;3.39;41.84;228;8;31.58;19.74
106497;3.23;46.27;270;9;31.48;9.63
106498;3.02;45.40;321;10;38.01;17.45
106499;3.95;40.32;146;6;46.58;4.79
106500;5.91;40.66;541;34;35.86;26.62
106501;2.94;38.15;661;20;34.95;18.15
106502;2.06;37.95;714;15;25.35;19.47
106503;7.44;33.24;112;9;23.21;23.21
106504;5.62;43.24;151;9;27.15;21.19
106505;5.41;38.74;140;8;23.57;16.43
106506;4.62;38.02;165;8;49.09;9.09
106507;2.44;34.28;200;5;39.50;8.50
106508;7.41;37.60;125;10;48.00;16.80
106509;5.74;38.49;427;26;44.26;24.82
106510;4.82;47.28;513;26;34.89;20.08
106511;6.36;42.20;692;47;33.53;18.93
106512;2.36;37.13;207;5;30.43;32.37
106513;7.43;37.72;162;13;37.65;29.63
106514;3.97;41.84;266;11;46.24;16.54
106515;4.09;35.14;211;9;45.02;15.64
106516;8.66;31.20;116;11;38.79;20.69
106517;5.99;37.87;408;26;49.75;10.78
106518;7.24;30.65;205;16;57.07;9.76
106519;5.68;37.98;216;13;56.48;5.56
106520;6.26;35.58;509;34;54.62;10.81
106521;5.23;37.08;272;15;54.04;5.88
106522;4.14;31.15;255;11;54.51;4.71
106523;2.76;34.16;282;8;45.39;18.09
106524;4.89;35.05;311;16;39.23;11.25
106525;1.89;35.29;312;6;40.38;5.13
106526;2.84;33.72;171;5;32.16;21.64
106527;4.03;39.74;238;10;45.80;10.92
106528;2.19;32.50;179;4;41.34;2.79
106529;4.45;43.79;236;11;48.73;12.71
106530;3.06;41.59;633;20;56.56;10.58
106531;3.56;40.55;298;11;51.01;11.41
106532;2.65;49.64;404;11;49.01;7.67
106533;2.51;42.86;272;7;44.85;5.51
106534;2.97;32.28;229;7;61.14;6.55
106535;3.35;40.62;490;17;39.18;15.92
106536;4.44;29.28;129;6;50.39;13.18
106537;4.43;34.88;259;12;46.33;6.18
106538;3.66;41.12;738;28;44.04;23.31
106539;0.82;44.93;602;5;43.19;20.10
106540;1.55;50.00;890;14;40.00;22.81
106541;3.10;42.20;375;12;61.87;5.60
106542;1.39;45.35;712;10;34.97;25.42
106543;4.03;32.27;262;11;30.92;21.37
106544;3.83;30.18;276;11;41.30;15.94
106545;2.33;47.77;419;10;40.33;31.74
106546;1.48;38.06;534;8;52.25;16.67
106547;4.48;37.17;213;10;40.38;14.55
106548;0.88;52.76;786;7;39.19;23.54
106549;1.14;47.36;869;10;39.82;21.29
106550;1.31;40.27;378;5;48.41;13.76
106551;2.20;44.65;355;8;41.97;18.59
106552;5.00;9.43;19;1;68.42;15.79
106553;13.51;52.86;32;5;43.75;3.12
106554;12.06;42.34;226;31;20.80;31.86
106555;2.45;32.96;398;10;33.42;14.82
106556;3.60;35.14;482;18;37.14;17.63
106557;2.48;35.07;433;11;39.95;6.93
106558;4.17;46.50;758;33;35.49;17.94
106559;2.84;47.99;891;26;41.75;18.63
106560;1.85;55.70;955;18;42.09;21.57
106561;2.10;49.76;514;11;39.11;21.60
106562;3.68;44.77;445;17;40.90;21.80
106563;2.15;46.18;456;10;32.46;30.92
106564;1.57;51.23;1003;16;37.69;23.83
106565;1.20;52.89;984;12;29.47;25.71
106566;1.75;51.00;450;8;36.67;25.11
106567;3.38;40.20;686;24;39.21;21.57
106568;0.91;52.16;1091;10;29.79;29.88
106569;1.32;54.84;447;6;46.53;21.70
106570;2.74;46.89;851;24;37.49;20.92
106571;5.66;22.75;100;6;51.00;9.00
106572;7.81;75.29;59;5;23.73;0.00
106573;3.86;39.95;598;24;41.47;14.21
106574;6.88;33.33;203;15;43.84;14.29
106575;1.18;35.27;252;3;27.38;8.33
106576;3.26;43.95;267;9;42.70;13.86
106577;4.08;35.38;353;15;32.29;12.75
106578;5.71;31.31;165;10;30.30;11.52
106579;3.24;33.80;328;11;28.96;14.94
106580;3.41;34.28;397;14;46.10;14.11
106581;2.69;42.23;651;18;50.84;21.97
106582;3.83;30.40;326;13;53.07;7.67
106583;4.70;33.64;345;17;57.68;8.41
106584;3.45;36.55;168;6;45.83;15.48
106585;10.68;34.92;184;22;41.30;14.67
106586;4.69;33.39;203;10;56.16;8.87
106587;6.29;34.38;134;9;54.48;7.46
106588;8.31;33.04;276;25;48.19;17.39
106589;2.81;47.65;967;28;54.40;12.10
106590;3.69;48.69;339;13;50.74;8.26
106591;5.48;51.41;207;12;58.94;2.90
106592;2.86;41.12;272;8;51.84;3.68
106593;3.37;37.77;258;9;58.53;7.36
106594;4.09;40.33;164;7;45.73;10.37
106595;3.47;42.67;250;9;54.40;5.60
106596;2.38;43.74;986;24;45.33;7.91
106597;2.60;41.49;337;9;56.97;6.53
106598;4.30;42.98;557;25;48.11;11.13
106599;4.39;44.00;697;32;39.74;4.88
106600;3.44;36.41;590;21;33.56;8.98
106601;1.13;42.26;351;4;48.15;8.55
106602;1.92;38.90;409;8;37.65;5.87
106603;5.79;34.64;358;22;60.61;8.38
106604;1.98;46.03;347;7;38.90;21.33
106605;3.93;44.73;660;27;50.15;8.64
106606;3.65;46.02;396;15;40.66;6.57
106607;3.94;40.25;341;14;47.51;9.97
106608;2.07;42.14;425;9;47.06;9.65
106609;3.47;40.94;362;13;44.48;13.81
106610;1.65;43.65;416;7;48.32;11.06
106611;5.01;39.32;341;18;40.76;17.01
106612;3.92;33.26;294;12;34.69;12.93
106613;7.23;34.56;218;17;29.82;15.14
106614;3.02;43.28;225;7;44.00;8.00
106615;4.72;35.85;222;11;39.19;5.86
106616;5.15;33.50;129;7;28.68;10.85
106617;4.04;44.19;642;27;45.95;13.55
106618;5.96;31.61;426;27;35.68;9.86
106619;2.16;35.69;272;6;51.47;12.50
106620;3.07;43.16;474;15;45.78;20.68
106621;2.06;55.19;667;14;36.73;26.54
106622;0.65;45.39;616;4;39.45;25.81
106623;0.96;39.72;310;3;40.00;19.03
106624;3.38;39.51;515;18;40.97;26.60
106625;2.56;43.55;342;9;37.43;21.64
106626;5.17;37.13;532;29;38.72;27.82
106627;2.46;59.61;714;18;40.20;26.47
106628;1.07;47.53;553;6;39.42;25.86
106629;0.50;53.23;598;3;40.13;29.60
106630;1.94;45.99;405;8;42.72;18.77
106631;1.28;57.08;541;7;37.89;25.88
106632;1.51;47.10;848;13;37.03;29.13
106633;2.13;47.54;964;21;41.39;28.11
106634;2.66;46.29;989;27;36.91;25.38
106635;3.64;52.78;741;28;39.95;29.69
106636;2.33;48.82;586;14;34.81;30.20
106637;1.89;48.65;935;18;36.26;29.30
106638;1.66;47.55;772;13;37.95;24.87
106639;1.30;55.47;986;13;37.83;27.28
106640;1.97;49.10;698;14;41.83;20.34
106641;2.17;51.90;947;21;34.53;28.41
106642;1.98;51.68;1040;21;35.87;33.56
106643;2.17;48.68;993;22;40.58;28.90
106644;1.65;45.05;953;16;40.50;26.86
106645;2.68;43.66;654;18;41.90;20.49
106646;2.08;41.03;47;1;42.55;27.66
106647;0.00;40.00;22;0;50.00;22.73
106648;0.00;39.53;17;0;58.82;41.18
106649;2.14;51.23;731;16;37.07;29.96
106650;2.84;41.00;854;25;43.33;24.12
106651;4.31;40.75;666;30;50.75;22.07
106652;6.68;38.48;349;25;60.74;14.61
106653;1.84;47.87;320;6;53.44;25.00
106654;2.84;50.18;410;12;49.02;13.41
106655;1.02;42.42;97;1;42.27;19.59
106656;2.40;40.90;406;10;59.36;4.93
106657;2.75;46.12;283;8;61.13;6.36
106658;5.76;36.17;180;11;66.67;6.67
106659;1.83;43.47;428;8;58.64;9.35
106660;5.23;45.32;344;19;42.44;15.41
106661;3.32;50.33;291;10;51.20;13.40
106662;4.43;48.17;992;46;43.55;22.38
106663;3.58;39.78;377;14;43.77;21.75
106664;8.76;46.60;250;24;61.20;13.60
106665;2.65;49.06;331;9;38.67;19.03
106666;2.60;51.43;561;15;42.96;21.21
106667;1.69;52.59;349;6;33.24;29.51
106668;1.72;51.65;401;7;33.67;25.19
106669;2.21;49.07;310;7;43.55;22.26
106670;2.99;41.20;227;7;33.92;25.55
106671;1.13;46.10;263;3;45.63;14.83
106672;1.86;52.44;579;11;41.28;20.73
106673;3.15;44.05;430;14;39.77;21.16
106674;1.94;45.00;353;7;51.56;14.16
106675;5.20;49.01;164;9;39.02;23.78
106676;6.74;48.74;180;13;35.56;22.78
106677;1.15;49.64;1029;12;35.28;25.75
106678;2.39;40.58;612;15;33.82;25.65
106679;2.36;46.15;826;20;35.47;24.21
106680;2.19;49.67;671;15;31.89;20.72
106681;1.31;53.00;1203;16;33.92;28.26
106682;3.13;39.04;711;23;36.15;21.66
106683;1.71;52.02;861;15;37.86;22.30
106684;1.02;52.01;871;9;33.64;26.41
106685;1.02;50.96;680;7;34.41;24.85
106686;0.77;51.54;1031;8;34.82;27.45
106687;1.74;54.29;1070;19;35.79;25.51
106688;1.81;51.31;920;17;34.13;29.13
106689;1.67;43.83;1003;17;37.59;22.03
106690;2.29;49.49;897;21;37.57;27.54
106691;1.44;45.35;755;11;32.05;30.07
106692;2.85;41.73;681;20;38.77;19.53
106693;2.11;47.00;835;18;40.36;24.19
106694;3.01;46.47;837;26;37.40;18.76
106695;1.89;45.55;985;19;41.32;19.09
106696;0.88;50.19;788;7;29.31;21.70
106697;0.84;49.10;945;8;35.77;24.66
106698;2.05;50.31;861;18;38.44;21.14
106699;1.70;41.05;521;9;44.15;14.97
106700;3.28;22.68;59;2;45.76;32.20
106701;0.00;36.11;13;0;61.54;15.38
106702;26.53;44.55;36;13;63.89;13.89
106703;2.54;46.77;346;9;40.46;21.10
106704;1.70;50.57;346;6;45.09;15.61
106705;6.50;37.53;259;18;47.49;10.42
106706;2.67;47.80;328;9;50.91;16.46
106707;7.19;42.55;310;24;49.35;16.77
106708;7.64;39.15;145;12;53.10;15.86
106709;2.40;37.83;326;8;50.31;20.86
106710;2.34;44.39;375;9;55.20;7.73
106711;4.38;54.37;262;12;56.49;11.45
106712;6.70;30.42;195;14;41.03;9.23
106713;5.42;37.01;314;18;53.50;14.97
106714;4.78;42.22;398;20;50.00;9.55
106715;4.53;45.62;443;21;51.02;12.87
106716;6.19;46.15;197;13;55.84;9.14
106717;3.39;49.93;342;12;54.39;7.89
106718;3.29;48.80;470;16;55.74;7.23
106719;4.49;51.99;511;24;49.12;11.74
106720;1.80;41.62;327;6;55.96;14.98
106721;2.08;43.84;282;6;54.61;7.45
106722;6.20;51.38;227;15;52.86;13.66
106723;3.86;51.05;349;14;47.28;9.74
106724;5.79;37.92;179;11;60.34;8.38
106725;8.51;33.75;172;16;54.07;8.72
106726;3.33;45.08;668;23;58.83;9.28
106727;5.76;41.02;327;20;68.20;4.28
106728;6.52;47.90;702;49;50.57;8.69
106729;2.99;44.14;325;10;59.38;5.85
106730;4.03;33.94;143;6;41.96;8.39
106731;4.03;37.17;452;19;46.02;5.97
106732;3.79;39.44;609;24;58.95;6.08
106733;4.69;33.94;447;22;55.93;5.37
106734;2.89;45.15;235;7;61.70;5.53
106735;0.51;43.11;196;1;55.61;5.10
106736;1.56;41.92;253;4;61.66;5.14
106737;13.51;43.53;32;5;75.00;12.50
106738;3.20;45.86;515;17;42.33;17.48
106739;7.53;48.99;540;44;45.00;20.74
106740;5.03;47.20;585;31;47.18;11.28
106741;2.35;47.42;583;14;44.77;15.27
106742;6.57;41.04;199;14;39.20;21.11
106743;3.55;44.24;163;6;50.92;11.66
106744;3.02;41.84;803;25;52.68;9.34
106745;5.75;45.79;492;30;35.98;11.18
106746;3.65;47.00;211;8;35.07;2.84
106747;3.31;28.95;117;4;58.97;11.97
106748;4.19;37.13;503;22;48.31;8.35
106749;3.44;39.33;365;13;57.26;6.58
106750;3.84;42.44;526;21;48.67;7.60
106751;4.72;48.02;323;16;61.61;3.10
106752;4.60;40.31;373;18;58.71;4.83
106753;5.22;44.46;236;13;62.29;8.05
106754;2.72;38.90;179;5;59.78;15.08
106755;2.82;45.59;482;14;55.60;13.07
106756;5.87;37.59;385;24;51.69;12.73
106757;1.57;32.26;188;3;25.53;13.83
106758;2.66;48.14;768;21;57.03;8.98
106759;4.21;36.26;91;4;46.15;14.29
106760;6.35;43.80;354;24;73.45;5.93
106761;5.50;40.82;309;18;81.23;5.18
106762;3.54;40.12;327;12;64.83;3.36
106763;6.45;32.55;116;8;57.76;6.03
106764;3.23;53.35;270;9;57.78;2.59
106765;3.91;46.99;270;11;72.22;4.44
106766;1.88;50.47;209;4;62.20;5.26
106767;2.67;55.25;1168;32;45.03;12.93
106768;3.68;52.13;602;23;44.35;14.12
106769;2.51;50.32;699;18;46.35;17.02
106770;2.94;54.78;1090;33;54.59;11.65
106771;3.65;46.44;264;10;64.77;4.55
106772;4.88;41.41;234;12;52.56;7.26
106773;3.70;37.10;234;9;64.10;8.55
106774;2.49;46.34;469;12;53.73;6.82
106775;3.49;43.38;636;23;40.41;14.62
106776;1.34;39.79;294;4;51.36;9.52
106777;2.38;35.49;493;12;54.56;7.91
106778;4.49;40.21;255;12;70.98;6.27
106779;2.87;44.09;203;6;50.25;5.91
106780;3.03;39.05;128;4;54.69;6.25
106781;1.81;52.62;434;8;37.10;24.19
106782;2.27;54.58;431;10;35.73;21.58
106783;4.24;50.84;407;18;36.86;20.15
106784;2.86;47.38;475;14;39.16;21.68
106785;2.47;55.17;552;14;44.02;22.64
106786;1.92;44.61;459;9;48.80;13.51
106787;3.20;39.96;424;14;39.39;19.81
106788;3.21;49.15;422;14;41.00;18.25
106789;2.26;46.46;346;8;36.71;27.46
106790;1.67;51.43;530;9;44.15;19.25
106791;1.53;44.65;452;7;39.38;18.58
106792;1.15;49.62;516;6;42.83;14.92
106793;1.50;44.95;460;7;39.57;20.87
106794;6.59;29.90;312;22;53.21;10.58
106795;7.23;30.56;372;29;44.89;12.10
106796;3.65;37.28;449;17;61.25;10.02
106797;3.84;36.20;376;15;46.01;11.70
106798;3.79;46.22;406;16;34.24;11.08
106799;6.09;39.17;401;26;44.39;16.21
106800;4.90;41.38;427;22;54.80;13.82
106801;4.42;35.65;216;10;43.06;7.87
106802;4.08;35.42;141;6;57.45;17.73
106803;8.33;37.50;33;3;63.64;12.12
106804;0.00;49.50;50;0;100.00;0.00
106805;0.00;83.33;20;0;70.00;10.00
106806;3.81;49.49;278;11;34.17;6.47
106807;6.28;36.62;209;14;29.19;5.74
106808;3.83;34.07;251;10;43.82;4.78
106809;2.21;55.47;486;11;33.54;3.70
106810;2.55;40.00;191;5;46.07;3.14
106811;6.46;43.47;246;17;51.22;3.25
106812;0.00;50.00;9;0;33.33;11.11
106813;2.98;48.74;846;26;50.83;8.98
106814;2.69;44.66;289;8;55.36;9.00
106815;5.83;44.25;388;24;55.67;7.73
106816;5.35;42.07;354;20;57.91;8.19
106817;4.97;45.63;823;43;50.91;11.91
106818;5.11;44.97;297;16;53.54;8.42
106819;4.82;39.82;296;15;52.70;6.08
106820;3.36;49.44;978;34;56.13;11.45
106821;5.57;44.14;288;17;57.99;10.42
106822;3.52;41.13;329;12;46.81;11.55
106823;5.05;45.20;715;38;42.38;10.21
106824;4.63;40.02;371;18;49.60;7.01
106825;5.35;45.26;407;23;30.71;6.63
106826;2.04;42.61;96;2;48.96;4.17
106827;6.96;49.57;107;8;50.47;4.67
106828;3.87;31.26;174;7;33.91;10.92
106829;7.94;31.33;197;17;44.16;10.66
106830;2.02;40.92;340;7;35.29;10.59
106831;3.12;42.24;435;14;38.85;14.71
106832;5.56;30.82;170;10;48.82;10.59
106833;3.47;32.52;167;6;40.72;16.77
106834;6.79;41.65;151;11;36.42;8.61
106835;1.60;37.09;123;2;43.90;2.44
106836;7.01;45.97;292;22;43.84;7.53
106837;2.96;27.11;131;4;51.15;6.87
106838;10.71;75.68;25;3;28.00;16.00
106839;1.64;59.48;540;9;44.07;14.26
106840;1.87;55.74;944;18;50.42;14.41
106841;2.38;54.89;1188;29;41.92;16.08
106842;2.66;51.64;767;21;44.07;15.78
106843;3.84;53.76;1052;42;40.49;13.88
106844;5.18;42.28;696;38;45.55;6.18
106845;3.90;41.67;394;16;33.76;8.63
106846;1.62;40.62;243;4;40.74;4.12
106847;3.72;45.69;362;14;51.10;7.73
106848;4.43;47.64;367;17;51.77;5.18
106849;4.75;42.82;281;14;51.25;10.32
106850;3.79;43.15;279;11;60.93;4.66
106851;3.54;42.80;599;22;57.60;7.51
106852;7.02;44.53;53;4;54.72;9.43
106853;10.20;58.33;44;5;81.82;0.00
106854;0.91;54.58;1193;11;33.78;25.65
106855;2.69;51.15;1123;31;38.74;24.58
106856;1.21;61.79;1139;14;35.03;27.48
106857;0.44;62.35;681;3;38.03;24.52
106858;1.02;62.84;1066;11;36.49;28.89
106859;0.80;62.49;747;6;31.59;23.03
106860;1.42;56.43;554;8;33.21;26.17
106861;0.99;59.78;1304;13;30.75;29.22
106862;0.88;60.24;1242;11;32.93;25.52
106863;1.23;57.48;1290;16;41.24;20.62
106864;0.57;60.91;1041;6;38.42;22.96
106865;1.34;57.63;1103;15;29.92;27.92
106866;1.02;50.40;872;9;32.91;24.08
