nrk;teryt;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw
101447;206101;Publiczne Gimnazjum Nr 2|Białystok, Piaski|ul. Legionowa 7 |15-281 Białystok;1485;948;948;10;938;63.84;1.05
101448;206101;Publiczne Gimnazjum Nr 2|Białystok, Piaski|ul. Legionowa 7 |15-281 Białystok;1220;690;690;8;682;56.56;1.16
101449;206101;Przedszkole Samorządowe Nr 25|Białystok, Piaski|ul. Waszyngtona 4 |15-274 Białystok;1152;620;620;4;616;53.82;0.65
101450;206101;Przedszkole Samorządowe Nr 52|Białystok, Piaski|ul. Waszyngtona 16 |15-274 Białystok;1411;816;816;7;809;57.83;0.86
101451;206101;Szkoła Podstawowa Nr 34|Białystok|ul. Pogodna 12 |15-365 Bialystok;1710;905;905;13;892;52.92;1.44
101452;206101;Szkoła Podstawowa Nr 34|Białystok|ul. Pogodna 12 |15-354 Białystok;1469;875;875;7;868;59.56;0.80
101453;206101;Zarząd Mienia Komunalnego|Białystok|ul. Bema 89/1 |15-370 Bialystok;1682;875;875;22;853;52.02;2.51
101454;206101;Zespół Szkół Handlowo-Ekonomicznych|Białystok|ul. Bema 105 |15-370 Białystok;1683;1049;1049;11;1038;62.33;1.05
101455;206101;Zespół Szkół Handlowo-Ekonomicznych|Białystok|ul. Bema 105 |15-370 Białystok;1508;710;710;23;687;47.08;3.24
101456;206101;Szkoła Podstawowa Nr 14|Białystok|ul. Pułaskiego 25 |15-337 Białystok;1386;887;887;9;878;64.00;1.01
101457;206101;Szkoła Podstawowa Nr 14|Białystok|ul. Pułaskiego 25 |15-337 Białystok;1227;743;743;6;737;60.55;0.81
101458;206101;Szkoła Podstawowa Nr 14|Białystok|ul. Pułaskiego 25 |15-337 Białystok;1407;876;876;13;863;62.26;1.48
101459;206101;Przedszkole Samorządowe Nr 1|Białystok|ul. Kawaleryjska 70 |15-325 Białystok;1146;703;703;10;693;61.34;1.42
101460;206101;Przedszkole Samorządowe Nr 64|Białystok, Nowe Miasto|ul. Dubois 12 |15-349 Białystok;1594;919;919;28;891;57.65;3.05
101461;206101;Przedszkole Samorządowe Nr 32|Białystok, Nowe Miasto|ul. Pułaskiego 55 |15-338 Białystok;1412;841;841;17;824;59.56;2.02
101462;206101;Szkoła Podstawowa Nr 50|Białystok, Nowe Miasto|ul. Pułaskiego 96 |15-338 Białystok;1444;794;794;20;774;54.99;2.52
101463;206101;Szkoła Podstawowa Nr 50|Białystok, Nowe Miasto|ul. Pułaskiego 96 |15-338 Białystok;1695;906;906;15;891;53.45;1.66
101464;206101;Szkoła Podstawowa Nr 50|Białystok, Nowe Miasto|ul. Pułaskiego 96 |15-337 Białystok;1518;807;807;5;802;53.16;0.62
101465;206101;Szkoła Podstawowa Nr 50|Białystok, Nowe Miasto|ul. Pułaskiego 96 |15-337 Białystok;1803;1131;1131;11;1120;62.73;0.97
101466;206101;Szkoła Podstawowa Nr 50|Białystok, Nowe Miasto|ul. Pułaskiego 96 |15-337 Białystok;1141;715;715;8;707;62.66;1.12
101467;206101;Publiczne Gimnazjum Nr 2|Białystok, Piaski|ul. Legionowa 7 |15-281 Białystok;765;381;381;7;374;49.80;1.84
101468;206101;I Liceum Ogólnokształcące|Białystok|ul. Brukowa 2 |15-889 Białystok;896;427;433;5;422;47.66;1.17
101469;206101;Szkoła Podstawowa Nr 4|Białystok|ul. Częstochowska 6a |15-459 Białystok;1254;581;581;9;572;46.33;1.55
101470;206101;Szkoła Podstawowa Nr 4|Białystok|ul. Częstochowska 6a |15-459 ;1306;657;657;12;645;50.31;1.83
101471;206101;Zespół Szkół Nr 12|Białystok|ul. Krakowska 19 |15-875 Białystok;942;456;456;2;454;48.41;0.44
101472;206101;Przedszkole Samorządowe Nr 10|Białystok|Al. Piłsudskiego 34 |15-446 ;1254;652;652;11;641;51.99;1.69
101473;206101;Niepubliczna Szkoła Podstawowa św. św. Cyryla i Metodego|Białystok|ul. Waryńskiego 30 |15-461 Białystok;1410;594;594;3;591;42.13;0.51
101474;206101;Niepubliczna Szkoła Podstawowa św. św. Cyryla i Metodego|Białystok|ul. Waryńskiego 30 |15-137 Białystok;1442;679;679;13;666;47.09;1.91
101475;206101;Białostocki Ośrodek Sportu i Rekreacji|Białystok|ul. Włókiennicza 4 |15-465 Białystok;1223;652;652;10;642;53.31;1.53
101476;206101;Szkoła Podstawowa Nr 26|Białystok, Białostoczek|ul. Radzymińska 11 |15-863 Białystok;1511;926;926;12;914;61.28;1.30
101477;206101;Przedszkole Samorządowe Nr 55|Białystok, Białostoczek|ul. Kozłowa 25 |15-868 ;1042;608;608;7;601;58.35;1.15
101478;206101;Szkoła Podstawowa Nr 26|Białystok, Białostoczek|ul. Radzymińska 11 |15-863 Białystok;1408;825;826;11;814;58.59;1.33
101479;206101;Publiczne Gimnazjum Nr 16|Białystok, Białostoczek|ul. Sokólska 1 |15-865 Białystok;1418;794;794;14;780;55.99;1.76
101480;206101;Publiczne Gimnazjum Nr 16|Białystok, Białostoczek|ul. Sokólska 1 |15-865 Białystok;1504;941;941;9;932;62.57;0.96
101481;206101;Publiczne Gimnazjum Nr 16|Białystok, Białostoczek|ul. Sokólska 1 |15-865 Białystok;1195;691;691;13;678;57.82;1.88
101482;206101;Zespół Szkół Elektrycznych|Białystok, Białostoczek|Al. Tysiąclecia Państwa Polskiego 14 |15-111 Białystok;1762;1118;1118;6;1112;63.45;0.54
101483;206101;Szkoła Podstawowa Nr 11|Białystok, Białostoczek|ul. Poleska 27 |15-114 Białystok;1236;667;667;11;656;53.96;1.65
101484;206101;Szkoła Podstawowa Nr 11|Białystok, Białostoczek|ul. Poleska 27 |15-114 Białystok;1317;753;753;13;740;57.18;1.73
101485;206101;Zespół Szkół Technicznych i Ogólnokształcących|Białystok|ul. Sienkiewicza 57 |15-002 Białystok;1079;658;658;3;655;60.98;0.46
101486;206101;Zespół Szkół Technicznych i Ogólnokształcących|Białystok|ul. Sienkiewicza 57 |15-002 Białystok;1022;540;540;10;530;52.84;1.85
101487;206101;Publiczne Gimnazjum Nr 4|Białystok|ul. Ciepła 32 |15-472 Białystok;1459;830;830;10;820;56.89;1.20
101488;206101;Żłobek Miejski Nr 3|Białystok, Wygoda|ul. Wasilkowska 4 |15-137 Białystok;1595;906;906;12;894;56.80;1.32
101489;206101;Przedszkole Samorządowe Nr 45|Białystok, Wygoda|ul. Gen. Sosabowskiego 6 |15-182 Białystok;1224;703;703;5;698;57.43;0.71
101490;206101;Zespół Szkół Nr 3 Szkoła Podstawowa Nr 8|Białystok, Wygoda|ul. Jesienna 8 |15-151 Białystok;1520;819;821;10;809;53.88;1.22
101491;206101;Zespół Szkół Nr 3 Szkoła Podstawowa Nr 8|Białystok, Wygoda|ul. Jesienna 8 |15-151 Białystok;1461;765;765;15;750;52.36;1.96
101492;206101;Szkoła Podstawowa Nr 51|Białystok, Wygoda|ul. Kluka 11A |15-197 Białystok;1136;695;695;7;688;61.18;1.01
101493;206101;Szkoła Podstawowa Nr 51|Białystok, Wygoda|ul. Kluka 11A |15-182 Białystok;1460;777;777;19;758;53.22;2.45
101494;206101;Szkoła Podstawowa Nr 51|Białystok, Wygoda|ul. Kluka 11A |15-197 Białystok;1779;1101;1101;24;1077;61.89;2.18
101495;206101;Szkoła Podstawowa Nr 51|Białystok, Wygoda|ul. Kluka 11A |15-197 Białystok;1378;811;811;4;807;58.85;0.49
101496;206101;Zespół Szkół Nr 6 (Publiczne Gimnazjum Nr 12)|Białystok|ul. Pietrasze 29 |15-131 Białystok;1601;1002;1002;15;987;62.59;1.50
101497;206101;Zespół Szkół Nr 6 (Publiczne Gimnazjum Nr 12)|Białystok|ul. Pietrasze 29 |15-131 Białystok;1798;1036;1036;17;1019;57.62;1.64
101498;206101;Zespół Szkół Nr 6 (Publiczne Gimnazjum Nr 12)|Białystok|ul. Pietrasze 29 |15-131 Białystok;1712;1038;1038;8;1030;60.63;0.77
101499;206101;Prywatna Szkoła Podstawowa Nr 1|Białystok|ul. Boruty 18 |15-157 Białystok;1658;1095;1095;10;1085;66.04;0.91
101500;206101;Prywatna Szkoła Podstawowa Nr 1|Białystok|ul. Boruty 18 |15-157 Białystok;1021;647;647;3;644;63.37;0.46
101501;206101;Prywatna Szkoła Podstawowa Nr 1|Białystok|ul. Boruty 18 |15-157 Białystok;1753;1115;1115;12;1103;63.61;1.08
101502;206101;VI Liceum Ogólnokształcące|Białystok, Bojary|ul. Warszawska 8 |15-063 Białystok;857;475;475;6;469;55.43;1.26
101503;206101;Zespół Szkół Ogólnokształcących Nr 3 (III Liceum Ogólnokształcące)|Białystok, Bojary|ul. Pałacowa 2/1 |15-042 Białystok;1330;807;807;6;801;60.68;0.74
101504;206101;Przedszkole Samorządowe Nr 22|Białystok, Bojary|ul. Łąkowa 17 |15-017 Białystok;688;427;427;7;420;62.06;1.64
101505;206101;Zespół Szkół Nr 5 (Szkoła Podstawowa Nr 5)|Białystok, Bojary|ul. Kamienna 15 |15-021 Białystok;1288;827;827;7;820;64.21;0.85
101506;206101;Zespół Szkół Nr 5 (Szkoła Podstawowa Nr 5)|Białystok, Bojary|ul. Kamienna 15 |15-021 Białystok;1534;833;833;6;827;54.30;0.72
101507;206101;Zespół Szkół Budowlano-Geodezyjnych|Białystok, Bojary|ul. Słonimska 47/1 |15-029 Białystok;1567;966;966;17;949;61.65;1.76
101508;206101;Publiczne Gimnazjum Nr 3|Białystok|ul. Spacerowa 6 |15-040 Białystok;1039;599;599;13;586;57.65;2.17
101509;206101;Publiczne Gimnazjum nr 3|Białystok|ul. Spacerowa 6 |15-040 Białystok;1476;782;784;13;769;52.98;1.66
101510;206101;Przedszkole Samorządowe Nr 68|Białystok|ul. Mieszka I 19 |15-054 Białystok;1606;920;920;15;905;57.29;1.63
101511;206101;Szkoła Podstawowa Nr 19|Białystok|ul. Mieszka I 18 |15-054 Białystok;1384;872;872;3;869;63.01;0.34
101512;206101;Szkoła Podstawowa Nr 19|Białystok|ul. Mieszka I 18 |15-054 Białystok;1443;823;823;14;809;57.03;1.70
101513;206101;Szkoła Podstawowa Nr 19|Białystok|ul. Mieszka I 18 |15-054 Białystok;1531;865;865;13;852;56.50;1.50
101514;206101;Szkoła Podstawowa Nr 19|Białystok|ul. Mieszka I 18 |15-054 Białystok;1373;830;830;11;819;60.45;1.33
101515;206101;Zespół Szkół Budowlano-Geodezyjnych|Białystok, Bojary|ul. Słonimska 47/1 |15-029 Białystok;1078;669;669;6;663;62.06;0.90
101516;206101;VIII Liceum Ogólnokształcące|Białystok|ul. Piastowska 5 |15-207 Białystok;1185;677;677;6;671;57.13;0.89
101517;206101;Publiczne Gimnazjum Nr 13|Białystok|ul. Piastowska 3D |15-207 Białystok;1295;695;695;11;684;53.67;1.58
101518;206101;Publiczne Gimnazjum Nr 13|Białystok|ul. Piastowska 3D |15-207 Białystok;1401;820;820;7;813;58.53;0.85
101519;206101;Internat VIII Liceum Ogólnokształcącego|Białystok|ul. Piastowska 5 |15-207 Białystok;1033;508;508;4;504;49.18;0.79
101520;206101;Zespół Szkół Ogólnokształcących Mistrzostwa Sportowego|Białystok|ul. Konopnickiej 3 |15-215 Białystok;1592;944;944;15;929;59.30;1.59
101521;206101;Zespół Szkół Ogólnokształcących Mistrzostwa Sportowego|Białystok|ul. Konopnickiej 3 |15-215 Białystok;1164;735;735;11;724;63.14;1.50
101522;206101;XI Liceum Ogólnokształcące|Białystok|ul. Grottgera 9 |15-225 Białystok;1380;844;844;11;833;61.16;1.30
101523;206101;XI Liceum Ogólnokształcące|Białystok|ul. Grottgera 9 |15-225 Białystok;1281;785;785;15;770;61.28;1.91
101524;206101;Zespół Szkół Nr 2|Białystok|ul. Gdańska 23/1 |15-249 Białystok;1074;669;669;7;662;62.29;1.05
101525;206101;Zespół Szkół Nr 2|Białystok|ul. Gdańska 23/1 |15-249 Białystok;1487;877;877;10;867;58.98;1.14
101526;206101;Szkoła Podstawowa Nr 28|Białystok, Skorupy|ul. Warmińska 55 |15-553 Białystok;1100;614;614;15;599;55.82;2.44
101527;206101;Szkoła Podstawowa Nr 28|Białystok, Skorupy|ul. Warmińska 55 |15-553 Białystok;1203;667;667;9;658;55.44;1.35
101528;206101;Zespół Szkół Nr 1|Białystok, Skorupy|ul. Leśna 30 |15-559 Białystok;1647;941;941;20;921;57.13;2.13
101529;206101;Zespół Szkół Nr 1|Białystok, Skorupy|ul. Leśna 30 |15-559 Białystok;1384;815;815;15;800;58.89;1.84
101530;206101;Zespół Szkół Nr 1|Białystok, Skorupy|ul. Leśna 30 |15-559 Białystok;1309;693;693;9;684;52.94;1.30
101531;206101;Zespół Szkół Ogólnokształcących Nr 8|Białystok, Dojlidy|ul. Żurawia 12 |15-540 Białystok;1138;719;719;6;713;63.18;0.83
101532;206101;Zespół Szkół Ogólnokształcących Nr 8|Białystok, Dojlidy|ul. Żurawia 12 |15-540 Białystok;1094;602;602;14;588;55.03;2.33
101533;206101;Zespół Szkół Nr 4|Białystok, Dojlidy Górne|ul. Dojlidy Górne 48 |15-572 Białystok;1168;670;670;11;659;57.36;1.64
101534;206101;Zespół Szkół Nr 4|Białystok, Dojlidy Górne|ul. Dojlidy Górne 48 |15-572 Białystok;1225;734;734;7;727;59.92;0.95
101535;206101;Zespół Szkół Nr 4|Białystok, Dojlidy Górne|ul. Dojlidy Górne 48 |15-572 Białystok;1033;642;642;10;632;62.15;1.56
101536;206101;Zespół Szkół Sportowych Nr 1|Białystok|ul. Promienna 13a |15-720 Białystok;1243;729;729;9;720;58.65;1.23
101537;206101;Zespół Szkół Nr 16|Białystok|ul. Zwycięstwa 28 |15-703 Białystok;1223;609;609;11;598;49.80;1.81
101538;206101;Zespół Szkół Sportowych Nr 1|Białystok|ul. Promienna 13a |15-720 Białystok;1350;805;805;14;791;59.63;1.74
101539;206101;Zespół Szkół Ogólnokształcących Nr 9|Białystok|ul. Upalna 26 |15-668 Białystok;1484;851;851;16;835;57.35;1.88
101540;206101;Zespół Szkół Ogólnokształcących Nr 9|Białystok|ul. Upalna 26 |15-668 Białystok;1166;678;678;10;668;58.15;1.47
101541;206101;Przedszkole Samorządowe Nr 50|Białystok|ul. Upalna 74 |15-668 Białystok;947;542;542;5;537;57.23;0.92
101542;206101;Szkoła Podstawowa Nr 43|Białystok|ul. Stroma 16 |15-662 Białystok;1452;774;774;8;766;53.31;1.03
101543;206101;Szkoła Podstawowa Nr 43|Białystok|ul. Stroma 16 |15-662 Białystok;1299;677;677;14;663;52.12;2.07
101544;206101;Szkoła Podstawowa Nr 43|Białystok|ul. Stroma 16 |15-662 Białystok;1060;596;596;8;588;56.23;1.34
101545;206101;Przedszkole Samorządowe Nr 39|Białystok|ul. Witosa 22 |15-660 Białystok;1251;723;723;9;714;57.79;1.24
101546;206101;Szkoła Podstawowa Nr 49|Białystok|ul. Armii Krajowej 32 |15-661 Białystok;1758;1039;1039;21;1018;59.10;2.02
101547;206101;Szkoła Podstawowa Nr 49|Białystok|ul. Armii Krajowej 32 |15-661 Białystok;1476;835;835;17;818;56.57;2.04
101548;206101;Szkoła Podstawowa Nr 49|Białystok|ul. Armii Krajowej 32 |15-661 Białystok;1458;858;858;9;849;58.85;1.05
101549;206101;Szkoła Podstawowa Nr 49|Białystok|ul. Armii Krajowej 32 |15-661 Białystok;1752;942;942;25;917;53.77;2.65
101550;206101;Szkoła Podstawowa Nr 49|Białystok|ul. Armii Krajowej 32 |15-661 Białystok;1828;1059;1059;20;1039;57.93;1.89
101551;206101;Szkoła Podstawowa Nr 44|Białystok|ul. Rumiankowa 13 |15-665 Białystok;1277;695;695;10;685;54.42;1.44
101552;206101;Szkoła Podstawowa Nr 44|Białystok|ul. Rumiankowa 13 |15-665 Białystok;1412;807;808;11;796;57.15;1.36
101553;206101;Szkoła Podstawowa Nr 44|Białystok|ul. Rumiankowa 13 |15-665 Białystok;1373;784;784;14;770;57.10;1.79
101554;206101;Przedszkole Samorządowe Nr 79|Białystok|ul. Konwaliowa 8 |15-674 Białystok;1448;774;774;10;764;53.45;1.29
101555;206101;Publiczne Gimnazjum Nr 18|Białystok|ul. Magnoliowa 13 |15-669 Białystok;1402;733;733;17;716;52.28;2.32
101556;206101;Publiczne Gimnazjum Nr 18|Białystok|ul. Magnoliowa 13 |15-669 Białystok;1103;632;632;11;621;57.30;1.74
101557;206101;Publiczne Gimnazjum Nr 18|Białystok|ul. Magnoliowa 13 |15-669 Białystok;1152;642;642;10;632;55.73;1.56
101558;206101;Publiczne Gimnazjum Nr 18|Białystok|ul. Magnoliowa 13 |15-669 Białystok;1312;747;747;11;736;56.94;1.47
101559;206101;V Liceum Ogólnokształcące|Białystok, Starosielce|ul. Miodowa 5 |15-656 Białystok;1282;758;758;7;751;59.13;0.92
101560;206101;V Liceum Ogólnokształcące|Białystok, Starosielce|ul. Miodowa 5 |15-656 Białystok;939;515;515;13;502;54.85;2.52
101561;206101;Szkoła Podstawowa Nr 21|Białystok, Starosielce|ul. Polowa 7/1 |15-612 Białystok;1200;571;571;8;563;47.58;1.40
101562;206101;Szkoła Podstawowa Nr 21|Białystok, Starosielce|ul. Polowa 7/1 |15-612 Białystok;1475;877;877;4;873;59.46;0.46
101563;206101;Szkoła Podstawowa Nr 21|Białystok, Starosielce|ul. Polowa 7/1 |15-612 Białystok;1083;656;656;7;649;60.57;1.07
101564;206101;Świetlica Dziennego Pobytu dla Dzieci przy Dziennym Domu Pomocy Społecznej|Białystok, Starosielce|ul. Barszczańska 18 |15-639 Białystok;1075;470;470;9;461;43.72;1.91
101565;206101;Świetlica Dziennego Pobytu dla Dzieci przy Dziennym Domu Pomocy Społecznej|Białystok, Starosielce|ul. Barszczańska 18 |15-639 Białystok;800;306;306;13;293;38.25;4.25
101566;206101;Zespół Szkół Mechanicznych|Białystok, Antoniuk|ul. Broniewskiego 14 |15-748 Białystok;1310;687;688;14;673;52.44;2.04
101567;206101;Zespół Szkół Mechanicznych|Białystok, Antoniuk|ul. Broniewskiego 14 |15-748 Białystok;1296;570;570;9;561;43.98;1.58
101568;206101;Szkoła Podstawowa Nr 15|Białystok, Antoniuk|ul. Broniewskiego 1 |15-748 Białystok;1219;680;680;14;666;55.78;2.06
101569;206101;Szkoła Podstawowa Nr 15|Białystok, Antoniuk|ul. Broniewskiego 1 |15-748 Białystok;1434;732;786;9;723;51.05;1.23
101570;206101;VII Liceum Ogólnokształcące|Białystok, Antoniuk|ul. Wierzbowa 7 |15-743 Białystok;1214;679;679;9;670;55.93;1.33
101571;206101;VII Liceum Ogólnokształcące|Białystok, Antoniuk|ul. Wierzbowa 7 |15-743 Białystok;1335;602;602;10;592;45.09;1.66
101572;206101;Szkoła Podstawowa Nr 7|Białystok, Antoniuk|ul. Wiatrakowa 18 |15-827 Białystok;1054;577;577;7;570;54.74;1.21
101573;206101;Szkoła Podstawowa Nr 7|Białystok, Antoniuk|ul. Wiatrakowa 18 |15-827 Białystok;1043;609;611;13;596;58.39;2.13
101574;206101;Zespół Szkół Ogólnokształcących Nr 2|Białystok, Antoniuk|ul. Narewska 11 |15-840 Białystok;1184;665;665;6;659;56.17;0.90
101575;206101;Zespół Szkół Ogólnokształcących Nr 2|Białystok, Antoniuk|ul. Narewska 11 |15-840 Białystok;1389;803;803;14;789;57.81;1.74
101576;206101;Zespół Szkół Ogólnokształcących i Technicznych|Białystok, Wysoki Stoczek|ul. Antoniuk Fabryczny 1 |15-762 Białystok;1535;960;961;9;951;62.54;0.94
101577;206101;Zespół Szkół Nr 11|Białystok, Wysoki Stoczek|ul. Rzemieślnicza 12/3 |15-773 Białystok;1414;694;694;14;680;49.08;2.02
101578;206101;Zespół Szkół Nr 11|Białystok, Wysoki Stoczek|ul. Rzemieślnicza 12/3 |15-773 Białystok;1306;758;758;13;745;58.04;1.72
101579;206101;Zespół Szkół Nr 11|Białystok, Wysoki Stoczek|ul. Rzemieślnicza 12/3 |15-773 Białystok;1025;665;665;11;654;64.88;1.65
101580;206101;Szkoła Podstawowa Nr 37|Białystok, Dziesięciny|ul. Jaworowa 8 |15-808 Białystok;938;592;592;2;590;63.11;0.34
101581;206101;Przedszkole Samorządowe Nr 71|Białystok, Dziesięciny|ul. Dziesięciny 50 |15-806 Białystok;1180;787;787;12;775;66.69;1.52
101582;206101;Przedszkole Samorządowe Nr 71|Białystok, Dziesięciny|ul. Dziesięciny 50 |15-806 Białystok;1503;821;821;16;805;54.62;1.95
101583;206101;Przedszkole Samorządowe Nr 56|Białystok, Dziesięciny|ul. Gen. Zygmunta Berlinga 38 |15-814 Białystok;1449;752;752;12;740;51.90;1.60
101584;206101;Szkoła Podstawowa Nr 37|Białystok, Dziesięciny|ul. Jaworowa 8 |15-603 Białystok;1260;683;683;18;665;54.21;2.64
101585;206101;Szkoła Podstawowa Nr 47|Białystok, Dziesięciny|ul. Palmowa 28 |15-795 Białystok;1258;751;751;13;738;59.70;1.73
101586;206101;Szkoła Podstawowa Nr 47|Białystok, Dziesięciny|ul. Palmowa 28 |15-795 Białystok;1045;652;652;8;644;62.39;1.23
101587;206101;Szkoła Podstawowa Nr 47|Białystok, Dziesięciny|ul. Palmowa 28 |15-795 Białystok;1145;571;571;12;559;49.87;2.10
101588;206101;Szkoła Podstawowa Nr 47|Białystok, Dziesięciny|ul. Palmowa 28 |15-795 Białystok;1341;718;718;14;704;53.54;1.95
101589;206101;Przedszkole Samorządowe Nr 73|Białystok, Dziesięciny|ul. Gajowa 66 |15-794 Białystok;877;473;473;13;460;53.93;2.75
101590;206101;Publiczne Gimnazjum Nr 15|Białystok, Dziesięciny|ul. Porzeczkowa 11 |15-815 Białystok;1248;675;675;14;661;54.09;2.07
101591;206101;Publiczne Gimnazjum Nr 15|Białystok, Dziesięciny|ul. Porzeczkowa 11 |15-815 Białystok;1302;690;690;3;687;53.00;0.43
101592;206101;Publiczne Gimnazjum Nr 15|Białystok, Dziesięciny|ul. Porzeczkowa 11 |15-815 Białystok;1360;723;723;11;712;53.16;1.52
101593;206101;Zespół Szkół Zawodowych Nr 5|Białystok, Dziesięciny|ul. Antoniuk Fabryczny 40 |15-741 Białystok;1465;751;751;9;742;51.26;1.20
101594;206101;Zespół Szkół Zawodowych Nr 5|Białystok, Dziesięciny|ul. Antoniuk Fabryczny 40 |15-741 Białystok;1420;690;690;13;677;48.59;1.88
101595;206101;Zespół Szkół Integracyjnych Nr 1|Białystok, Wysoki Stoczek|ul. Łagodna 10 |15-757 Białystok;1194;664;664;9;655;55.61;1.36
101596;206101;Zespół Szkół Integracyjnych Nr 1|Białystok, Wysoki Stoczek|ul. Łagodna 10 |15-757 Białystok;1229;711;711;7;704;57.85;0.98
101597;206101;Zespół Szkół Integracyjnych Nr 1|Białystok, Wysoki Stoczek|ul. Łagodna 10 |15-757 Białystok;1472;911;911;10;901;61.89;1.10
101598;206101;Zespół Szkół Integracyjnych Nr 1|Białystok, Wysoki Stoczek|ul. Łagodna 10 |15-757 Białystok;1314;774;774;12;762;58.90;1.55
101599;206101;Przedszkole Samorządowe Nr 65|Białystok, Wysoki Stoczek|ul. Łagodna 12 |15-757 Białystok;1355;861;861;14;847;63.54;1.63
101600;206101;Zespół Szkolno-Przedszkolny Nr 1 (Szkoła Podstawowa Nr 16)|Białystok, Bacieczki|ul. Strażacka 25 |15-687 Białystok;1877;1140;1140;5;1135;60.74;0.44
101601;206101;Zespół Szkolno-Przedszkolny Nr 1 (Szkoła Podstawowa Nr 16)|Białystok, Bacieczki|ul. Strażacka 25 |15-687 Białystok;1109;626;626;9;617;56.45;1.44
101602;206101;Szkoła Podstawowa Nr 12|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1A |15-687 Białystok;1458;757;758;23;734;51.92;3.04
101603;206101;Publiczne Gimnazjum Nr 6|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1 |15-687 Białystok;1112;570;570;9;561;51.26;1.58
101604;206101;Publiczne Gimnazjum Nr 6|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1 |15-687 Białystok;1379;822;822;11;811;59.61;1.34
101605;206101;Publiczne Gimnazjum Nr 6|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1 |15-687 Białystok;1182;652;652;4;648;55.16;0.61
101606;206101;Szkoła Podstawowa Nr 12|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1A |15-687 Białystok;1035;490;490;9;481;47.34;1.84
101607;206101;Szkoła Podstawowa Nr 12|Białystok, Bacieczki|ul. Komisji Edukacji Narodowej 1A |15-687 Białystok;1247;670;670;14;656;53.73;2.09
101608;206101;Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Interna)|Białystok|M. Skłodowskiej-Curie 25 |15-278 Białystok;193;52;52;0;52;26.94;0.00
101609;206101;Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Neurologia)|Białystok|M. Skłodowskiej-Curie 26 |15-278 Białystok;113;30;30;1;29;26.55;3.33
101610;206101;Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Oddział Ginekologiczno-Położniczy)|Białystok|Warszawska 15 |15-062 Białystok;50;15;15;0;15;30.00;0.00
101611;206101;Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Zakład Pielęgnacyjno - Opiekuńczy)|Białystok|Wołodyjowskiego 2/1 |15-309 Białystok;65;19;19;0;19;29.23;0.00
101612;206101;Uniwersytecki Szpital Kliniczny|Białystok|M. Skłodowskiej-Curie 24A |15-278 Białystok;169;115;115;3;112;68.05;2.61
