NRO;SiedzibaOKW;Nrlisty;Komitet;Sygnatura;Typ;Pozycja;Nazwisko;Imiona;Plec;Zawod;Adres.MZ;TERYT.MZ;Gmina.MZ.;Partia;Poparcie
28;Częstochowa;;PiS;ZPOW-601-9/19;KWPP;13;SOWA;Andrzej Piotr;Mężczyzna;przedstawiciel władzy samorządowej;Częstochowa;246401;m. Częstochowa;PiS;
28;Częstochowa;;PiS;ZPOW-601-9/19;KWPP;14;ZALESKA;Urszula;Kobieta;nauczyciel;Częstochowa;246401;m. Częstochowa;PiS;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;1;WOLSKI;Zdzisław;Mężczyzna;lekarz medycyny;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;2;NIESMACZNY;Zbigniew Paweł;Mężczyzna;inżynier hutnik;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;3;KĘPSKI;Rafał Tadeusz;Mężczyzna;przedstawiciel władzy samorządowej;Myszków;240901;m. Myszków;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;4;KOTKOWSKA;Ewelina Tacjana;Kobieta;doradca zawodowy;Kłobuck;240601;gm. Kłobuck;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;5;IŻYŃSKA;Małgorzata;Kobieta;ekonomista;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;6;KOT;Łukasz Tadeusz;Mężczyzna;manager produktu;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;7;KSIĄŻEK;Ewa Katarzyna;Kobieta;księgowa;Korzonek;240407;gm. Konopiska;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;8;JURECZKO;Rafał Krzysztof;Mężczyzna;księgowy;Pietrzaki;240704;gm. Herby;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;9;LEWANDOWSKA;Ewa;Kobieta;kierownik działu kadr i płac;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;10;ŁAPETA;Paweł Piotr;Mężczyzna;rolnik;Baby;240408;gm. Kruszyna;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;11;GÓRNA;Joanna Janina;Kobieta;nauczyciel akademicki;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;12;SKRZYPCZYŃSKA;Emilia Maria;Kobieta;przedstawiciel władzy samorządowej;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;13;KAREWICZ;Marlena Sonia;Kobieta;nauczyciel;Częstochowa;246401;m. Częstochowa;SLD;
28;Częstochowa;;SLD;ZPOW-601-1/19;KWPP;14;GOŁDA;Marcin Antoni;Mężczyzna;pedagog;Częstochowa;246401;m. Częstochowa;Wiosna;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;1;MARANDA;Marcin;Mężczyzna;nauczyciel historii;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;2;SPIECHOWICZ;Mariusz Michał;Mężczyzna;dyrektor rozwoju biznesu;Rudniki;240415;gm. Rędziny;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;3;KLAMEK;Grażyna Marianna;Kobieta;ekonomista;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;4;POGODA;Mariusz Józef;Mężczyzna;inżynier inżynierii środowiska - instalacje sanitarne;Kamieńskie Młyny;240708;gm. Woźniki;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;5;ZAMORA;Adam;Mężczyzna;kierownik biura;Żarki;240905;gm. Żarki;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;6;BOGUS;Beata;Kobieta;technik ekonomista;Jezioro;240609;gm. Wręczyca Wielka;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;7;SOCHA;Wojciech Stanisław;Mężczyzna;kierownik budowy;Konopiska;240407;gm. Konopiska;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;8;MIZGALSKI;Zbigniew Stanisław;Mężczyzna;iżynier mechanik - technologia mechaniczna;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;9;KOSARGA;Krystyna Jadwiga;Kobieta;rolnik;Brzeziny Nowe;240413;gm. Poczesna;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;10;SŁAWEK;Łukasz Mateusz;Mężczyzna;inżynier mechatronik;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;11;PTAK;Piotr Mateusz;Mężczyzna;inżynier elektronik;Miedźno;240604;gm. Miedźno;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;12;STANIOWSKA;Aleksandra Zdzisława;Kobieta;pracownik kancelaryjny;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;13;STRACH;Piotr Paweł;Mężczyzna;kierownik działu transportu;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;BZPS;ZPOW-601-10/19;KWW;14;CZAJA;Magdalena Mirosława;Kobieta;organizator obsługi i sprzedaży wysyłkowej;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;1;SKALIK;Włodzimierz Bogdan;Mężczyzna;przedsiębiorca;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;2;PAWLIKOWSKI;Jacek Adam;Mężczyzna;przedsiębiorca;Częstochowa;246401;m. Częstochowa;Korwin;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;3;ADAMOWICZ;Bogusław Józef;Mężczyzna;psycholog organizacji;Częstochowa;246401;m. Częstochowa;RuchNarodowy;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;4;BIEGAS;Bartłomiej Michał;Mężczyzna;inżynier mechanik;Skrzydlów;240405;gm. Kłomnice;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;5;KLIMCZAK;Paweł;Mężczyzna;przedsiębiorca;Cykarzew Północny;240411;gm. Mykanów;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;6;SUROWIEC;Zofia;Kobieta;inżynier rolnik;Nowa Wieś;240402;gm. Dąbrowa Zielona;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;7;RYNKIEWICZ;Władysława Bożena;Kobieta;doradca zawodowy;Katowice;246901;m. Katowice;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;8;POLAK;Agata Aneta;Kobieta;przedsiębiorca;Kłobuck;240601;gm. Kłobuck;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;9;PIĄTEK;Barbara Ewa;Kobieta;historyk;Cykarzew Północny;240411;gm. Mykanów;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;10;MUSIALIK;Cecylia Iwona;Kobieta;ekonomista;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;11;MATUSIAK;Grażyna Teresa;Kobieta;ekonomista;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;12;ERMER;Katarzyna Anna;Kobieta;kucharz;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;KONFEDERACJA;ZPOW-601-5/19;KWPP;13;GAWENDA;Rafał Adrian;Mężczyzna;specjalista do spraw logistyki;Wyrazów;240401;gm. Blachownia;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;1;KIEPURA;Henryk;Mężczyzna;przedstawiciel władzy samorządowej - starosta;Wręczyca Wielka;240609;gm. Wręczyca Wielka;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;2;SMELA;Krzysztof;Mężczyzna;przedstawiciel władzy samorządowej - starosta;Wierzchowisko;240411;gm. Mykanów;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;3;GMITRUK;Stanisław;Mężczyzna;ekonomista;Częstochowa;246401;m. Częstochowa;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;4;DOBRZYNIEWICZ;Bartłomiej Przemysław;Mężczyzna;prezes;Częstochowa;246401;m. Częstochowa;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;5;KUBAT;Andrzej;Mężczyzna;lekarz;Własna;240416;gm. Starcza;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;6;SOCHA-KORENDO;Anna Marta;Kobieta;przedstawiciel władzy samorządowej - radna;Poraj;240904;gm. Poraj;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;7;GRUS;Anna Barbara;Kobieta;lekarz;Lubliniec;240701;m. Lubliniec;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;8;KUMOR;Monika Aleksandra;Kobieta;prawnik;Koziegłowy;240902;gm. Koziegłowy;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;9;MŁYŃSKA;Edyta Jolanta;Kobieta;dyrektor szkoły;Koniecpol;240406;gm. Koniecpol;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;10;KOTYNIA;Krystian;Mężczyzna;przedstawiciel władzy samorządowej - burmistrz;Zajączki Drugie;240602;gm. Krzepice;PSL;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;11;CYRULIK;Jerzy Józef;Mężczyzna;nauczyciel;Herby;240704;gm. Herby;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;12;LISEK;Iwona Izabela;Kobieta;wyższy urzędnik samorządowy;Rudnik Mały;240416;gm. Starcza;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;13;NOWICKA;Anna;Kobieta;dyrektor szkoły;Kłobuck;240601;gm. Kłobuck;BEZP;
28;Częstochowa;;PSL;ZPOW-601-19/19;KWPP;14;DZWONNIK;Michał Olaf;Mężczyzna;pracownik administracyjny;Rędziny;240415;gm. Rędziny;BEZP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;1;LESZCZYNA;Izabela Dorota;Kobieta;nauczyciel;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;2;SZEWIŃSKI;Andrzej;Mężczyzna;urzędnik;Konopiska;240407;gm. Konopiska;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;3;SALWIERAK;Marta Maria;Kobieta;kierownik projektu;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;4;ROZPONDEK;Halina Leokadia;Kobieta;bibliotekoznawca;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;5;PODBIOŁ;Gabriel Jan;Mężczyzna;nauczyciel;Lubliniec;240701;m. Lubliniec;BEZP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;6;URBAŃSKA;Jolanta Małgorzata;Kobieta;nauczyciel akademicki;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;7;KABUS;Dominik Bogusz;Mężczyzna;nauczyciel akademicki - nauki ekonomiczne;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;8;MANISZEWSKA;Marzena Monika;Kobieta;pielęgniarka;Bystrzanowice;240403;gm. Janów;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;9;STEFAŃCZYK;Tomasz Artur;Mężczyzna;prezes;Częstochowa;246401;m. Częstochowa;BEZP;Partia Zieloni
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;10;BIERNAT;Marcin;Mężczyzna;dyrektor handlowy;Częstochowa;246401;m. Częstochowa;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;11;STASIAK-BETLEJEWSKA;Renata Maria;Kobieta;nauczyciel akademicki - nauki techniczne;Częstochowa;246401;m. Częstochowa;członek partii politycznej: Inicjatywa Polska;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;12;ŚWITAŁA;Marcin;Mężczyzna;menedżer sportu;Nierada;240413;gm. Poczesna;PORP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;13;CIURA;Edyta Wiesława;Kobieta;dyrektor generalny;Konradów;240401;gm. Blachownia;BEZP;
28;Częstochowa;;KOBW;ZPOW-601-6/19;KKW;14;LASECKI;Jarosław Wacław;Mężczyzna;menedżer produktu, rolnik;Myszków;240901;m. Myszków;PORP;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;1;BORYS-SZOPA;Bożena Teresa;Kobieta;prawnik;Katowice;246901;m. Katowice;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;2;SZARAMA;Wojciech Piotr;Mężczyzna;adwokat;Bytom;246201;m. Bytom;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;3;PYZIK;Piotr Mieczysław;Mężczyzna;politolog;Gliwice;246601;m. Gliwice;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;4;GONCIARZ;Jarosław Włodzimierz;Mężczyzna;specjalista zastosowań informatyki;Gliwice;246601;m. Gliwice;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;5;OLSZEWSKI;Tomasz Jan;Mężczyzna;adwokat;Tarnowskie Góry;241304;m. Tarnowskie Góry;PorozumienieJarosławaGowina;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;6;KUBICA;Józef Jan;Mężczyzna;inżynier leśnictwa;Tarnowskie Góry;241304;m. Tarnowskie Góry;SolidarnaPolska;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;7;DZIUK;Barbara Anna;Kobieta;ekonomista;Tarnowskie Góry;241304;m. Tarnowskie Góry;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;8;PRZEDPEŁSKI;Zbigniew Jerzy;Mężczyzna;inżynier mechanik;Bytom;246201;m. Bytom;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;9;BORÓWKA;Anna Joanna;Kobieta;psycholog;Zabrze;247801;m. Zabrze;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;10;KOWALSKI;Bartłomiej Leszek;Mężczyzna;dyrektor marketingu;Gliwice;246601;m. Gliwice;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;11;ŻAK;Paweł;Mężczyzna;inżynier inżynierii środowiska;Knurów;240501;m. Knurów;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;12;SIEBIATA-TOMCZYK;Dorota Regina;Kobieta;położna;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;13;ILEWSKI;Adam;Mężczyzna;specjalista do spraw logistyki;Zabrze;247801;m. Zabrze;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;14;KOŁODZIEJ-PTAK;Krystyna Stanisława;Kobieta;inżynier inżynierii środowiska;Pyskowice;240502;m. Pyskowice;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;15;REISS;Ferdynand Wilhelm;Mężczyzna;nauczyciel akademicki;Zabrze;247801;m. Zabrze;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;16;CEBULA;Ewelina Sylwia;Kobieta;inżynier organizacji i planowania produkcji;Łany;240505;gm. Rudziniec;BEZP;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;17;PATOŃ;Piotr Jerzy;Mężczyzna;elektromonter instalacji elektrycznych;Bytom;246201;m. Bytom;PiS;
29;Katowice;;PiS;ZPOW-601-9/19;KWPP;18;KOGOWSKA-PIASECKA;Elżbieta Izabela;Kobieta;nauczyciel matematyki;Gliwice;246601;m. Gliwice;PiS;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;1;DZIĘBOWSKI;Sebastian;Mężczyzna;terapeuta ds. uzależnień;Zabrze;247801;m. Zabrze;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;2;MILCZYŃSKI;Cezary Kazimierz;Mężczyzna;historyk;Gliwice;246601;m. Gliwice;RuchNarodowy;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;3;KANDZIOR;Maciej Bartłomiej;Mężczyzna;ekonomista;Knurów;240501;m. Knurów;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;4;TOCZEK;Ewa Grażyna;Kobieta;ekonomista;Kamieniec;241309;gm. Zbrosławice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;5;JAGIEŁKA;Jacek Franciszek;Mężczyzna;elektronik;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;6;HAWRYLUK;Dominika;Kobieta;fotograf;Knurów;240501;m. Knurów;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;7;ZAPOTOCZNA;Bogusława Maria;Kobieta;psycholog;Katowice;246901;m. Katowice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;8;TRUŚ;Bartłomiej Marcin;Mężczyzna;programista aplikacji;Gliwice;246601;m. Gliwice;Korwin;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;9;ŻMUDA;Jarosław Piotr;Mężczyzna;ekonomista;Gliwice;246601;m. Gliwice;RuchNarodowy;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;10;KRZYWOSZYŃSKI;Janusz Jacek;Mężczyzna;przedsiębiorca;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;11;DZIUBA;Maria Jadwiga;Kobieta;pedagog;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;12;TEODORCZAK;Robert Piotr;Mężczyzna;prawnik;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;13;TUZINEK;Danuta;Kobieta;rolnik;Łubie;241309;gm. Zbrosławice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;14;KAMIŃSKA-TRUŚ;Bożena Grażyna;Kobieta;lekarz;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;15;JANISZEWSKA;Jolanta Barbara;Kobieta;przedsiębiorca;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;16;CHABER;Karolina Anna;Kobieta;renowator zabytków architektury;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;17;ĆWIKLIŃSKI;Dominik Jan;Mężczyzna;politolog;Toszek;240507;gm. Toszek;BEZP;
29;Katowice;;KONFEDERACJA;ZPOW-601-5/19;KWPP;18;BARTOSIK;Waldemar Paweł;Mężczyzna;ekonomista;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;1;NOWICKA;Wanda Hanna;Kobieta;filolog klasyczny;Warszawa;146519;Żoliborz;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;2;WITASIK;Rafał Leszek;Mężczyzna;ekonomista;Częstochowa;246401;m. Częstochowa;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;3;SŁANIA;Barbara Joanna;Kobieta;socjolog;Bytom;246201;m. Bytom;członek partii politycznej: Razem;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;4;KROCZEK;Wacław Jan;Mężczyzna;lekarz dentysta;Tarnowskie Góry;241304;m. Tarnowskie Góry;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;5;FILIPEK;Andrzej;Mężczyzna;nauczyciel wychowania fizycznego;Radzionków;241303;m. Radzionków;członek partii politycznej: SLD;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;6;GWIAZDA;Aleksander Stanisław;Mężczyzna;nauczyciel akademicki - nauki techniczne;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;7;MROZOWSKI;Konrad;Mężczyzna;elektryk budowlany;Gliwice;246601;m. Gliwice;członek partii politycznej: Razem;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;8;MRACHACZ;Paweł Józef;Mężczyzna;urzędnik;Tarnowskie Góry;241304;m. Tarnowskie Góry;SLD;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;9;MICHALSKA;Dorota;Kobieta;właściciel małego sklepu;Gliwice;246601;m. Gliwice;członek partii politycznej: Razem;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;10;PAUL;Joanna Jolanta;Kobieta;specjalista ds. bezpieczeństwa;Sośnicowice;240506;gm. Sośnicowice;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;11;SKRZYPULEC-SITEK;Teresa Ewa;Kobieta;technik transportu kolejowego;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;12;LIPCZYK;Marek Andrzej;Mężczyzna;księgowy;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;13;MATYSEK;Ksymena Honorata;Kobieta;politolog;Tarnowskie Góry;241304;m. Tarnowskie Góry;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;14;PRZYBYLSKA-CZAJKOWSKA;Barbara Ewa;Kobieta;nauczyciel akademicki;Tarnowskie Góry;241304;m. Tarnowskie Góry;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;15;KRASZYNA;Leszek Aleksander;Mężczyzna;ekonomista;Zabrze;247801;m. Zabrze;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;16;MIODEK;Jan Jerzy;Mężczyzna;inżynier mechanik;Tarnowskie Góry;241304;m. Tarnowskie Góry;SLD;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;17;PIECHATZEK;Kasper;Mężczyzna;filolog języka nowożytnego;Zabrze;247801;m. Zabrze;BEZP;
29;Katowice;;SLD;ZPOW-601-1/19;KWPP;18;CZUBAK;Jan Kazimierz;Mężczyzna;urzędnik;Bytom;246201;m. Bytom;członek partii politycznej: SLD;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;1;GOLBIK;Marta Joanna;Kobieta;ekonomistka;Gliwice;246601;m. Gliwice;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;2;SZUMILAS;Krystyna Maria;Kobieta;poseł;Knurów;240501;m. Knurów;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;3;GŁOGOWSKI;Tomasz Marian;Mężczyzna;nauczyciel akademicki;Tarnowskie Góry;241304;m. Tarnowskie Góry;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;4;KOBYLIŃSKI;Paweł Bronisław;Mężczyzna;przedsiębiorca;Gliwice;246601;m. Gliwice;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;5;PSZONAK;Marek Jan;Mężczyzna;sekretarz Górnośląsko-Zagłębiowskiej Metropolii;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;6;OLICHWER;Tomasz Andrzej;Mężczyzna;filolog polski;Zabrze;247801;m. Zabrze;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;7;MARCINIAK;Jarosław Krzysztof;Mężczyzna;działacz społeczny;Zabrze;247801;m. Zabrze;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;8;PINKAS;Marek Andrzej;Mężczyzna;inżynier urządzeń cieplnych, zdrowotnych i ochrony powietrza;Nakło Śląskie;241307;gm. Świerklaniec;członek partii politycznej: Zieloni;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;9;GAWENDA;Krzysztof Piotr;Mężczyzna;przedstawiciel władzy samorządowej, Radny Rady Miejskiej w Bytomiu;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;10;REWKOWSKI;Tomasz;Mężczyzna;kierownik regionu sprzedaży;Wielowieś;240508;gm. Wielowieś;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;11;WYGODA;Zbigniew Jacek;Mężczyzna;lekarz;Gliwice;246601;m. Gliwice;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;12;RESPONDEK;Norbert Jan;Mężczyzna;kierowca-mechanik pojazdów samochodowych;Bytom;246201;m. Bytom;członek partii politycznej: Inicjatywa Polska;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;13;JUSZCZAK;Natalia Roksana;Kobieta;technik ekonomista;Miasteczko Śląskie;241302;m. Miasteczko Śląskie;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;14;NIERYCHŁO;Ewa Anna;Kobieta;przedsiębiorca;Tąpkowice;241306;gm. Ożarowice;BEZP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;15;KRONSTEDT;Justyna Anna;Kobieta;inżynier ochrony środowiska;Zabrze;247801;m. Zabrze;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;16;WIĘCKOWSKA;Urszula Maria;Kobieta;nauczyciel;Gliwice;246601;m. Gliwice;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;17;DZIUK;Jolanta Zdzisława;Kobieta;ekonomista;Bytom;246201;m. Bytom;PORP;
29;Katowice;;KOBW;ZPOW-601-6/19;KKW;18;JODLIŃSKI;Leszek Janusz;Mężczyzna;menedżer kultury;Gliwice;246601;m. Gliwice;BEZP;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;1;PILOT;Andrzej Antoni;Mężczyzna;pracownik samorządowy;Tarnowskie Góry;241304;m. Tarnowskie Góry;PSL;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;2;KARWOT;Anna Zofia;Kobieta;prawnik;Chudów;240503;gm. Gierałtowice;BEZP;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;3;KOCUJ;Wojciech Antoni;Mężczyzna;nauczyciel specjalista terapii pedagogicznej;Nowa Wieś Tworoska;241308;gm. Tworóg;BEZP;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;4;ŚWITAŁA;Mirosława Janina;Kobieta;asystent osoby niepełnosprawnej;Bytom;246201;m. Bytom;BEZP;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;5;WILK;Zygmunt;Mężczyzna;przedsiębiorca;Bytom;246201;m. Bytom;PSL;
29;Katowice;;PSL;ZPOW-601-19/19;KWPP;6;BARAN;Andrzej Henryk;Mężczyzna;położny;Łaziska Górne;240801;m. Łaziska Górne;członek partii politycznej: Unia Europejskich Demokratów;
