rok;nro;nrlisty;komitet;nrk;nazwisko;imiona;plec;zawod;partia;glosy;procent;mandat
2015;14;10;STONOGA;12;STAROWICZ;Artur Leszek;M;architekt;BEZPARTYJNY;26;0.01;n
2015;14;10;STONOGA;13;BOGDAŁ;Monika Agnieszka;K;kosmetyczka;BEZPARTYJNY;31;0.01;n
2015;14;10;STONOGA;14;TATAR;Wojciech Dominik;M;emeryt;BEZPARTYJNY;270;0.09;n
2015;14;15;KNP;1;PACIEJ;Andrzej Stefan;M;nauczyciel matematyki;Kongres Nowej Prawicy;222;0.07;n
2015;14;15;KNP;2;WOJTASZEK;Krzysztof Ryszard;M;technik zootechnik;Kongres Nowej Prawicy;42;0.01;n
2015;14;15;KNP;3;MUCHA;Kamil;M;magister zarządzania;Kongres Nowej Prawicy;95;0.03;n
2015;14;15;KNP;4;KLEMCZAK;Krzysztof;M;spedytor międzynarodowy;Kongres Nowej Prawicy;25;0.01;n
2015;14;15;KNP;5;PYZIK;Ryszard Marek;M;elektromechanik;Kongres Nowej Prawicy;49;0.02;n
2015;14;15;KNP;6;ŁOWISZ;Władysław;M;magister inżynier inżynierii sanitarnej;Kongres Nowej Prawicy;42;0.01;n
2015;14;15;KNP;7;DUDA;Barbara;K;technik chemik;BEZPARTYJNY;149;0.05;n
2015;14;15;KNP;8;TARGOSZ;Monika Ewa;K;handlowiec;BEZPARTYJNY;17;0.01;n
2015;14;15;KNP;9;MIREK;Wioletta Janina;K;handlowiec;Kongres Nowej Prawicy;22;0.01;n
2015;14;15;KNP;10;BEDNAREK;Monika Katarzyna;K;doradca klienta;BEZPARTYJNY;24;0.01;n
2015;14;15;KNP;11;BUDZYK;Zdzisław Franciszek;M;handlowiec;Kongres Nowej Prawicy;17;0.01;n
2015;14;15;KNP;12;KLEMCZAK;Barbara Elżbieta;K;gospodyni domowa;BEZPARTYJNY;19;0.01;n
2015;14;15;KNP;13;STOJEK;Kamil Konrad;M;technik obsługi turystycznej;Kongres Nowej Prawicy;18;0.01;n
2015;14;15;KNP;14;WĘDRYCHOWICZ;Anna;K;handlowiec;BEZPARTYJNY;14;0.00;n
2015;14;15;KNP;15;DOBROWOLSKI;Stanisław;M;inżynier elektryk;BEZPARTYJNY;36;0.01;n
2015;14;15;KNP;16;UZAR;Grzegorz Krzysztof;M;handlowiec;BEZPARTYJNY;18;0.01;n
2015;14;15;KNP;17;BORKOWSKA;Helena Kinga;K;emeryt;BEZPARTYJNY;13;0.00;n
2015;14;15;KNP;18;CHOWANIEC;Tomasz Michał;M;przedsiębiorca;Kongres Nowej Prawicy;69;0.02;n
2015;15;1;PiS;1;BERNACKI;Włodzimierz;M;nauczyciel akademicki;PiS;27673;9.49;t
2015;15;1;PiS;2;WOJTKIEWICZ;Michał Jan;M;doktor inżynier geodeta;PiS;13230;4.54;t
2015;15;1;PiS;3;RUSECKA;Urszula Beata;K;ekonomista;PiS;16971;5.82;t
2015;15;1;PiS;4;ROJEK;Józef;M;inżynier mechanik;SolidarnaPolska;10120;3.47;n
2015;15;1;PiS;5;KRAJEWSKI;Wiesław;M;przedsiębiorca;PiS;13060;4.48;t
2015;15;1;PiS;6;KOSTURKIEWICZ;Bogdan Tomasz;M;nauczyciel akademicki;PiS;7735;2.65;n
2015;15;1;PiS;7;SZCZUREK-ŻELAZKO;Józefa;K;menadżer ochrony zdrowia;PiS;15635;5.36;t
2015;15;1;PiS;8;KOPROWSKI;Kazimierz;M;nauczyciel akademicki;PiS;8873;3.04;n
2015;15;1;PiS;9;SKRUCH;Wojciech;M;pracownik samorządowy;PiS;6071;2.08;n
2015;15;1;PiS;10;CZECH;Anna Małgorzata;K;menadżer ochrony zdrowia;PiS;11089;3.80;t
2015;15;1;PiS;11;MROCZEK;Józef;M;geodeta;PiS;2657;0.91;n
2015;15;1;PiS;12;BURDA;Marek Leszek;M;nauczyciel;PiS;2818;0.97;n
2015;15;1;PiS;13;POŁOSKA;Teresa Alicja;K;pedagog;PiS;1648;0.57;n
2015;15;1;PiS;14;HUDYMA;Beata Katarzyna;K;pielęgniarka;BEZPARTYJNY;2562;0.88;n
2015;15;1;PiS;15;ŚLUSAREK;Aleksandra;K;technik-mechanik;PiS;1764;0.60;n
2015;15;1;PiS;16;PIĄTKOWSKI;Grzegorz Edmund;M;prawnik;Polska Razem Zjednoczona Prawica;1721;0.59;n
2015;15;1;PiS;17;STEFAŃCZYK;Izabela Małgorzata;K;inżynier geodeta;PiS;852;0.29;n
2015;15;1;PiS;18;GŁADYSZ;Piotr Janusz;M;student;PiS;7144;2.45;n
2015;15;2;PO;1;AUGUSTYN;Urszula Danuta;K;dziennikarka;PO;13928;4.78;t
2015;15;2;PO;2;WARDZAŁA;Robert Marian;M;menadżer zespołów ludzkich;PO;10215;3.50;n
2015;15;2;PO;3;ACHINGER;Elżbieta Jadwiga;K;przedsiębiorca;PO;7136;2.45;n
2015;15;2;PO;4;PAJĄK;Jacek Paweł;M;politolog;PO;2504;0.86;n
2015;15;2;PO;5;MUSIAŁ;Jan Wiesław;M;inż. ochrony środowiska;PO;2065;0.71;n
2015;15;2;PO;6;TOMASIK;Jacek Andrzej;M;urzędnik samorządowy;PO;867;0.30;n
2015;15;2;PO;7;GRABCZYŃSKA;Anna Maria;K;lekarz medycyny;PO;1153;0.40;n
2015;15;2;PO;8;KRAS;Mieczysław Jan;M;ekonomista;BEZPARTYJNY;791;0.27;n
2015;15;2;PO;9;ZEGIEL;Karolina Izabela;K;pracownik socjalny;BEZPARTYJNY;252;0.09;n
2015;15;2;PO;10;RAJTARSKI;Leszek Bohdan;M;dyrektor gimnazjum;PO;330;0.11;n
2015;15;2;PO;11;PODRAZA;Marek;M;nauczyciel;PO;789;0.27;n
2015;15;2;PO;12;NOWAKOWSKA;Paulina Maria;K;politolog;BEZPARTYJNY;398;0.14;n
2015;15;2;PO;13;SOSKA;Jerzy Tadeusz;M;nauczyciel;BEZPARTYJNY;694;0.24;n
2015;15;2;PO;14;HARABASZ;Grzegorz;M;nauczyciel;BEZPARTYJNY;426;0.15;n
2015;15;2;PO;15;SIENKIEWICZ;Grzegorz Krzysztof;M;specjalista ds. integracji europejskiej;PO;237;0.08;n
2015;15;2;PO;16;SKUPIEWSKA;Adelina Łucja;K;lekarz medycyny;BEZPARTYJNY;263;0.09;n
2015;15;2;PO;17;KOZIARA;Marek Krzysztof;M;przedsiębiorca;BEZPARTYJNY;196;0.07;n
2015;15;2;PO;18;PACEWICZ-PYREK;Katarzyna Maria;K;florysta;PO;643;0.22;n
2015;15;3;PRAZEM;1;PLEBAŃCZYK;Piotr;M;politolog;PRAZEM;3045;1.04;n
2015;15;3;PRAZEM;2;PERS;Jolanta Ewa;K;tłumacz;PRAZEM;938;0.32;n
2015;15;3;PRAZEM;3;ŁOBODA;Daniel Marcin;M;kierownik pociągu;PRAZEM;728;0.25;n
2015;15;3;PRAZEM;4;CZEPIEL;Maja Joanna;K;student;PRAZEM;425;0.15;n
2015;15;3;PRAZEM;5;SOWIŃSKI;Rafał;M;kulturoznawca;PRAZEM;551;0.19;n
2015;15;3;PRAZEM;6;WIDMAŃSKA;Joanna;K;prawnik;BEZPARTYJNY;279;0.10;n
2015;15;3;PRAZEM;7;MALESZKA;Michał Krzysztof;M;pracownik biurowy;PRAZEM;150;0.05;n
2015;15;3;PRAZEM;8;BENA;Katarzyna Anna;K;germanistka;BEZPARTYJNY;254;0.09;n
2015;15;3;PRAZEM;9;BURZAWA;Mateusz Ryszard;M;religioznawca;PRAZEM;226;0.08;n
2015;15;3;PRAZEM;10;SMEŁKA;Franciszka Anna;K;emerytowana nauczycielka;PRAZEM;105;0.04;n
2015;15;3;PRAZEM;11;LIS;Dominik Janusz;M;kierownik lokalu gastronomicznego;PRAZEM;381;0.13;n
2015;15;4;KORWiN;1;GONDEK;Artur Andrzej;M;handlowiec;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;8157;2.80;n
2015;15;4;KORWiN;2;SZYBOWSKI;Mirosław Michał;M;pracownik w sektorze energetycznym;BEZPARTYJNY;893;0.31;n
2015;15;4;KORWiN;3;FIGIEL;Łukasz Tadeusz;M;student;BEZPARTYJNY;693;0.24;n
2015;15;4;KORWiN;4;BORYCZKA;Alina Barbara;K;nauczyciel;BEZPARTYJNY;740;0.25;n
2015;15;4;KORWiN;5;KOSTRZEWA;Piotr Jakub;M;programista komputerowy;BEZPARTYJNY;559;0.19;n
2015;15;4;KORWiN;6;STAROSTKA-WIŚNIOWSKA;Anna Patrycja;K;przedsiębiorca;BEZPARTYJNY;283;0.10;n
2015;15;4;KORWiN;7;SERAFIN;Karol Zygmunt;M;inżynier geodeta;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;566;0.19;n
2015;15;4;KORWiN;8;SZTERLEJA;Barbara Maria;K;historyk;BEZPARTYJNY;142;0.05;n
2015;15;4;KORWiN;9;WIŚNIOWSKI;Piotr;M;przedsiębiorca;BEZPARTYJNY;401;0.14;n
2015;15;4;KORWiN;10;LECHOWICZ;Renata Kazimiera;K;lekarz medycyny;BEZPARTYJNY;364;0.12;n
2015;15;4;KORWiN;11;FERET;Małgorzata Lucyna;K;pedagog szkolny;BEZPARTYJNY;181;0.06;n
2015;15;4;KORWiN;12;PIETRUSZKA;Tomasz Michał;M;student;BEZPARTYJNY;309;0.11;n
2015;15;4;KORWiN;13;MACOŃ;Radosław Michał;M;geodeta;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;478;0.16;n
2015;15;5;PSL;1;KOSINIAK-KAMYSZ;Władysław Marcin;M;lekarz;PSL;12171;4.17;t
2015;15;5;PSL;2;SZTORC;Andrzej Stefan;M;rolnik;PSL;1363;0.47;n
2015;15;5;PSL;3;WĘGRZYN;Ludwik Kajetan;M;prawnik;PSL;2033;0.70;n
2015;15;5;PSL;4;GAWEŁ;Marcin Stanisław;M;inżynier rolnik;PSL;2232;0.77;n
2015;15;5;PSL;5;CIERNIAK-LAMBERT;Ewa Irena;K;lekarz;BEZPARTYJNY;694;0.24;n
2015;15;5;PSL;6;JANUS;Paweł Stanisław;M;ekonomista;PSL;298;0.10;n
2015;15;5;PSL;7;KWAŚNIAK;Adam Jan;M;specjalista pracy socjalnej;BEZPARTYJNY;1016;0.35;n
2015;15;5;PSL;8;POCZĄTEK;Stanisław;M;inżynier rolnik;BEZPARTYJNY;741;0.25;n
2015;15;5;PSL;9;BŁASZCZYK;Adriana Katarzyna;K;pedagog;PSL;177;0.06;n
2015;15;5;PSL;10;CIASTOŃ;Marek;M;inżynier rolnik;PSL;378;0.13;n
2015;15;5;PSL;11;DUDA;Grzegorz;M;technik mechanik;PSL;681;0.23;n
2015;15;5;PSL;12;KORNAŚ-KITA;Wiesława;K;prawnik administratywista;PSL;89;0.03;n
2015;15;5;PSL;13;GAWLE;Maria Halina;K;ekonomista;BEZPARTYJNY;79;0.03;n
2015;15;5;PSL;14;TOMALA;Monika Maria;K;ekonomista;PSL;240;0.08;n
2015;15;5;PSL;15;PIECH;Anna Ewa;K;technik poligraf;BEZPARTYJNY;195;0.07;n
2015;15;5;PSL;16;KOPACZ;Ewa Maria;K;ekonomista;PSL;479;0.16;n
2015;15;5;PSL;17;GRABSKI;Jan;M;inżynier mechanik;PSL;65;0.02;n
2015;15;5;PSL;18;SORYS;Stanisław Andrzej;M;socjolog;PSL;621;0.21;n
2015;15;6;SLD;1;GÓRNIKIEWICZ;Piotr Tadeusz;M;przedsiębiorca;BEZPARTYJNY;5106;1.75;n
2015;15;6;SLD;2;TWARDOSZ;Lilija;K;prawnik;Twój Ruch;893;0.31;n
2015;15;6;SLD;3;SUSEŁ;Wojciech Konrad;M;lekarz;BEZPARTYJNY;495;0.17;n
2015;15;6;SLD;4;CZAJKA;Andrzej Jan;M;technik leśnik;BEZPARTYJNY;351;0.12;n
2015;15;6;SLD;5;KOCOŃ;Dorota;K;pielęgniarka;BEZPARTYJNY;428;0.15;n
2015;15;6;SLD;6;JAŚKO;Maria;K;nauczyciel;SLD;284;0.10;n
2015;15;6;SLD;7;CIERNIA;Konrad;M;przedsiębiorca;SLD;143;0.05;n
2015;15;6;SLD;8;LASKA;Sylwia Wioletta;K;projektant wnętrz;BEZPARTYJNY;456;0.16;n
2015;15;6;SLD;9;SKURCZYŃSKI;Łukasz Paweł;M;teolog;Zieloni;122;0.04;n
2015;15;6;SLD;10;TABOR;Piotr;M;elektromechanik;Krajowa Partia Emerytów i Rencistów;210;0.07;n
2015;15;6;SLD;11;KOPEĆ;Kinga Sylwia;K;kosmetyczka;BEZPARTYJNY;215;0.07;n
2015;15;6;SLD;12;SERWIN;Alicja Łucja;K;technik plastyk;Twój Ruch;143;0.05;n
2015;15;6;SLD;13;ŁABNO;Anna Józefa;K;animatorka fitnessu i rekreacji;BEZPARTYJNY;212;0.07;n
2015;15;6;SLD;14;KUŹMA;Klaudia Roksana;K;handlowiec;Twój Ruch;89;0.03;n
2015;15;6;SLD;15;OLEKSY;Piotr Rudolf;M;przedsiębiorca;Twój Ruch;246;0.08;n
2015;15;6;SLD;16;WOŹNIAK;Jerzy Andrzej;M;lekarz medycyny;SLD;540;0.19;n
2015;15;7;KUKIZ;1;KACZMARCZYK;Norbert Jakub;M;rolnik;BEZPARTYJNY;8926;3.06;t
2015;15;7;KUKIZ;2;KUSEK;Monika Anna;K;ekonomista - menadżer;BEZPARTYJNY;3934;1.35;n
2015;15;7;KUKIZ;3;BAŁABUCH;Aneta Maria;K;przedsiębiorca;BEZPARTYJNY;529;0.18;n
2015;15;7;KUKIZ;4;STEC;Krzysztof Kazimierz;M;nauczyciel;BEZPARTYJNY;1021;0.35;n
2015;15;7;KUKIZ;5;GAJDA;Marzena Bożena;K;dziennikarz;BEZPARTYJNY;415;0.14;n
2015;15;7;KUKIZ;6;WŁODARCZYK;Jakub Kamil;M;elektromonter;BEZPARTYJNY;492;0.17;n
2015;15;7;KUKIZ;7;ŚWIEŻY;Katarzyna Maria;K;student;BEZPARTYJNY;924;0.32;n
2015;15;7;KUKIZ;8;WZOREK;Krzysztof;M;inżynier elektronik;BEZPARTYJNY;654;0.22;n
2015;15;7;KUKIZ;9;STYRKOWIEC;Katarzyna Marzena;K;intendent;BEZPARTYJNY;202;0.07;n
2015;15;7;KUKIZ;10;DUDEK;Ireneusz Tadeusz;M;przedstawiciel handlowy;BEZPARTYJNY;499;0.17;n
2015;15;7;KUKIZ;11;MIERZEWSKA;Mariola Maria;K;nauczyciel;BEZPARTYJNY;249;0.09;n
2015;15;7;KUKIZ;12;SŁOMA;Jarosław Janusz;M;inżynier mechanik;BEZPARTYJNY;213;0.07;n
2015;15;7;KUKIZ;13;MIGAŁA;Jakub Tomasz;M;brygadzista;BEZPARTYJNY;258;0.09;n
2015;15;7;KUKIZ;14;SZOT;Barbara Teresa;K;technik ekonomista;BEZPARTYJNY;345;0.12;n
2015;15;7;KUKIZ;15;ADAMCZYK;Barbara Alina;K;student;BEZPARTYJNY;238;0.08;n
2015;15;7;KUKIZ;16;BARAN;Wojciech Leonard;M;kierownik sprzedaży;BEZPARTYJNY;130;0.04;n
2015;15;7;KUKIZ;17;KUKIZ;Grzegorz Artur;M;przedsiębiorca;BEZPARTYJNY;6729;2.31;n
2015;15;7;KUKIZ;18;CIESIELCZYK;Marek;M;politolog - publicysta;BEZPARTYJNY;2247;0.77;n
2015;15;8;PETRU;1;NOWAK;Krzysztof Czesław;M;ekonomista;BEZPARTYJNY;6457;2.21;n
2015;15;8;PETRU;2;WIDŁA;Irmina Marta;K;ekonomista;BEZPARTYJNY;1758;0.60;n
2015;15;8;PETRU;3;STREB;Jerzy Krzysztof;M;komornik sądowy;BEZPARTYJNY;680;0.23;n
2015;15;8;PETRU;4;KOWALSKA;Edyta Anna;K;dyrektor żłobka;BEZPARTYJNY;609;0.21;n
2015;15;8;PETRU;5;PYTLIK;Agnieszka Dominika;K;dyrektor przedszkola;BEZPARTYJNY;546;0.19;n
2015;15;8;PETRU;6;RUDNIK;Andrzej;M;technolog;BEZPARTYJNY;493;0.17;n
2015;15;8;PETRU;7;CIURUŚ;Paweł Wojciech;M;socjolog;BEZPARTYJNY;396;0.14;n
2015;15;8;PETRU;8;MIZIŃSKI;Jakub;M;asystent kierownika budowy;BEZPARTYJNY;183;0.06;n
2015;15;8;PETRU;9;KLESZYK;Angelika Anna;K;nauczyciel;BEZPARTYJNY;149;0.05;n
2015;15;8;PETRU;10;KLEMPKA;Piotr Stanisław;M;przedsiębiorca;BEZPARTYJNY;185;0.06;n
2015;15;8;PETRU;11;STEPEK;Sebastian;M;przedsiębiorca;BEZPARTYJNY;316;0.11;n
2015;15;8;PETRU;12;GONDEK-PODOSEK;Dominika Kinga;K;logopeda;BEZPARTYJNY;183;0.06;n
2015;15;8;PETRU;13;SIADEK;Łukasz;M;przedstawiciel handlowy;BEZPARTYJNY;124;0.04;n
2015;15;8;PETRU;14;ŁABUŚ;Bożena Teresa;K;pracownik administracyjno - biurowy;BEZPARTYJNY;99;0.03;n
2015;15;8;PETRU;15;MACIEJEWSKI;Maciej;M;przedsiębiorca;BEZPARTYJNY;219;0.08;n
2015;15;8;PETRU;16;MARUNIAK;Bogdan Tadeusz;M;technik-elektryk;BEZPARTYJNY;100;0.03;n
2015;15;8;PETRU;17;WITEK;Agnieszka Sylwia;K;pracownik administracji;BEZPARTYJNY;309;0.11;n
2015;15;8;PETRU;18;KUKUŁKA;Krzysztof Mariusz;M;administratywista;BEZPARTYJNY;427;0.15;n
2015;15;14;BRAUN;1;KLICH;Dariusz Zbigniew;M;bioinżynier;BEZPARTYJNY;345;0.12;n
2015;15;14;BRAUN;2;ŁACH;Barbara Janina;K;pielęgniarka;BEZPARTYJNY;50;0.02;n
2015;15;14;BRAUN;3;ŻUREK;Patrycja Maria;K;specjalista sprzedaży internetowej;BEZPARTYJNY;59;0.02;n
2015;15;14;BRAUN;4;STRACH;Urszula Zofia;K;nauczyciel przedmiotów zawodowych ekonomicznych;BEZPARTYJNY;65;0.02;n
2015;15;14;BRAUN;5;NOWAK;Jadwiga Maria;K;pielęgniarka;BEZPARTYJNY;48;0.02;n
2015;15;14;BRAUN;6;BARTOSZ;Władysław Andrzej;M;rolnik;BEZPARTYJNY;36;0.01;n
2015;15;14;BRAUN;7;PACHOTA;Łukasz Piotr;M;geodeta;BEZPARTYJNY;20;0.01;n
2015;15;14;BRAUN;8;KOCIK;Renata Agnieszka;K;technik informatyk;BEZPARTYJNY;22;0.01;n
2015;15;14;BRAUN;9;RYNDUCH;Jan Zbigniew;M;żołnierz;BEZPARTYJNY;24;0.01;n
2015;15;14;BRAUN;10;LEŚNIAK;Janusz Józef;M;przedsiębiorca;BEZPARTYJNY;48;0.02;n
2015;15;14;BRAUN;11;KARAŚ;Monika Paulina;K;student;BEZPARTYJNY;47;0.02;n
2015;15;14;BRAUN;12;SMOŁA;Agata Magdalena;K;lekarz dentysta;BEZPARTYJNY;16;0.01;n
2015;15;14;BRAUN;13;WIŚNIEWSKI;Paweł Marian;M;inżynier środowiska;BEZPARTYJNY;31;0.01;n
2015;15;14;BRAUN;14;GICALA;Grzegorz Stanisław;M;handlowiec;BEZPARTYJNY;28;0.01;n
2015;15;14;BRAUN;15;ADAMCZYK;Paweł Robert;M;menedżer;BEZPARTYJNY;26;0.01;n
2015;15;14;BRAUN;16;KNUROWSKI;Włodzimierz Franciszek;M;rolnik;BEZPARTYJNY;41;0.01;n
2015;15;15;KNP;1;DWORAK;Krystian Dawid;M;przedsiębiorca;Kongres Nowej Prawicy;195;0.07;n
2015;15;15;KNP;2;SMOLEŃ;Mariusz Tomasz;M;kierownik sprzedaży;Kongres Nowej Prawicy;68;0.02;n
2015;15;15;KNP;3;CZAPLA-ŻUREK;Agata;K;lekarz weterynarii;BEZPARTYJNY;40;0.01;n
2015;15;15;KNP;4;ORLIK;Bogdan Paweł;M;doradca podatkowy;Kongres Nowej Prawicy;31;0.01;n
2015;15;15;KNP;5;KLUSKA;Ewa Maria;K;nauczyciel;BEZPARTYJNY;26;0.01;n
2015;15;15;KNP;6;JANAS;Leszek Edward;M;przedsiębiorca;BEZPARTYJNY;29;0.01;n
2015;15;15;KNP;7;KUCZERA;Anna Maria;K;farmaceuta;BEZPARTYJNY;42;0.01;n
2015;15;15;KNP;8;SZELĄG;Robert;M;politolog;Kongres Nowej Prawicy;31;0.01;n
2015;15;15;KNP;9;SZCZUPAK;Aneta Magdalena;K;przedsiębiorca;BEZPARTYJNY;28;0.01;n
2015;15;15;KNP;10;ŻMIGRODZKI;Karol Tomasz;M;kucharz technik;BEZPARTYJNY;15;0.01;n
2015;15;15;KNP;11;GANKIEWICZ;Ewa Franciszka;K;nauczyciel;BEZPARTYJNY;7;0.00;n
2015;15;15;KNP;12;DROŻDŻ;Marek Damian;M;informatyk;BEZPARTYJNY;21;0.01;n
2015;15;15;KNP;13;KIWIOR;Marzena Aleksandra;K;inż. ochrony środowiska;BEZPARTYJNY;12;0.00;n
2015;15;15;KNP;14;CZARNEK;Piotr Jan;M;lekarz stomatolog;Kongres Nowej Prawicy;11;0.00;n
2015;15;15;KNP;15;SZATAN;Magdalena Maria;K;student;BEZPARTYJNY;51;0.02;n
2015;15;15;KNP;16;KASPRZYCKI;Michał Emil;M;student;BEZPARTYJNY;47;0.02;n
2015;16;1;PiS;1;JASIŃSKI;Wojciech Stefan;M;prawnik;PiS;31106;10.36;t
2015;16;1;PiS;2;OPIOŁA;Marek;M;politolog;PiS;14708;4.90;t
2015;16;1;PiS;3;WĄSIK;Maciej Roman;M;archeolog;PiS;9977;3.32;t
2015;16;1;PiS;4;MAŁECKI;Maciej;M;historyk;PiS;18671;6.22;t
2015;16;1;PiS;5;KOŁAKOWSKI;Robert Jerzy;M;historyk;PiS;10960;3.65;t
2015;16;1;PiS;6;KUREK;Józef Grzegorz;M;wyższy urzędnik państwowy;BEZPARTYJNY;7848;2.61;t
2015;16;1;PiS;7;CICHOLSKA;Anna Ewa;K;nauczyciel;PiS;5387;1.79;n
2015;16;1;PiS;8;SZYMAŃSKA;Ewa Izabella;K;pedagog;PiS;4342;1.45;n
2015;16;1;PiS;9;GAJEWSKA;Maria Bożena;K;technik ogrodnik;PiS;2536;0.84;n
2015;16;1;PiS;10;OLEJNICZAK;Waldemar Ryszard;M;prezes;PiS;4920;1.64;n
2015;16;1;PiS;11;JANKOWSKI;Robert Maciej;M;bibliotekarz;PiS;2156;0.72;n
2015;16;1;PiS;12;BIAŁKOWSKA;Danuta Bożena;K;pielęgniarka;BEZPARTYJNY;805;0.27;n
2015;16;1;PiS;13;KORGA;Tomasz;M;pracownik socjalny;PiS;3160;1.05;n
2015;16;1;PiS;14;CUPAŁ;Kamil;M;prawnik;PiS;1378;0.46;n
2015;16;1;PiS;15;BIEŃKOWSKI;Krzysztof;M;ekonomista;PiS;4759;1.59;n
2015;16;1;PiS;16;ZDUNEK;Iwona Ewa;K;nauczyciel;PiS;873;0.29;n
2015;16;1;PiS;17;ZAJĄC;Krystyna;K;nauczyciel;BEZPARTYJNY;1370;0.46;n
2015;16;1;PiS;18;STOKŁOSA;Radosław;M;prawnik;SolidarnaPolska;719;0.24;n
2015;16;1;PiS;19;KRZĘTOWSKA;Agnieszka Maria;K;nauczyciel akademicki - nauki ekonomiczne;BEZPARTYJNY;1203;0.40;n
2015;16;1;PiS;20;KOŁODZIEJSKI;Albert Paweł;M;prezes;PiS;4553;1.52;n
2015;16;2;PO;1;KIERWIŃSKI;Marcin Piotr;M;inżynier elektronik;PO;16271;5.42;t
2015;16;2;PO;2;GAPIŃSKA;Elżbieta Teresa;K;pedagog;PO;11733;3.91;t
2015;16;2;PO;3;WARDZIŃSKI;Waldemar;M;pracownik samorządowy;PO;3728;1.24;n
2015;16;2;PO;4;RUSINOWSKA;Beata Małgorzata;K;pedagog;PO;4362;1.45;n
2015;16;2;PO;5;BODENSZAC;Michał;M;pracownik samorządowy;PO;1028;0.34;n
2015;16;2;PO;6;DEJA;Bartosz;M;student;BEZPARTYJNY;515;0.17;n
2015;16;2;PO;7;KORAJCZYK-SZYPERSKA;Agnieszka;K;przedsiębiorca;BEZPARTYJNY;2691;0.90;n
2015;16;2;PO;8;ADAMIAK;Paulina Ada;K;student;BEZPARTYJNY;889;0.30;n
2015;16;2;PO;9;GONTARSKI;Andrzej Jerzy;M;rolnik;PO;640;0.21;n
2015;16;2;PO;10;KAJKOWSKA;Agnieszka;K;menedżer;PO;714;0.24;n
2015;16;2;PO;11;BACZEWSKI;Marcin;M;ekonomista;BEZPARTYJNY;574;0.19;n
2015;16;2;PO;12;SZYMAŃCZYK;Monika;K;lekarz;BEZPARTYJNY;721;0.24;n
2015;16;2;PO;13;CISZEWSKI;Marcin;M;nauczyciel;PO;415;0.14;n
2015;16;2;PO;14;AMBROZIAK;Beata;K;nauczyciel wychowania fizycznego;BEZPARTYJNY;827;0.28;n
2015;16;2;PO;15;JĘDRUSZCZAK;Katarzyna Monika;K;pracownik samorządowy;PO;213;0.07;n
2015;16;2;PO;16;SKROBISZ;Krzysztof;M;student;BEZPARTYJNY;468;0.16;n
2015;16;2;PO;17;UCHWAŁ;Aneta;K;pracownik samorządowy;PO;337;0.11;n
2015;16;2;PO;18;KASZUBA;Kamil;M;urzędnik;PO;703;0.23;n
2015;16;2;PO;19;PIOTROWSKI;Marcin Hubert;M;nauczyciel;PO;512;0.17;n
2015;16;2;PO;20;TROCHIMIUK;Waldemar Marek;M;pracownik samorządowy;PO;2012;0.67;n
2015;16;3;PRAZEM;1;MALIŃSKA;Magdalena;K;redaktor;PRAZEM;4799;1.60;n
2015;16;3;PRAZEM;2;TRZECIAK;Rafał;M;architekt systemów teleinformatycznych;PRAZEM;1202;0.40;n
2015;16;3;PRAZEM;3;BIAŁEK;Maja Elżbieta;K;nauczyciel akademicki;PRAZEM;656;0.22;n
2015;16;3;PRAZEM;4;ŁUSZCZYŃSKI;Piotr;M;architekt;PRAZEM;506;0.17;n
2015;16;3;PRAZEM;5;SADKOWSKA;Monika Emilia;K;koordynator projektów;PRAZEM;540;0.18;n
2015;16;3;PRAZEM;6;WROŃSKI;Marcin Krzysztof;M;ekonomista;PRAZEM;470;0.16;n
2015;16;3;PRAZEM;7;MARCINIAK-MIERZWA;Wioletta;K;ekonomista;BEZPARTYJNY;259;0.09;n
2015;16;3;PRAZEM;8;OSIK;Grzegorz Jakub;M;administrator systemów komputerowych;PRAZEM;201;0.07;n
2015;16;3;PRAZEM;9;KOCEJKO;Magdalena;K;socjolog;PRAZEM;200;0.07;n
2015;16;3;PRAZEM;10;SZYMAŃSKI;Łukasz Krzysztof;M;historyk;PRAZEM;451;0.15;n
2015;16;3;PRAZEM;11;MARCZYŃSKA-GOLDSTEIN;Ewa Aleksandra;K;analityk;PRAZEM;199;0.07;n
2015;16;3;PRAZEM;12;WIĘCKOWSKI;Miłosz Grzegorz;M;operator filmowy;BEZPARTYJNY;579;0.19;n
2015;16;4;KORWiN;1;GÓRSKI;Tomasz Paweł;M;przedsiębiorca;BEZPARTYJNY;6061;2.02;n
2015;16;4;KORWiN;2;OLSZEWSKI;Piotr;M;nauczyciel;BEZPARTYJNY;1439;0.48;n
2015;16;4;KORWiN;3;WITAS;Adrian;M;elektromechanik;Ruch Narodowy;500;0.17;n
2015;16;4;KORWiN;4;CHODKOWSKI;Dariusz Jan;M;przedsiębiorca;BEZPARTYJNY;395;0.13;n
2015;16;4;KORWiN;5;PUTERNICKA;Barbara Danuta;K;farmaceuta;BEZPARTYJNY;294;0.10;n
2015;16;4;KORWiN;6;BACIŃSKI;Marcin;M;logistyk;KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja;819;0.27;n
