Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
SLD;KWPP;14;DĄBROWSKA;Katarzyna;Kobieta;LRazem;kasjer sprzedawca
SLD;KWPP;15;ŚMIAŁEK;Danuta Maria;Kobieta;SLD;nauczycielka
SLD;KWPP;16;TERPIŁOWSKA;Irena Róża;Kobieta;BEZP;menadżer
SLD;KWPP;17;MINCER;Tadeusz Albert;Mężczyzna;LRazem;nauczyciel
SLD;KWPP;18;KORDEK-CHMIELEWSKA;Agnieszka Katarzyna;Kobieta;SLD;doradca zawodowy mediator
SLD;KWPP;19;OLIK;Waldemar Antoni;Mężczyzna;Wiosna;przedsiębiorca
SLD;KWPP;20;CHŁÓDEK;Agnieszka Barbara;Kobieta;LRazem;lekarz
SLD;KWPP;21;MARKOWSKI;Krzysztof;Mężczyzna;LRazem;zawodowy działacz organizacji politycznej
SLD;KWPP;22;HODOWANY;Andrzej Jerzy;Mężczyzna;LRazem;technik mechanik samochodowy
SLD;KWPP;23;NIEMIEC;Jan Mateusz;Mężczyzna;LRazem;farmaceuta
SLD;KWPP;24;BANACH;Maria Teresa;Kobieta;BEZP;animator kultury
SLD;KWPP;25;WARZYCHA;Małgorzata Danuta;Kobieta;LRazem;socjolog
SLD;KWPP;26;PELWECKI;Mateusz Dariusz;Mężczyzna;LRazem;technik mechanik
SLD;KWPP;27;BOBIŃSKI;Grzegorz Paweł;Mężczyzna;SLD;logistyk
SLD;KWPP;28;DZIEMIANOWICZ-BĄK;Agnieszka Ewa;Kobieta;BEZP;pedagog
BZPS;KWW;1;ZDROJEWSKA;Ewa Anna;Kobieta;BEZP;radca prawny
BZPS;KWW;2;PRZYWARA;Karol;Mężczyzna;BEZP;specjalista ds. stosunków międzynarodowych
BZPS;KWW;3;MARSZAŁEK;Janusz;Mężczyzna;BEZP;nauczyciel
BZPS;KWW;4;KOSTERSKA;Barbara;Kobieta;BEZP;pracownik samorządowy
BZPS;KWW;5;ĆWIERTNIEWICZ;Grzegorz Piotr;Mężczyzna;BEZP;historyk teatru
BZPS;KWW;6;HAŁADAJ;Krystyna Jadwiga;Kobieta;BEZP;naczelnik wydziału oświaty
BZPS;KWW;7;KACZMARZYK-JANCZAK;Elżbieta Zofia;Kobieta;BEZP;śpiewaczka operowa
BZPS;KWW;8;POTYRAŁA;Zbigniew;Mężczyzna;BEZP;inżynier budownictwa
BZPS;KWW;9;DOLAT;Agnieszka;Kobieta;BEZP;kierownik ośrodka zdrowia
BZPS;KWW;10;DYSZKIEWICZ;Iwona Elżbieta;Kobieta;BEZP;urzędnik samorządowy
BZPS;KWW;11;WYBIERAŁA;Paweł;Mężczyzna;BEZP;menadżer
BZPS;KWW;12;ISKRA;Piotr Paweł;Mężczyzna;BEZP;urzędnik samorządowy
BZPS;KWW;13;SAŁO;Dorota;Kobieta;BEZP;ekonomista
BZPS;KWW;14;HAŁAS-KORALEWSKA;Małgorzata Kamila;Kobieta;BEZP;trener sportu osób niepełnosprawnych
BZPS;KWW;15;CZAPIEWSKI;Edward;Mężczyzna;BEZP;nauczyciel akademicki
BZPS;KWW;16;TOMKIEWICZ;Barbara Elżbieta;Kobieta;BEZP;historyk
BZPS;KWW;17;KOPEĆ;Antoni;Mężczyzna;BEZP;urzędnik samorządowy
BZPS;KWW;18;PIONTEK;Jan Feliks;Mężczyzna;BEZP;motorniczy
BZPS;KWW;19;TRACZYK;Andrzej Jacek;Mężczyzna;BEZP;strażak
BZPS;KWW;20;PAWŁOWSKA;Agnieszka;Kobieta;BEZP;nauczyciel
BZPS;KWW;21;HOŁÓWKA;Małgorzata Agnieszka;Kobieta;BEZP;ekonomista
BZPS;KWW;22;NAPLOCHA;Agnieszka;Kobieta;BEZP;asystent ds. księgowości
BZPS;KWW;23;KURDZIEL;Hubert Kazimierz;Mężczyzna;BEZP;urzędnik
BZPS;KWW;24;SZYLER;Paweł Tomasz;Mężczyzna;BEZP;kucharz
BZPS;KWW;25;STACHORZECKA;Maria Helena;Kobieta;BEZP;działacz społeczny
BZPS;KWW;26;KAZIKOWSKA;Paulina;Kobieta;BEZP;nauczyciel
BZPS;KWW;27;KEMPA;Jarosław Jan;Mężczyzna;BEZP;nauczyciel
BZPS;KWW;28;GRZEGORCZYN;Jan Marian;Mężczyzna;BEZP;przedstawiciel władzy samorządowej
KOBW;KKW;1;SCHETYNA;Grzegorz Juliusz;Mężczyzna;PORP;parlamentarzysta
KOBW;KKW;2;TRACZ;Małgorzata Elżbieta;Kobieta;Zieloni;specjalista do spraw szkoleń
KOBW;KKW;3;JAROS;Michał;Mężczyzna;PORP;parlamentarzysta
KOBW;KKW;4;PIECHOTA;Sławomir Jan;Mężczyzna;PORP;radca prawny
KOBW;KKW;5;MŁYŃCZAK;Aldona Janina;Kobieta;PORP;parlamentarzysta
KOBW;KKW;6;AUGUSTYNOWSKA;Joanna Wiktoria;Kobieta;PORP;ekonomista
KOBW;KKW;7;MIESZKOWSKI;Krzysztof;Mężczyzna;Nowoczesna;kulturoznawca
KOBW;KKW;8;HORODYSKA;Anna Maria;Kobieta;BEZP;urzędnik samorządowy
KOBW;KKW;9;WÓJCIK;Krystyna;Kobieta;BEZP;ekonomista
KOBW;KKW;10;GÓRSKI;Michał Jakub;Mężczyzna;PORP;przedsiębiorca
KOBW;KKW;11;ŻMIEJEWSKI;Zdzisław Michał;Mężczyzna;BEZP;politolog
KOBW;KKW;12;ADAMCZAK;Wojciech;Mężczyzna;BEZP;leśnik
KOBW;KKW;13;LESZCZYŃSKA;Anna Maria;Kobieta;PORP;specjalista do spraw public relations
KOBW;KKW;14;POLAŃSKI;Jarosław;Mężczyzna;PORP;politolog
KOBW;KKW;15;BURDZY;Sebastian Robert;Mężczyzna;PORP;przedstawiciel władzy samorządowej
KOBW;KKW;16;MĘDYGRAŁ;Kacper Jan;Mężczyzna;PORP;technolog
KOBW;KKW;17;SIERPIŃSKI;Marek Rafał;Mężczyzna;PORP;specjalista do spraw logistyki
KOBW;KKW;18;ZALEWSKI;Marek Krzysztof;Mężczyzna;PORP;adwokat
KOBW;KKW;19;STASZEWSKI;Waldemar Zbigniew;Mężczyzna;PORP;choreograf
KOBW;KKW;20;MOŁOŃ;Radosław Tomasz;Mężczyzna;BEZP;doradca inwestycyjny
KOBW;KKW;21;SOBOLAK;Anna Helena;Kobieta;BEZP;inżynier
KOBW;KKW;22;MAKÓWKA;Jacek Edward;Mężczyzna;członek partii politycznej: Unia Pracy;doradca klienta
KOBW;KKW;23;PIWKO;Katarzyna Anna;Kobieta;PORP;politolog
KOBW;KKW;24;STANIÓW;Katarzyna;Kobieta;PORP;farmaceuta
KOBW;KKW;25;ZELINKA;Ryszard Julian;Mężczyzna;BEZP;nauczyciel
KOBW;KKW;26;KROPSKI;Łukasz;Mężczyzna;PORP;opiekun klienta
KOBW;KKW;27;GILAR;Daria;Kobieta;PORP;urzędnik
KOBW;KKW;28;ŁAPIŃSKI;Marek;Mężczyzna;PORP;przedstawiciel władzy samorządowej
PSL;KWPP;1;PROTASIEWICZ;Jacek;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;parlamentarzysta
PSL;KWPP;2;ZEGAN;Maciej Adam;Mężczyzna;BEZP;strażnik miejski
PSL;KWPP;3;BRONOWICKA;Joanna Barbara;Kobieta;PSL;kierownik podmiotu leczniczego
PSL;KWPP;4;DUDA;Grzegorz Tomasz;Mężczyzna;PSL;historyk
PSL;KWPP;5;SOCHA;Jan;Mężczyzna;PSL;urzędnik samorządowy
PSL;KWPP;6;MALEC;Tomasz Stanisław;Mężczyzna;BEZP;technik mechanik
PSL;KWPP;7;LECH;Ryszard;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;8;SZYDEŁKO;Witold;Mężczyzna;BEZP;przedsiębiorca
PSL;KWPP;9;LITWIN;Ewa Grażyna;Kobieta;BEZP;ekonomista
PSL;KWPP;10;KURYŚ;Hieronim Stanisław;Mężczyzna;PSL;trener sportu
PSL;KWPP;11;WARCHOLIŃSKI;Marek;Mężczyzna;PSL;nauczyciel
PSL;KWPP;12;KWIATKOWSKA-KORCZAK;Janina;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;pracownik naukowy
PSL;KWPP;13;KUCHARSKA;Aleksandra Anna;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;urzędnik
PSL;KWPP;14;KUŹMICZ;Łukasz Maciej;Mężczyzna;PSL;rolnik
PSL;KWPP;15;GROCHOLSKI;Bartosz Krystian;Mężczyzna;PSL;inżynier rolnictwa
PSL;KWPP;16;MACAŁA;Łukasz Michał;Mężczyzna;BEZP;pracownik logistyki
PSL;KWPP;17;SZULC;Joanna Alicja;Kobieta;PSL;biotechnolog
PSL;KWPP;18;FURDYNA;Jolanta Stanisława;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;prawnik
PSL;KWPP;19;ZALEWSKI;Karol Henryk;Mężczyzna;BEZP;teolog
PSL;KWPP;20;BUBNICKA;Barbara Maria;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;przedsiębiorca
PSL;KWPP;21;KOWALSKI;Arkadiusz Rafał;Mężczyzna;BEZP;inżynier mechanik
PSL;KWPP;22;MAJOCHA;Elżbieta Marta;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;instruktor amatorskiego ruchu artystycznego
PSL;KWPP;23;SOŁTYS;Jacek Jan;Mężczyzna;BEZP;inżynier rolnictwa
PSL;KWPP;24;ADAMCZYK-POGORZELEC;Bożena Maria;Kobieta;BEZP;historyk
PSL;KWPP;25;BARTOSZEWICZ;Urszula Agnieszka;Kobieta;PSL;przedsiębiorca
PSL;KWPP;26;PAWNUK;Emilia Maria;Kobieta;BEZP;inżynier budownictwa
PSL;KWPP;27;MRÓZ-MOŻDŻONEK;Joanna Róża;Kobieta;PSL;prawnik
PSL;KWPP;28;ŁOPATKA;Mirosław Mieczysław;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;1;TUDUJ;Krzysztof;Mężczyzna;RuchNarodowy;prawnik
KONFEDERACJA;KWPP;2;IWASZKIEWICZ;Robert Jarosław;Mężczyzna;Korwin;inżynier budownictwa
KONFEDERACJA;KWPP;3;POŹNIAK;Łukasz Patryk;Mężczyzna;Korwin;bukmacher
KONFEDERACJA;KWPP;4;TAMULEWICZ;Miłosz Michał;Mężczyzna;BEZP;technik elektronik
KONFEDERACJA;KWPP;5;SZOKALSKI;Krzysztof Józef;Mężczyzna;RuchNarodowy;filozof
KONFEDERACJA;KWPP;6;FABISIAK;Michał;Mężczyzna;BEZP;architekt
KONFEDERACJA;KWPP;7;WALCZYK;Katarzyna Natalia;Kobieta;BEZP;dyspozytor taksówek
KONFEDERACJA;KWPP;8;CZECH;Marta Anna;Kobieta;BEZP;chemik
KONFEDERACJA;KWPP;9;BIELECKA;Halszka Beata;Kobieta;BEZP;filolog
KONFEDERACJA;KWPP;10;ZAPOTOCZNY;Stanisław Józef;Mężczyzna;RuchNarodowy;adwokat
KONFEDERACJA;KWPP;11;RĄCZYŃSKI;Wojciech Aleksander;Mężczyzna;RuchNarodowy;technik mechanik
KONFEDERACJA;KWPP;12;LUDKOWSKI;Bogdan;Mężczyzna;BEZP;inżynier budowlany
KONFEDERACJA;KWPP;13;JAGIEŁŁO;Paweł Jacek;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;14;SZLOSER;Ewa;Kobieta;Korwin;ekonomista
KONFEDERACJA;KWPP;15;CHMURA;Piotr;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;16;MARSZAŁEK;Ryszard Marian;Mężczyzna;RuchNarodowy;prawnik
KONFEDERACJA;KWPP;17;JABŁOŃSKI;Wojciech;Mężczyzna;BEZP;przewodnik turystyczny
KONFEDERACJA;KWPP;18;WRÓBLEWSKA;Ewa;Kobieta;BEZP;tłumacz
KONFEDERACJA;KWPP;19;ZIÓŁKOWSKA;Jadwiga Janina;Kobieta;RuchNarodowy;nauczyciel języka polskiego
KONFEDERACJA;KWPP;20;NOWAK;Adam Krzysztof;Mężczyzna;RuchNarodowy;inżynier automatyki i diagnostyki
KONFEDERACJA;KWPP;21;MALARA;Agnieszka Joanna;Kobieta;BEZP;filolog francuski
KONFEDERACJA;KWPP;22;ZIELIŃSKI;Tomasz Antoni;Mężczyzna;RuchNarodowy;inżynier telekomunikacji
KONFEDERACJA;KWPP;23;ZARZYCKA;Patrycja;Kobieta;BEZP;sprzedawca
KONFEDERACJA;KWPP;24;CHROBOT;Krzysztof Mieczysław;Mężczyzna;BEZP;inżynier budowlany
KONFEDERACJA;KWPP;25;BRZEZIŃSKA;Olga Anna;Kobieta;RuchNarodowy;nauczyciel
KONFEDERACJA;KWPP;26;CHMIELEWSKI;Paweł;Mężczyzna;BEZP;technolog żywności
KONFEDERACJA;KWPP;27;LUDKOWSKA;Maria;Kobieta;BEZP;technik organizacji usług gastronomicznych
KONFEDERACJA;KWPP;28;ŻUREK;Piotr Grzegorz;Mężczyzna;RuchNarodowy;kierowca
PiS;KWPP;1;LATOS;Tomasz Edward;Mężczyzna;PiS;lekarz
PiS;KWPP;2;SCHREIBER;Łukasz Paweł;Mężczyzna;PiS;poseł na Sejm RP
PiS;KWPP;3;KRÓL;Piotr Marek;Mężczyzna;PiS;politolog
PiS;KWPP;4;KOWNACKI;Bartosz Józef;Mężczyzna;PiS;adwokat
PiS;KWPP;5;KOZANECKA;Ewa Elżbieta;Kobieta;PiS;ekonomista
PiS;KWPP;6;WITKOWSKI;Marek Leon;Mężczyzna;PiS;pracownik administracji rządowej
PiS;KWPP;7;WROŃSKI;Marcin;Mężczyzna;PorozumienieJarosławaGowina;inżynier rolnictwa
PiS;KWPP;8;STACHOWIAK;Ireneusz;Mężczyzna;SolidarnaPolska;politolog
PiS;KWPP;9;KOWALIK;Jerzy;Mężczyzna;PiS;pracownik administracji rządowej
PiS;KWPP;10;KRZEMKOWSKI;Michał;Mężczyzna;PiS;geograf
PiS;KWPP;11;SZABELSKA;Grażyna Edyta;Kobieta;PiS;nauczyciel akademicki - nauki humanistyczne
PiS;KWPP;12;FALKOWSKA;Anna;Kobieta;PiS;nauczyciel nauczania początkowego
PiS;KWPP;13;SZAMOCKI;Tomasz Paweł;Mężczyzna;BEZP;pracownik samorządowy
PiS;KWPP;14;KOŁODZIEJ;Jolanta;Kobieta;PiS;pracownik administracji rządowej
PiS;KWPP;15;GOGOLA;Elżbieta;Kobieta;PiS;nauczyciel nauczania początkowego
PiS;KWPP;16;NAPIERALSKI;Krzysztof;Mężczyzna;PiS;technik mechanik maszyn i urządzeń
PiS;KWPP;17;KUFFEL;Stanisława;Kobieta;BEZP;nauczyciel języka polskiego
PiS;KWPP;18;JABŁOŃSKA;Kamila Teresa;Kobieta;PiS;pracownik samorządowy
PiS;KWPP;19;LEWANDOWSKI;Antoni;Mężczyzna;PiS;kierownik biura
PiS;KWPP;20;WENDERLICH;Paulina;Kobieta;BEZP;radca prawny
PiS;KWPP;21;PILARSKA;Danuta Stanisława;Kobieta;PiS;technik rolnik
PiS;KWPP;22;ŚRUBKOWSKA;Żaneta Katarzyna;Kobieta;PiS;ekonomista
PiS;KWPP;23;WARDA;Maria Alina;Kobieta;PiS;dziennikarz
PiS;KWPP;24;CIESIELCZYK;Dariusz;Mężczyzna;PiS;pracownik samorządowy
KONFEDERACJA;KWPP;1;SYPNIEWSKI;Marcin;Mężczyzna;KWiN;prawnik
KONFEDERACJA;KWPP;2;STRZEMKOWSKI;Filip Szymon;Mężczyzna;RuchNarodowy;monter instalacji wentylacyjnych i klimatyzacyjnych
KONFEDERACJA;KWPP;3;GINTHER;Radosław Mariusz;Mężczyzna;BEZP;nauczyciel techniki
KONFEDERACJA;KWPP;4;KUBACKA;Luiza Alicja;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;5;JAROCKA;Krystyna Anna;Kobieta;BEZP;audytor
KONFEDERACJA;KWPP;6;STACHOWIAK;Mateusz;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;7;JAWORNIK;Łukasz;Mężczyzna;BEZP;specjalista bezpieczeństwa i higieny pracy
KONFEDERACJA;KWPP;8;KLUCZYŃSKI;Grzegorz;Mężczyzna;RuchNarodowy;technik informatyk
KONFEDERACJA;KWPP;9;POPŁAWSKA;Natalia Martyna;Kobieta;BEZP;specjalista bankowości
KONFEDERACJA;KWPP;10;GEISLER-GRYGROWICZ;Joanna;Kobieta;RuchNarodowy;technik ekonomista
KONFEDERACJA;KWPP;11;PILARSKI;Marcin;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;12;BORKOWSKI;Maciej Jerzy;Mężczyzna;BEZP;emeryt
KONFEDERACJA;KWPP;13;STANKIEWICZ;Marek Paweł;Mężczyzna;Korwin;ekonomista
KONFEDERACJA;KWPP;14;KALINOWSKI;Dominik Marek;Mężczyzna;BEZP;specjalista do spraw sprzedaży
KONFEDERACJA;KWPP;15;PASTUSZKA;Krzysztof;Mężczyzna;BEZP;technik rolnik
KONFEDERACJA;KWPP;16;LEWANDOWSKI;Marek;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;17;KURLANDT-OŚWIECIŃSKA;Maja Anna;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;18;BOCIAN;Agnieszka Iwona;Kobieta;BEZP;ekonomista
KONFEDERACJA;KWPP;19;ĆWIKLIŃSKA;Magdalena;Kobieta;BEZP;specjalista do spraw marketingu i handlu
KONFEDERACJA;KWPP;20;KALINOWSKA;Klaudia Natalia;Kobieta;BEZP;studentka
KONFEDERACJA;KWPP;21;LISS;Sławomir Tomasz;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;22;ŁUSIAK;Małgorzata;Kobieta;BEZP;nauczyciel przedszkola
KONFEDERACJA;KWPP;23;GNYSZEK;Dariusz;Mężczyzna;RuchNarodowy;blacharz samochodowy
KONFEDERACJA;KWPP;24;SAJNA;Cyprian Kamil;Mężczyzna;Korwin;przedsiębiorca
PSL;KWPP;1;KURZAWA;Dariusz;Mężczyzna;PSL;pracownik samorządowy
PSL;KWPP;2;SIKORA;Krzysztof Gustaw;Mężczyzna;BEZP;fizyk
PSL;KWPP;3;ŚMIGIELSKA;Klaudia;Kobieta;BEZP;technik farmaceutyczny
PSL;KWPP;4;KOZŁOWSKA;Zofia Władysława;Kobieta;PSL;inżynier rolnictwa
PSL;KWPP;5;NAWROT;Jadwiga Władysława;Kobieta;BEZP;biegły rewident
PSL;KWPP;6;BIERNACKI;Jan Kazimierz;Mężczyzna;BEZP;sadownik
PSL;KWPP;7;KOSZOWSKI;Franciszek;Mężczyzna;PSL;inżynier zootechniki
PSL;KWPP;8;ANKIEWICZ-JASIŃSKA;Ewa Teresa;Kobieta;BEZP;inżynier telekomunikacji
PSL;KWPP;9;KAPUSTA;Zbigniew Piotr;Mężczyzna;PSL;rolnik
PSL;KWPP;10;MIŁOWSKI;Tomasz Edmund;Mężczyzna;PSL;pracownik samorządowy
PSL;KWPP;11;SOBIECHOWSKA;Hanna Jadwiga;Kobieta;PSL;inspektor ochrony danych osobowych
PSL;KWPP;12;PAZDERSKA;Aleksandra Beata;Kobieta;BEZP;specjalista do spraw logistyki
PSL;KWPP;13;RÓŻAŃSKI;Krzysztof Janusz;Mężczyzna;BEZP;specjalista administracji publicznej
PSL;KWPP;14;BAGNEROWSKI;Tomasz;Mężczyzna;PSL;rolnik
PSL;KWPP;15;SANKOWSKI;Paweł Maksymilian;Mężczyzna;PSL;nauczyciel fizyki
PSL;KWPP;16;STANEK;Aleksandra Maria;Kobieta;BEZP;księgowy
PSL;KWPP;17;URBAŃSKI;Łukasz Cyprian;Mężczyzna;PSL;inżynier zootechniki
PSL;KWPP;18;PROCHOWNIK;Wiesława Stanisława;Kobieta;PSL;lekarz dentysta
PSL;KWPP;19;ROWIŃSKI;Grzegorz Czesław;Mężczyzna;BEZP;pedagog
PSL;KWPP;20;PAWLINA;Henryk;Mężczyzna;PSL;specjalista administracji publicznej
PSL;KWPP;21;SŁOMA;Jarosław Jan;Mężczyzna;BEZP;nauczyciel przysposobienia obronnego
PSL;KWPP;22;ŁĄCZNA;Kamila Tatiana;Kobieta;BEZP;animator kultury
PSL;KWPP;23;SUPERCZYŃSKI;Jacek;Mężczyzna;PSL;nauczyciel muzyki
PSL;KWPP;24;MES;Ewa Monika;Kobieta;PSL;specjalista administracji publicznej
SLD;KWPP;1;GAWKOWSKI;Krzysztof Kamil;Mężczyzna;Wiosna;nauczyciel akademicki - nauki humanistyczne
SLD;KWPP;2;SZOPIŃSKI;Jan Józef;Mężczyzna;SLD;ekonomista
SLD;KWPP;3;WYSOCKI;Michał;Mężczyzna;LRazem;ekonomista
SLD;KWPP;4;NOWAK;Izabela Anna;Kobieta;BEZP;specjalista organizacji i zarządzania w ochronie zdrowia
SLD;KWPP;5;LUDWISIAK-KAWECKA;Anna Magdalena;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;6;JELENIEWSKI;Marek Krzysztof;Mężczyzna;SLD;prawnik
SLD;KWPP;7;KOŃCZAK;Danuta Elżbieta;Kobieta;BEZP;technik rolnik
SLD;KWPP;8;SKAŁECKI;Damian Adam;Mężczyzna;BEZP;inżynier elektronik
SLD;KWPP;9;KOZŁOWSKA;Karolina;Kobieta;LRazem;filolog polski
SLD;KWPP;10;KNIOŁA;Magdalena;Kobieta;BEZP;grafik komputerowy DTP
SLD;KWPP;11;BUDZIŃSKA;Elżbieta Maria;Kobieta;BEZP;pielęgniarka
SLD;KWPP;12;GINTER;Sławomir Ryszard;Mężczyzna;BEZP;socjolog
SLD;KWPP;13;SMOLAGA;Aleksandra Justyna;Kobieta;LRazem;specjalista administracji publicznej
SLD;KWPP;14;MENARD;Wiesław Tadeusz;Mężczyzna;SLD;architekt krajobrazu
SLD;KWPP;15;OSUCH;Katarzyna Anna;Kobieta;BEZP;pracownik socjalny
SLD;KWPP;16;WARSICKA;Teresa;Kobieta;LRazem;architekt
SLD;KWPP;17;FRĘŚ;Mateusz;Mężczyzna;BEZP;pracownik obsługi biurowej
SLD;KWPP;18;PIASKOWSKA;Joanna Zuzanna;Kobieta;członek partii politycznej: Twój Ruch;technik weterynarii
SLD;KWPP;19;JAROSZ;Piotr;Mężczyzna;SLD;instruktor sportu
SLD;KWPP;20;GRUPA;Artur;Mężczyzna;BEZP;krawiec
SLD;KWPP;21;SKAJA;Sebastian;Mężczyzna;SLD;nauczyciel języka obcego
SLD;KWPP;22;PISAREK;Michał Mateusz;Mężczyzna;BEZP;technik handlowiec
SLD;KWPP;23;KRZESIŃSKI;Tomasz;Mężczyzna;SLD;rolnik
BZPS;KWW;1;PAJĄK;Łukasz Radosław;Mężczyzna;BEZP;inżynier energetyki
BZPS;KWW;2;PŁACZKIEWICZ;Beata Maria;Kobieta;BEZP;politolog
BZPS;KWW;3;PIWOWAR;Sara;Kobieta;BEZP;przedsiębiorca
BZPS;KWW;4;KOZŁOWSKA;Małgorzata Kinga;Kobieta;BEZP;pedagog
BZPS;KWW;5;WOŹNIAK;Sławomir;Mężczyzna;BEZP;inżynier budownictwa - budownictwo ogólne
BZPS;KWW;6;WYSOCKI;Jan Maciej;Mężczyzna;BEZP;student
BZPS;KWW;7;LIS;Marzena;Kobieta;BEZP;politolog
BZPS;KWW;8;KAPUSTA;Daniel Piotr;Mężczyzna;BEZP;technik elektronik
BZPS;KWW;9;KOWALSKI;Dominik;Mężczyzna;BEZP;pracownik samorządowy
BZPS;KWW;10;KUŚNIERZ;Damian Tomasz;Mężczyzna;BEZP;student
BZPS;KWW;11;GAWINKOWSKA;Andżelika Ewelina;Kobieta;BEZP;studentka
BZPS;KWW;12;RYCHLIK;Bartosz Adrian;Mężczyzna;BEZP;student
BZPS;KWW;13;MAZUR;Adam Marek;Mężczyzna;BEZP;specjalista do spraw kadr
BZPS;KWW;14;JAWORSKA;Daria;Kobieta;BEZP;studentka
BZPS;KWW;15;BARAŃSKI;Krzysztof Marian;Mężczyzna;BEZP;pracownik samorządowy
BZPS;KWW;16;POGORZELSKI;Piotr;Mężczyzna;BEZP;mechanik pojazdów samochodowych
BZPS;KWW;17;OLSZAK;Paulina;Kobieta;BEZP;pracownik obsługi biurowej
BZPS;KWW;18;KLIBER;Sławomir Wojciech;Mężczyzna;BEZP;inżynier ogrodnictwa
KOBW;KKW;1;ZWIEFKA;Tadeusz Antoni;Mężczyzna;PORP;prawnik
KOBW;KKW;2;OLSZEWSKI;Paweł Bartosz;Mężczyzna;PORP;ekonomista
KOBW;KKW;3;KOZŁOWSKA;Iwona Maria;Kobieta;BEZP;pedagog
KOBW;KKW;4;NITKIEWICZ;Ireneusz Michał;Mężczyzna;BEZP;specjalista do spraw logistyki
KOBW;KKW;5;ŁOŚKO;Magdalena;Kobieta;PORP;pedagog
KOBW;KKW;6;STASIŃSKI;Michał Józef;Mężczyzna;PORP;prawnik
KOBW;KKW;7;POGODA;Tadeusz Grzegorz;Mężczyzna;BEZP;inżynier elektryk
KOBW;KKW;8;MIKOŁAJCZAK;Marian Marek;Mężczyzna;BEZP;nauczyciel historii
KOBW;KKW;9;BRZEZIŃSKA;Olga;Kobieta;BEZP;prawnik
KOBW;KKW;10;KRÓLEWICZ;Mirosław;Mężczyzna;BEZP;ekonomista
KOBW;KKW;11;MŁODECKI;Juliusz Jakub;Mężczyzna;BEZP;rolnik
KOBW;KKW;12;BARANOWSKI;Robert Rafał;Mężczyzna;PORP;technik mechanik
KOBW;KKW;13;GLISZCZYŃSKI;Stanisław;Mężczyzna;BEZP;dyrektor szkoły
KOBW;KKW;14;AL-SHAER;Bashar;Mężczyzna;BEZP;lekarz
KOBW;KKW;15;PIETRYGA;Nicole Weronika;Kobieta;BEZP;studentka
KOBW;KKW;16;KATULSKI;Jarosław Paweł;Mężczyzna;PORP;lekarz
KOBW;KKW;17;BIELIŃSKA;Monika Julia;Kobieta;BEZP;księgowy
KOBW;KKW;18;POPA;Paulina Barbara;Kobieta;PORP;zarządca nieruchomości
KOBW;KKW;19;WOŹNIAK;Danuta Maria;Kobieta;BEZP;kelner
KOBW;KKW;20;WĄDOŁOWSKI;Dariusz Józef;Mężczyzna;BEZP;pracownik samorządowy
KOBW;KKW;21;STASZAK-KOWALSKA;Radosława Maria;Kobieta;BEZP;lekarz
KOBW;KKW;22;GALIŃSKA;Martyna Magdalena;Kobieta;BEZP;pielęgniarka
KOBW;KKW;23;MALICH;Piotr Henryk;Mężczyzna;Zieloni;filozof
KOBW;KKW;24;SZCZĘSNY;Wojciech;Mężczyzna;BEZP;lekarz
PiS;KWPP;1;ARDANOWSKI;Jan Krzysztof;Mężczyzna;PiS;inżynier rolnictwa
PiS;KWPP;2;CZABAŃSKI;Krzysztof;Mężczyzna;BEZP;dziennikarz
PiS;KWPP;3;MICHAŁEK;Iwona Krystyna;Kobieta;PorozumienieJarosławaGowina;nauczyciel
PiS;KWPP;4;BOROWIAK;Joanna Beata;Kobieta;PiS;nauczyciel akademicki
PiS;KWPP;5;SOBECKA;Anna Elżbieta;Kobieta;PiS;nauczyciel
PiS;KWPP;6;GEMBICKA;Anna Urszula;Kobieta;PiS;pracownik administracji publicznej
PiS;KWPP;7;MAZURKIEWICZ;Maria;Kobieta;PiS;nauczyciel
PiS;KWPP;8;KAŁUŻNY;Mariusz Piotr;Mężczyzna;SolidarnaPolska;dyrektor generalny
PiS;KWPP;9;JARANOWSKI;Wojciech;Mężczyzna;PiS;nauczyciel
PiS;KWPP;10;GIRZYŃSKI;Zbigniew;Mężczyzna;PiS;nauczyciel akademicki
PiS;KWPP;11;STEFANIAK;Arkadiusz Andrzej;Mężczyzna;PiS;pracownik administracji publicznej
